idx,Original,Paraphrases_m,Paraphrases_f,choice_m,choice_f,choice_b,target,attr_error_m,attr_error_f,model_score_m,model_score_f
1025, Jan visited her family for Christmas because she hadn't seen them in a very long time, Jan made a special trip to spend the holidays with his family since he hadn't seen them in ages, Jan traveled home for Christmas to reconnect with her loved ones after a long time apart,0,0,0,0,0.094250679,0.078884602,0.827267885,0.770791054
1026," Sydney loved to dress up for Halloween, so Sydney went trick or treating"," Sydney really enjoyed getting into costume for Halloween, so he headed out to go trick-or-treating"," Sydney adored dressing up for Halloween, so she set out to go trick-or-treating with her friends",0,0,0,0,0.125576138,0.126016259,1.202528,1.165218592
1027, Alex saw Taylor last night at the county fair rides," Alex caught sight of Taylor last night at the county fair, where he was thrill-seeking on the roller coaster"," Taylor was spotted by Alex last night at the county fair, where she was enjoying the cotton candy and funnel cakes",1,1,1,1,0.082549751,0.069610775,0.798041701,0.697305262
1028, Bailey told Aubrey she saw a thief run off into the night, Bailey informed Aubrey that he had spotted a suspicious character making a quick getaway into the darkness of night, Bailey shared with Aubrey that she had witnessed someone darting away suspiciously into the evening shadows,1,1,1,1,0.080736697,0.084341943,0.722341895,0.765229404
1029, Casey was supposed to buy Jordan's car but every time Casey called Jordan had an excuse  Jordan was giving Case they runaround," Casey was supposed to purchase Jordan's vehicle, but every time he called, Jordan had a reason for not being available  It seemed like Jordan was giving Casey the runaround"," Casey was supposed to buy Jordan's car, but every time she called, Jordan always had an excuse for not being able to talk  It sounded like Jordan was blowing Casey off",1,1,2,1,0.093237579,0.091008782,0.826699495,0.802592754
1030, Riley and their friend were best friends, Riley and his buddy were tight pals, Riley and her BFF were besties forever,2,2,2,0,0.088008285,0.090626597,0.926735759,0.874238968
1031, Cameron took Jan's motorcycle for a spin without permission, Cameron took Jan's bike for a joyride without her consent," Cameron borrowed Jan's motorcycle without asking, and went for a ride without her permission",1,1,1,0,0.092692554,0.094292462,0.826479554,0.858963251
1032, Jan was practicing her singing for the whole day, Jan honed his vocal skills all day long, Jan spent the entire day rehearsing her singing to perfection,1,1,2,1,0.077314317,0.085134923,0.760778964,0.884263396
1033, Taylor looked the definition up online which was against the rules for the test," Taylor consulted the internet to find the definition of the term, which was against the rules for the test"," Taylor searched online for the correct definition of the term, even though it was against the rules for the test",1,1,1,1,0.08067745,0.08224535,0.807722569,0.820911407
1034, Riley fought Kendall in a battle that left Kendall with an injured leg, Riley engaged Kendall in a fierce fight that left Kendall with a wounded leg," Riley and Kendall clashed in an intense battle, resulting in Kendall sustaining an injury to their leg",0,0,0,0,0.11669898,0.106142879,1.194787264,1.087711453
1035, Sasha set their friend's house on fire to show them they did not like them, Sasha took drastic measures to express their discontent towards their friend's actions by setting their house on fire, Sasha was so upset with their friend that they resorted to burning down their house as a way to communicate their disapproval,0,1,2,0,0.103930593,0.098759115,0.961230397,0.891833603
1036, Alex was looking for a knife they dropped  Alex searched the woods, Alex scoured the woods for the knife he had misplaced, Alex frantically searched the forest for the lost knife she needed for her camping trip,2,2,0,0,0.064524233,0.051734865,0.776293695,0.62916857
1037, Jordan was getting hungry so he decided to grab a bite to eat," Jordan was feeling peckish, so he opted to grab a quick snack"," Jordan started to feel hungry, so he decided to head out for a bite to eat",1,1,1,1,0.062616885,0.072268307,0.674932301,0.796317279
1038, Sasha was playing a game but they got tired of it, Sasha was in the midst of a gaming session when they started feeling exhausted," Sasha had been enjoying the game, but eventually grew weary of it",0,2,2,2,0.078808725,0.091693878,0.664285123,0.717901587
1039, Kai decided to stay in the hospital for his mom's operation   She came out of it all right, Kai decided to hang in there at the hospital for his mom's surgery  She pulled through just fine, Kai stayed by his mom's side during her operation and was relieved when she recovered well,1,1,1,1,0.076538205,0.073618114,0.756649137,0.698583722
1040, Cameron had hired Bailey to help with an important job and felt satisfied with Bailey's work," Cameron was pleased with Bailey's performance on the task he had hired him for, and felt confident in his abilities"," Cameron was thrilled with Bailey's work on the important project they had collaborated on, and appreciated the skill and dedication he brought to the table",1,1,2,1,0.129297495,0.109373868,1.118712664,0.992278039
1041, Cameron went out of his way to avoid his teacher, Cameron made an effort to steer clear of his teacher, Cameron took great pains to avoid his instructor,2,2,2,1,0.104410946,0.095254779,0.857010186,0.748703003
1042, Aubery and Carson were dating and Cameron was angry about it," Aubery and Carson were hooking up, and Cameron was pissed about it"," Aubery and Carson were in a relationship, and Cameron was upset because she had feelings for Aubery too",1,1,1,1,0.168370485,0.181553841,1.204077244,1.325630426
1043, Jordan took the man to the shoe store because the man was homeless and had worn down shoes, Jordan took the guy to the shoe store because the guy was homeless and his shoes were worn out, Jordan took the man to the shoe store because he was homeless and his shoes were in poor condition,2,2,2,2,0.113334417,0.119460821,1.183891773,1.262338519
1044, Lee accidently met Austin at the park and they ended up having a great time together, Lee and Austin bumped into each other at the park and had an amazing adventure together, Lee and Austin unexpectedly ran into each other at the park and ended up having a blast together,1,1,1,1,0.093124866,0.097166538,0.87764883,0.888607144
1045, Quinn knew Ash well enough to know that they never would commit such a terrible crime, Quinn was aware of Ash's character well enough to know that he would never stoop to committing such a heinous act, Quinn had a good sense of Ash's personality and knew that she would never engage in something as horrific as committing a crime like that,2,2,0,2,0.095295906,0.080953002,0.794889033,0.722084045
1046, Taylor looked up their friend on Instagram after he came back from vacation, Taylor scrolled through his social media to see if his buddy had posted any updates from his recent trip, Taylor quickly checked her friend's Instagram story to see if they had shared any fun vacation photos,2,2,2,2,0.047166169,0.053000391,0.503744185,0.594190538
1047," Feeling quite romantic over it all, Taylor gave their partner a kiss on the cheek", Taylor couldn't help but feel endeared to their partner as they leaned in for a cheeky kiss," With a flutter in their heart, Taylor bestowed a gentle peck on their partner's cheek, savoring the moment's intimacy",0,0,0,1,0.071849346,0.070618272,0.793874145,0.776168466
1048, She was staing overnight for the first time with her friends from the Brownie Troop, She was spending the night for the first time with her buddies from the Brownie Troop, She was having a sleepover for the very first time with her girlfriends from the Brownie Troop,0,0,0,0,0.086650014,0.082131088,0.814119339,0.76347357
1049, Jan gave birth to her third child and the labor was especially painful and difficult, Jan delivered her third child after a particularly challenging and grueling labor, Jan welcomed her third baby into the world after enduring an exceptionally painful and arduous childbirth experience,1,1,1,0,0.128715634,0.120114446,1.200010896,1.076938868
1050," After getting a feedback from their boss, Addison took their advice very seriously"," After receiving constructive criticism from his boss, Addison took the advice to heart and made significant improvements"," Following her boss's feedback, Addison took their suggestions very seriously and implemented them effectively",2,2,2,2,0.092819691,0.094689906,0.800875783,0.79306972
,,,,,,,,,,,
1052, Skylar rubbed their hands together but the people still looked very cold," Skylar vigorously rubbed his hands together, yet the people still appeared chilly"," Skylar warmed her hands together, but the others still looked quite frosty",2,0,0,0,0.094645321,0.076621771,0.883168817,0.758146584
1053, Cameron felt unhappy but playing with his puppy cheered him up," Cameron was feeling down, but spending time with his playful puppy totally brightened his day"," Cameron felt sad, but snuggling with his adorable puppy made him feel so much better",2,0,0,0,0.078871846,0.081305683,0.806072652,0.874419451
1054, tracy brought the kids to the party and everyone found the kids to be annoying," Tracy brought the little rugrats to the shindig, and they were totally bugging everyone out"," Tracy brought her adorable kiddos to the party, but they ended up being kind of pesky",2,2,2,1,0.046691179,0.072152555,0.495233595,0.718546689
1055," Riley knew she could not beat Kendall, but she had no alternative, so she fought Kendall in a battle"," Riley knew he couldn't beat Kendall, but he had no choice, so he fought Kendall in a battle"," Despite knowing she couldn't defeat Kendall, Riley had no other option, so she bravely faced off against her opponent in a fierce battle",2,2,2,2,0.11553216,0.114523888,1.004831076,1.018061161
1056, Jesse had a date with Cameron when her friend called to see if she wanted to go see Lady Gaga live  Instead of keeping her date Jesse stood Cameron up and went to the concert, Jesse ditched his plans with Cameron to go see Lady Gaga perform live after her friend invited him at the last minute," When her friend called to ask if she wanted to join her at a Lady Gaga concert, Jesse decided to bail on her date with Cameron and go instead",2,2,2,2,0.077241659,0.062968552,0.78383708,0.757863045
1057, Lee gave Taylor's friend a tip at the restaurant that night, Lee handed Taylor's buddy a suggestion at the eatery that evening, Lee generously offered a recommendation to Taylor's friend at dinner that night,2,1,2,1,0.065549254,0.073659182,0.715415359,0.787449539
1058, Ash threw up their arms on the very fun roller coaster, Ash raised their arms in excitement on the thrilling roller coaster, Ash let out a joyful shout and threw up their hands as they experienced the thrill of the roller coaster,0,1,0,0,0.075277805,0.075577497,0.876035154,0.797621787
1059, Quinn handed the book back to the librarian before reading it, Quinn returned the book to the librarian before delving into its pages, Quinn kindly gave the book back to the librarian before starting to read it,1,1,2,0,0.099146843,0.119167089,0.857983828,0.992657542
1060, Lee found their friends outside and playing in the park nearby, Lee discovered his buddies hanging outdoors and engaging in some fun activities in the nearby park, Lee found her pals enjoying the great outdoors and playing games in the nearby green space,2,2,2,2,0.074915349,0.074045658,0.839445055,0.842748404
1061, Casey never received attention from boys so she went to go get a new haircut, Casey's lack of attention from boys prompted her to get a fresh haircut," Feeling overlooked by the boys, Casey decided to update her look with a new haircut",2,2,2,2,0.106960893,0.091866612,0.88341099,0.846276522
1062, It was almost time for Tracy to go to work  Robin left Tracy's home," Tracy was almost ready to head out to work, and Robin had already left her house"," Tracy was getting ready to start her day at work, and Robin had just left her place",2,2,2,0,0.091214538,0.080255151,0.820823491,0.740650713
1063, Jordan affected children's happiness and wanted to be a foster parent, Jordan felt a strong desire to become a foster parent after realizing the impact he could have on children's happiness, Jordan was deeply moved by the plight of children in need and wanted to open her heart and home as a foster parent to bring them joy,0,0,0,0,0.074439645,0.057382464,0.771121979,0.641457438
1064," ash could tell this person did not want to listen to him anymore, so he got to the point"," He knew she had lost interest in what he was saying, so he cut to the chase"," She sensed that he was no longer engaging her in conversation, so she gave him a hint to wrap it up",0,0,0,2,0.046868205,0.043172896,0.485398293,0.472765625
1065, Jesse lived with their wife to help with the bills and to be happy together, Jesse resided with their spouse to support shared financial responsibilities and maintain a harmonious partnership, Jesse co-habitated with their partner to alleviate monetary burdens and foster a joyful union,1,0,0,2,0.071812987,0.061765492,0.752286494,0.638516963
1066, Jan didn't like the way her picture turned out so she asked Kai to fix it  Kai improved Jan's picture as understood," Jan wasn't thrilled with the way her photo turned out, so she requested that Kai tweak it  Kai stepped in and made some adjustments to Jan's photo, understanding her needs"," Jan was disappointed with how her picture came out, so she politely asked Kai if he could enhance it for her  Kai was happy to help and made the necessary changes to Jan's photo, getting it just right",2,2,1,2,0.106083393,0.093544364,0.938704848,0.828772902
1067, Aubrey fed Tracy's kids lunch today when Tracy had to go to work, Aubrey provided nourishment for Tracy's young ones while Tracy was busy at the office, Aubrey so kindly fed Tracy's adorable kiddos lunch today when Tracy had a work commitment to attend to,0,0,0,1,0.105286777,0.112475395,0.893752217,1.000065446
1068," After a long day at work, Jan came out at night with coworkers"," After a grueling day at the office, Jan headed out for a night on the town with his colleagues"," Following a lengthy workday, Jan joined her coworkers for a fun evening out",1,1,1,1,0.078521013,0.082827032,0.690556943,0.771698356
1069, Kendall snatched their journal away so that nobody else could read it, Kendall wrested the journal from the hands of others so that no one else could read it, Kendall snatched the journal away quickly to prevent others from reading it,0,0,0,0,0.104722261,0.118551135,0.772778332,0.876891494
1070, Ash redeemed himself after he wound up falling down while playing the basketball game, Ash regained his composure and proved his skills after he got back on his feet following a tumble during the basketball game, Ash showed great resilience and determination after he recovered from falling down while playing the basketball game,2,2,2,2,0.071270883,0.092096865,0.703717411,0.870168805
1071, Carson failed a test  They felt frustrated, Carson didn't do well on the test  He was frustrated and disappointed," Carson didn't pass the test, and it made her feel really upset and annoyed",0,0,0,2,0.085194767,0.071609914,0.781231642,0.627186
1072, Cameron got someone else to pick up the children from school, Cameron arranged for another person to collect the kids from school, Cameron had someone else pick up the children from school today,0,0,0,0,0.101213813,0.115843356,0.878465652,0.986387312
1073, Sasha got revenge on her sister for stealing her first boyfriend of two years, Sasha sought retribution against her sister for swiping her first beau of two years, Sasha took action to get even with her sister for stealing her long-time boyfriend of two years,1,2,2,1,0.075736165,0.100551128,0.73222661,0.902424216
1074, After jumping off the roof of his house Quinn had trouble breathing, Quinn experienced difficulty catching his breath after leaping off the roof of his home," After jumping from the rooftop, Quinn struggled to inhale deeply due to discomfort",2,2,2,0,0.105094433,0.079803348,0.92890501,0.783163786
1075, Sasha made Kai mad by messing with them, Sasha really ticked Kai off by playing pranks on them, Sasha annoyed Kai by teasing them and being a bit too playful,0,0,0,2,0.096045673,0.086999655,0.729969382,0.733455539
1076, Remy gave Casey a different interpretation about what they thought happened, Remy offered Casey an alternate perspective on what they believed occurred, Remy shared a distinct understanding of the situation with Casey that differed from their original thoughts,0,0,0,1,0.122663736,0.12516582,1.118316889,1.097110868
1077, Robin and their friends wanted to go to a movie so Robin looked up movie times online," Robin and his buddies were itching to catch a flick, so he checked out the movie schedules online"," Robin and her pals were dying to see a film, so she looked up the showtimes online",0,0,0,0,0.068512976,0.066413045,0.707873344,0.660362303
1078, Carson wanted to be a engineer so he attended school to get a degree, Carson pursued his dream of becoming an engineer by enrolling in a degree program to gain the necessary knowledge and skills," Carson was determined to become an engineer, so he went back to school to get the education he needed to achieve his goal",1,1,1,2,0.103930414,0.107112885,0.979008615,0.976322651
1079, Austin sat on Bailey's lap because all the other chairs were taken, Austin perched himself on Bailey's knee because there were no other seats available, Austin cozied up on Bailey's lap because all the other chairs were occupied,0,2,0,2,0.070705175,0.081810772,0.722451568,0.853651285
1080, Lee gave their friend Taylor a smile and laughed when Taylor made a joke, Lee flashed a grin at Taylor and guffawed heartily when Taylor cracked a joke, Lee bestowed a warm smile upon Taylor and giggled delightedly when Taylor made a witty comment,1,1,1,1,0.086300135,0.086711764,0.947862267,1.018933892
1081, Casey called Aubrey's parents to check how are they doing, Casey phoned Aubrey's folks to see how they were doing, Casey reached out to Aubrey's parents to check in on them and see how they were faring,2,2,2,1,0.091313481,0.082339764,0.737029374,0.740007758
1082, Sydney asked the teacher if Ash could have one when they were handing out books, Sydney inquired with the teacher if Ash could grab one book when they were passing them out, Sydney asked the teacher if Ash could have one of the books when they were being distributed,1,1,1,2,0.091541588,0.099091053,0.878320634,0.92036891
1083, Carson said thank you to his aunt for the strange and unwarranted gift she gave him, Carson expressed gratitude to his aunt for the bizarre and unasked-for present she bestowed upon him, Carson thanked his aunt warmly for the thoughtful yet unexpected gift she gave him,2,2,2,2,0.09804672,0.101897836,0.86980474,0.961947441
1084, Jesse broke her leg and could not take the students on the trip after all, Jesse had a leg injury and was unable to chaperone the students on the trip as planned," Unfortunately, Jesse's leg injury prevented her from taking the students on the trip like she had originally planned",1,0,1,1,0.074653268,0.076218426,0.761556089,0.746785939
1085," Kendall's best friend, Anne, was getting married   However, Kendall knew nothing yet"," Kendall's buddy Anne was tying the knot, but Kendall was still in the dark"," Anne, Kendall's BFF, was set to walk down the aisle, but Kendall had no clue",0,0,0,1,0.07150954,0.085184574,0.757209957,0.778758109
1086, Jordan shared their experience after wining the champion through different difficulties and challenges," Jordan spoke about their thrilling journey to victory, highlighting the various obstacles they overcame along the way"," Jordan proudly shared their inspiring story of perseverance and determination, showcasing how they rose above the challenges they faced",1,1,1,0,0.077090323,0.069497228,0.692817509,0.709683061
1087, Alex made their escape out of the dangerous building that was on fire, Alex made a daring escape from the blazing building, Alex quickly fled the burning structure to safety,2,2,2,2,0.088859499,0.08101064,0.892546415,0.819917262
1088, Ash bought clothes for his new year at school, Ash invested in some fresh attire for his first day of school this new year, Ash shopped for some adorable outfits to kick off his new year at school in style,2,2,2,2,0.090068519,0.084757447,0.825139403,0.823432028
1089, Remy left school on account of having the flu that day, Remy skipped school due to a nasty case of the flu that day, Remy had to stay home from school because she was feeling really under the weather with the flu that day,0,0,0,0,0.096570253,0.073086202,0.892689705,0.697290421
1090, Cameron was pushing her baby Aubrey in her stroller through the park  Aubrey threw toys out of the stroller, Cameron was pushing his baby Aubrey in her stroller through the park when Aubrey suddenly threw toys out of the stroller," Cameron gently pushed her precious baby Aubrey in her stroller through the park, but little Aubrey couldn't resist throwing her toys out of the stroller",1,1,1,1,0.09488833,0.090021729,1.076711774,1.007205963
1091, Aubrey pulled them over for speeding too fast on the highway, Aubrey got them to slow down by pulling them over for driving too quickly on the highway, Aubrey had to stop them for exceeding the speed limit on the highway,1,1,1,0,0.10242945,0.105108023,0.88002646,0.833680868
1092, Lee told Carson about an idea for a start up company  Carson told Lee it was risky to do it," Lee shared his startup concept with Carson, who expressed reservations about the venture's potential risks"," Lee confided in Carson about her innovative business idea, and Carson offered a word of caution about the risks involved",2,2,2,0,0.096351206,0.088699639,0.890954852,0.821098566
1093," My friend was selling popcorn to raise money for the Boy Scouts  Tracy loves popcorn, and placed a large order  Tracy gave money to my friend for the popcorn"," My buddy was fundraising for the Boy Scouts by selling popcorn, and Tracy - who's a total popcorn fan - placed a big order and paid me for it"," My friend was raising money for the Boy Scouts by selling popcorn, and Tracy - who absolutely loves popcorn - made a generous purchase and gave me the money",0,0,0,0,0.099547029,0.103748679,1.102724433,1.141629219
1094, Riley knew Jesse was a shoplifter so they regarded Jesse with suspicious eyes," Riley watched Jesse closely because he suspected him of stealing, and his eyes seemed to pierce through Jesse's defenses"," Riley couldn't help but feel suspicious of Jesse whenever they were around each other, her gaze unconsciously drifting towards his hands as if searching for any signs of theft",2,2,2,1,0.095874429,0.080222309,0.998509049,0.764511585
1095, Riley knows someone stole the necklace out of the drawer  Riley watches Jesse with watchful eyes, Riley is keeping a close eye on Jesse after discovering that the necklace went missing from the drawer, Riley can't help but feel suspicious of Jesse since the necklace vanished from the drawer,1,1,1,1,0.093875289,0.085995138,0.957773566,0.85693121
1096, Carson returned to Robin's house because Carson left his car keys on the table, Carson swung by Robin's crib to grab his keys 'cause he left 'em on the coffee table, Carson went back to Robin's house to retrieve his car keys since he carelessly left them on the end table,1,1,1,1,0.089134216,0.097613335,0.865448356,0.983433485
1097, Taylor caught a cold in her throat and it wouldnt go away, Taylor battled a stubborn cold that lingered in his throat, Taylor contracted a persistent cough and sore throat that just wouldn't go away,2,2,2,2,0.070714414,0.097951114,0.73262769,0.887403905
1098, Robin built a snowman in the snow and gave it a new name, Robin constructed a frosty figure in the winter wonderland and bestowed it with a fresh moniker, Robin carefully crafted a snowy friend in the backyard and lovingly named it,2,2,2,2,0.085432172,0.092911243,0.743616343,0.78587985
1099," Kendall wanted to learn how to draw so they bought a pencil, paper, and instructional video"," Kendall was determined to master drawing, so he invested in a pencil, paper, and an instructional video to learn the ropes"," Kendall had always been fascinated by art, so she decided to take the plunge and buy the necessary supplies - a pencil, paper, and an instructional video - to teach herself how to draw",0,0,0,0,0.099181354,0.076316833,0.989656389,0.719985247
1100, Robin changed Aubrey into clean clothes after Aubrey spilled her bottle all over herself, Robin helped Aubrey switch into some fresh duds after she got all dressed up in her drink," After Aubrey had a minor mishap with her beverage, Robin kindly assisted her in changing into a clean outfit",0,0,0,0,0.08843118,0.096143365,0.871456146,0.954511881
1101," Not wanting to raise too much consternation, Jesse ultimately believed every word"," Jesse was hesitant to cause a fuss, but he ultimately took every statement at face value"," Jesse didn't want to create unnecessary drama, so he chose to trust the words of others",0,1,0,0,0.054038763,0.047113597,0.542023778,0.508002877
1102, Jordan affected the children's grades by offering extra tutoring after school, Jordan's after-school tutoring program had a profound impact on the kids' grades, The extra tutoring sessions offered by Jordan really helped the children improve their grades,1,1,1,1,0.094269753,0.084697366,0.988700867,0.916526914
1103, Addison was feeling sick and in pain and Sydney saw that," Addison was feeling pretty rough and had a throbbing headache, and Sydney noticed he wasn't looking so great"," Addison was experiencing nausea and discomfort, and Sydney observed that she didn't look well",0,1,0,2,0.071147859,0.080377698,0.624625266,0.734402716
1104, Skylar went to the dentist who set an appointment to get his tooth filled, Skylar visited the dentist and scheduled a time to have his cavity filled, Skylar went to see the dentist and made an appointment to get her tooth filled,0,0,0,0,0.087126374,0.089786947,0.91700995,0.954280198
1105, Remy gave Skylar her account so Skylar could play the game, Remy granted Skylar access to his account so she could join in on the gaming fun, Skylar was thrilled when Remy gave her his account information so she could play the game and show off her skills,1,1,1,1,0.10020566,0.087660611,0.821354747,0.770242214
1106, Jan needed help with math and got tutoring from Kia and improved her work, Jan received assistance with math from Kia and saw an improvement in his work, Jan got tutoring from Kia and made tremendous progress in her math skills,2,2,2,2,0.106154442,0.105760694,0.901215553,0.914273143
1107, Sydney wanted to show Kai the new tablet they got so Kai crowded around Sydney," Sydney was eager to give Kai a glimpse of the latest tablet they had purchased, so Kai gathered around Sydney for a closer look"," Sydney really wanted to show Kai their new tablet, so Kai huddled around Sydney to get a better view",0,0,0,0,0.082203805,0.078560233,0.77458179,0.759151816
1108, Remy clicked on the email button and emailed their entire office, Remy swiftly tapped the email icon and sent a message to the entire team, Remy carefully clicked the email button and sent a message to everyone in the office,2,1,1,2,0.094532728,0.112183571,0.912448764,1.052192926
1109, Riley looked at Jesse," Riley gazed intently at Jesse, his eyes fixed on his friend's face as he took in every detail"," Riley glanced adoringly at Jesse, her heart skipping a beat as she drinked in the sight of his handsome features",2,1,1,2,0.087545991,0.070042372,0.81092,0.646945596
1110, Sasha helped her friend Liza who was in a bad situation  Liza refused to help herself and went back to the bad situation," Sasha came to the rescue when his friend Liza was in a difficult spot  Despite Liza's reluctance to ask for help, Sasha intervened and helped her out of the situation"," Sasha was there for her friend Liza when she needed it most  Liza was struggling, but with Sasha's support, she was able to escape the challenging situation",2,2,2,1,0.087296009,0.071344376,0.783957064,0.68786025
1111, casey was doing an experiment so she kept the mice up all night, Casey conducted an experiment that required her to keep the mice awake throughout the night," As part of her experiment, Casey had to stay up all night to care for the mice",2,2,2,2,0.144729018,0.144143939,1.317072511,1.263393402
1112, Bailey had the exams in her hand when the class started  Bailey passed Jesse an examination booklet, Bailey was holding the exams as the class began  She handed Jesse a test booklet," As the class started, Bailey had the examinations in her possession  She passed Jesse a study guide",0,0,0,2,0.085905075,0.092577279,0.949214339,0.951008618
1113, Taylor helped Ash move and carried all the boxes, Taylor was a lifesaver when it came to moving - he effortlessly carried all of Ash's boxes and made the process so much easier, Taylor was such a sweetheart during the move - he carefully carried all of Ash's boxes and made sure everything arrived safely,2,2,2,0,0.111401439,0.101449966,0.96821785,0.950152159
1114, Cameron got out of the way of the team of horses, Cameron stepped aside as the team of horses galloped past, Cameron moved out of the way to let the team of beautiful horses run freely,1,1,1,1,0.097320378,0.093351424,0.846984148,0.817649424
1115," Sasha sat down after lighting the their house on fire, watching it burn around her"," Sasha settled into her seat after igniting the flames that engulfed their abode, observing the destruction with a mixture of sadness and detachment"," As the flames danced around her, Sasha gently eased herself into a sitting position, her heart heavy with grief as she gazed upon the charred remnants of her former home",0,1,0,2,0.072722614,0.057312131,0.747476935,0.604687929
1116," After many months of hard work, Addison eventually got a car", Addison finally scored a sweet ride after putting in a lot of effort over the past few months," After dedicating countless hours to saving up and researching, Addison was thrilled to finally drive off the lot in her new car",1,2,1,1,0.066475272,0.065812886,0.561413407,0.58163321
1117, Carson tried to fight Robin last night when they were drunk, Carson got into a scuffle with Robin last night when they were both under the influence, Carson and Robin had a heated altercation last night after they had been drinking,2,2,2,0,0.106348932,0.107461035,0.881909251,0.92686671
1118, Robin changed Aubrey into clean clothes after spilling food over the dress they were wearing, Robin quickly swapped Aubrey into some fresh duds after spilling grub all over the outfit they were rocking," After Aubrey got covered in food, Robin kindly helped them change into a clean outfit to avoid any further mess",2,2,2,2,0.081015706,0.090994179,0.780784309,0.874618769
1119, Cameron took Kai's complaint seriously and launched a major investigation into the matter, Cameron gave Kai's grievance some serious thought and initiated an extensive probe into the situation, Cameron thoroughly examined Kai's concerns and launched a comprehensive investigation to address the issue,2,2,2,1,0.107053399,0.101416767,0.971798658,0.926457226
1120, Riley saved more money when her daughter was in high school, Riley scrimped and saved more dough when his daughter was in high school, Riley carefully budgeted and put aside more funds when her daughter was in high school,1,1,1,1,0.105467737,0.107494593,0.97893399,0.974439979
1121, Jan visisted home for Christmas after finding out that their grandfather had died, Jan went back to his hometown for Christmas after learning about his grandfather's passing, Jan returned home for the holidays after discovering that her grandfather had sadly passed away,2,2,2,1,0.085511327,0.085825145,0.882235765,0.859116256
1122, Aubrey was bored one Saturday afternoon so they met a friend at the park," Aubrey was feeling restless one Saturday afternoon, so he reached out to a buddy and they decided to meet up at the park"," Aubrey was bored one weekend day, so she called up a girlfriend and they went to the park together for some fun in the sun",0,0,0,0,0.079057157,0.082175016,0.657337129,0.636944294
1123, Alex was getting very old and infirm so Alex gave Sydney command," As Alex grew older and his health began to decline, he wisely decided to pass the command on to Sydney"," Since Alex was no longer able to lead effectively due to his age and frailty, he made the thoughtful decision to entrust Sydney with the command",2,2,2,0,0.077790737,0.062120497,0.675387144,0.554240823
1124, Austin took them out for dinner on that cold evening in Chicago, Austin treated them to a hearty dinner on that chilly evening in Chicago, Austin took the group out for a delicious dinner on a cold night in Chicago,2,2,2,2,0.06837815,0.066990376,0.751356602,0.779312789
1125," Aubrey pulled the driver over for speeding  They then wrote a ticket,"," Aubrey slammed on the brakes, causing the driver to pull over for speeding  He then issued a ticket, making sure to include all the necessary details"," Aubrey quickly pulled the driver over for speeding and carefully wrote out a ticket, ensuring that every detail was accurate",0,0,0,2,0.079760432,0.081678033,0.755928934,0.752822697
1126, Riley screamed in pain after falling of their bike and breaking their arm, Riley yelled in agony as he hit the ground after losing control of his bike and dislocating his shoulder, Riley let out a blood-curdling scream after tumbling off her bike and fracturing her arm,2,2,2,2,0.071234465,0.078706264,0.742805123,0.796287239
1127, Skylar and their friend played together and Skylar fell in the street," Skylar and their buddy played outside, and Skylar took a tumble on the pavement"," Skylar and her pal had a blast playing together, but Skylar slipped and fell on the road",0,0,0,1,0.083648801,0.087977767,0.83186543,0.823009372
1128, Alex wanted to be on their own  They left Robin's side, Alex desired some solo time  He bid adieu to Robin's side, Alex longed for some alone time  She parted ways with Robin's company,0,0,0,0,0.071741521,0.070421517,0.735842586,0.679684877
1129, Carson ordered a large pizza for dinner, Carson requested a hearty pie for his evening meal, Carson chose a delicious pizza for a satisfying dinner,1,2,2,1,0.065349877,0.082485735,0.653052866,0.8508057
1130, taylor made a video game for her family but she based it on their experience, Taylor created a video game inspired by her family's adventures, Taylor designed a custom video game that reflects her family's experiences,0,0,0,0,0.081466854,0.07454741,0.694973111,0.678770542
1131, Kai wanted everything on their list for Christmas, Kai requested all items on his holiday wish list, Kai wanted every item on her Christmas list,0,0,0,2,0.078235626,0.080626547,0.737023413,0.816709995
1132, Alex set Riley on fire in the game when Riley had low health left, Alex took advantage of Riley's weakened state and set him ablaze in the game," With Riley on the brink of defeat, Alex seized the opportunity to strike and burned him to ashes in the game",1,0,1,0,0.096891046,0.088766336,0.923677921,0.84862566
1133, Quinn ate the last piece of cake   They felt bad about it," Quinn devoured the final slice of cake, leaving him feeling a bit guilty"," Quinn indulged in the last piece of cake, leaving her with a pang of regret",1,1,1,1,0.101338983,0.101427972,0.901333451,0.846941173
1134," Riley left home with their sister today, because they were grounded by their step dad", Riley left the house with his sister today because he was grounded by his stepdad, Riley left the house with her sister today because she was grounded by her stepdad,1,1,1,1,0.092995942,0.093333721,0.866516173,0.876882553
1135, Sally was writing in her journal and the nosy Kendall snatched it away from her," Sally was jotting down her thoughts in her journal when Kendall, being a bit too curious, swiped it from her hands"," As Sally scribbled in her diary, Kendall couldn't resist the urge to sneak a peek and snatched it away from her",1,1,1,2,0.068560719,0.07822448,0.750752747,0.799111426
1136," Robin was eager to get her driver's license, so she took the test immediately after turning 16"," Robin was determined to obtain his driver's license as soon as possible, so he scheduled the test for the day after his 16th birthday"," Robin was thrilled at the opportunity to finally get her driver's license, so she took the test right after turning 16",1,1,1,1,0.102131069,0.126530647,0.904181898,1.096738219
