,sentences,choices,scores
909,"
Q: Taylor was very drunk and, after a fight, decided to piss on Jesse's bonfire.   How would Jesse feel afterwards? 
  choice: Angry at him for being such a jerk
  choice: Funny and start laughing
  choice: Like pissing on the bonfire with him
A: ","['Like pissing on the bonfire with him', 'Funny and start laughing', 'Angry at him for being such a jerk']",2
910,"
Q: Male: Sydney gave Aubrey a rough idea of the cost for the roofing work he was going to do.  What does Sydney need to do before this? 
  choice: Get a leaf blower
  choice: Get their tools
  choice: Pay that much
A: ","['Get a leaf blower', 'Get their tools', 'Pay that much']",1
911,"
Q: Austin purloined the flag from the pole and enveloped his significant other with it, their bodies entwined in a playful embrace.  What will happen to Austin? 
  choice: Other people would become angry at this desecration
  choice: Other people would think Austin hates America
  choice: The other children who respect the flag will tell Austin to put it back
A: ","['The other children who respect the flag will tell Austin to put it back', 'Other people would become angry at this desecration', 'Other people would think Austin hates America']",1
912,"
Q: Jan established connections with several individuals in their community, which helped them feel more at home.  What will Others want to do next? 
  choice: Be mean
  choice: Be nice
  choice: Not welcome her
A: ","['Not welcome her', 'Be mean', 'Be nice']",2
913,"
Q: Sasha experienced an unfortunate incident in bed following a lively evening with friends.  How would you describe Sasha? 
  choice: Embarrassed
  choice: Not careful and sloppy
  choice: The adult in the room
A: ","['Embarrassed', 'Not careful and sloppy', 'The adult in the room']",0
914,"
Q: Kai was on the hunt for a crucial component of their dinner, and time was running out.  Why did Kai do this? 
  choice: Go to the store
  choice: Make the special dinner a certain way
  choice: Stock up some groceries
A: ","['Go to the store', 'Make the special dinner a certain way', 'Stock up some groceries']",0
915,"
Q: The individual in question engaged in interactive canine activities for an extensive period of time, fostering a strong bond with their recently acquired furry friend.  What will Riley want to do next? 
  choice: Find a good dog
  choice: Joy
  choice: Want a dog
A: ","['Want a dog', 'Find a good dog', 'Joy']",0
916,"
Q: Jesse was displeased with Bailey's actions and considered giving her a low score, yet Bailey's proficiency on the exam earned her a passing grade, leaving Jesse speechless.  What will Bailey want to do next? 
  choice: Celebrate
  choice: Complain
  choice: Study for the test
A: ","['Complain', 'Celebrate', 'Study for the test']",0
917,"
Q: Sydney organized a merry Christmas gathering at their abode, and everyone was eager to trade seasonal gifts.  What will Others want to do next? 
  choice: Invite everyone
  choice: See what they got
  choice: Talk about the party
A: ","['Invite everyone', 'Talk about the party', 'See what they got']",0
918,"
Q: Tracy spent the evening socializing with their circle of friends and wound up sleeping over at one of their residences.  What will Tracy want to do next? 
  choice: Go back out
  choice: Meet their friends
  choice: Stay at their house
A: ","['Stay at their house', 'Meet their friends', 'Go back out']",0
919,"
Q: Quinn became enraged at the market and overturned the scale in a fit of anger, believing that he had been treated unfairly.  What will the attendant want to do next? 
  choice: Ask for his vegetables to be weighed
  choice: The attendant was quite shocked and and began throwing fruit furiously at Quinn
  choice: The attendant was quite shocked and called for his boss to come quickly
A: ","['The attendant was quite shocked and and began throwing fruit furiously at Quinn', 'The attendant was quite shocked and called for his boss to come quickly', 'Ask for his vegetables to be weighed']",1
920,"
Q: Ash had meals with their mother, who was unable to leave their bed.  What does Ash need to do before this? 
  choice: A tray for her mom
  choice: Would clean up the breakfast dishes
  choice: Would eat out then come home and nap
A: ","['Would clean up the breakfast dishes', 'A tray for her mom', 'Would eat out then come home and nap']",0
921,"
Q: Alex didn't seem interested in interacting with Jordan yesterday, but Jordan requested Alex's attention and was granted it.  What will Alex want to do next? 
  choice: Continue to ignore Jordan
  choice: Loved
  choice: Respond to Jordan
A: ","['Loved', 'Respond to Jordan', 'Continue to ignore Jordan']",1
922,"
Q: Kai expressed his irritation to Kendall regarding the previous evening's events, and it was clear that he was quite aggravated.  How would Kai feel afterwards? 
  choice: Happening
  choice: Knowledgeable
  choice: Sorry
A: ","['Happening', 'Knowledgeable', 'Sorry']",2
923,"
Q: Ash's thoughtful approach to writing the fantasy book led to a coherent and engaging story.  What will Ash want to do next? 
  choice: Make it believable
  choice: So it'll be liked
  choice: Wait and worry about rejection
A: ","['Wait and worry about rejection', ""So it'll be liked"", 'Make it believable']",2
924,"
Q: Bailey sauntered through the park, and the rhythmic beats of the band's trumpets filled the air.  What will Bailey want to do next? 
  choice: Cover her ears because it's too loud
  choice: Get further from the band
  choice: Go to the park before this
A: ","['Get further from the band', 'Go to the park before this', ""Cover her ears because it's too loud""]",1
925,"
Q: The two individuals, Alex and Aubrey, engage in a playful bout of arm wrestling, their mutual affection evident in their lighthearted banter and friendly competition.  What will Alex want to do next? 
  choice: Arm wrestle again
  choice: Congratulate Jason
  choice: Win the match against Alex
A: ","['Congratulate Jason', 'Win the match against Alex', 'Arm wrestle again']",2
926,"
Q: Cameron's gaze towards Skylar was intense and inappropriate, leaving little to the imagination.  How would Skylar feel as a result? 
  choice: A predator
  choice: Happy about the look
  choice: Like leaving
A: ","['A predator', 'Like leaving', 'Happy about the look']",2
927,"
Q: Sasha had some extra time on her hands, so she generously provided Bob with a haircut at no additional charge.  How would Others feel as a result? 
  choice: As thankful
  choice: As unappreciative
  choice: Fulfilled
A: ","['As unappreciative', 'Fulfilled', 'As thankful']",1
928,"
Q: Sasha sought retribution by surreptitiously incorporating a granular substance into the food of those who had wronged them, creating an unexpected texture at lunch.  Why did Sasha do this? 
  choice: Be mean
  choice: Gather sand
  choice: Make friends
A: ","['Gather sand', 'Be mean', 'Make friends']",2
929,"
Q: Taylor, who invested four years in developing their teaching skills, effectively conveyed mathematical concepts to students in a school setting.  What does Taylor need to do before this? 
  choice: Get a certificate
  choice: Teach small children
  choice: Work in a school
A: ","['Get a certificate', 'Teach small children', 'Work in a school']",2
930,"
Q: Tracy recently became a parent for the first time, delivering her child Addison at the hospital last week.  What does Tracy need to do before this? 
  choice: Eat unhealthily
  choice: Get pregnant
  choice: Proud
A: ","['Proud', 'Get pregnant', 'Eat unhealthily']",0
931,"
Q: Cameron showed up at the scene and halted the canine brawl before the situation got any worse, preventing others from needing to interfere.  What will Cameron want to do next? 
  choice: Laugh at the dogs
  choice: Save on vet bills
  choice: Wash his hands good
A: ","['Wash his hands good', 'Laugh at the dogs', 'Save on vet bills']",1
932,"
Q: Riley enjoyed a fish burger from a street vendor, but had some doubts about its freshness. These doubts were soon confirmed when they started feeling unwell later that day.  What does Riley need to do now? 
  choice: Go for a run
  choice: Go to bed
  choice: Go to the doctor
A: ","['Go for a run', 'Go to bed', 'Go to the doctor']",2
933,"
Q: Robin acquired a cutting-edge timekeeping device for Addison, seamlessly affixing it to their wrist with precision and flair.  What will happen to Addison? 
  choice: Have Addison's gratitude
  choice: Pay Robin for the watch
  choice: Wear a new watch
A: ","['Pay Robin for the watch', ""Have Addison's gratitude"", 'Wear a new watch']",1
934,"
Q: Jan's long tenure at the school led to a close connection with a fellow student, regardless of gender.  What will Others want to do next? 
  choice: Appreciate jan
  choice: Hate jan
  choice: Make sure they kept up their relationship
A: ","['Appreciate jan', 'Make sure they kept up their relationship', 'Hate jan']",0
935,"
Q: Jesse took care of the payment to ensure the group's living situation remained stable.  What will Others want to do next? 
  choice: Find out how much the bill was
  choice: Pay jesse back later
  choice: Yell at jesse
A: ","['Pay jesse back later', 'Yell at jesse', 'Find out how much the bill was']",2
936,"
Q: Jan visited during an evening of chaos, where the atmosphere was overwhelmed by unpleasant odors and disarray.  What will Jan want to do next? 
  choice: Go to sleep all day at the house
  choice: Not go back to the house
  choice: Was feeling ill and needed to rest
A: ","['Was feeling ill and needed to rest', 'Go to sleep all day at the house', 'Not go back to the house']",2
937,"
Q: Remy felt confident and ready for the assessment, and their efforts paid off with a commendable result.  What will Remy want to do next? 
  choice: Go to a movie
  choice: Shout out loud
  choice: Take another test
A: ","['Take another test', 'Go to a movie', 'Shout out loud']",1
938,"
Q: Addison hung out with pals at a shindig, knowing they needed to be bright-eyed and bushy-tailed for work the next day, so Addison said their goodbyes and hit the hay early.  What will Addison want to do next? 
  choice: Dance or fly home
  choice: Get ready for bed
  choice: Go to work
A: ","['Go to work', 'Get ready for bed', 'Dance or fly home']",1
939,"
Q: Skylar sported their school's colors and logo to demonstrate their dedication and pride on game day.  Why did Skylar do this? 
  choice: Cheer for his team
  choice: Did this to cause trouble
  choice: Did this to fit in
A: ","['Did this to cause trouble', 'Did this to fit in', 'Cheer for his team']",2
940,"
Q: Quinn grew tired of their typical pant attire and donned a different, more relaxed garment - jeans - for their next scholastic excursion.  How would Quinn feel afterwards? 
  choice: Calm
  choice: Often baffling
  choice: The first pair of jeans were designed
A: ","['Calm', 'The first pair of jeans were designed', 'Often baffling']",0
941,"
Q: Alex guided Robin towards the dining hall for her final culinary experience before departure.  Why did Alex do this? 
  choice: Release her
  choice: So Robin can eat
  choice: Work at the jail
A: ","['Work at the jail', 'So Robin can eat', 'Release her']",1
942,"
Q: Remy provided a happy answer to the nonsensical inquiry that was put to them.  Why did Remy do this? 
  choice: Have fun
  choice: Know the answer
  choice: Think about fun
A: ","['Know the answer', 'Think about fun', 'Have fun']",2
943,"
Q: The duo took a collaborative approach to planning their trip, taking into account each other's schedules and preferences to create the perfect summer adventure.  How would you describe Kendall? 
  choice: Include Skylar
  choice: Pleased
  choice: Supported
A: ","['Supported', 'Include Skylar', 'Pleased']",0
944,"
Q: Jordan spent 25 years in prison for armed robbery and has since settled their account with society.  Why did Jordan do this? 
  choice: Get a job
  choice: He had no choice
  choice: Pay his debt back to society
A: ","['He had no choice', 'Get a job', 'Pay his debt back to society']",2
945,"
Q: Addison had a break from their daily routine and headed to the theme park for an exhilarating adventure.  Why did Addison do this? 
  choice: Go on the rides
  choice: Have fun
  choice: Wanted to be thrilled
A: ","['Wanted to be thrilled', 'Go on the rides', 'Have fun']",1
946,"
Q: Alex went on a camping adventure with their cousin, fostering a closer connection and sharing exciting experiences together.  How would you describe Alex? 
  choice: A bad person
  choice: A kind person
  choice: Happy
A: ","['Happy', 'A kind person', 'A bad person']",1
947,"
Q: Remy put a lot of effort into their role, but ultimately, they were dismissed.  How would Remy feel afterwards? 
  choice: A jobless person
  choice: Confused
  choice: Happy
A: ","['Confused', 'A jobless person', 'Happy']",0
948,"
Q: Riley was craving something savory, and Jordan's freshly baked bread hit the spot.  How would you describe Riley? 
  choice: Happy
  choice: Looking at some of the reasons to hungry
  choice: Uncaring
A: ","['Looking at some of the reasons to hungry', 'Happy', 'Uncaring']",1
949,"
Q: Jan began to show interest in the new student at school because they were drawn to their charming personality.  What will the boy want to do next? 
  choice: Like him
  choice: Make love to Jan
  choice: Respond to Jan
A: ","['Respond to Jan', 'Make love to Jan', 'Like him']",0
950,"
Q: Jan spent time with Quinn's social circle, spreading less-than-flattering whispers about Quinn.  What will happen to Quinn? 
  choice: Be called a snitch
  choice: Become the leader of Quinn's friends
  choice: Defend themselves
A: ","[""Become the leader of Quinn's friends"", 'Be called a snitch', 'Defend themselves']",1
951,"
Q: Male: Austin intervened in Sydney's path to the teacher's desk, obstructing her progress.  What will happen to Austin? 
  choice: Be well liked
  choice: Receive negative feedback
  choice: Stand still
A: ","['Be well liked', 'Stand still', 'Receive negative feedback']",2
952,"
Q: Skylar ventured into the principal's domain to accept their disciplinary measure.  How would you describe Skylar? 
  choice: Disobedient
  choice: Kindhearted
  choice: Respectful to authority
A: ","['Respectful to authority', 'Kindhearted', 'Disobedient']",1
953,"
Q: Taylor carefully orchestrated the itinerary on behalf of the group.  How would Others feel as a result? 
  choice: Like they are in good hands
  choice: Nervous
  choice: Ungrateful
A: ","['Ungrateful', 'Like they are in good hands', 'Nervous']",1
954,"
Q: Lee's exceptional gala-throwing skills and his best friend's request led him to plan a memorable wedding celebration.  What does Lee need to do before this? 
  choice: Arrange for flowers
  choice: Buy a wedding ring
  choice: Make hotel reservations
A: ","['Buy a wedding ring', 'Arrange for flowers', 'Make hotel reservations']",2
955,"
Q: Jordan had a passion for photography and was looking to acquire some fresh gear.  What will Jordan want to do next? 
  choice: Buy a lens
  choice: Buy a tape
  choice: Choose a new one
A: ","['Buy a lens', 'Choose a new one', 'Buy a tape']",0
956,"
Q: Kai ignited a flame that escalated into an unintended inferno.  What will Kai want to do next? 
  choice: Get a lighter
  choice: Make the fire bigger
  choice: Put the fire out
A: ","['Put the fire out', 'Make the fire bigger', 'Get a lighter']",1
957,"
Q: Cameron transported Robin from the airport to her abode, securing her bags in the trunk and ensuring a comfortable journey.  What does Cameron need to do before this? 
  choice: Drive to the airport before this
  choice: Get his pilot license before this
  choice: Talk with Robin
A: ","['Drive to the airport before this', 'Get his pilot license before this', 'Talk with Robin']",2
958,"
Q: Cameron thoughtfully reviewed Kai's reports of questionable working conditions in the factory.  What changes will Kai want to be made next? 
  choice: Close the factory
  choice: Fired
  choice: Sprinklers installed
A: ","['Sprinklers installed', 'Fired', 'Close the factory']",0
959,"
Q: The story was inputted into Remy's computer shortly after darkness fell.  What will Others want to do next? 
  choice: Lazy
  choice: Passive
  choice: Smart
A: ","['Passive', 'Lazy', 'Smart']",2
960,"
Q: Kai was putting aside their earnings for a replacement vehicle after their current one conked out, so they saved all their dough.  What does Kai need to do before this? 
  choice: Buy a new car
  choice: Have a broken car
  choice: Have just bought a car
A: ","['Have a broken car', 'Buy a new car', 'Have just bought a car']",0
961,"
Q: Aubrey kept mum about the details of last night's events to Riley.  What will Riley want to do next? 
  choice: Figure out the truth
  choice: Have a serious conversation
  choice: Sit Riley down
A: ","['Figure out the truth', 'Have a serious conversation', 'Sit Riley down']",0
962,"
Q: Lee accused Rob of disrespecting their relationship by pursuing his girlfriend without permission, and a confrontation ensued after school.  What will Rob want to do next? 
  choice: Defend his girlfriend
  choice: Injure Rob
  choice: Talk it over
A: ","['Injure Rob', 'Defend his girlfriend', 'Talk it over']",2
963,"
Q: Taylor offered a celebratory gesture to their teammate after they scored a point in their game.  What does Taylor need to do before this? 
  choice: Go home with the ball
  choice: Run into position
  choice: Throw the ball to his friend
A: ","['Go home with the ball', 'Run into position', 'Throw the ball to his friend']",1
964,"
Q: Austin was someone who caught my eye with their attractiveness, and they showed interest in me by batting their eyelashes in a flirtatious manner.  What does Austin need to do before this? 
  choice: Avoid me
  choice: Know who i am
  choice: Show their crush
A: ","['Show their crush', 'Know who i am', 'Avoid me']",0
965,"
Q: Alex observed Taylor in the company of another person last night, despite not being their partner.  How would Taylor feel as a result? 
  choice: Afraid alex will tell
  choice: Happy about the situation
  choice: Very guilty
A: ","['Very guilty', 'Happy about the situation', 'Afraid alex will tell']",0
966,"
Q: Riley went out of their way to visit the lake and share some treats with the feathered friends they found there.  Why did Riley take the long way home? 
  choice: Avoid traffic
  choice: Enjoys looking at ducks
  choice: Take her time
A: ","['Take her time', 'Avoid traffic', 'Enjoys looking at ducks']",2
967,"
Q: Jesse facilitated a dynamic learning environment by integrating key ideas from the text into his instruction.  How would Jesse feel afterwards? 
  choice: A good teacher
  choice: Good for helping people learn
  choice: Good they teach class
A: ","['A good teacher', 'Good for helping people learn', 'Good they teach class']",0
968,"
Q: Taylor identified Kai's limited perspective and intentionally introduced unconventional concepts to challenge his narrow thinking.  What will happen to Kai? 
  choice: Guilty
  choice: Indoctrinate a person
  choice: Kai will do something stupid
A: ","['Guilty', 'Indoctrinate a person', 'Kai will do something stupid']",0
969,"
Q: Jan transferred to a different town and successfully connected with some companions.  What will Jan want to do next? 
  choice: Find a job in their new town
  choice: Find a place to live in their new town
  choice: Talk to their friends
A: ","['Talk to their friends', 'Find a job in their new town', 'Find a place to live in their new town']",1
970,"
Q: Kai opted to dispose of his TV through online auctioning, and one lucky buyer took it home after a month had elapsed.  What will Kai want to do next? 
  choice: Bank the money
  choice: Did this to get rid of it
  choice: Keep the TV
A: ","['Keep the TV', 'Did this to get rid of it', 'Bank the money']",0
971,"
Q: Lee had recently moved to a new location and was struggling with feelings of nostalgia and melancholy.  How would you describe Lee? 
  choice: Content
  choice: Sad
  choice: Satisfied
A: ","['Content', 'Satisfied', 'Sad']",2
972,"
Q: Jan recently had a new addition to their family, a precious baby girl, born on Monday.  What will happen to Others? 
  choice: Be happy for Jan
  choice: Doctors will be confused by Jan
  choice: Get a car for the baby
A: ","['Get a car for the baby', 'Be happy for Jan', 'Doctors will be confused by Jan']",1
973,"
Q: Riley was a friendly companion to his crew and had a compassionate spirit.  What will Riley want to do next? 
  choice: Be compassionate
  choice: Live poorly
  choice: Spend time with friends
A: ","['Live poorly', 'Be compassionate', 'Spend time with friends']",1
974,"
Q: Aubrey was supplementing their income by taking care of Tracey's children during the summer months.  What will Tracy want to do next? 
  choice: Let Aubrey know that they are appreciated
  choice: Pay off her college tuition
  choice: Save up for a vacation
A: ","['Save up for a vacation', 'Let Aubrey know that they are appreciated', 'Pay off her college tuition']",1
975,"
Q: Carson ensured a nourishing spread was available for their household and young ones during the evening meal.  What does Carson need to do before this? 
  choice: Buy the food
  choice: Not buy the food
  choice: Not cook the food
A: ","['Buy the food', 'Not buy the food', 'Not cook the food']",0
976,"
Q: Kai crawled into bed and let their weary body sink into the soft mattress, savoring the calmness that enveloped them.  How would you describe Kai? 
  choice: Content
  choice: Feeling tired
  choice: Wanting to leave
A: ","['Feeling tired', 'Wanting to leave', 'Content']",2
977,"
Q: Riley gazed at Jesse with a mixture of pain and resentment, their emotions still raw from the recent fallout.  What will happen to Riley? 
  choice: Cheer up Jesse
  choice: Cry
  choice: Go be alone
A: ","['Go be alone', 'Cry', 'Cheer up Jesse']",1
978,"
Q: The ball was no longer fully inflated, but Cameron continued to engage with it.  What does Cameron need to do before this? 
  choice: Find a ball
  choice: Get a stick
  choice: Run inside
A: ","['Get a stick', 'Run inside', 'Find a ball']",0
979,"
Q: Cameron took Kai's issues seriously after Kai sought them out, emotional about the situation.  What will Cameron want to do next? 
  choice: Be kind
  choice: Investigate the matter
  choice: Put the matter off
A: ","['Be kind', 'Put the matter off', 'Investigate the matter']",0
980,"
Q: At the frightening flick, Kendall and Jordan were in each other's grip, their hands intertwined as they experienced a rush of adrenaline and squealed with delight.  What will happen to Jordan? 
  choice: Comfort
  choice: She will be less scared
  choice: Their hands will hurt
A: ","['She will be less scared', 'Comfort', 'Their hands will hurt']",1
981,"
Q: Taylor participated in the festivities for their father's special day to convey their affection and appreciation for them.  Why did Taylor do this? 
  choice: Be kind
  choice: Know about the party
  choice: Know about their birthday
A: ","['Be kind', 'Know about the party', 'Know about their birthday']",0
982,"
Q: Taylor engaged in a confrontation with Jesse regarding a personal issue, resulting in Taylor intentionally damaging Jesse's property by urinating on their bonfire.  What will happen to Jesse? 
  choice: Jessie will high five Taylor
  choice: Jessie will hug Taylor
  choice: With attack Taylor
A: ","['Jessie will hug Taylor', 'Jessie will high five Taylor', 'With attack Taylor']",2
983,"
Q: Jesse made some tasty popcorn for them and Lee before they were going to enjoy a film together.  Why did Jesse do this? 
  choice: Have popcorn
  choice: Learn to make popcorn
  choice: They would have a snack for the movie
A: ","['Have popcorn', 'They would have a snack for the movie', 'Learn to make popcorn']",0
984,"
Q: Carson provided the infant with a comforting drink to quieten their distress.  What will happen to the baby? 
  choice: Drink water
  choice: Hope the milk will work
  choice: Stop crying
A: ","['Hope the milk will work', 'Drink water', 'Stop crying']",1
985,"
Q: Riley experienced a decline in their well-being due to prolonged nocturnal activities.  How would Riley feel afterwards? 
  choice: Excited afterwards
  choice: Unwell afterwards
  choice: Well rested afterwards
A: ","['Unwell afterwards', 'Excited afterwards', 'Well rested afterwards']",0
986,"
Q: Someone made off with Kendall's bag, but she was able to regain possession of it rapidly.  What will Others want to do next? 
  choice: Cry hard
  choice: Run away
  choice: Slap his friend
A: ","['Run away', 'Cry hard', 'Slap his friend']",2
987,"
Q: Lee offered a distinctive gift to his parental figure on their birthday, showing his appreciation and love.  What will happen to Lee? 
  choice: Bad about themselves
  choice: Be thanked for the gift by their mother
  choice: Give the gift
A: ","['Bad about themselves', 'Give the gift', 'Be thanked for the gift by their mother']",2
988,"
Q: Alex was the maternal figure of Sheila, who had two young ones but grappled with substance abuse and did not prioritize their well-being.  How would Alex feel afterwards? 
  choice: Bad about betraying Sheila
  choice: Grateful to Sheila
  choice: Justified
A: ","['Bad about betraying Sheila', 'Grateful to Sheila', 'Justified']",0
989,"
Q: Aubrey deliberated thoroughly, then consulted their parents for expertise.  Why did Aubrey do this? 
  choice: Because their parents knew everything
  choice: Because their parents were in charge
  choice: Couldn't make up their mind
A: ","[""Couldn't make up their mind"", 'Because their parents were in charge', 'Because their parents knew everything']",2
990,"
Q: Carson experienced a stressful day in the workplace, leading to a desire for relaxation and entertainment. To fulfill this need, Carson visited a friend's home to engage in video games.  How would Carson feel afterwards? 
  choice: Much more relaxed
  choice: Overworked
  choice: Tense
A: ","['Overworked', 'Much more relaxed', 'Tense']",1
991,"
Q: Sydney, eager to make their money work for them, opened a savings account and began earning interest on their investment.  What does Sydney need to do before this? 
  choice: Become rich
  choice: Do little research
  choice: Do some research
A: ","['Do little research', 'Do some research', 'Become rich']",1
992,"
Q: Lee had lost their job, so they held a yard sale and got rid of some of their stuff.  Why did Lee do this? 
  choice: Because the things were in the way
  choice: Didn't need the things
  choice: Needed to pay bills
A: ","['Because the things were in the way', 'Needed to pay bills', ""Didn't need the things""]",0
993,"
Q: Tracy has successfully acquired a driver's license and a set of wheels. They've been using the new ride to commute to academic pursuits lately.  What does Tracy need to do before this? 
  choice: Get to class
  choice: Get to school
  choice: Pass her driver's test
A: ","[""Pass her driver's test"", 'Get to school', 'Get to class']",1
994,"
Q: Jordan made a witty comment that elicited hearty laughter from his pals.  What will happen to Jordan? 
  choice: Go to bed
  choice: Good
  choice: Steal some money
A: ","['Steal some money', 'Good', 'Go to bed']",1
995,"
Q: The successful bidder acquired Sydney's property with Riley's help.  What will Riley want to do next? 
  choice: Destroy the papers
  choice: Finish the paperwork
  choice: Throw away the papers
A: ","['Throw away the papers', 'Destroy the papers', 'Finish the paperwork']",2
996,"
Q: Bailey provided Jesse with a biology exam booklet during the final test, displaying their teamwork and commitment to academic success.  What will Bailey want to do next? 
  choice: Tear the examination booklet up
  choice: Tell the teacher what Bailey did
  choice: Thank Bailey for letting her see the examination booklet
A: ","['Tear the examination booklet up', 'Tell the teacher what Bailey did', 'Thank Bailey for letting her see the examination booklet']",2
997,"
Q: Alex wields a prominent position in government, with decisions he makes impacting the fate of those living within his electoral district.  What will Others want to do next? 
  choice: Be elected to office
  choice: Obey the law
  choice: Run for office
A: ","['Run for office', 'Be elected to office', 'Obey the law']",1
998,"
Q: Lee expended significant time and energy attempting to solve the equation, ultimately succeeding after a long and arduous effort.  How would you describe Lee? 
  choice: Irritated with how long the problem took
  choice: Relieved to finally have the answer
  choice: Very determined
A: ","['Irritated with how long the problem took', 'Very determined', 'Relieved to finally have the answer']",2
999,"
Q: Kai scrutinized Jan's output and furnished insightful recommendations to optimize her productivity.  What will Kai want to do next? 
  choice: Be effective
  choice: Get incredible
  choice: Get praise
A: ","['Be effective', 'Get praise', 'Get incredible']",0
1000,"
Q: Sydney distributed a compensation boost to all staffers across her organization.  What will Others want to do next? 
  choice: Be lazy
  choice: Get another raise
  choice: Quit their job
A: ","['Quit their job', 'Get another raise', 'Be lazy']",2
1001,"
Q: Carson was grappling with the crossword puzzle and finding it to be a frustrating challenge.  What does Carson need to do before this? 
  choice: Eat some vegetables
  choice: Lay down
  choice: Make sure he had all the puzzle pieces
A: ","['Eat some vegetables', 'Lay down', 'Make sure he had all the puzzle pieces']",2
1002,"
Q: Kendall spent time with Jan's social circle at the theater during her absence.  What will Kendall want to do next? 
  choice: Call Jan
  choice: Go to another movie
  choice: Ignore Jan's friends
A: ","[""Ignore Jan's friends"", 'Go to another movie', 'Call Jan']",2
1003,"
Q: Jordan faced challenges in connecting with others on a deeper level and comprehending their experiences.  How would you describe Jordan? 
  choice: A good listener
  choice: Living in a bubble
  choice: The people empathizing to hard time
A: ","['The people empathizing to hard time', 'Living in a bubble', 'A good listener']",2
1004,"
Q: Jesse and Addison began their romantic journey together, and Addison invited Jesse to join her and their friends on an exciting camping adventure.  What does Jesse need to do before this? 
  choice: Ignore Addison
  choice: Meet and speak with her friends
  choice: Pack for camping
A: ","['Meet and speak with her friends', 'Pack for camping', 'Ignore Addison']",1
1005,"
Q: Carson documented the playful scenes of the young ones at the celebration.  How would the parents feel as a result? 
  choice: Angry about what Carson did
  choice: Happy to have the souvenir
  choice: Made about all of the pictures
A: ","['Made about all of the pictures', 'Angry about what Carson did', 'Happy to have the souvenir']",2
1006,"
Q: As the shift came to an end, Carson passed the baton to Austin, allowing them to assume responsibility for the remaining tasks.  What will happen to Austin? 
  choice: Do their best
  choice: Go home
  choice: Rest
A: ","['Go home', 'Rest', 'Do their best']",2
1007,"
Q: Cameron became aware that a group of individuals had gone missing and thus he devoted several hours to locating them until he successfully identified the whereabouts of Skylar's companions.  How would you describe Cameron? 
  choice: Dedicated to a task
  choice: Indifferent to people
  choice: Someone who hate helping people
A: ","['Dedicated to a task', 'Indifferent to people', 'Someone who hate helping people']",0
1008,"
Q: On a cold December evening, Quinn committed a heinous act, ending the life of Remy's partner in a senseless murder.  What will happen to Remy? 
  choice: He will be punished
  choice: He will go to jail
  choice: Seek revenge
A: ","['Seek revenge', 'He will go to jail', 'He will be punished']",0
1009,"
Q: Robin went along with Jan's group to school to settle some administrative tasks before diving into the new academic year.  What does Robin need to do before this? 
  choice: Get information requirements
  choice: Go to the classes first
  choice: Talk to the gym teacher
A: ","['Talk to the gym teacher', 'Get information requirements', 'Go to the classes first']",1
1010,"
Q: Robin obtained fuel at the gas station and settled the financial obligation for their purchase.  How would you describe Robin? 
  choice: Someone that asked about fuel
  choice: Someone that has fuel
  choice: Worried
A: ","['Worried', 'Someone that has fuel', 'Someone that asked about fuel']",1
1011,"
Q: The individual at the gas station pumped fuel into their vehicle and made a careless move, resulting in a splash of gas on their person.  How would Robin feel afterwards? 
  choice: As accident prone
  choice: Happy
  choice: Scared
A: ","['As accident prone', 'Happy', 'Scared']",2
1012,"
Q: Austin released a wispy veil of smoke from his face as he sat comfortably on the bench and savored his pipe.  What does Austin need to do before this? 
  choice: Have a cigarette
  choice: Have a fireplace
  choice: Have a match
A: ","['Have a cigarette', 'Have a fireplace', 'Have a match']",2
1013,"
Q: Jesse is an accomplished student who consistently demonstrates academic excellence. This morning, they successfully completed a challenging test.  How would you describe Jesse's personality? 
  choice: Confident
  choice: Passionate about her school work
  choice: Worried about her school work
A: ","['Worried about her school work', 'Confident', 'Passionate about her school work']",1
1014,"
Q: Sasha experienced persistent bullying, but ultimately found a way to turn the tables on her aggressors.  What will the people want to do next? 
  choice: Do whatever Sasha says
  choice: Flee from Sasha
  choice: Get even
A: ","['Do whatever Sasha says', 'Get even', 'Flee from Sasha']",1
1015,"
Q: Jordan consumed a wealth of knowledge on his cherished pursuit, demonstrating a voracious appetite for reading.  How would you describe Jordan? 
  choice: As someone that asked about their hobby
  choice: As someone that likes to learn
  choice: Smart
A: ","['As someone that likes to learn', 'Smart', 'As someone that asked about their hobby']",0
1016,"
Q: Austin looked forward to marking the occasion of his parents' three-decade union with a meaningful celebration.  What does Austin need to do before this? 
  choice: Confirm the number of attendees at the dinner
  choice: Contact family friends to have a party
  choice: Forget to show up at the restaurant
A: ","['Confirm the number of attendees at the dinner', 'Forget to show up at the restaurant', 'Contact family friends to have a party']",0
1017,"
Q: Jesse noticed that Addison was going to be busy, so they offered to help out by taking Addison's dog for a walk.  What will Jesse want to do next? 
  choice: Be a friend to Addison
  choice: Help out for Addison
  choice: Take the dog to the park
A: ","['Be a friend to Addison', 'Help out for Addison', 'Take the dog to the park']",1
1018,"
Q: Carson, feeling adventurous, entered their vehicle and embarked on a journey to meet Jesse.  What will Carson want to do next? 
  choice: Forget about Jesse
  choice: Have a vacation
  choice: Stay home
A: ","['Have a vacation', 'Forget about Jesse', 'Stay home']",0
