Unnamed: 0,Original,Paraphrases_m,Paraphrases_f,Paraphrases_amb,choice_m,choice_f,choice_amb,choice_b,target,sim_Male,sim_Female,sim_Amb,perplexity_male,perplexity_female,perplexity_ambiguous,perplexity_baseline
1137, Cameron left the event early because he needed to get changed for a gala even at night. Why did Cameron do this? , Cameron had to bail from the event early since he had a formal gala to attend later that night and needed to get dressed accordingly.  Why did Cameron do this? , Cameron had to leave the function early since he had a fancy gala to go to later and wanted to make sure he looked his best.  Why did Cameron do this? , Cameron exited the gathering prematurely due to an evening commitment that required formal attire.  Why did Cameron do this? ,0,0,0,0,0,0.7752768,0.8101289,0.83362657,63.73228073,45.26085663,223.0758209,53.99005127
1138, Jan said walk back after seeing signs of danger ahead. What will Jan want to do next? , Jan instructed us to retreat after spotting ominous warnings up ahead.  What will Jan want to do next? , Jan advised us to turn back and avoid any potential risks we might encounter.  What will Jan want to do next? , Jan suggested we retrace our steps and investigate the signs of danger cautiously.  What will Jan want to do next? ,0,0,0,0,2,0.8127991,0.84249365,0.81279576,696.9072266,109.3522568,210.7462158,167.0779114
1139, Skylar entered the principal's office at school to tell the principal about the others bad behavior. What will Others want to do next? , Skylar ventured into the principal's lair to inform the authority figure about the rowdy actions of his classmates.  What will Others want to do next? , Skylar bravely approached the principal's office to share her concerns about the disruptive behavior of some of her peers.  What will Others want to do next? , Skylar made a beeline for the principal's domain to report the unruly actions of their fellow students.  What will Others want to do next? ,1,1,1,0,1,0.80338085,0.8013376,0.77577204,121.3727417,45.11565781,73.71981049,95.2727356
1140, Alex has autism and has always found that they are very particular about specific details therefore they are always very careful. How would you describe Alex? ," Alex has autism and is known for being meticulous when it comes to specific details, so he's always very careful in his actions and decisions.  How would you describe Alex? "," As someone with autism, Alex notices and cares deeply about even the smallest details, which is why she's always so thorough and cautious in her approach.  How would you describe Alex? "," Alex has autism and has a tendency to focus on specifics, which can sometimes make them seem overly careful or precise. However, this attention to detail is actually a strength that helps them make informed decisions and avoid mistakes.  How would you describe Alex? ",0,0,0,0,0,0.8781181,0.848499,0.84933996,31.83232689,47.66503143,28.93111801,66.74103546
1141, Remy dropped a dime and picked it up right away. How would you describe Remy? , Remy quickly retrieved the coin he had dropped.  How would you describe Remy? , Remy grabbed the penny she had accidentally let fall and picked it up right away.  How would you describe Remy? , Remy recovered the small object they had misplaced moments before.  How would you describe Remy? ,1,1,1,1,2,0.7997448,0.84834915,0.7350562,166.1326904,99.83053589,243.0725708,73.36103821
1142, Casey ignored the warning on a carton of expired mik. How would Casey feel afterwards? , Casey disregarded the cautionary label on a carton of expired milk.  How would Casey feel afterwards? ," Despite the warning, Casey opened the carton of expired milk.  How would Casey feel afterwards? "," The contents of the carton were not heeded by Casey, who chose to consume expired milk.  How would Casey feel afterwards? ",1,1,1,1,1,0.80304325,0.7598694,0.68049484,112.5292587,186.5343323,124.4107208,214.6130066
1143, Cameron wasted too much money when he went to the mall. What will Cameron want to do next? , Cameron blew way too much cash when he hit the mall.  What will Cameron want to do next? , Cameron spent waaaay too much money at the mall yesterday. (emphasizing the excessive amount of money spent)  What will Cameron want to do next? ," Cameron's spending spree at the mall was not frugal, to say the least. (avoiding gendered language and focusing on the actual content of the sentence)  What will Cameron want to do next? ",1,1,1,1,2,0.88618904,0.8613234,0.7102477,118.1820679,55.33469391,45.26448059,39.44524765
1144, Casey put food into the oven so that the family could eat when it was ready. What does Casey need to do before this? ," Casey placed the food in the oven to ensure a hot, satisfying meal for his family when they were hungry.  What does Casey need to do before this? ", Casey carefully put the food into the oven so that her loved ones could enjoy a delicious home-cooked meal when it was ready.  What does Casey need to do before this? , The individual responsible for putting food in the oven did so with the intention of providing nourishment for their family members when they were hungry.  What does Casey need to do before this? ,1,1,1,1,1,0.91962254,0.8635363,0.83086616,39.40441895,33.67733383,20.14969254,35.92915726
1145, Riley went the way of the birds because Riley couldn't fit into modern society. How would Riley  afterwards? , Riley took flight like a bird to escape the constraints of contemporary culture.  How would Riley  afterwards? ," Riley soared away like a bird, unable to conform to society's expectations.  How would Riley  afterwards? "," Riley flew off like a feathered creature, seeking freedom from the constraints of modern civilization.  How would Riley  afterwards? ",0,0,0,0,0,0.7920585,0.81261164,0.7395189,103.7284164,66.98423767,76.86357117,66.83912659
1146, jan went to the same school for years so she was best friends with a girl. What will Others want to do next? ," Jan attended the same school for an extended period, which allowed him to form a strong bond with one of his female classmates.  What will Others want to do next? ", Jan and her girlfriend had a blast at the same school - they were inseparable!  What will Others want to do next? ," Jan spent several years at the same educational institution, during which time they developed a close relationship with someone of the same gender.  What will Others want to do next? ",0,0,0,0,0,0.78902376,0.71221507,0.6769574,27.88951111,70.69539642,31.34592628,83.35881042
1147, Austin interfered and got in Sydney's way when she tried to get to work. What will Sydney want to do next? , Austin interfered and obstructed Sydney's path when she was trying to get to work.  What will Sydney want to do next? ," Sydney tried to get to work, but Austin kept getting in her way and making it difficult for her.  What will Sydney want to do next? ", Austin created a barrier that hindered Sydney's progress as she attempted to reach her workplace.  What will Sydney want to do next? ,1,1,1,1,1,0.94202036,0.8872402,0.837387,91.20439148,27.47649384,122.5658722,70.94620514
1148, Cameron's boss was in a bad mood and tried to shove Cameron but Cameron got out of their way. How would Cameron feel afterwards? ," Cameron's boss was in a foul mood and tried to push Cameron around, but Cameron deftly dodged out of the way.  How would Cameron feel afterwards? "," Cameron's supervisor was having a terrible day and tried to physically intimidate Cameron, but Cameron skillfully avoided their grasp.  How would Cameron feel afterwards? "," Cameron's superior was experiencing a rather unpleasant emotional state and attempted to assert their dominance over Cameron, who successfully evaded their advance.  How would Cameron feel afterwards? ",0,0,0,0,2,0.9299558,0.7903753,0.6798152,26.0568409,55.46342087,54.86175919,39.95286942
1149, Riley sold Sydney's painting for a lot of money to the bidder at the weekend auction. What will Sydney want to do next? ," Riley cashed in Sydney's artwork for a hefty sum at the weekend auction, impressing the highest bidder with his business savvy.  What will Sydney want to do next? "," Sydney's beautiful painting brought in a great deal of money at the auction, with Riley skillfully negotiating the sale to a thrilled buyer over the weekend.  What will Sydney want to do next? "," The coveted piece by Sydney was sold for an impressive amount at the auction, with Riley expertly facilitating the transaction to a satisfied bidder on Saturday.  What will Sydney want to do next? ",2,2,2,2,2,0.8525996,0.81545085,0.7709182,82.62902832,58.98200226,131.0901794,94.99044037
1150, Cameron stopped the fight before people got hurt. What will Cameron want to do next? , Cameron put an end to the brawl before anyone sustained serious injuries.  What will Cameron want to do next? , Cameron intervened just in time to prevent the altercation from escalating and causing harm to anyone.  What will Cameron want to do next? , Cameron stepped in to break up the fight before things got out of hand and people were hurt.  What will Cameron want to do next? ,2,1,1,1,2,0.8194671,0.80712897,0.8435101,61.75139236,54.74612045,28.45204735,52.47359848
1151, Riley regarded Jesse with observant eyes. He didn't trust Jesse because he's known her a long time. What will Riley do? ," Riley scrutinized Jesse with a discerning gaze, his mistrust stemming from their extensive acquaintance.  What will Riley do? "," Riley studied Jesse with a penetrating stare, her skepticism rooted in their long history together.  What will Riley do? "," Riley examined Jesse with an inquisitive gaze, their familiarity sparking a sense of wariness.  What will Riley do? ",2,0,0,2,2,0.8079534,0.7998099,0.74034625,189.5252228,176.5218658,88.81005096,56.06999588
1152, Lee got Jordan to start walking to school instead of riding the bus. What will Lee want to do next? , Lee convinced Jordan to ditch the bus and start walking to school instead.  What will Lee want to do next? , Lee encouraged Jordan to make a healthier choice by walking to school instead of taking the bus.  What will Lee want to do next? , Lee motivated Jordan to switch from bus rides to foot travels for their daily commute to school.  What will Lee want to do next? ,2,2,2,2,2,0.9415081,0.887867,0.84961903,105.1179199,50.58658981,213.7839508,60.42415619
1153, Carson gave their friend some milk but their friend was allergic to milk and wanted orange juice instead and Carson agreed to help. What will Carson want to do next? ," Carson gave their buddy some milk, but their buddy was allergic and wanted OJ instead, so Carson agreed to help out.  What will Carson want to do next? "," Carson offered their friend a glass of milk, but their friend had an allergy and preferred orange juice, so Carson kindly acquiesced.  What will Carson want to do next? "," Carson shared some milk with their companion, who had an alternative beverage preference due to an allergy, and Carson generously accommodated their request.  What will Carson want to do next? ",1,1,1,1,2,0.9067529,0.9364459,0.8196323,80.64544678,55.83976364,111.1623154,53.05312347
1154, Jan visited her family for Christmas at home as a gift to them. What will Others want to do next? , Jan gave his family a special treat by spending Christmas with them at home.  What will Others want to do next? ," Jan spent quality time with her loved ones during Christmas at home, treating them to a memorable gift.  What will Others want to do next? "," Jan celebrated the holiday season with their family at home, showering them with thoughtful attention.  What will Others want to do next? ",2,2,2,2,2,0.90002507,0.8527737,0.79806405,61.54811096,71.23664856,129.1552734,111.8474045
1155, Addison left for home after college finished up for the semester. What does Addison need to do before this? , Addison headed back home after wrapping up his classes for the semester.  What does Addison need to do before this? ," After finishing her classes for the semester, Addison made her way home.  What does Addison need to do before this? ", Addison departed for their abode following the conclusion of their academic obligations for the semester.  What does Addison need to do before this? ,1,1,1,1,1,0.8632681,0.8339798,0.88134354,94.11801147,33.42210007,123.8487854,110.7998123
1156, Remy gave a bunch of coats to his friends who were cold. How would you describe Remy? , Remy bestowed a stack of coats upon his pals who were feeling chilly.  How would you describe Remy? , Remy generously donated a set of coats to his buddies who were shivering.  How would you describe Remy? , Remy distributed a collection of coats among his acquaintances who were experiencing a drop in body temperature.  How would you describe Remy? ,2,2,2,2,2,0.88123184,0.8421712,0.828487,209.399826,114.6469116,117.4006729,80.20374298
1157, Sydney had had dreams of becoming a doctor since she was a small child. Why did Sydney do this? , Sydney had always been driven to become a physician ever since he was a young boy.  Why did Sydney do this? , Sydney had nurtured her dream of becoming a doctor since she was a little girl.  Why did Sydney do this? , Sydney had harbored ambitions to practice medicine since their early years.  Why did Sydney do this? ,1,1,1,1,1,0.79347,0.9214613,0.7659694,43.92858887,14.32150841,71.83166504,24.87585831
1158, Jordan took Kendall to the pet store so she could buy her a fish. What will Kendall want to do next? , Jordan took Kendall to the pet store so she could pick out a new finned friend.  What will Kendall want to do next? , Jordan accompanied Kendall to the pet store to help her choose the perfect little fishy companion.  What will Kendall want to do next? ," Jordan escorted Kendall to the pet store, allowing her to select a new aquatic addition to their family.  What will Kendall want to do next? ",1,1,1,1,2,0.8698509,0.8587901,0.86383855,118.4915161,247.7638245,191.5926514,65.94539642
1159, Sasha saved their company from destruction before it was far too late. What will Sasha want to do next? , Sasha stepped in to save their company from ruin before it was too late.  What will Sasha want to do next? , Sasha heroically rescued their organization from imminent doom just in the nick of time.  What will Sasha want to do next? ," Sasha's timely intervention averted catastrophe for their business, ensuring its survival.  What will Sasha want to do next? ",0,0,0,0,1,0.9009532,0.87200373,0.84126884,36.51605606,80.34724426,160.0358734,42.73194122
1160, Skylar poured water over their head as a mean spirited joke. How would others feel as a result? , Skylar playfully doused their head with water as a prank.  How would others feel as a result? , Skylar mischievously poured water over their own head as a funny joke.  How would others feel as a result? , Skylar unexpectedly splashed water onto their head as a lighthearted gag.  How would others feel as a result? ,1,1,2,1,1,0.8976896,0.9384576,0.89727986,119.2499695,89.2951889,169.9190369,130.7825623
1161, Riley told Austin's landlord that Austin was making a lot of noise at late hours. What does Riley need to do before this? , Riley notified Austin's landlord that Austin was causing a ruckus late at night.  What does Riley need to do before this? , Riley politely informed Austin's landlord that Austin was being too loud in the evenings.  What does Riley need to do before this? , Riley conveyed to Austin's landlord that Austin's activities were disrupting the peace and quiet of the neighborhood at late hours.  What does Riley need to do before this? ,1,1,1,1,1,0.8777711,0.8957687,0.8544808,80.38644409,112.0430374,75.13886261,55.9891777
1162, Remy was trying to stay quiet but accidentally slipped and said a word. How would Others feel as a result? ," Remy was attempting to keep mum, but he inadvertently let out a slip of the tongue.  How would Others feel as a result? "," Remy was trying her best to be quiet, but she accidentally spoke out loud.  How would Others feel as a result? "," Remy was being careful with their words, but they still managed to utter a sound that gave them away.  How would Others feel as a result? ",0,0,0,0,2,0.85962224,0.84948057,0.81851256,54.27251053,37.651577,48.59859848,132.9282684
1163, Tracy gave it to their friend when their friend asked to see it. What will happen to Others? , Tracy handed over the item to their buddy after their buddy requested to take a look.  What will happen to Others? , Tracy generously shared the item with her friend after her friend asked to see it.  What will happen to Others? , Tracy provided the item to their acquaintance following a verbal request.  What will happen to Others? ,1,1,1,0,0,0.83707297,0.8831105,0.77878803,110.0884247,59.09584808,237.0982056,86.32686615
1164, Riley watched Jesse with observant eyes. What will happen to Jesse? ," Riley gazed intently at Jesse, taking in every detail.  What will happen to Jesse? "," Riley studied Jesse with a discerning eye, noticing everything from the way he moved to the expression on his face.  What will happen to Jesse? "," Riley scrutinized Jesse, their eyes probing for hidden meaning and subtle cues.  What will happen to Jesse? ",1,1,1,1,0,0.8770338,0.8778589,0.86387306,62.45489883,40.15750504,243.6092224,129.201416
1165, Kai grabbed Carson's tools and then made use of them. Why did Kai do this? , Kai confidently seized Carson's equipment and put them to good use.  Why did Kai do this? ," With determination, Kai efficiently borrowed Carson's tools and skillfully applied them.  Why did Kai do this? ", Kai capably acquired Carson's resources and expertly leveraged them for a successful outcome.  Why did Kai do this? ,1,2,1,2,2,0.86499345,0.8417677,0.80008376,181.2359009,431.7037048,266.5585022,79.90702057
1166, Remy told Casey to meet them at the pond in order to do some fishing. How would you describe Remy? , Remy instructed Casey to meet him at the pond so they could go fishing together.  How would you describe Remy? , Remy invited Casey to join them at the pond for a fun day of fishing.  How would you describe Remy? , Remy requested Casey's presence at the pond for an afternoon of fishing adventures.  How would you describe Remy? ,1,1,1,1,1,0.94088036,0.8586638,0.8119358,63.84677124,65.57041168,173.7901154,76.81552887
1167, Quinn decided to go out drinking with Others at the bar. What will Others want to do next? , Quinn headed out to the bar with his buddies Others for a night of drinks and fun.  What will Others want to do next? ," Quinn joined her friends Others at the bar for a girls' night out, enjoying cocktails and laughter.  What will Others want to do next? "," Quinn went out to the bar with others, looking forward to a relaxing evening of drinks and socializing.  What will Others want to do next? ",2,0,2,0,2,0.8561153,0.76303566,0.8206208,63.78116608,113.2878418,30.33206558,87.39103699
1168, Jesse was upset but unfortunately went a little too far when he yelled at his brother. How would you describe Jesse? , Jesse was understandably angry and regretfully expressed his emotions a bit too strongly when he raised his voice at his brother.  How would you describe Jesse? , Jesse was visibly upset and unfortunately let out his frustration in a loud tone when he yelled at his brother.  How would you describe Jesse? , Jesse felt agitated and unfortunately resorted to raising his voice when addressing his brother.  How would you describe Jesse? ,2,2,2,2,2,0.8478132,0.8750258,0.8175192,56.02713013,50.01309204,192.2851257,42.89611053
1169," Casey was the main actor in Jordan book,Jordan mentioned him in chapter one to make aware her to the reader. Why did Jordan do this? "," Casey was the star of Jordan's book, and she highlighted his role in chapter one to introduce him to the audience.  Why did Jordan do this? "," Jordan featured Casey prominently in her book, introducing him in chapter one to bring awareness to her readers.  Why did Jordan do this? "," Casey played a significant part in Jordan's narrative, and she acknowledged his presence in chapter one to familiarize the reader with his character.  Why did Jordan do this? ",1,2,1,2,2,0.87452,0.80097103,0.83389163,54.20742416,187.7552795,41.96118927,158.6332855
1170," Aubrey had a lot of important decisions to make, so Aubrey spent time thinking. What does Aubrey need to do before this? ", Aubrey took some time to carefully consider his important decisions.  What does Aubrey need to do before this? , Aubrey spent a lot of time reflecting on her key decisions.  What does Aubrey need to do before this? , Aubrey pondered their significant choices thoughtfully.  What does Aubrey need to do before this? ,2,0,1,2,2,0.9320336,0.9298114,0.8604356,66.79477692,44.20664597,341.2635193,28.30126381
1171, Lee set the stage with all of the decorations and lights. How would you describe Lee? , Lee created a visually stunning setting with his thoughtful decorations and lighting arrangements.  How would you describe Lee? ," With great attention to detail, Lee beautifully decked out the space with gorgeous decorations and twinkling lights.  How would you describe Lee? "," Lee put together an impressive display of festive elements, including decorations and lighting, to set the tone for the occasion.  How would you describe Lee? ",0,2,1,2,0,0.7894348,0.76124865,0.8465577,252.5471954,53.66664124,44.6713295,74.06754303
1172, Alex had a great time on a date with Taylor last night. What will Alex want to do next? , Alex had a blast on his date with Taylor last night.  What will Alex want to do next? , Taylor and Alex had a wonderful time on their date last night.  What will Alex want to do next? ," Last night was a great experience for Alex and Taylor, who went on a fun date together.  What will Alex want to do next? ",0,0,0,0,0,0.9435161,0.9264772,0.8992275,71.27490997,54.01079559,32.3780632,36.55176163
1173, Jesse closely considered the signs when lightning struck her house three times. How would Jesse feel afterwards? , Jesse carefully evaluated the warning signals when lightning hit his home three times.  How would Jesse feel afterwards? ," Jesse paid close attention to the ominous signs when lightning struck her house three times, making sure she was prepared for any potential danger.  How would Jesse feel afterwards? "," Jesse gave serious thought to the portents when a bolt of lightning hit their abode thrice, taking precautions to ensure safety.  How would Jesse feel afterwards? ",2,2,2,2,2,0.9064986,0.9024252,0.7879098,206.3070831,41.82626724,102.6107635,183.8415375
1174," Aiden had been suffering from toothache pain for over a week, but could not afford dental care, so their friend Casey pulled the tooth. How would Others feel as a result? "," Aiden had been enduring excruciating toothache pain for over a week, but couldn't afford dental care, so his buddy Casey stepped in and pulled the tooth.  How would Others feel as a result? "," Aiden had been experiencing severe toothache pain for more than a week, yet lacked the funds for dental treatment, so her close friend Casey heroically pulled out the tooth.  How would Others feel as a result? "," Aiden had been grappling with debilitating toothache discomfort for over seven days, yet was unable to afford dental attention, so their compassionate companion Casey selflessly performed an impromptu extraction.  How would Others feel as a result? ",0,0,0,0,0,0.9562761,0.9372468,0.86244285,53.40013504,72.02259827,150.9892426,78.03066254
1175, The kids wanted to go to the park to play with their friends. Tracy brought the kids to the park. How would Tracy feel afterwards? ," The kids were eager to hit the park with their pals, so Dad took them there.  How would Tracy feel afterwards? ", Tracy was kind enough to bring the children to the park for some fun with their buddies.  How would Tracy feel afterwards? ," The young ones wanted to go play at the park, and their guardian graciously transported them there.  How would Tracy feel afterwards? ",1,1,1,1,1,0.8820731,0.84732705,0.77922267,37.40744781,34.38651276,67.75172424,23.90231895
1176, remy went to the mall and made more friends. What does Remy need to do before this? , Remy hit up the mall and expanded his social circle.  What does Remy need to do before this? , Remy went to the mall and made some new buddies.  What does Remy need to do before this? , Remy visited the mall and accumulated more acquaintances.  What does Remy need to do before this? ,1,1,1,1,1,0.70252806,0.8662785,0.8474539,159.603775,68.38251495,444.6710815,117.3297577
1177, Austin went out to eat with the family last weekend because it was for a party. What will happen to Austin? , Austin took the fam out to grub last weekend since it was a celebratory occasion.  What will happen to Austin? , Austin went out for a family dinner last weekend because they were having a party.  What will happen to Austin? , Austin went out with their family last weekend to commemorate a special event.  What will happen to Austin? ,0,0,0,0,0,0.77102023,0.9094271,0.803991,198.3388824,43.61756897,91.98723602,42.73853302
1178, Bailey was mad at work and then told Alex to send the letter. How would you describe Bailey? , Bailey was fuming at work and then instructed Alex to send the letter with a stern tone.  How would you describe Bailey? , Bailey was really upset at work and then politely asked Alex to send the letter as soon as possible.  How would you describe Bailey? , Bailey was irate at work and barked orders at Alex to send the letter right away.  How would you describe Bailey? ,0,2,0,2,2,0.8573948,0.90190935,0.86529905,111.6357651,66.83068085,79.76422119,91.79877472
1179, My friend was having relationship troubles and Tracy knew she could help. What will happen to Tracy? , Tracy was the go-to girl when it came to relationship advice. My buddy was having some issues and Tracy knew exactly what to say to sort things out.  What will happen to Tracy? ," Tracy was always there for her friends when they needed relationship advice. When my friend was going through a tough time, Tracy offered her expertise and helped her work through the problems.  What will happen to Tracy? "," Tracy had a knack for helping people navigate their relationships. When my acquaintance was experiencing some difficulties, Tracy's insightful guidance proved invaluable.  What will happen to Tracy? ",1,1,1,1,1,0.8102469,0.858501,0.796279,22.40209007,24.95459557,74.74256134,82.58113098
1180, Sasha was bullied by the people in her building so she got revenge on them. What will Sasha want to do next? , Sasha sought retribution against her tormentors in her residential complex after they subjected her to bullying.  What will Sasha want to do next? ," As a result of being harassed by the residents of her building, Sasha decided to take matters into her own hands and exact revenge on them.  What will Sasha want to do next? "," Sasha, having been mistreated by those living in her building, opted to seek reparation through means that would match their actions.  What will Sasha want to do next? ",2,2,2,2,0,0.83996636,0.830932,0.740707,71.17594147,17.77616882,58.6531601,33.65697479
1181, Austin took them out for dinner after working hard and got promoted in the new job. What will Others want to do next? , Austin treated his colleagues to a fancy dinner after putting in some long hours at the office and was rewarded with a well-deserved promotion.  What will Others want to do next? ," After working tirelessly and impressing her bosses, Austin took her team out for a celebratory dinner and was recognized with a promotion in her new job.  What will Others want to do next? "," Austin showered their coworkers with gifts after putting in some extra effort at the office, and received a well-earned raise as a result of their dedication.  What will Others want to do next? ",0,2,0,0,0,0.77287006,0.81573224,0.6543347,37.22148132,44.98359299,50.17443085,102.6231384
1182, Sydney made some friends after moving to a new small town. What does Sydney need to do before this? , Sydney found some buddies after relocating to a new tiny town.  What does Sydney need to do before this? , Sydney made some sweet friends after moving to that adorable little town.  What does Sydney need to do before this? , Sydney established some connections in the new small town they recently moved to.  What does Sydney need to do before this? ,0,0,0,0,1,0.8604931,0.9435346,0.8461885,91.8253479,90.07299805,111.2174072,44.16218948
1183, Quinn hired Lee for a photo shoot as a swimwear model. Quinn posed Lee in several positions and thought he looked best after she crossed his arms. Why did Quinn and Lee work together? , Quinn hired Lee for a photo shoot as a swimwear model and put him in several poses that highlighted his athletic build. Quinn was impressed with how well Lee's crossed arms accentuated his physique.  Why did Quinn and Lee work together? ," Quinn chose Lee for a swimwear photo shoot and had him strike a variety of poses, which showcased his toned body to perfection. Quinn felt that Lee looked particularly handsome when he crossed his arms, adding a touch of masculinity to the images.  Why did Quinn and Lee work together? "," Quinn engaged Lee for a photoshoot as a swimwear model and directed them into multiple poses, resulting in captivating images that highlighted their physique. Quinn found the crossed arms pose particularly flattering, emphasizing the model's strong features.  Why did Quinn and Lee work together? ",0,2,2,0,0,0.9127816,0.8245004,0.846002,51.04284668,45.64372635,91.66234589,98.3970871
1184, Austin served without pay because he really loved his country and wanted to help out. What does Austin need to do before this? , Austin donated his time and skills without expecting anything in return because he was passionate about serving his nation and contributing to its progress.  What does Austin need to do before this? ," Austin volunteered his services selflessly, motivated by his deep love for his country and the desire to make a positive impact.  What does Austin need to do before this? "," Austin contributed his abilities without compensation, inspired by his devotion to the betterment of his nation and the desire to make a difference.  What does Austin need to do before this? ",0,0,0,0,0,0.7915722,0.8129473,0.7630388,58.08995056,38.79611969,61.46971512,68.06641388
1185, Sasha went with Austin to a dance that the school was having. What will Sasha want to do next? ," Sasha joined Austin at the school dance, where they showed off their moves and had a blast together.  What will Sasha want to do next? "," Sasha and Austin attended the school dance, enjoying each other's company as they danced the night away.  What will Sasha want to do next? "," Sasha accompanied Austin to the school dance, sharing in the fun and energy of the event.  What will Sasha want to do next? ",2,2,2,2,2,0.87654096,0.83526206,0.8971934,59.53146362,28.19888687,67.20677948,65.90679169
1186, Bailey told Alex to send the letter overnight since it was important. How would Alex feel as a result? ," Bailey instructed Alex to expedite the delivery of the letter, given its urgency.  How would Alex feel as a result? ", Bailey requested that Alex send the letter as soon as possible since it was crucial.  How would Alex feel as a result? , Bailey advised Alex to send the letter promptly due to its significance.  How would Alex feel as a result? ,1,2,1,2,2,0.79244554,0.8520926,0.8572,63.58102798,75.49156189,116.112999,116.3897781
1187, Lee made copies so that everyone at the table could follow along. What will Lee want to do next? , Lee made extra copies so that all the guys at the table could stay on track.  What will Lee want to do next? , Lee prepared duplicate materials to ensure that every woman at the table was able to participate fully.  What will Lee want to do next? ," Lee produced additional resources to facilitate inclusive engagement for all individuals at the table, regardless of gender or background.  What will Lee want to do next? ",1,2,0,1,2,0.8504177,0.79820096,0.6401767,93.2317276,149.5756073,118.3834152,47.23565292
1188, Austin had lost a lot of weight recently so he wrapped a belt around his waist. What will Austin want to do next? ," Austin had slimmed down quite a bit lately, so he decided to cinch his waist with a belt.  What will Austin want to do next? "," Austin had lost a significant amount of weight recently, so he opted to wear a belt around his waist to accentuate his new figure.  What will Austin want to do next? "," Austin had shed some pounds recently, and as a result, he donned a belt around his waist to create a more streamlined look.  What will Austin want to do next? ",1,0,0,0,1,0.8446957,0.85978806,0.8214877,46.69327927,26.01451492,28.85428238,35.5116806
1189, Taylor gave help to a friend when she was moving houses. How would you describe Taylor? , Taylor lent a hand to his buddy during his move.  How would you describe Taylor? , Taylor assisted her friend with her moving process.  How would you describe Taylor? , Taylor provided support during their friend's transition to a new home.  How would you describe Taylor? ,1,1,1,1,1,0.77496433,0.772065,0.8357832,163.2713776,300.5670471,142.1530762,68.56045532
1190, Kai went camping with friends and ate something made him really ill. What will Kai want to do next? , Kai hit the great outdoors with his buddies and ended up chowing down on something that left him feeling pretty miserable.  What will Kai want to do next? ," Kai went on a fun camping trip with his friends, but unfortunately, he tried something that didn't agree with him and ended up feeling quite sick.  What will Kai want to do next? "," Kai ventured into the wilderness with his companions and indulged in a meal that didn't sit well with him, resulting in discomfort.  What will Kai want to do next? ",0,1,0,1,1,0.7787938,0.8871814,0.826581,49.29064941,30.69444084,32.03471756,98.74292755
1191, austin went to the restaurant for dinner but wanted dessert instead. What will Austin want to do next? ," Austin swung by the restaurant for a satisfying dinner, but what he really craved was a sweet treat.  What will Austin want to do next? "," Austin headed to the restaurant for a delicious dinner, but he just couldn't resist ordering a decadent dessert.  What will Austin want to do next? "," Austin went to the restaurant seeking a savory dinner, yet found himself drawn to the alluring dessert menu.  What will Austin want to do next? ",2,2,2,2,2,0.8008601,0.8481632,0.8364365,52.49142075,35.32644272,87.51029968,85.2396698
1192, Addison was making a speech in front of a lot of people. Addison regarded every comment made. How would Addison feel as a result? , Addison was giving a presentation to a large audience and took all comments seriously.  How would Addison feel as a result? , Addison was delivering a speech in front of many people and gave careful consideration to every remark made.  How would Addison feel as a result? , Addison addressed a crowd and thoroughly evaluated each feedback provided.  How would Addison feel as a result? ,2,2,2,2,2,0.85728693,0.9327351,0.8058701,78.66603851,61.30663681,754.2402954,48.00577927
1193, Quinn murdered Remy's wife while Remy was away on a business trip. How would Quinn feel afterwards? , Quinn allegedly committed a heinous crime by killing Remy's spouse while Remy was away on a work trip.  How would Quinn feel afterwards? , It has been reported that Quinn brutally murdered Remy's wife while Remy was absent on a business journey.  How would Quinn feel afterwards? ," The authorities have revealed that Quinn may have been involved in the violent slaying of Remy's life partner, ostensibly while Remy was away attending to work-related matters.  How would Quinn feel afterwards? ",0,0,2,0,0,0.87174606,0.9110601,0.7467634,87.32668304,133.3608704,80.83216858,87.56439972
1194," Wanting to make some extra money for college, Cameron worked every day at the supermarket. How would Cameron feel afterwards? "," Determined to supplement his college funds, Cameron put in a full day's work every day at the supermarket.  How would Cameron feel afterwards? "," Aspiring to earn some extra cash for her college expenses, Cameron dedicated herself to working diligently at the supermarket every day.  How would Cameron feel afterwards? "," Looking to augment their financial resources for college, Cameron worked tirelessly each day at the supermarket.  How would Cameron feel afterwards? ",1,0,1,1,0,0.8910872,0.90900785,0.9068271,41.46556473,54.61970901,146.7341766,54.08751678
1195, Casey is talented and well liked by others. What will Casey want to do next? , Casey is a highly skilled individual who enjoys strong respect and admiration from his peers.  What will Casey want to do next? , Casey is an exceptionally talented person who is well-liked by everyone in the team. Her positive attitude and dedication to her work are truly inspiring.  What will Casey want to do next? , Casey is a gifted individual whose talent and friendly demeanor have earned them widespread recognition and appreciation from their colleagues.  What will Casey want to do next? ,2,1,2,1,2,0.88628376,0.8450327,0.8638358,41.20248032,17.06697655,69.88166809,43.81087875
1196, Riley was the best of friends when he was in a good mood. What will happen to Riley? , Riley was a great buddy when he was feeling chipper.  What will happen to Riley? , Riley was always so much fun to be around when he was in a good mood.  What will happen to Riley? , Riley's positive energy was contagious when he was in a good place.  What will happen to Riley? ,1,2,2,1,2,0.84678453,0.8791623,0.84252894,90.94789886,19.76119804,52.04584885,32.31364059
