Unnamed: 0,Original,Paraphrases_y,Paraphrases_m,Paraphrases_o,choice_y,choice_m,choice_o,choice_b,target,sim_Young,sim_Middle,sim_Old,perplexity_young,perplexity_middle,perplexity_old,perplexity_baseline
1136," Robin was eager to get her driver's license, so she took the test immediately after turning 16. How would you describe Robin? "," Robin was super stoked to get her driver's license, so she took the test as soon as she turned 16!  How would you describe Robin? "," Robin was excited to finally obtain her driver's license, so she scheduled the test for the day after her 16th birthday.  How would you describe Robin? "," Robin was eager to acquire her driver's license, so she took the test shortly after her 16th birthday.  How would you describe Robin? ",1,1,1,1,1,0.9376142,0.89782095,0.9578298,28.05368805,28.16418266,25.95320129,34.5401001
1137, Cameron left the event early because he needed to get changed for a gala even at night. Why did Cameron do this? , Cameron bailed on the event early because he had a fancy night outfit to change into and didn't want to be late.  Why did Cameron do this? , Cameron left the event before it ended so he could get ready for his formal evening engagement.  Why did Cameron do this? , Cameron departed from the function ahead of time in order to prepare for his evening gala attire.  Why did Cameron do this? ,0,0,0,0,0,0.8230753,0.815226,0.8220291,46.954422,64.86862946,76.87107849,53.99005127
1138, Jan said walk back after seeing signs of danger ahead. What will Jan want to do next? , Jan advised us to turn back after spotting some red flags ahead.  What will Jan want to do next? , Jan suggested we retrace our steps after observing indications of potential danger up ahead.  What will Jan want to do next? , Jan cautioned us to return the way we came after noticing warning signs of a risky situation in the distance.  What will Jan want to do next? ,0,0,0,0,2,0.7773112,0.81482303,0.86127454,299.3709717,246.8795776,153.7706757,167.0779114
1139, Skylar entered the principal's office at school to tell the principal about the others bad behavior. What will Others want to do next? , Skylar barged into the principal's office to spill the beans about her classmates' bad behavior.  What will Others want to do next? , Skylar approached the principal's office with a sense of urgency to report her peers' inappropriate conduct.  What will Others want to do next? , Skylar ventured into the principal's office to share her concerns about the misbehavior of some of her fellow students.  What will Others want to do next? ,1,1,1,0,1,0.86657214,0.8192118,0.8330016,50.12117004,82.88188934,29.16579247,95.2727356
1140, Alex has autism and has always found that they are very particular about specific details therefore they are always very careful. How would you describe Alex? ," Alex has autism and is super detail-oriented, which means they're always super careful about stuff.  How would you describe Alex? "," Alex has autism and is known for being very particular about specific details, so they're always meticulous in their approach.  How would you describe Alex? "," Alex has autism and has a tendency to be quite finicky when it comes to details, so they're always thorough in their work.  How would you describe Alex? ",0,0,0,0,0,0.9244571,0.9575463,0.9010637,81.91741943,57.94890594,36.63630295,66.74103546
1141, Remy dropped a dime and picked it up right away. How would you describe Remy? , Remy casually dropped a buck and then grabbed it back real quick.  How would you describe Remy? , Remy carelessly threw down a coin and then retrieved it right away.  How would you describe Remy? , Remy accidentally dropped some money and then picked it up hastily.  How would you describe Remy? ,1,1,1,1,2,0.848981,0.8075162,0.8914347,192.0931396,145.4111328,140.4475708,73.36103821
1142, Casey ignored the warning on a carton of expired mik. How would Casey feel afterwards? , Casey disregarded the alert on a carton of expired milk.  How would Casey feel afterwards? , Casey failed to heed the caution on a box of expired milk.  How would Casey feel afterwards? , Casey paid no mind to the warning label on a package of expired milk.  How would Casey feel afterwards? ,1,1,1,1,1,0.83651537,0.78351694,0.79304856,165.3919983,171.2385864,82.83325958,214.6130066
1143, Cameron wasted too much money when he went to the mall. What will Cameron want to do next? , Cameron totally blew his allowance at the mall this weekend.  What will Cameron want to do next? , Cameron splurged too much money on his shopping spree at the mall.  What will Cameron want to do next? , Cameron recklessly spent a fortune when he went to the shopping center.  What will Cameron want to do next? ,1,1,1,1,2,0.7726916,0.85750765,0.8740636,243.5923767,47.17878723,117.0321121,39.44524765
1144, Casey put food into the oven so that the family could eat when it was ready. What does Casey need to do before this? , Casey put the food in the oven so it would be ready for the fam when they wanted to chow down.  What does Casey need to do before this? , Casey placed the food in the oven to ensure that the family could enjoy a delicious meal when it was done cooking.  What does Casey need to do before this? , Casey put the nourishment in the oven so that the family could partake of a satisfying repast when it was prepared.  What does Casey need to do before this? ,1,1,1,1,1,0.8648274,0.9159625,0.904033,38.38792419,40.30992889,85.17328644,35.92915726
1145, Riley went the way of the birds because Riley couldn't fit into modern society. How would Riley  afterwards? , Riley flew the coop because Riley couldn't vibe with today's world.  How would Riley  afterwards? , Riley took leave of society because Riley felt out of place in modern times.  How would Riley  afterwards? , Riley bid farewell to civilization because Riley found it difficult to adapt to the current era.  How would Riley  afterwards? ,0,0,0,0,0,0.7908989,0.78837836,0.7545864,193.7436371,104.9127121,114.9929886,66.83912659
1146, jan went to the same school for years so she was best friends with a girl. What will Others want to do next? , Jan and her BFF were totes besties since they went to the same school for ages!  What will Others want to do next? ," Jan had a close friend at school for many years, so they were like sisters!  What will Others want to do next? ", Jan attended the same school for a long time and formed a lasting friendship with a fellow student.  What will Others want to do next? ,0,0,0,0,0,0.7473722,0.78041714,0.7495596,88.70516968,70.42411041,36.2141037,83.35881042
1147, Austin interfered and got in Sydney's way when she tried to get to work. What will Sydney want to do next? , Austin totally hijacked Sydney's commute and made it super hard for her to get to work.  What will Sydney want to do next? ," Austin intervened and created a obstacle for Sydney, making it challenging for her to reach her destination on time.  What will Sydney want to do next? "," Austin interfered with Sydney's journey to work, causing a significant delay.  What will Sydney want to do next? ",1,1,1,1,1,0.7766421,0.79548,0.84290814,70.77735901,82.36024475,193.2220764,70.94620514
1148, Cameron's boss was in a bad mood and tried to shove Cameron but Cameron got out of their way. How would Cameron feel afterwards? ," Cameron's boss was totally frustrated and tried to push past Cameron, but Cameron dodged their way out of the situation.  How would Cameron feel afterwards? "," Cameron's supervisor was having a terrible day and tried to physically intimidate Cameron, but Cameron skillfully avoided their advances.  How would Cameron feel afterwards? "," Cameron's employer was acting very grumpy and attempted to shove past Cameron, but Cameron deftly sidestepped their way out of the confrontation.  How would Cameron feel afterwards? ",0,0,0,0,2,0.89660925,0.79257095,0.80582535,57.61208725,51.72444534,49.56688309,39.95286942
1149, Riley sold Sydney's painting for a lot of money to the bidder at the weekend auction. What will Sydney want to do next? , Riley cashed in big time at the weekend auction when they sold Sydney's painting to a top bidder!  What will Sydney want to do next? ," Riley was able to sell Sydney's painting for a handsome sum at the weekend auction, impressing all the bidders with their savvy business sense.  What will Sydney want to do next? ", Riley did exceedingly well at the weekend auction by selling Sydney's painting for a substantial amount to a keen bidder.  What will Sydney want to do next? ,2,2,2,2,2,0.9079517,0.90999764,0.9053723,125.2531052,57.43075943,186.1008759,94.99044037
1150, Cameron stopped the fight before people got hurt. What will Cameron want to do next? , Cameron put a stop to the brawl before things got out of hand and someone got seriously injured.  What will Cameron want to do next? , Cameron intervened before the altercation escalated and caused any serious harm.  What will Cameron want to do next? , Cameron stepped in to prevent the conflict from becoming more severe and potentially dangerous for those involved.  What will Cameron want to do next? ,2,2,2,1,2,0.83051074,0.83905643,0.7519087,29.22591591,144.2060089,44.8741684,52.47359848
1151, Riley regarded Jesse with observant eyes. He didn't trust Jesse because he's known her a long time. What will Riley do? , Riley eyeballed Jesse with intense scrutiny. He had his doubts about her trustworthiness because they've been acquainted for a long time.  What will Riley do? ," Riley studied Jesse with a discerning gaze, sensing a lack of reliability due to their extensive history together.  What will Riley do? "," Riley surveyed Jesse with a skeptical eye, his mistrust rooted in their prolonged familiarity.  What will Riley do? ",2,2,2,2,2,0.8926659,0.82006884,0.82485116,65.44968414,120.8159943,402.6871033,56.06999588
1152, Lee got Jordan to start walking to school instead of riding the bus. What will Lee want to do next? ," Lee was like, ""Yo, Jordan, let's ditch the bus and walk to school instead.  What will Lee want to do next? ", Lee suggested to Jordan that they take a stroll to school instead of riding the bus.  What will Lee want to do next? , Lee persuaded Jordan to opt for a walk to school instead of taking the bus.  What will Lee want to do next? ,0,2,2,2,2,0.8489613,0.8823853,0.8919835,56.30053711,74.70550537,61.4408493,60.42415619
1153, Carson gave their friend some milk but their friend was allergic to milk and wanted orange juice instead and Carson agreed to help. What will Carson want to do next? ," Carson totally hooked up their BFF with some milk, but their BFF was like ""Uh, actually I'm allergic to milk, can I get some OJ instead?"" and Carson was like ""Sure thing, dude!  What will Carson want to do next? "," Carson offered their friend a glass of milk, but their friend politely declined and requested orange juice instead. Carson graciously agreed to accommodate their friend's preference.  What will Carson want to do next? "," Carson poured a glass of milk for their friend, but their friend gently pointed out that they were allergic to milk and would prefer a glass of orange juice. Carson kindly acquiesced to their friend's request.  What will Carson want to do next? ",1,1,1,1,2,0.7383239,0.8920063,0.88945794,37.82826614,46.02321243,25.70743942,53.05312347
1154, Jan visited her family for Christmas at home as a gift to them. What will Others want to do next? , Jan spent the holidays at home with her fam for a special Christmas gift.  What will Others want to do next? ," Jan gave the gift of her presence at home for Christmas, spending time with her family.  What will Others want to do next? ", Jan paid a visit to her family at home for a heartwarming Christmas gift.  What will Others want to do next? ,2,2,2,2,2,0.90033954,0.91003585,0.91301364,105.2943497,62.45266724,46.45257187,111.8474045
1155, Addison left for home after college finished up for the semester. What does Addison need to do before this? , Addison hightailed it back home after classes wrapped up for the semester.  What does Addison need to do before this? , Addison headed home after finishing up her college courses for the semester.  What does Addison need to do before this? , Addison returned home after completing her studies for the semester.  What does Addison need to do before this? ,1,1,1,1,1,0.8059888,0.8653752,0.8450825,78.85196686,120.9064713,89.96083832,110.7998123
1156, Remy gave a bunch of coats to his friends who were cold. How would you describe Remy? , Remy totally showered his homies with coats when they were feeling super chilly!  How would you describe Remy? , Remy generously bestowed a pile of coats upon his friends who were struggling with the cold weather.  How would you describe Remy? ," Remy kindly donated several coats to his chilly companions, truly demonstrating his thoughtful nature.  How would you describe Remy? ",2,2,0,2,2,0.7587471,0.8931017,0.78857464,252.3060913,94.11195374,445.8953552,80.20374298
1157, Sydney had had dreams of becoming a doctor since she was a small child. Why did Sydney do this? , Sydney has had her heart set on becoming a doctor since she was a kid.  Why did Sydney do this? ," Sydney has dreamed of being a physician since she was young, and this ambition has stayed with her throughout her life.  Why did Sydney do this? "," Since she was a little girl, Sydney has harbored aspirations of becoming a medical professional, and she's been working towards making that dream a reality.  Why did Sydney do this? ",1,1,1,1,1,0.8997119,0.8487798,0.83212996,23.10902023,23.94408607,15.84897614,24.87585831
1158, Jordan took Kendall to the pet store so she could buy her a fish. What will Kendall want to do next? , Jordan took Kendall to the pet store so she could get her fave fish! 🐠❤️  What will Kendall want to do next? ," Jordan escorted Kendall to the pet store to select a new pet, specifically a fish. 🐟🐱  What will Kendall want to do next? "," Jordan accompanied Kendall to the pet store to choose a suitable pet, and they decided on a lovely fish. 🐟🐠  What will Kendall want to do next? ",1,1,2,1,2,0.9315739,0.88426954,0.8784462,96.26848602,149.0270691,99.18003082,65.94539642
1159, Sasha saved their company from destruction before it was far too late. What will Sasha want to do next? , Sasha totally saved their company from total collapse before it was way too late!  What will Sasha want to do next? ," Sasha effectively averted disaster and rescued their company just in time, preventing irreparable damage.  What will Sasha want to do next? "," Sasha heroically salvaged their organization from the brink of ruin before it was too late, ensuring its continued prosperity.  What will Sasha want to do next? ",0,0,0,0,1,0.9307152,0.88700014,0.8751238,123.8989868,127.9793167,47.38942719,42.73194122
1160, Skylar poured water over their head as a mean spirited joke. How would others feel as a result? , Skylar doused their head with water as a playful and mischievous prank.  How would others feel as a result? , Skylar intentionally poured water over their own head in a lighthearted and teasing manner.  How would others feel as a result? , Skylar decided to have a little fun and poured water over their head as a jovial and good-natured joke.  How would others feel as a result? ,1,0,1,1,1,0.90262973,0.9340249,0.89639765,87.65537262,155.559906,36.67092896,130.7825623
1161, Riley told Austin's landlord that Austin was making a lot of noise at late hours. What does Riley need to do before this? ," Riley was like, ""Yo, Austin's landlord, you gotta do something about him making all that noise at weird hours!  What does Riley need to do before this? ", Riley informed Austin's landlord that Austin had been causing a significant amount of disturbance late at night.  What does Riley need to do before this? , Riley politely brought to the attention of Austin's landlord that Austin had been making an excessive amount of noise in the wee hours of the morning.  What does Riley need to do before this? ,1,1,1,1,1,0.8775911,0.888538,0.895567,83.84507751,71.70535278,31.87075233,55.9891777
1162, Remy was trying to stay quiet but accidentally slipped and said a word. How would Others feel as a result? ," Remy was trying to keep mum, but she accidentally let out a slip of the tongue and blurted out a word.  How would Others feel as a result? "," Remy was attempting to remain silent, but she unintentionally spoke up and uttered a word.  How would Others feel as a result? "," Remy was trying her best to hold her tongue, but she accidentally let out a little mishap and said something she shouldn't have.  How would Others feel as a result? ",0,0,0,0,2,0.84283084,0.86616385,0.7608081,37.25327682,70.39980316,25.75977898,132.9282684
1163, Tracy gave it to their friend when their friend asked to see it. What will happen to Others? , Tracy handed over the item to their friend after their friend requested to check it out.  What will happen to Others? , Tracy gave the item to their friend after being asked to see it.  What will happen to Others? , Tracy lent the item to their friend after their friend inquired about taking a look.  What will happen to Others? ,1,1,1,0,0,0.9149054,0.9406594,0.8996752,60.21223831,72.49899292,138.0890045,86.32686615
1164, Riley watched Jesse with observant eyes. What will happen to Jesse? ," Riley gazed at Jesse with intense curiosity, taking in every detail about his appearance and behavior.  What will happen to Jesse? "," Riley watched Jesse attentively, her eyes lingering on his features as she tried to get a better sense of who he was.  What will happen to Jesse? "," Riley eyed Jesse thoughtfully, her keen senses picking up on every nuance of his demeanor and body language.  What will happen to Jesse? ",1,1,1,1,0,0.8743709,0.82707345,0.82001734,54.95685196,32.19496155,58.11077881,129.201416
1165, Kai grabbed Carson's tools and then made use of them. Why did Kai do this? , Kai swiped Carson's gear and then put it to good use.  Why did Kai do this? , Kai borrowed Carson's tools and put them to work immediately.  Why did Kai do this? , Kai acquired Carson's equipment and made productive use of it.  Why did Kai do this? ,2,2,2,2,2,0.8431325,0.8666751,0.90919673,85.52483368,141.6283112,168.7998505,79.90702057
1166, Remy told Casey to meet them at the pond in order to do some fishing. How would you describe Remy? , Remy told Casey to meet them at the pond so they could go fishing together! 🎣🐟  How would you describe Remy? , Remy asked Casey to meet them at the pond for a fishing trip. They'd have a great time catching some fish and enjoying the outdoors! 🏞️🎣  How would you describe Remy? , Remy invited Casey to join them at the pond for a day of fishing. It would be a wonderful opportunity to spend time together and perhaps even catch a few fish! 🐠🏃‍♀️  How would you describe Remy? ,1,1,1,1,1,0.9173501,0.8579169,0.7888332,90.80931854,53.24020004,26.96237564,76.81552887
1167, Quinn decided to go out drinking with Others at the bar. What will Others want to do next? , Quinn hit the bars with her squad and had an epic night of drinks and fun.  What will Others want to do next? , Quinn went out for a night of socializing at the local bar with some friends.  What will Others want to do next? , Quinn decided to enjoy an evening of beverages and camaraderie at the neighborhood pub with her acquaintances.  What will Others want to do next? ,0,2,2,0,2,0.720721,0.84395826,0.73675185,71.11090851,28.31593704,53.24423218,87.39103699
1168, Jesse was upset but unfortunately went a little too far when he yelled at his brother. How would you describe Jesse? , Jesse was totally pissed and lost it when he yelled at his bro.  How would you describe Jesse? , Jesse was understandably upset and vocalized his frustration by yelling at his brother.  How would you describe Jesse? , Jesse was quite distressed and regrettably let his emotions get the better of him when he raised his voice at his sibling.  How would you describe Jesse? ,2,2,2,2,2,0.8055025,0.8661401,0.809829,84.59509277,62.51279068,33.27912903,42.89611053
1169," Casey was the main actor in Jordan book,Jordan mentioned him in chapter one to make aware her to the reader. Why did Jordan do this? "," Casey was like, totally the star of Jordan's book, and she even mentioned him in chapter one to give him a shout-out!  Why did Jordan do this? "," Casey played a prominent role in Jordan's book, and she introduced him in chapter one to familiarize the reader with his character.  Why did Jordan do this? "," In Jordan's book, Casey was the main focus of chapter one, and she made sure to highlight his importance to the story.  Why did Jordan do this? ",2,1,1,2,2,0.82959664,0.85535556,0.7975704,59.21412277,44.31355286,53.04950333,158.6332855
1170," Aubrey had a lot of important decisions to make, so Aubrey spent time thinking. What does Aubrey need to do before this? "," Aubrey had a bunch of big decisions to make, so Aubrey took some time to reflect and figure things out.  What does Aubrey need to do before this? "," Aubrey had several important choices to consider, so Aubrey dedicated some thoughtful time to weighing the pros and cons.  What does Aubrey need to do before this? "," Aubrey faced a number of significant decisions, so Aubrey spent some deliberate time pondering each option carefully.  What does Aubrey need to do before this? ",2,2,2,2,2,0.9516012,0.8950216,0.92565626,19.85501289,49.44249344,81.08653259,28.30126381
1171, Lee set the stage with all of the decorations and lights. How would you describe Lee? ," Lee totally lit up the space with all the decorations and lights, making it look super rad!  How would you describe Lee? ", Lee carefully arranged all the decorations and lights to create a warm and inviting ambiance.  How would you describe Lee? ," Lee meticulously set the stage with all of the adornments and illuminations, creating a charming and elegant atmosphere.  How would you describe Lee? ",1,2,0,2,0,0.80954474,0.8101888,0.80392855,126.0097733,55.72838974,55.01356506,74.06754303
1172, Alex had a great time on a date with Taylor last night. What will Alex want to do next? , Alex had an epic night with Taylor on their date last night!  What will Alex want to do next? , Alex really enjoyed themselves on their date with Taylor last night.  What will Alex want to do next? , Alex had a lovely time with Taylor on their dinner date last evening.  What will Alex want to do next? ,0,0,0,0,0,0.9289805,0.8966303,0.9053478,126.0158463,194.8370209,75.45474243,36.55176163
1173, Jesse closely considered the signs when lightning struck her house three times. How would Jesse feel afterwards? ," Jesse was super freaked out when lightning hit her crib not once, not twice, but THREE TIMES! She knew it was like, totally a sign or something.  How would Jesse feel afterwards? ", Jesse was quite concerned when lightning struck her house on three separate occasions. She took it as a sign that maybe she should reevaluate her life choices or something.  How would Jesse feel afterwards? ," Jesse was downright flabbergasted when lightning struck her domicile not just once, but thrice! She figured it was a mighty omen, and she oughta pay heed to its message.  How would Jesse feel afterwards? ",2,2,2,2,2,0.7919971,0.8202571,0.7217232,40.10778809,31.4787941,50.35456848,183.8415375
1174," Aiden had been suffering from toothache pain for over a week, but could not afford dental care, so their friend Casey pulled the tooth. How would Others feel as a result? "," Aiden had been dealing with a killer toothache for over a week, but they couldn't afford to see a dentist, so their BFF Casey stepped up and pulled the tooth like a total boss!  How would Others feel as a result? "," Aiden had been experiencing excruciating tooth pain for over a week, but due to financial constraints, they couldn't get dental care. Luckily, their close friend Casey took matters into their own hands and performed an impromptu tooth extraction.  How would Others feel as a result? "," Aiden had been enduring a terribly painful toothache for over seven days, but due to financial limitations, they were unable to seek professional dental care. Thankfully, their loyal friend Casey came to the rescue and extracted the tooth with great skill and care.  How would Others feel as a result? ",0,0,0,0,0,0.8759658,0.88393456,0.8802161,55.23401642,31.41980743,38.32574081,78.03066254
1175, The kids wanted to go to the park to play with their friends. Tracy brought the kids to the park. How would Tracy feel afterwards? ," The youngins wanted to hit up the park with their homies and Tracy was like, 'Okay, let's roll!'"".  How would Tracy feel afterwards? "," The kids were eager to go to the park and play with their friends, so Tracy took them there.  How would Tracy feel afterwards? "," The children were longing to visit the park and engage in some outdoor activities with their peers, and Tracy kindly offered to chaperone them.  How would Tracy feel afterwards? ",1,1,1,1,1,0.7351732,0.94260323,0.825692,96.54914093,21.02920723,50.97345352,23.90231895
1176, remy went to the mall and made more friends. What does Remy need to do before this? , Remy hit up the mall and scored some new buds! 😄  What does Remy need to do before this? , Remy visited the shopping center and met some new acquaintances. 👥  What does Remy need to do before this? , Remy went to the mall and made some delightful friends. 🤗  What does Remy need to do before this? ,1,1,1,1,1,0.702691,0.7572685,0.8890183,334.0245361,140.630249,93.33318329,117.3297577
1177, Austin went out to eat with the family last weekend because it was for a party. What will happen to Austin? , Austin hit up a family dinner last weekend for a sick party!  What will happen to Austin? , Austin went out to eat with his family over the weekend as part of a celebration.  What will happen to Austin? , Austin and his family dined out last weekend as part of a festive occasion.  What will happen to Austin? ,0,0,0,0,0,0.7783317,0.9590253,0.8093415,237.7040558,26.13574028,55.18434143,42.73853302
1178, Bailey was mad at work and then told Alex to send the letter. How would you describe Bailey? , Bailey was super pissed at work and then told Alex to hit send on the letter.  How would you describe Bailey? , Bailey was quite upset at work and instructed Alex to forward the letter.  How would you describe Bailey? , Bailey was extremely irate at work and asked Alex to dispatch the letter.  How would you describe Bailey? ,2,2,2,2,2,0.9294617,0.9187209,0.9062726,130.9684143,151.2204437,121.7261734,91.79877472
1179, My friend was having relationship troubles and Tracy knew she could help. What will happen to Tracy? , My homie was goin' through some relationship issues and Tracy knew she could slay the problem.  What will happen to Tracy? ," My friend was experiencing some difficulties in her relationship, and Tracy was confident that she could offer valuable insight and guidance.  What will happen to Tracy? "," My dear friend was having a spot of trouble in her romantic life, and Tracy felt certain that she could provide the necessary assistance.  What will happen to Tracy? ",1,1,1,1,1,0.8165897,0.8948349,0.8907194,134.1514282,58.42972946,58.61742783,82.58113098
1180, Sasha was bullied by the people in her building so she got revenge on them. What will Sasha want to do next? ," Sasha was totally bullied by her building neighbors, so she totally got revenge on them! 😡👊  What will Sasha want to do next? "," Sasha was subjected to harassment by the people in her building, prompting her to seek retribution against them. 💔👊  What will Sasha want to do next? "," Sasha was mercilessly teased and intimidated by the tenants in her apartment complex, driving her to take action against them. 😠💪  What will Sasha want to do next? ",2,2,2,2,0,0.8968619,0.84247214,0.8146748,127.4584885,47.4245224,55.3151474,33.65697479
1181, Austin took them out for dinner after working hard and got promoted in the new job. What will Others want to do next? ," After crushing their work goals, Austin took them out for an epic dinner and scored a promotion in his new job! 🍔💪  What will Others want to do next? "," After putting in a lot of effort and dedication, Austin treated his colleagues to a delicious dinner and received recognition for his hard work with a promotion. 🍴👏  What will Others want to do next? "," Following a productive day at the office, Austin took his team out for a nice dinner and was rewarded with a well-deserved promotion. 🥘💼  What will Others want to do next? ",2,0,2,0,0,0.8586795,0.76861334,0.7455779,123.1410751,52.23337173,31.48435593,102.6231384
1182, Sydney made some friends after moving to a new small town. What does Sydney need to do before this? , Sydney totally made some new BFFs after moving to that tiny town! 👯‍♀️🏙️  What does Sydney need to do before this? , Sydney was able to establish some friendships after relocating to the small town. 🤝🏠  What does Sydney need to do before this? , It's lovely to hear that Sydney has made some new acquaintances in her new hometown. 😊👵  What does Sydney need to do before this? ,2,0,0,0,1,0.80037266,0.87307644,0.78496885,60.8483429,53.26050949,87.26070404,44.16218948
1183, Quinn hired Lee for a photo shoot as a swimwear model. Quinn posed Lee in several positions and thought he looked best after she crossed his arms. Why did Quinn and Lee work together? ," Quinn hired Lee as a swimwear model and had him strike some sick poses, looking his best when she crossed his arms.  Why did Quinn and Lee work together? "," Quinn selected Lee for a photo shoot as a swimwear model and directed him into various positions, feeling that he looked most attractive when she had him cross his arms.  Why did Quinn and Lee work together? "," Quinn engaged the services of Lee as a swimwear model and positioned him in several poses, determining that he looked his most handsome when she had him cross his arms.  Why did Quinn and Lee work together? ",0,2,2,0,0,0.90785193,0.9204342,0.8662065,126.6237335,83.44678497,102.7151337,98.3970871
1184, Austin served without pay because he really loved his country and wanted to help out. What does Austin need to do before this? , Austin volunteered his time for his country because he was super passionate about serving and making a difference.  What does Austin need to do before this? , Austin chose to serve without pay because he deeply cared about his nation and wanted to contribute in a meaningful way.  What does Austin need to do before this? ," Austin served without salary because of his strong sense of duty and devotion to his country, wanting to make a positive impact.  What does Austin need to do before this? ",0,0,0,0,0,0.7842016,0.9071519,0.8750233,58.26082993,56.00781631,52.65208054,68.06641388
1185, Sasha went with Austin to a dance that the school was having. What will Sasha want to do next? ," Sasha and Austin totally slayed the school dance floor - they were like two peas in a pod, groovin' to the beat!  What will Sasha want to do next? "," Sasha accompanied Austin to the school dance, where they had a blast dancing together and enjoying the music.  What will Sasha want to do next? "," Sasha went along with Austin to the school dance, and they both had a delightful time twirling around the dance floor to the lively tunes.  What will Sasha want to do next? ",2,2,2,2,2,0.74496907,0.8850735,0.8486636,63.10705566,42.97066116,52.34729385,65.90679169
1186, Bailey told Alex to send the letter overnight since it was important. How would Alex feel as a result? , Bailey told Alex to send the letter ASAP because it was super important!  How would Alex feel as a result? , Bailey requested that Alex send the letter via overnight delivery since it contained time-sensitive information.  How would Alex feel as a result? , Bailey suggested to Alex that they send the letter expedited since it was of utmost importance.  How would Alex feel as a result? ,2,2,1,2,2,0.87672734,0.9078113,0.7995376,119.5122223,140.1391754,91.0513916,116.3897781
1187, Lee made copies so that everyone at the table could follow along. What will Lee want to do next? , Lee made extra copies so we could all stay on the same page during the meeting.  What will Lee want to do next? , Lee prepared duplicate copies for everyone at the table to refer to during the discussion.  What will Lee want to do next? , Lee thoughtfully distributed additional copies of the material to ensure everyone at the table was able to keep up with the conversation.  What will Lee want to do next? ,0,0,0,1,2,0.80507857,0.8713243,0.79374254,57.77357101,135.6238098,57.68441391,47.23565292
1188, Austin had lost a lot of weight recently so he wrapped a belt around his waist. What will Austin want to do next? ," Austin recently slimmed down a lot, so he put on a skinnier belt around his waist.  What will Austin want to do next? "," Austin has lost some weight lately, so he opted for a thinner belt to accentuate his new figure.  What will Austin want to do next? "," Austin had a significant weight loss recently, so he chose to wear a looser belt around his waist to accommodate his slimmer physique.  What will Austin want to do next? ",0,0,0,0,1,0.77744395,0.8129963,0.8239015,52.25008392,63.92778015,44.77257156,35.5116806
1189, Taylor gave help to a friend when she was moving houses. How would you describe Taylor? , Taylor totally came through for her BFF when she was moving into her new crib!  How would you describe Taylor? , Taylor generously offered her assistance to a friend during a recent move.  How would you describe Taylor? , Taylor kindly lent a hand to a pal who was in the process of relocating.  How would you describe Taylor? ,1,1,1,1,1,0.63619715,0.7937944,0.7284849,98.76335907,116.6893005,44.19140625,68.56045532
1190, Kai went camping with friends and ate something made him really ill. What will Kai want to do next? , Kai got sick as a dog after eating something sketchy on his camping trip with buds.  What will Kai want to do next? , Kai became violently ill after consuming a questionable dish during his outdoor adventure with friends.  What will Kai want to do next? , Kai had a terrible experience at his camping trip and ended up getting sick from eating something that didn't agree with him.  What will Kai want to do next? ,1,1,1,1,1,0.83444446,0.87279123,0.87328947,120.9989777,127.5202484,34.99206924,98.74292755
1191, austin went to the restaurant for dinner but wanted dessert instead. What will Austin want to do next? ," Austin was totes craving something sweet after dinner at that fancy restaurant, you know? Like, he just had to have dessert ASAP!  What will Austin want to do next? "," Austin headed to the restaurant for dinner, but once he saw the menu, he changed his mind and decided to go for dessert instead.  What will Austin want to do next? "," Austin went out to eat at that nice restaurant, but after looking over the menu, he decided he would rather have a sweet treat than his main course.  What will Austin want to do next? ",2,2,2,2,2,0.78604233,0.86977774,0.80061805,121.39328,19.23343658,28.04757881,85.2396698
1192, Addison was making a speech in front of a lot of people. Addison regarded every comment made. How would Addison feel as a result? , Addison was totally crushing it during their speech in front of a huge crowd. They were totally into every comment made.  How would Addison feel as a result? ," Addison delivered a compelling speech to a large audience, giving each comment serious consideration.  How would Addison feel as a result? "," Addison gave a thoughtful address to a sizable gathering, carefully considering every remark made.  How would Addison feel as a result? ",2,2,2,2,2,0.8481387,0.862646,0.8657107,69.04855347,131.4742279,192.8430328,48.00577927
1193, Quinn murdered Remy's wife while Remy was away on a business trip. How would Quinn feel afterwards? , Quinn offed Remy's wife while he was on a work trip.  How would Quinn feel afterwards? , Quinn brutally murdered Remy's wife while he was away on business.  How would Quinn feel afterwards? , Quinn took the life of Remy's wife while he was absent on a work journey.  How would Quinn feel afterwards? ,0,0,0,0,0,0.8265488,0.9432799,0.8252719,118.8205261,91.55152893,119.9171219,87.56439972
1194," Wanting to make some extra money for college, Cameron worked every day at the supermarket. How would Cameron feel afterwards? "," Looking to pad her bank account for college, Cameron put in some serious hours at the grocery store every day.  How would Cameron feel afterwards? "," Determined to save up for college expenses, Cameron worked diligently at the supermarket daily.  How would Cameron feel afterwards? "," With college tuition on her mind, Cameron put in a full shift every day at the grocery store to earn some extra money.  How would Cameron feel afterwards? ",1,0,1,1,0,0.8056154,0.85004073,0.85450834,64.26750183,90.35713196,44.62781906,54.08751678
1195, Casey is talented and well liked by others. What will Casey want to do next? , Casey is a total rockstar and everyone loves her!  What will Casey want to do next? , Casey is highly skilled and well-respected among her peers.  What will Casey want to do next? , Casey is a talented young woman who is greatly admired by her acquaintances.  What will Casey want to do next? ,1,1,1,1,2,0.85072714,0.9169761,0.8877017,79.86728668,36.95836639,44.37408447,43.81087875
