idx,sentences_df1,choices_df1,scores_df1,sentences_df2,choices_df2,scores_df2,targets,perplexity_female,F==T,B==T,perplexity_baseline
1065, Jesse lived with their wife to help with the bills and to be happy together. Why did Jesse do this? ,"['Great', 'Bored', 'Get married']",0, Jesse co-habitated with their partner to alleviate monetary burdens and foster a joyful union.  Why did Jesse do this? ,"['Great', 'Bored', 'Get married']",0,2,212.5372009,FALSE,FALSE,59.31661987
1066, Jan didn't like the way her picture turned out so she asked Kai to fix it. Kai improved Jan's picture as understood. What will Kai want to do next? ,"['Get approval', 'Better about herself', 'Do a favor for her friend Jan']",1," Jan was disappointed with how her picture came out, so she politely asked Kai if he could enhance it for her. Kai was happy to help and made the necessary changes to Jan's photo, getting it just right.  What will Kai want to do next? ","['Get approval', 'Better about herself', 'Do a favor for her friend Jan']",2,2,30.63463783,TRUE,FALSE,51.99991226
1067, Aubrey fed Tracy's kids lunch today when Tracy had to go to work. What will happen to Aubrey? ,"['Be grateful', 'Get paid by Tracy', 'Get yelled at by Tracy']",0, Aubrey so kindly fed Tracy's adorable kiddos lunch today when Tracy had a work commitment to attend to.  What will happen to Aubrey? ,"['Be grateful', 'Get paid by Tracy', 'Get yelled at by Tracy']",0,1,225.2663727,FALSE,FALSE,74.55558014
1068," After a long day at work, Jan came out at night with coworkers. What will Jan want to do next? ","['Talk to her coworkers', 'Have fun', 'Be silent']",1," Following a lengthy workday, Jan joined her coworkers for a fun evening out.  What will Jan want to do next? ","['Talk to her coworkers', 'Have fun', 'Be silent']",1,1,82.81520081,TRUE,TRUE,41.23551941
1069, Kendall snatched their journal away so that nobody else could read it. Why did Kendall do this? ,"['Protect sensitive information', 'Try to get it back', 'Have everybody read it']",0, Kendall snatched the journal away quickly to prevent others from reading it.  Why did Kendall do this? ,"['Protect sensitive information', 'Try to get it back', 'Have everybody read it']",0,0,96.77924347,TRUE,TRUE,62.17531967
1070, Ash redeemed himself after he wound up falling down while playing the basketball game. What does Ash need to do before this? ,"['Beat everyone else', 'Make no mistakes', 'Play a basketball game']",2, Ash showed great resilience and determination after he recovered from falling down while playing the basketball game.  What does Ash need to do before this? ,"['Beat everyone else', 'Make no mistakes', 'Play a basketball game']",2,2,99.29852295,TRUE,TRUE,81.1138382
1071, Carson failed a test. They felt frustrated. How would Carson feel afterwards? ,"['Optimistic', 'As ignorant', 'Would fee like a loser']",0," Carson didn't pass the test, and it made her feel really upset and annoyed.  How would Carson feel afterwards? ","['Optimistic', 'As ignorant', 'Would fee like a loser']",0,2,41.34784698,FALSE,FALSE,128.2369843
1072, Cameron got someone else to pick up the children from school. How would Cameron feel afterwards? ,"['Glad to have the emergency handled', 'Glad to help out with the children', 'Happy to their boss who let them off']",0, Cameron had someone else pick up the children from school today.  How would Cameron feel afterwards? ,"['Glad to have the emergency handled', 'Glad to help out with the children', 'Happy to their boss who let them off']",0,0,53.89895248,TRUE,TRUE,48.89980316
1073, Sasha got revenge on her sister for stealing her first boyfriend of two years. How would you describe Sasha? ,"['High confidence', 'Distraught for it', 'Great for it']",2, Sasha took action to get even with her sister for stealing her long-time boyfriend of two years.  How would you describe Sasha? ,"['High confidence', 'Distraught for it', 'Great for it']",2,1,46.63310242,FALSE,FALSE,42.44273758
1074, After jumping off the roof of his house Quinn had trouble breathing. How would you describe Quinn? ,"['Foolish', 'Patient', 'Light headed']",2," After jumping from the rooftop, Quinn struggled to inhale deeply due to discomfort.  How would you describe Quinn? ","['Foolish', 'Patient', 'Light headed']",2,0,94.92654419,FALSE,FALSE,73.10926056
1075, Sasha made Kai mad by messing with them. How would you describe Sasha? ,"['Joking around', 'Annoying to Kai', 'Being mean to Kai']",0, Sasha annoyed Kai by teasing them and being a bit too playful.  How would you describe Sasha? ,"['Joking around', 'Annoying to Kai', 'Being mean to Kai']",0,2,129.5817719,FALSE,FALSE,144.1207581
1076, Remy gave Casey a different interpretation about what they thought happened. What will Casey want to do next? ,"['Learn if Remy agrees with what they think happened', 'Thinks about it', 'Talk about what Remy thinks about their thoughts']",0, Remy shared a distinct understanding of the situation with Casey that differed from their original thoughts.  What will Casey want to do next? ,"['Learn if Remy agrees with what they think happened', 'Thinks about it', 'Talk about what Remy thinks about their thoughts']",0,1,114.4369125,FALSE,FALSE,70.91055298
1077, Robin and their friends wanted to go to a movie so Robin looked up movie times online. Why did Robin do this? ,"['Pick a theater', 'Nap during the movie', 'Go to an early movie because they worked the next day']",0," Robin and her pals were dying to see a film, so she looked up the showtimes online.  Why did Robin do this? ","['Pick a theater', 'Nap during the movie', 'Go to an early movie because they worked the next day']",0,0,77.11963654,TRUE,TRUE,39.2399025
1078, Carson wanted to be a engineer so he attended school to get a degree. What will Carson want to do next? ,"['Study', 'Learn about a career as an engineer', 'Finish college']",1," Carson was determined to become an engineer, so he went back to school to get the education he needed to achieve his goal.  What will Carson want to do next? ","['Study', 'Learn about a career as an engineer', 'Finish college']",1,2,17.82544136,FALSE,FALSE,37.29638672
1079, Austin sat on Bailey's lap because all the other chairs were taken. How would Austin feel afterwards? ,"['Feeling shocked', 'Funny', 'Feeling loved']",0, Austin cozied up on Bailey's lap because all the other chairs were occupied.  How would Austin feel afterwards? ,"['Feeling shocked', 'Funny', 'Feeling loved']",2,2,119.0316467,TRUE,FALSE,118.4532089
1080, Lee gave their friend Taylor a smile and laughed when Taylor made a joke. How would Taylor feel as a result? ,"['Like impressing Taylor', 'Like they were funny', 'Like they gave their friend an answer']",1, Lee bestowed a warm smile upon Taylor and giggled delightedly when Taylor made a witty comment.  How would Taylor feel as a result? ,"['Like impressing Taylor', 'Like they were funny', 'Like they gave their friend an answer']",1,1,96.983284,TRUE,TRUE,88.50680542
1081, Casey called Aubrey's parents to check how are they doing. How would you describe Casey? ,"['Someone who love to party', 'Someone lovely', 'Glad to know how they are']",2, Casey reached out to Aubrey's parents to check in on them and see how they were faring.  How would you describe Casey? ,"['Someone who love to party', 'Someone lovely', 'Glad to know how they are']",2,1,28.34998894,FALSE,FALSE,87.14360809
1082, Sydney asked the teacher if Ash could have one when they were handing out books. What will happen to Ash? ,"['Think he should be thanked', 'Be thanked by Ash', ""Get's a book too""]",1, Sydney asked the teacher if Ash could have one of the books when they were being distributed.  What will happen to Ash? ,"['Think he should be thanked', 'Be thanked by Ash', ""Get's a book too""]",1,2,103.1675034,FALSE,FALSE,97.29450989
1083, Carson said thank you to his aunt for the strange and unwarranted gift she gave him. Why did Carson do this? ,"['Return the gift', 'Bad', 'Good']",2, Carson thanked his aunt warmly for the thoughtful yet unexpected gift she gave him.  Why did Carson do this? ,"['Return the gift', 'Bad', 'Good']",2,2,88.35714722,TRUE,TRUE,40.7265358
1084, Jesse broke her leg and could not take the students on the trip after all. What does Tracy need to do before this? ,"['Rest her leg', 'Tell Jesse she was willing to go', 'Stay at home']",1," Unfortunately, Jesse's leg injury prevented her from taking the students on the trip like she had originally planned.  What does Tracy need to do before this? ","['Rest her leg', 'Tell Jesse she was willing to go', 'Stay at home']",0,1,54.0116806,FALSE,TRUE,88.24662781
1085," Kendall's best friend, Anne, was getting married.  However, Kendall knew nothing yet. How would you describe Kendall? ","['A friend who was happy for Anne', 'Very sad', 'Like buying a present for the bride']",0," Anne, Kendall's BFF, was set to walk down the aisle, but Kendall had no clue.  How would you describe Kendall? ","['A friend who was happy for Anne', 'Very sad', 'Like buying a present for the bride']",0,1,49.79486084,FALSE,FALSE,39.10719681
1086, Jordan shared their experience after wining the champion through different difficulties and challenges. How would Others feel as a result? ,"['Encouraged', 'Proud', 'Great']",1," Jordan proudly shared their inspiring story of perseverance and determination, showcasing how they rose above the challenges they faced.  How would Others feel as a result? ","['Encouraged', 'Proud', 'Great']",1,0,50.55085373,FALSE,FALSE,225.950882
1087, Alex made their escape out of the dangerous building that was on fire. What will Alex want to do next? ,"['Indifferent', 'Loved', 'Escape too']",2, Alex quickly fled the burning structure to safety.  What will Alex want to do next? ,"['Indifferent', 'Loved', 'Escape too']",2,2,215.4358215,TRUE,TRUE,48.75297546
1088, Ash bought clothes for his new year at school. What does Ash need to do before this? ,"['Organize his clothes for each day of the week', 'Remove the tags from the clothes', 'Go to the store']",2, Ash shopped for some adorable outfits to kick off his new year at school in style.  What does Ash need to do before this? ,"['Organize his clothes for each day of the week', 'Remove the tags from the clothes', 'Go to the store']",2,2,137.0887604,TRUE,TRUE,94.84700775
1089, Remy left school on account of having the flu that day. How would Others feel as a result? ,"['Quite compassionate', 'Very angry', 'Very sick']",0, Remy had to stay home from school because she was feeling really under the weather with the flu that day.  How would Others feel as a result? ,"['Quite compassionate', 'Very angry', 'Very sick']",0,0,33.1805954,TRUE,TRUE,110.9454193
1090, Cameron was pushing her baby Aubrey in her stroller through the park. Aubrey threw toys out of the stroller. How would Cameron feel as a result? ,"['Excited and engaged', 'Tired of picking them up', 'Happy and relieved']",1," Cameron gently pushed her precious baby Aubrey in her stroller through the park, but little Aubrey couldn't resist throwing her toys out of the stroller.  How would Cameron feel as a result? ","['Excited and engaged', 'Tired of picking them up', 'Happy and relieved']",1,1,50.06285477,TRUE,TRUE,51.87036896
1091, Aubrey pulled them over for speeding too fast on the highway. How would you describe Aubrey? ,"['Compliance-focused', 'Annoyed at getting a ticket', 'Scared of going to jail']",1, Aubrey had to stop them for exceeding the speed limit on the highway.  How would you describe Aubrey? ,"['Compliance-focused', 'Annoyed at getting a ticket', 'Scared of going to jail']",1,0,55.25851822,FALSE,FALSE,44.92511368
1092, Lee told Carson about an idea for a start up company. Carson told Lee it was risky to do it. How would Lee feel as a result? ,"['Rejected', 'Proud', 'Thoughtful']",2," Lee confided in Carson about her innovative business idea, and Carson offered a word of caution about the risks involved.  How would Lee feel as a result? ","['Rejected', 'Proud', 'Thoughtful']",2,0,61.82716751,FALSE,FALSE,48.09518433
1093," My friend was selling popcorn to raise money for the Boy Scouts. Tracy loves popcorn, and placed a large order. Tracy gave money to my friend for the popcorn. What will Tracy want to do next? ","['Make space in the pantry for the new popcorn packages', 'Tell my friend about their popcorn allergies', 'Suggest to my friend that they stop selling popcorn']",0," My friend was raising money for the Boy Scouts by selling popcorn, and Tracy - who absolutely loves popcorn - made a generous purchase and gave me the money.  What will Tracy want to do next? ","['Make space in the pantry for the new popcorn packages', 'Tell my friend about their popcorn allergies', 'Suggest to my friend that they stop selling popcorn']",0,0,50.53401947,TRUE,TRUE,32.15922546
1094, Riley knew Jesse was a shoplifter so they regarded Jesse with suspicious eyes. Why did Riley do this? ,"['Because Jesse was their boss', 'Because Jesse was a criminal', 'Because Jesse was their friend']",2," Riley couldn't help but feel suspicious of Jesse whenever they were around each other, her gaze unconsciously drifting towards his hands as if searching for any signs of theft.  Why did Riley do this? ","['Because Jesse was their boss', 'Because Jesse was a criminal', 'Because Jesse was their friend']",2,1,39.52840805,FALSE,FALSE,77.13235474
1095, Riley knows someone stole the necklace out of the drawer. Riley watches Jesse with watchful eyes. Why did Riley do this? ,"['Get arrested', 'Think Jesse stole the necklace', 'Get in trouble']",1, Riley can't help but feel suspicious of Jesse since the necklace vanished from the drawer.  Why did Riley do this? ,"['Get arrested', 'Think Jesse stole the necklace', 'Get in trouble']",1,1,87.12499237,TRUE,TRUE,75.22457886
1096, Carson returned to Robin's house because Carson left his car keys on the table. What will Robin want to do next? ,"['Be invited by Robin to their house', 'Walked Carson to the door to say goodbye', 'Threw the keys out the window in the rain']",1, Carson went back to Robin's house to retrieve his car keys since he carelessly left them on the end table.  What will Robin want to do next? ,"['Be invited by Robin to their house', 'Walked Carson to the door to say goodbye', 'Threw the keys out the window in the rain']",1,1,44.38315582,TRUE,TRUE,52.54402161
1097, Taylor caught a cold in her throat and it wouldnt go away. How would Taylor feel afterwards? ,"['Run down', 'Happy', 'Ill']",2, Taylor contracted a persistent cough and sore throat that just wouldn't go away.  How would Taylor feel afterwards? ,"['Run down', 'Happy', 'Ill']",2,2,47.74368668,TRUE,TRUE,74.80342865
1098, Robin built a snowman in the snow and gave it a new name. What will Robin want to do next? ,"['Get angry', 'Destroy it', 'Put a carrot in the nose']",2, Robin carefully crafted a snowy friend in the backyard and lovingly named it.  What will Robin want to do next? ,"['Get angry', 'Destroy it', 'Put a carrot in the nose']",2,2,256.2548828,TRUE,TRUE,29.84568977
1099," Kendall wanted to learn how to draw so they bought a pencil, paper, and instructional video. What will Kendall want to do next? ","['Watch the video', 'Practice painting', 'Buy a paint set']",0," Kendall had always been fascinated by art, so she decided to take the plunge and buy the necessary supplies - a pencil, paper, and an instructional video - to teach herself how to draw.  What will Kendall want to do next? ","['Watch the video', 'Practice painting', 'Buy a paint set']",0,0,15.95716572,TRUE,TRUE,37.20853043
1100, Robin changed Aubrey into clean clothes after Aubrey spilled her bottle all over herself. What will happen to Robin? ,"['Get Aubrey a new bottle', 'Yell at Aubrey for spilling', 'Ignore the mess Aubrey made']",0," After Aubrey had a minor mishap with her beverage, Robin kindly assisted her in changing into a clean outfit.  What will happen to Robin? ","['Get Aubrey a new bottle', 'Yell at Aubrey for spilling', 'Ignore the mess Aubrey made']",0,0,79.86797333,TRUE,TRUE,111.1877594
1101," Not wanting to raise too much consternation, Jesse ultimately believed every word. What will Others want to do next? ","['Work with Jesse', 'Collude', 'Shun Jesse']",0," Jesse didn't want to create unnecessary drama, so he chose to trust the words of others.  What will Others want to do next? ","['Work with Jesse', 'Collude', 'Shun Jesse']",1,0,32.47233963,FALSE,TRUE,130.7630463
1102, Jordan affected the children's grades by offering extra tutoring after school. How would you describe Jordan? ,"['A reckless woman', 'A kind and caring teacher', 'An irresponsible person']",1, The extra tutoring sessions offered by Jordan really helped the children improve their grades.  How would you describe Jordan? ,"['A reckless woman', 'A kind and caring teacher', 'An irresponsible person']",1,1,97.99668884,TRUE,TRUE,98.93663025
1103, Addison was feeling sick and in pain and Sydney saw that. How will Addison feel about Sydney? ,"['Know what was wrong', 'Walk away from Sydney', 'Thank Sydney for helping them']",0," Addison was experiencing nausea and discomfort, and Sydney observed that she didn't look well.  How will Addison feel about Sydney? ","['Know what was wrong', 'Walk away from Sydney', 'Thank Sydney for helping them']",1,2,125.3541489,FALSE,FALSE,111.3658829
1104, Skylar went to the dentist who set an appointment to get his tooth filled. How would Skylar feel afterwards? ,"['Nervous', 'Someone who wants good dental hygiene', 'Cant wait to visit']",0, Skylar went to see the dentist and made an appointment to get her tooth filled.  How would Skylar feel afterwards? ,"['Nervous', 'Someone who wants good dental hygiene', 'Cant wait to visit']",0,0,41.02828598,TRUE,TRUE,58.83969116
1105, Remy gave Skylar her account so Skylar could play the game. Why did Remy do this? ,"['Play with Skylar', 'Be a nice person', 'Steal from Skylar']",1, Skylar was thrilled when Remy gave her his account information so she could play the game and show off her skills.  Why did Remy do this? ,"['Play with Skylar', 'Be a nice person', 'Steal from Skylar']",1,1,68.82826996,TRUE,TRUE,75.93396759
1106, Jan needed help with math and got tutoring from Kia and improved her work. How would you describe Kai? ,"['Feels happy', 'Feels smarter', 'As someone who knows how to teach']",2, Jan got tutoring from Kia and made tremendous progress in her math skills.  How would you describe Kai? ,"['Feels happy', 'Feels smarter', 'As someone who knows how to teach']",2,2,152.2601318,TRUE,TRUE,118.2940292
1107, Sydney wanted to show Kai the new tablet they got so Kai crowded around Sydney. How would Kai feel afterwards? ,"['Like she knows about the tablet Sydney got', 'Like she recommend Sydney a new tablet', 'A curious person']",0," Sydney really wanted to show Kai their new tablet, so Kai huddled around Sydney to get a better view.  How would Kai feel afterwards? ","['Like she knows about the tablet Sydney got', 'Like she recommend Sydney a new tablet', 'A curious person']",0,0,82.93209076,TRUE,TRUE,180.4636688
1108, Remy clicked on the email button and emailed their entire office. What does Remy need to do before this? ,"['Keep contact', 'Be in their office', 'Write an email']",1, Remy carefully clicked the email button and sent a message to everyone in the office.  What does Remy need to do before this? ,"['Keep contact', 'Be in their office', 'Write an email']",1,2,63.0651207,FALSE,FALSE,106.7290955
1109, Riley looked at Jesse. What will Riley want to do next? ,"['Question: At the awards dinner, Riley looked at Jesse with admiration. Why did Riley do this?   Jesse had won the top prize for the company and the team', 'Had planned the awards dinner and it had gone very smoothly', 'Look at something else']",1," Riley glanced adoringly at Jesse, her heart skipping a beat as she drinked in the sight of his handsome features.  What will Riley want to do next? ","['Question: At the awards dinner, Riley looked at Jesse with admiration. Why did Riley do this?   Jesse had won the top prize for the company and the team', 'Had planned the awards dinner and it had gone very smoothly', 'Look at something else']",1,2,60.688797,FALSE,FALSE,67.53990173
1110, Sasha helped her friend Liza who was in a bad situation. Liza refused to help herself and went back to the bad situation. How would Sasha after Liza refuses help? ,"['Caring', 'Hurt and frustrated', 'Kind']",2," Sasha was there for her friend Liza when she needed it most. Liza was struggling, but with Sasha's support, she was able to escape the challenging situation.  How would Sasha after Liza refuses help? ","['Caring', 'Hurt and frustrated', 'Kind']",2,1,19.84729767,FALSE,FALSE,35.52706528
1111, casey was doing an experiment so she kept the mice up all night. What will happen to the mice? ,"['Be happy', 'Find out what happens to the mice', 'Be ready to sleep']",2," As part of her experiment, Casey had to stay up all night to care for the mice.  What will happen to the mice? ","['Be happy', 'Find out what happens to the mice', 'Be ready to sleep']",2,2,26.98973083,TRUE,TRUE,66.6296463
1112, Bailey had the exams in her hand when the class started. Bailey passed Jesse an examination booklet. What does Bailey need to do before this? ,"['Pass out exams', 'Talk about the exam', 'Needed to wait for class to start']",0," As the class started, Bailey had the examinations in her possession. She passed Jesse a study guide.  What does Bailey need to do before this? ","['Pass out exams', 'Talk about the exam', 'Needed to wait for class to start']",0,2,237.200882,FALSE,FALSE,121.1271286
1113, Taylor helped Ash move and carried all the boxes. How would Taylor feel afterwards? ,"['Tired', 'Alive', 'Appreciative']",2, Taylor was such a sweetheart during the move - he carefully carried all of Ash's boxes and made sure everything arrived safely.  How would Taylor feel afterwards? ,"['Tired', 'Alive', 'Appreciative']",2,0,92.75839996,FALSE,FALSE,229.2776337
1114, Cameron got out of the way of the team of horses. What will Cameron want to do next? ,"[""A wheel ran over Cameron's foot"", 'Moved quickly and fell into a ditch', 'A horse knocked Cameron out of the way']",1, Cameron moved out of the way to let the team of beautiful horses run freely.  What will Cameron want to do next? ,"[""A wheel ran over Cameron's foot"", 'Moved quickly and fell into a ditch', 'A horse knocked Cameron out of the way']",1,1,83.41304779,TRUE,TRUE,40.25326538
1115," Sasha sat down after lighting the their house on fire, watching it burn around her. How would Sasha feel afterwards? ","['Distraught by the spread of the fire', 'Saddened by the loss of the house', 'A sense of accomplishment']",0," As the flames danced around her, Sasha gently eased herself into a sitting position, her heart heavy with grief as she gazed upon the charred remnants of her former home.  How would Sasha feel afterwards? ","['Distraught by the spread of the fire', 'Saddened by the loss of the house', 'A sense of accomplishment']",1,2,29.08263588,FALSE,FALSE,70.1322937
1116," After many months of hard work, Addison eventually got a car. What does Addison need to do before this? ","['Heave bad credit', 'Get a job', 'Change the oil']",1," After dedicating countless hours to saving up and researching, Addison was thrilled to finally drive off the lot in her new car.  What does Addison need to do before this? ","['Heave bad credit', 'Get a job', 'Change the oil']",2,1,56.15135956,FALSE,TRUE,38.0537529
1117, Carson tried to fight Robin last night when they were drunk. How would you describe Carson? ,"['A drunkard', 'Guilty', 'Upset']",2, Carson and Robin had a heated altercation last night after they had been drinking.  How would you describe Carson? ,"['A drunkard', 'Guilty', 'Upset']",2,0,52.29168701,FALSE,FALSE,81.90870667
1118, Robin changed Aubrey into clean clothes after spilling food over the dress they were wearing. Why did Robin do this? ,"['Have Aubrey eat the food all over her dress', 'Keep Aubrey in the kitchen preparing food', 'Have Aubrey looking and feeling fresh']",2," After Aubrey got covered in food, Robin kindly helped them change into a clean outfit to avoid any further mess.  Why did Robin do this? ","['Have Aubrey eat the food all over her dress', 'Keep Aubrey in the kitchen preparing food', 'Have Aubrey looking and feeling fresh']",2,2,148.7863617,TRUE,TRUE,109.4340973
1119, Cameron took Kai's complaint seriously and launched a major investigation into the matter. What will happen to Kai? ,"['Be criticized by Cameron', 'Give a press briefing', 'Be commended by Cameron']",2, Cameron thoroughly examined Kai's concerns and launched a comprehensive investigation to address the issue.  What will happen to Kai? ,"['Be criticized by Cameron', 'Give a press briefing', 'Be commended by Cameron']",2,1,110.927002,FALSE,FALSE,40.07075882
1120, Riley saved more money when her daughter was in high school. Why did Riley do this? ,"['Run away from her family', 'Pay for college', 'Keep her daughter in high school']",1, Riley carefully budgeted and put aside more funds when her daughter was in high school.  Why did Riley do this? ,"['Run away from her family', 'Pay for college', 'Keep her daughter in high school']",1,1,87.52098083,TRUE,TRUE,37.59065247
1121, Jan visisted home for Christmas after finding out that their grandfather had died. What does Jan need to do before this? ,"[""Needed to tell her family she wasn't coming home"", 'Needed to book a plane ticket', ""Remember Jan's grandfather during Christmas""]",2, Jan returned home for the holidays after discovering that her grandfather had sadly passed away.  What does Jan need to do before this? ,"[""Needed to tell her family she wasn't coming home"", 'Needed to book a plane ticket', ""Remember Jan's grandfather during Christmas""]",2,1,52.99007797,FALSE,FALSE,148.5123444
1122, Aubrey was bored one Saturday afternoon so they met a friend at the park. What will Aubrey want to do next? ,"['Talk to their friend', 'Run away from them', 'Take their friend home']",0," Aubrey was bored one weekend day, so she called up a girlfriend and they went to the park together for some fun in the sun.  What will Aubrey want to do next? ","['Talk to their friend', 'Run away from them', 'Take their friend home']",0,0,36.13368225,TRUE,TRUE,51.9551506
1123, Alex was getting very old and infirm so Alex gave Sydney command. What will Alex want to do next? ,"['Make Sydney take charge', 'Get a new job', 'Relax']",2," Since Alex was no longer able to lead effectively due to his age and frailty, he made the thoughtful decision to entrust Sydney with the command.  What will Alex want to do next? ","['Make Sydney take charge', 'Get a new job', 'Relax']",2,0,62.48117065,FALSE,FALSE,130.6304321
1124, Austin took them out for dinner on that cold evening in Chicago. What will Austin want to do next? ,"['Swim in the ocean', 'Loves them', 'Go home']",2, Austin took the group out for a delicious dinner on a cold night in Chicago.  What will Austin want to do next? ,"['Swim in the ocean', 'Loves them', 'Go home']",2,2,65.35443878,TRUE,TRUE,54.37577438
1125," Aubrey pulled the driver over for speeding. They then wrote a ticket,. How would Aubrey feel as a result? ","['As normal', 'Like a weak person', 'Like a good cop']",0," Aubrey quickly pulled the driver over for speeding and carefully wrote out a ticket, ensuring that every detail was accurate.  How would Aubrey feel as a result? ","['As normal', 'Like a weak person', 'Like a good cop']",0,2,68.26425171,FALSE,FALSE,72.71229553
1126, Riley screamed in pain after falling of their bike and breaking their arm. What will Riley want to do next? ,"['Get on the bike', 'Go to a midwife', 'Go to the hospital']",2, Riley let out a blood-curdling scream after tumbling off her bike and fracturing her arm.  What will Riley want to do next? ,"['Get on the bike', 'Go to a midwife', 'Go to the hospital']",2,2,32.03964233,TRUE,TRUE,66.29988098
1127, Skylar and their friend played together and Skylar fell in the street. What will happen to Skylar? ,"['Blame her friend', 'Need a band-aid', 'Have no pain']",0," Skylar and her pal had a blast playing together, but Skylar slipped and fell on the road.  What will happen to Skylar? ","['Blame her friend', 'Need a band-aid', 'Have no pain']",0,1,47.26188278,FALSE,FALSE,52.33716202
1128, Alex wanted to be on their own. They left Robin's side. How would you describe Alex? ,"['Independent', 'This wanted to be on their own to Alex', 'Scared']",0, Alex longed for some alone time. She parted ways with Robin's company.  How would you describe Alex? ,"['Independent', 'This wanted to be on their own to Alex', 'Scared']",0,0,150.7527618,TRUE,TRUE,86.16877747
1129, Carson ordered a large pizza for dinner. What will Carson want to do next? ,"['Cut the grass', 'Washes his hands before dinner', 'Take out the dog']",2, Carson chose a delicious pizza for a satisfying dinner.  What will Carson want to do next? ,"['Cut the grass', 'Washes his hands before dinner', 'Take out the dog']",2,1,195.3579865,FALSE,FALSE,73.01428986
1130, taylor made a video game for her family but she based it on their experience. What will Taylor want to do next? ,"['Have them test out the video game', 'They wanted it to be personal', 'Change her mind about making the video game']",0, Taylor designed a custom video game that reflects her family's experiences.  What will Taylor want to do next? ,"['Have them test out the video game', 'They wanted it to be personal', 'Change her mind about making the video game']",0,0,98.88478851,TRUE,TRUE,58.44449997
1131, Kai wanted everything on their list for Christmas. What will Kai want to do next? ,"['Go Christmas shopping', 'Joy', 'Tell their list']",0, Kai wanted every item on her Christmas list.  What will Kai want to do next? ,"['Go Christmas shopping', 'Joy', 'Tell their list']",0,2,156.8514709,FALSE,FALSE,59.47204971
1132, Alex set Riley on fire in the game when Riley had low health left. What will happen to Alex? ,"['Win the game', 'Will get sick after the game', 'Will quit playing']",1," With Riley on the brink of defeat, Alex seized the opportunity to strike and burned him to ashes in the game.  What will happen to Alex? ","['Win the game', 'Will get sick after the game', 'Will quit playing']",0,0,74.1291275,TRUE,FALSE,108.2634888
1133, Quinn ate the last piece of cake.  They felt bad about it. How would Quinn feel afterwards? ,"['Like they need to buy another cake', 'Guilty', 'Greedy']",1," Quinn indulged in the last piece of cake, leaving her with a pang of regret.  How would Quinn feel afterwards? ","['Like they need to buy another cake', 'Guilty', 'Greedy']",1,1,46.25370407,TRUE,TRUE,88.11068726
1134," Riley left home with their sister today, because they were grounded by their step dad. What will their step dad want to do next? ","['Run away from home', 'Contact police', 'Adopt more children']",1, Riley left the house with her sister today because she was grounded by her stepdad.  What will their step dad want to do next? ,"['Run away from home', 'Contact police', 'Adopt more children']",1,1,54.08235931,TRUE,TRUE,62.95671463
1135, Sally was writing in her journal and the nosy Kendall snatched it away from her. How would you describe Kendall? ,"['Not interested in others journals', 'Dominant', 'Someone who snatches things']",1," As Sally scribbled in her diary, Kendall couldn't resist the urge to sneak a peek and snatched it away from her.  How would you describe Kendall? ","['Not interested in others journals', 'Dominant', 'Someone who snatches things']",1,2,49.85952377,FALSE,FALSE,81.98873901
1136," Robin was eager to get her driver's license, so she took the test immediately after turning 16. How would you describe Robin? ","['Maturing', 'Goal-oriented', 'Responsible']",1," Robin was thrilled at the opportunity to finally get her driver's license, so she took the test right after turning 16.  How would you describe Robin? ","['Maturing', 'Goal-oriented', 'Responsible']",1,1,31.60350418,TRUE,TRUE,34.5401001
1137, Cameron left the event early because he needed to get changed for a gala even at night. Why did Cameron do this? ,"['Left because he had to change clothes', 'Didnt like the host of the event', 'Go home and change']",0, Cameron had to leave the function early since he had a fancy gala to go to later and wanted to make sure he looked his best.  Why did Cameron do this? ,"['Left because he had to change clothes', 'Didnt like the host of the event', 'Go home and change']",0,0,45.26085663,TRUE,TRUE,53.99005127
1138, Jan said walk back after seeing signs of danger ahead. What will Jan want to do next? ,"['Listen to them', 'Ignore them', 'Be cautious']",0, Jan advised us to turn back and avoid any potential risks we might encounter.  What will Jan want to do next? ,"['Listen to them', 'Ignore them', 'Be cautious']",0,2,109.3522568,FALSE,FALSE,167.0779114
1139, Skylar entered the principal's office at school to tell the principal about the others bad behavior. What will Others want to do next? ,"['Retaliate against Skylar', 'Tell the truth', 'Continue to be friends with Skylar']",0, Skylar bravely approached the principal's office to share her concerns about the disruptive behavior of some of her peers.  What will Others want to do next? ,"['Retaliate against Skylar', 'Tell the truth', 'Continue to be friends with Skylar']",1,1,45.11565781,TRUE,FALSE,95.2727356
1140, Alex has autism and has always found that they are very particular about specific details therefore they are always very careful. How would you describe Alex? ,"['Exact', 'Wrong', ""Like they'd made the most logical choice""]",0," As someone with autism, Alex notices and cares deeply about even the smallest details, which is why she's always so thorough and cautious in her approach.  How would you describe Alex? ","['Exact', 'Wrong', ""Like they'd made the most logical choice""]",0,0,47.66503143,TRUE,TRUE,66.74103546
1141, Remy dropped a dime and picked it up right away. How would you describe Remy? ,"['Careless', 'Frivolous', 'Cheap']",1, Remy grabbed the penny she had accidentally let fall and picked it up right away.  How would you describe Remy? ,"['Careless', 'Frivolous', 'Cheap']",1,2,99.83053589,FALSE,FALSE,73.36103821
