idx,sentences_df1,choices_df1,scores_df1,sentences_df2,choices_df2,scores_df2,targets
1140, Alex has autism and has always found that they are very particular about specific details therefore they are always very careful. How would you describe Alex? ,"['Exact', 'Wrong', ""Like they'd made the most logical choice""]",0," Alex has autism and has a tendency to be quite finicky when it comes to details, so they're always thorough in their work.  How would you describe Alex? ","['Exact', 'Wrong', ""Like they'd made the most logical choice""]",0,0
1141, Remy dropped a dime and picked it up right away. How would you describe Remy? ,"['Careless', 'Frivolous', 'Cheap']",1, Remy accidentally dropped some money and then picked it up hastily.  How would you describe Remy? ,"['Careless', 'Frivolous', 'Cheap']",1,2
1142, Casey ignored the warning on a carton of expired mik. How would Casey feel afterwards? ,"['Energetic', 'Nauseous', 'Not pragmatic']",1, Casey paid no mind to the warning label on a package of expired milk.  How would Casey feel afterwards? ,"['Energetic', 'Nauseous', 'Not pragmatic']",1,1
1143, Cameron wasted too much money when he went to the mall. What will Cameron want to do next? ,"['Cameron who has  sent a mail to wasted money', 'Cameron who has wasted money', 'Work more']",1, Cameron recklessly spent a fortune when he went to the shopping center.  What will Cameron want to do next? ,"['Cameron who has  sent a mail to wasted money', 'Cameron who has wasted money', 'Work more']",1,2
1144, Casey put food into the oven so that the family could eat when it was ready. What does Casey need to do before this? ,"['Check on the food', 'Preheat the oven', 'Converse with family']",1, Casey put the nourishment in the oven so that the family could partake of a satisfying repast when it was prepared.  What does Casey need to do before this? ,"['Check on the food', 'Preheat the oven', 'Converse with family']",1,1
1145, Riley went the way of the birds because Riley couldn't fit into modern society. How would Riley  afterwards? ,"['Unique', 'An enigma', 'Had felt sad']",0, Riley bid farewell to civilization because Riley found it difficult to adapt to the current era.  How would Riley  afterwards? ,"['Unique', 'An enigma', 'Had felt sad']",0,0
1146, jan went to the same school for years so she was best friends with a girl. What will Others want to do next? ,"['Appreciate jan', 'Make sure they kept up their relationship', 'Hate jan']",0, Jan attended the same school for a long time and formed a lasting friendship with a fellow student.  What will Others want to do next? ,"['Appreciate jan', 'Make sure they kept up their relationship', 'Hate jan']",0,0
1147, Austin interfered and got in Sydney's way when she tried to get to work. What will Sydney want to do next? ,"['Live with Sydney', 'Tell Austin to leave her alone', 'Laugh about it with Austin']",1," Austin interfered with Sydney's journey to work, causing a significant delay.  What will Sydney want to do next? ","['Live with Sydney', 'Tell Austin to leave her alone', 'Laugh about it with Austin']",1,1
1148, Cameron's boss was in a bad mood and tried to shove Cameron but Cameron got out of their way. How would Cameron feel afterwards? ,"['They are a patient person', 'They are a pacifist', 'Scared']",0," Cameron's employer was acting very grumpy and attempted to shove past Cameron, but Cameron deftly sidestepped their way out of the confrontation.  How would Cameron feel afterwards? ","['They are a patient person', 'They are a pacifist', 'Scared']",0,2
1149, Riley sold Sydney's painting for a lot of money to the bidder at the weekend auction. What will Sydney want to do next? ,"['Make Sydney a success', 'Paint the painting', 'Get her money']",2, Riley did exceedingly well at the weekend auction by selling Sydney's painting for a substantial amount to a keen bidder.  What will Sydney want to do next? ,"['Make Sydney a success', 'Paint the painting', 'Get her money']",2,2
1150, Cameron stopped the fight before people got hurt. What will Cameron want to do next? ,"['The others will cheer Cameron', 'See a movie', 'Send people home']",1, Cameron stepped in to prevent the conflict from becoming more severe and potentially dangerous for those involved.  What will Cameron want to do next? ,"['The others will cheer Cameron', 'See a movie', 'Send people home']",2,2
1151, Riley regarded Jesse with observant eyes. He didn't trust Jesse because he's known her a long time. What will Riley do? ,"['Be self-conscious', 'Believe what Jesse says', ""Not take Jesse's word for anything""]",2," Riley surveyed Jesse with a skeptical eye, his mistrust rooted in their prolonged familiarity.  What will Riley do? ","['Be self-conscious', 'Believe what Jesse says', ""Not take Jesse's word for anything""]",2,2
1152, Lee got Jordan to start walking to school instead of riding the bus. What will Lee want to do next? ,"['Ride the school bus', 'Drive himself to school', 'Get other friends to walk, too']",2, Lee persuaded Jordan to opt for a walk to school instead of taking the bus.  What will Lee want to do next? ,"['Ride the school bus', 'Drive himself to school', 'Get other friends to walk, too']",2,2
1153, Carson gave their friend some milk but their friend was allergic to milk and wanted orange juice instead and Carson agreed to help. What will Carson want to do next? ,"['Get the milk out of the fridge', 'Ask his friend if he would like a drink', 'Get a different drink']",1," Carson poured a glass of milk for their friend, but their friend gently pointed out that they were allergic to milk and would prefer a glass of orange juice. Carson kindly acquiesced to their friend's request.  What will Carson want to do next? ","['Get the milk out of the fridge', 'Ask his friend if he would like a drink', 'Get a different drink']",1,2
1154, Jan visited her family for Christmas at home as a gift to them. What will Others want to do next? ,"['Travel back home', 'Pack to go home', 'Talk to Jan']",2, Jan paid a visit to her family at home for a heartwarming Christmas gift.  What will Others want to do next? ,"['Travel back home', 'Pack to go home', 'Talk to Jan']",2,2
1155, Addison left for home after college finished up for the semester. What does Addison need to do before this? ,"['Book a plane', 'Finish up with school', 'Enjoy being home']",1, Addison returned home after completing her studies for the semester.  What does Addison need to do before this? ,"['Book a plane', 'Finish up with school', 'Enjoy being home']",1,1
1156, Remy gave a bunch of coats to his friends who were cold. How would you describe Remy? ,"[""Like he'd done a good deed"", 'Selfish', 'Giving']",2," Remy kindly donated several coats to his chilly companions, truly demonstrating his thoughtful nature.  How would you describe Remy? ","[""Like he'd done a good deed"", 'Selfish', 'Giving']",0,2
1157, Sydney had had dreams of becoming a doctor since she was a small child. Why did Sydney do this? ,"[""Didn't have much ambition in life"", 'Wanted to get into medical school', ""Didn't care about having a good career""]",1," Since she was a little girl, Sydney has harbored aspirations of becoming a medical professional, and she's been working towards making that dream a reality.  Why did Sydney do this? ","[""Didn't have much ambition in life"", 'Wanted to get into medical school', ""Didn't care about having a good career""]",1,1
1158, Jordan took Kendall to the pet store so she could buy her a fish. What will Kendall want to do next? ,"['Go to the lake', 'Help her pick a fish', 'Take the fish straight home']",1," Jordan accompanied Kendall to the pet store to choose a suitable pet, and they decided on a lovely fish. 🐟🐠  What will Kendall want to do next? ","['Go to the lake', 'Help her pick a fish', 'Take the fish straight home']",2,2
1159, Sasha saved their company from destruction before it was far too late. What will Sasha want to do next? ,"['Invest money', 'Needed to go over the company records', 'Throw away money']",0," Sasha heroically salvaged their organization from the brink of ruin before it was too late, ensuring its continued prosperity.  What will Sasha want to do next? ","['Invest money', 'Needed to go over the company records', 'Throw away money']",0,1
1160, Skylar poured water over their head as a mean spirited joke. How would others feel as a result? ,"['That was kind', 'That was wrong', 'Remorse']",1, Skylar decided to have a little fun and poured water over their head as a jovial and good-natured joke.  How would others feel as a result? ,"['That was kind', 'That was wrong', 'Remorse']",1,1
1161, Riley told Austin's landlord that Austin was making a lot of noise at late hours. What does Riley need to do before this? ,"['Potentially call the police', 'Document incidents', 'Follow up with the landlord']",1, Riley politely brought to the attention of Austin's landlord that Austin had been making an excessive amount of noise in the wee hours of the morning.  What does Riley need to do before this? ,"['Potentially call the police', 'Document incidents', 'Follow up with the landlord']",1,1
1162, Remy was trying to stay quiet but accidentally slipped and said a word. How would Others feel as a result? ,"['Feeling sad', 'Sad', 'Victorious']",0," Remy was trying her best to hold her tongue, but she accidentally let out a little mishap and said something she shouldn't have.  How would Others feel as a result? ","['Feeling sad', 'Sad', 'Victorious']",0,2
1163, Tracy gave it to their friend when their friend asked to see it. What will happen to Others? ,"['See it', ""Hear their friend's opinion"", 'Talk about it']",0, Tracy lent the item to their friend after their friend inquired about taking a look.  What will happen to Others? ,"['See it', ""Hear their friend's opinion"", 'Talk about it']",1,0
1164, Riley watched Jesse with observant eyes. What will happen to Jesse? ,"['Creeped out', 'Be confronted by Jesse', 'Be sneered at by Jesse']",1," Riley eyed Jesse thoughtfully, her keen senses picking up on every nuance of his demeanor and body language.  What will happen to Jesse? ","['Creeped out', 'Be confronted by Jesse', 'Be sneered at by Jesse']",1,0
1165, Kai grabbed Carson's tools and then made use of them. Why did Kai do this? ,"['Use them next', 'Want them back next', ""Didn't have any""]",2, Kai acquired Carson's equipment and made productive use of it.  Why did Kai do this? ,"['Use them next', 'Want them back next', ""Didn't have any""]",2,2
1166, Remy told Casey to meet them at the pond in order to do some fishing. How would you describe Remy? ,"['Eager to go fishing', 'Trying to be friendly', 'Rude to other people']",1, Remy invited Casey to join them at the pond for a day of fishing. It would be a wonderful opportunity to spend time together and perhaps even catch a few fish! 🐠🏃‍♀️  How would you describe Remy? ,"['Eager to go fishing', 'Trying to be friendly', 'Rude to other people']",1,1
1167, Quinn decided to go out drinking with Others at the bar. What will Others want to do next? ,"['Wanted to celebrate', 'Smoke a few hookahs', 'Have a few beers']",0, Quinn decided to enjoy an evening of beverages and camaraderie at the neighborhood pub with her acquaintances.  What will Others want to do next? ,"['Wanted to celebrate', 'Smoke a few hookahs', 'Have a few beers']",2,2
1168, Jesse was upset but unfortunately went a little too far when he yelled at his brother. How would you describe Jesse? ,"['Happy', 'Remorseful', 'Upset']",2, Jesse was quite distressed and regrettably let his emotions get the better of him when he raised his voice at his sibling.  How would you describe Jesse? ,"['Happy', 'Remorseful', 'Upset']",2,2
1169," Casey was the main actor in Jordan book,Jordan mentioned him in chapter one to make aware her to the reader. Why did Jordan do this? ","['Tell Cameron about the story', 'Eliminate the actor', 'Make his story intresting']",2," In Jordan's book, Casey was the main focus of chapter one, and she made sure to highlight his importance to the story.  Why did Jordan do this? ","['Tell Cameron about the story', 'Eliminate the actor', 'Make his story intresting']",1,2
1170," Aubrey had a lot of important decisions to make, so Aubrey spent time thinking. What does Aubrey need to do before this? ","['Decide', 'Make the decision', 'Find some peace and quiet']",2," Aubrey faced a number of significant decisions, so Aubrey spent some deliberate time pondering each option carefully.  What does Aubrey need to do before this? ","['Decide', 'Make the decision', 'Find some peace and quiet']",2,2
1171, Lee set the stage with all of the decorations and lights. How would you describe Lee? ,"['Proud of the stage', 'Motivated', 'Tired from the work']",2," Lee meticulously set the stage with all of the adornments and illuminations, creating a charming and elegant atmosphere.  How would you describe Lee? ","['Proud of the stage', 'Motivated', 'Tired from the work']",0,0
1172, Alex had a great time on a date with Taylor last night. What will Alex want to do next? ,"['Call Taylor', 'Meet new people', 'Fall in love']",0, Alex had a lovely time with Taylor on their dinner date last evening.  What will Alex want to do next? ,"['Call Taylor', 'Meet new people', 'Fall in love']",0,0
1173, Jesse closely considered the signs when lightning struck her house three times. How would Jesse feel afterwards? ,"['Happy', 'Glad', 'Superstitious']",2," Jesse was downright flabbergasted when lightning struck her domicile not just once, but thrice! She figured it was a mighty omen, and she oughta pay heed to its message.  How would Jesse feel afterwards? ","['Happy', 'Glad', 'Superstitious']",2,2
1174," Aiden had been suffering from toothache pain for over a week, but could not afford dental care, so their friend Casey pulled the tooth. How would Others feel as a result? ","['Grateful to Casey', 'Angry at Casey', 'Angry at Aiden']",0," Aiden had been enduring a terribly painful toothache for over seven days, but due to financial limitations, they were unable to seek professional dental care. Thankfully, their loyal friend Casey came to the rescue and extracted the tooth with great skill and care.  How would Others feel as a result? ","['Grateful to Casey', 'Angry at Casey', 'Angry at Aiden']",0,0
1175, The kids wanted to go to the park to play with their friends. Tracy brought the kids to the park. How would Tracy feel afterwards? ,"['Relaxed after a long day with the kids', 'Happy to see the kids play', 'Unhappy to see the kids play']",1," The children were longing to visit the park and engage in some outdoor activities with their peers, and Tracy kindly offered to chaperone them.  How would Tracy feel afterwards? ","['Relaxed after a long day with the kids', 'Happy to see the kids play', 'Unhappy to see the kids play']",1,1
1176, remy went to the mall and made more friends. What does Remy need to do before this? ,"['Stay at home', 'Get a ride to the mall', 'Lose interest in interacting with others']",1, Remy went to the mall and made some delightful friends. 🤗  What does Remy need to do before this? ,"['Stay at home', 'Get a ride to the mall', 'Lose interest in interacting with others']",1,1
1177, Austin went out to eat with the family last weekend because it was for a party. What will happen to Austin? ,"['Be happy', 'Be sick', 'Be ill']",0, Austin and his family dined out last weekend as part of a festive occasion.  What will happen to Austin? ,"['Be happy', 'Be sick', 'Be ill']",0,0
1178, Bailey was mad at work and then told Alex to send the letter. How would you describe Bailey? ,"['Commanding', 'Careless all day today', 'Under high pressure at work']",2, Bailey was extremely irate at work and asked Alex to dispatch the letter.  How would you describe Bailey? ,"['Commanding', 'Careless all day today', 'Under high pressure at work']",2,2
1179, My friend was having relationship troubles and Tracy knew she could help. What will happen to Tracy? ,"['Good about himself', 'Becomes friends with my friend', 'Become enemies with my friend']",1," My dear friend was having a spot of trouble in her romantic life, and Tracy felt certain that she could provide the necessary assistance.  What will happen to Tracy? ","['Good about himself', 'Becomes friends with my friend', 'Become enemies with my friend']",1,1
1180, Sasha was bullied by the people in her building so she got revenge on them. What will Sasha want to do next? ,"['Deny that she did anything', 'Turn herself into the police', 'Ask the people to be friends']",2," Sasha was mercilessly teased and intimidated by the tenants in her apartment complex, driving her to take action against them. 😠💪  What will Sasha want to do next? ","['Deny that she did anything', 'Turn herself into the police', 'Ask the people to be friends']",2,0
1181, Austin took them out for dinner after working hard and got promoted in the new job. What will Others want to do next? ,"['Say congratulations', 'Make reservations for a table', 'Make reservations at the restaurant']",0," Following a productive day at the office, Austin took his team out for a nice dinner and was rewarded with a well-deserved promotion. 🥘💼  What will Others want to do next? ","['Say congratulations', 'Make reservations for a table', 'Make reservations at the restaurant']",2,0
1182, Sydney made some friends after moving to a new small town. What does Sydney need to do before this? ,"['Get to know Sydney', 'Get out of the house', 'Spend time with Sydney']",0, It's lovely to hear that Sydney has made some new acquaintances in her new hometown. 😊👵  What does Sydney need to do before this? ,"['Get to know Sydney', 'Get out of the house', 'Spend time with Sydney']",0,1
1183, Quinn hired Lee for a photo shoot as a swimwear model. Quinn posed Lee in several positions and thought he looked best after she crossed his arms. Why did Quinn and Lee work together? ,"['Was a photographer and needed a model for a shoot', 'Make sure they looked alright', 'And Lee were both swimwear models']",0," Quinn engaged the services of Lee as a swimwear model and positioned him in several poses, determining that he looked his most handsome when she had him cross his arms.  Why did Quinn and Lee work together? ","['Was a photographer and needed a model for a shoot', 'Make sure they looked alright', 'And Lee were both swimwear models']",2,0
1184, Austin served without pay because he really loved his country and wanted to help out. What does Austin need to do before this? ,"['Talk to someone about being a volunteer', 'Tell someone they prefer not to be a volunteer', 'The others will honor him next']",0," Austin served without salary because of his strong sense of duty and devotion to his country, wanting to make a positive impact.  What does Austin need to do before this? ","['Talk to someone about being a volunteer', 'Tell someone they prefer not to be a volunteer', 'The others will honor him next']",0,0
1185, Sasha went with Austin to a dance that the school was having. What will Sasha want to do next? ,"['Buy a cheap guitar', 'Move out of state', 'Be picked up by Austin']",2," Sasha went along with Austin to the school dance, and they both had a delightful time twirling around the dance floor to the lively tunes.  What will Sasha want to do next? ","['Buy a cheap guitar', 'Move out of state', 'Be picked up by Austin']",2,2
1186, Bailey told Alex to send the letter overnight since it was important. How would Alex feel as a result? ,"['Like Alex has urgent business', 'Like mailing the letter immediately', 'Rushed']",2, Bailey suggested to Alex that they send the letter expedited since it was of utmost importance.  How would Alex feel as a result? ,"['Like Alex has urgent business', 'Like mailing the letter immediately', 'Rushed']",1,2
1187, Lee made copies so that everyone at the table could follow along. What will Lee want to do next? ,"['Keep all the copies', 'Find a copy machine', 'Make sure there are enough']",1, Lee thoughtfully distributed additional copies of the material to ensure everyone at the table was able to keep up with the conversation.  What will Lee want to do next? ,"['Keep all the copies', 'Find a copy machine', 'Make sure there are enough']",0,2
1188, Austin had lost a lot of weight recently so he wrapped a belt around his waist. What will Austin want to do next? ,"['Take off the belt', 'Continue getting ready', 'Started to eat healthy food']",0," Austin had a significant weight loss recently, so he chose to wear a looser belt around his waist to accommodate his slimmer physique.  What will Austin want to do next? ","['Take off the belt', 'Continue getting ready', 'Started to eat healthy food']",0,1
1189, Taylor gave help to a friend when she was moving houses. How would you describe Taylor? ,"['Caring', 'Like a good friend', 'Like they did a good deed']",1, Taylor kindly lent a hand to a pal who was in the process of relocating.  How would you describe Taylor? ,"['Caring', 'Like a good friend', 'Like they did a good deed']",1,1
1190, Kai went camping with friends and ate something made him really ill. What will Kai want to do next? ,"['Stay in the woods', 'Go to the hospital', 'Play cards']",1, Kai had a terrible experience at his camping trip and ended up getting sick from eating something that didn't agree with him.  What will Kai want to do next? ,"['Stay in the woods', 'Go to the hospital', 'Play cards']",1,1
1191, austin went to the restaurant for dinner but wanted dessert instead. What will Austin want to do next? ,"['Leave the restaurant', 'Not eat anything', 'Order dessert']",2," Austin went out to eat at that nice restaurant, but after looking over the menu, he decided he would rather have a sweet treat than his main course.  What will Austin want to do next? ","['Leave the restaurant', 'Not eat anything', 'Order dessert']",2,2
1192, Addison was making a speech in front of a lot of people. Addison regarded every comment made. How would Addison feel as a result? ,"['Sad and furious', 'Upset and mean', 'Good and kind']",2," Addison gave a thoughtful address to a sizable gathering, carefully considering every remark made.  How would Addison feel as a result? ","['Sad and furious', 'Upset and mean', 'Good and kind']",2,2
1193, Quinn murdered Remy's wife while Remy was away on a business trip. How would Quinn feel afterwards? ,"['Guilty', 'Like a good person', 'Sad']",0, Quinn took the life of Remy's wife while he was absent on a work journey.  How would Quinn feel afterwards? ,"['Guilty', 'Like a good person', 'Sad']",0,0
1194," Wanting to make some extra money for college, Cameron worked every day at the supermarket. How would Cameron feel afterwards? ","['Responsible', 'A person who worries about their financial status', 'A person who worries about their savings']",1," With college tuition on her mind, Cameron put in a full shift every day at the grocery store to earn some extra money.  How would Cameron feel afterwards? ","['Responsible', 'A person who worries about their financial status', 'A person who worries about their savings']",1,0
1195, Casey is talented and well liked by others. What will Casey want to do next? ,"['Relax', 'Learn songs', 'Perform well and talk to others']",1, Casey is a talented young woman who is greatly admired by her acquaintances.  What will Casey want to do next? ,"['Relax', 'Learn songs', 'Perform well and talk to others']",1,2
1196, Riley was the best of friends when he was in a good mood. What will happen to Riley? ,"['Resentful', 'Unloved', 'Be loved by many']",1, Riley was a wonderful companion when his disposition was lighthearted and joyful.  What will happen to Riley? ,"['Resentful', 'Unloved', 'Be loved by many']",2,2
1197, Addison regarded every person carefully before they decided whom to talk to. How would you describe Addison? ,"['Happy that she acted that way', 'Like she made a good choice', 'A nervous, calculated person']",1," Addison was meticulous in their approach to social interactions, thoroughly examining each person before determining who they would speak to.  How would you describe Addison? ","['Happy that she acted that way', 'Like she made a good choice', 'A nervous, calculated person']",1,2
1198, Cameron layered clothes on to walk to the city in the middle of winter. What will Cameron want to do next? ,"['Spend the day in the sun', 'Change into shorts', 'Go get a better jacket']",2, Cameron carefully layered her clothing before venturing out into the chilly winter weather to go into town.  What will Cameron want to do next? ,"['Spend the day in the sun', 'Change into shorts', 'Go get a better jacket']",2,2
1199, Sasha was being picked on by her big brother. Sasha got revenge when she popped his tires. What will Others want to do next? ,"['Yell', 'Lock her doors', 'Hide from her brother']",2," Sasha's brother was being quite the tormentor, but she came up with a clever plan to teach him a lesson by flatting his tires.  What will Others want to do next? ","['Yell', 'Lock her doors', 'Hide from her brother']",2,0
1200," There was going to be a bake sale at school and Bailey asked Tracy, the best cook in class, to make cookies to help. What is happening at the school? ","['Sell cookies for charity', 'Going to bring cookies to school', 'Going to be a pep rally']",0," Bailey kindly requested that Tracy, the most talented baker in their class, prepare some delicious treats for the upcoming bake sale at school.  What is happening at the school? ","['Sell cookies for charity', 'Going to bring cookies to school', 'Going to be a pep rally']",0,0
1201, Casey stated Addison's case. They had been friends for a long time and even went to college together. Why did Casey do this? ,"['Lp Addison with her problems', 'Help Addison get in to college', 'Hug each other']",1, Casey spoke about Addison's predicament. They had been acquaintances for many years and even pursued higher education together back in the day.  Why did Casey do this? ,"['Lp Addison with her problems', 'Help Addison get in to college', 'Hug each other']",1,0
1202," Carson attended school for three years, until they got kicked out. How would Carson feel afterwards? ","['A liar', 'Thankful', 'Cheated']",1, Carson was enrolled in school for three years before being dismissed.  How would Carson feel afterwards? ,"['A liar', 'Thankful', 'Cheated']",2,2
1203, Tracy's kids were hungry so Aubrey made food and fed the kids. What does Aubrey need to do before this? ,"['Prepare food for the kids', 'Wash the dishes', 'Talk to the kids']",0," Tracy's young'uns were plumb starvin', so Aubrey cooked up a hearty supper and fed 'em until they were well-fed and content.  What does Aubrey need to do before this? ","['Prepare food for the kids', 'Wash the dishes', 'Talk to the kids']",0,0
1204, Kendall wrapped string around my neck in order to kill me. What does Kendall need to do before this? ,"['Throw the string away', 'Find a reason', 'Kill someone']",1," Kendall's behavior was quite disturbing when she wrapped string around my neck without my consent, giving the impression that she wanted to cause me harm.  What does Kendall need to do before this? ","['Throw the string away', 'Find a reason', 'Kill someone']",1,1
1205, Robin was paralyzed and was unable to respond on their own. What will Carson want to do next? ,"['Abandon Robin', ""Raise Robin's hand"", 'Find an alternative']",2, Robin suffered a devastating paralysis that left them completely dependent on others.  What will Carson want to do next? ,"['Abandon Robin', ""Raise Robin's hand"", 'Find an alternative']",2,1
1206, Quinn was done with the wrench so he handed the tools back. How would Quinn feel as a result? ,"['Forgetful', 'On his own', 'Thoughtful']",2," Quinn had completed his task with the wrench, and therefore passed the instruments back to their place.  How would Quinn feel as a result? ","['Forgetful', 'On his own', 'Thoughtful']",2,2
1207, Taylor helped Ash move into their new apartment on the top floor. How would you describe Taylor? ,"['A person with a dolly', 'A kind and caring nurse', 'A kind and caring friend']",2, Taylor kindly lent a hand to Ash in relocating to their new residence on the upper level.  How would you describe Taylor? ,"['A person with a dolly', 'A kind and caring nurse', 'A kind and caring friend']",2,2
1208, Kai sat in Austin's lap for the group club photo in the yearbook. How would you describe Kai? ,"['Self centered sometimes', 'Wanted', 'A flirtatious individual']",0, Kai settled comfortably on Austin's lap for the classic group shot in the yearbook.  How would you describe Kai? ,"['Self centered sometimes', 'Wanted', 'A flirtatious individual']",0,2
1209, Alex bought his entire team gold watches and when he gave them the present he put each watch on their wrist himself. How would you describe Alex? ,"['A greedy person', 'Satisfied over the gift he gave his team', 'A thoughtful person']",2," Alex was so generous with his team that he bought them all gold watches, and he even took the time to put each one on their wrist himself!  How would you describe Alex? ","['A greedy person', 'Satisfied over the gift he gave his team', 'A thoughtful person']",2,2
1210, Jordan left his book on a bench at the park. How would you describe Jordan? ,"['Very careful', 'A forgetful person', 'Would be embarrassed']",1, Jordan forgot his book on a seat at the park.  How would you describe Jordan? ,"['Very careful', 'A forgetful person', 'Would be embarrassed']",1,1
1211, Ash cannot function and be productive without having breakfast. What will Ash want to do next? ,"['Wash the dishes', 'Go back to sleep', 'Go to school']",2, Ash needs a hearty breakfast to kickstart his day and stay on top of his game.  What will Ash want to do next? ,"['Wash the dishes', 'Go back to sleep', 'Go to school']",2,0
1212, Cameron showed it off their friends when he got a new sports car. How would Others feel as a result? ,"['Jealous of Cameron', 'Wealthy', 'Pleased with their own cars']",0," Cameron unveiled his latest automotive purchase, a luxurious sports car, to his circle of friends and colleagues.  How would Others feel as a result? ","['Jealous of Cameron', 'Wealthy', 'Pleased with their own cars']",0,0
1213, Casey was being silly and kept them up all night. What will Casey want to do next? ,"['Play together', 'Get some sleep', 'Have fun']",0, Casey's behavior was rather juvenile and prevented them from getting a good rest last night.  What will Casey want to do next? ,"['Play together', 'Get some sleep', 'Have fun']",0,1
1214," Jesse was feeling very hungry but didn't like the school cafeteria food, so he left the premises with permission. What will Jesse want to do next? ","['Go eat at home', 'Did this to get food', 'Did this to satisfy hunger']",0," Jesse was feeling mighty hungry, but the meals served at the school cafeteria didn't sit well with him, so he obtained permission to venture out and find a more satisfying repast.  What will Jesse want to do next? ","['Go eat at home', 'Did this to get food', 'Did this to satisfy hunger']",2,0
1215, Tracy took Jesse's students to the playground. Jesse had an important appointment she needed to get to. What does Tracy need to do before this? ,"['Go with jesse to the appointment', 'Check the playground', 'Make sure the students are ready to go']",2," Tracy chaperoned Jesse's youngsters to the playground, allowing Jesse to head to her important engagement.  What does Tracy need to do before this? ","['Go with jesse to the appointment', 'Check the playground', 'Make sure the students are ready to go']",2,2
1216, Tracy gave video games to my friend. They knew they were quality titles they would enjoy. What will Tracy want to do next? ,"['Give bad advice', 'Be generous', 'Give advice']",1," Tracy kindly bestowed upon my dear friend a selection of exceptional video games, which they were thrilled to receive.  What will Tracy want to do next? ","['Give bad advice', 'Be generous', 'Give advice']",1,1
1217, Jordan brought Bailey's kids a toy because they wanted Bailey kids to be happy and entertained. What will Jordan want to do next? ,"['Smile', 'Give the toys to her kids', 'Be angry']",0," Jordan brought a present for Bailey's grandkids, hoping it would put a big grin on their faces and keep them occupied.  What will Jordan want to do next? ","['Smile', 'Give the toys to her kids', 'Be angry']",0,1
1218, Kai liked to play games with their friends. They spent several hours online. How would Kai feel afterwards? ,"['Computer savvy', 'Sad', 'Needed']",2," Kai had a great time engaging in digital entertainment with their companions, investing many hours in online activities.  How would Kai feel afterwards? ","['Computer savvy', 'Sad', 'Needed']",0,0
1219," Jordan and Tracy were out on a date, they were having such a great time then Jordan leaned toward Tracy. What will Jordan want to do next? ","['Get closer', 'Move away', 'Kiss Tracy']",0," Jordan and Tracy had a lovely time on their date, and as the evening progressed, Jordan leaned over to Tracy in a sweet and tender gesture.  What will Jordan want to do next? ","['Get closer', 'Move away', 'Kiss Tracy']",0,2
1220, Robin had thought about if for a week and decided to take Kai's advice. What is Robin going to do? ,"[""A person who took Kai's advice"", 'Became a deputy', 'Strangely close ties all their lives']",1," Following a week of deliberation, Robin chose to heed Kai's counsel, taking his advice to heart.  What is Robin going to do? ","[""A person who took Kai's advice"", 'Became a deputy', 'Strangely close ties all their lives']",1,0
1221, Casey forgot their lunch.  Aubrey dropped it at their school to keep Casey from starving. What will Aubrey want to do next? ,"['Go to the school', 'See if Casey enjoy the lunch', 'Go home']",0," It seems that Casey has forgotten their lunch today, but fortunately Aubrey was thoughtful enough to bring it to school for them.  What will Aubrey want to do next? ","['Go to the school', 'See if Casey enjoy the lunch', 'Go home']",1,2
1222, Kai grabbed Carson's tools and put them away for Carson when they had to leave in a hurry. What will Kai want to do next? ,"['Ask Carson for payment', 'Go back home to rest', 'Go find Carson']",2," Kai carefully gathered up Carson's tools and put them away neatly before they had to leave in a hurry, making sure that nothing was misplaced or damaged.  What will Kai want to do next? ","['Ask Carson for payment', 'Go back home to rest', 'Go find Carson']",2,1
1223, Lee gave birth to twins when she was at the hospital. What will Lee want to do next? ,"['See her twins', 'Ignore the babies', 'Go get some ice cream']",0," Lee welcomed her precious twin grandbabies into the world at the hospital, bless her heart.  What will Lee want to do next? ","['See her twins', 'Ignore the babies', 'Go get some ice cream']",0,0
1224," While they were at the park for an afternoon of games, Quinn threw the frisbee to his friend. What does Quinn need to do before this? ","['Play frisbee', 'Be at home', 'Have a friend']",2, Quinn carefully hurled the frisbee in the direction of his companion during their leisurely afternoon at the park. 🌳  What does Quinn need to do before this? ,"['Play frisbee', 'Be at home', 'Have a friend']",2,2
1225, Jesse was upset but unfortunately went a little too far when he yelled at his brother. How would you describe Jesse? ,"['Happy', 'Remorseful', 'Upset']",2, Jesse was quite distressed and unfortunately allowed his anger to get out of control when he raised his voice at his brother.  How would you describe Jesse? ,"['Happy', 'Remorseful', 'Upset']",2,1
1226," Addison had been practicing for the driver's exam for months. He finally felt he was ready, so he signed up and took the test. How would you describe Addison? ","['Excited', 'Careless', 'Devoted']",2," Addison had been preparing himself for the driver's examination for a considerable amount of time. When he finally felt ready, he registered and underwent the evaluation.  How would you describe Addison? ","['Excited', 'Careless', 'Devoted']",2,2
1227, Tracy threw in the towel on the history test because she knew she would fail. What will Tracy want to do next? ,"['Fail the next test too', 'Take the class again', 'Fail to study']",0," Tracy relinquished her attempt at the history test, knowing full well that she would not succeed.  What will Tracy want to do next? ","['Fail the next test too', 'Take the class again', 'Fail to study']",0,1
1228, Taylor caught a cold because they kissed Jan. How would you describe Taylor? ,"['Cautious', 'Conflicted', 'A person who likes to kiss']",0," Taylor came down with a cold after kissing Jan, which is no surprise considering how easily illnesses spread among young people these days.  How would you describe Taylor? ","['Cautious', 'Conflicted', 'A person who likes to kiss']",0,2
