idx,sentences_df1,choices_df1,scores_df1,sentences_df2,choices_df2,scores_df2,targets
1228, Taylor caught a cold because they kissed Jan. How would you describe Taylor? ,"['Cautious', 'Conflicted', 'A person who likes to kiss']",0, Taylor got sick from kissing Jan because they caught a cold from her.  How would you describe Taylor? ,"['Cautious', 'Conflicted', 'A person who likes to kiss']",0,2
1229, Addison ate their bread and then immediately asked for seconds and thirds. How would you describe Addison? ,"['Stuffed', 'Glutenous', 'Careful about food']",0," Addison chowed down on their bread and then begged for more, like, immediately asking for seconds and thirds, you know?  How would you describe Addison? ","['Stuffed', 'Glutenous', 'Careful about food']",0,1
1230," After they picked a hiking trail to take together, Sydney met Skylar near the canyon edge. What does Sydney need to do before this? ","['Greet each other', 'Walk along the rim', 'Pack for the hike']",2, Sydney and Skylar decided to hit the trails together after they scoped out a sick canyon spot.  What does Sydney need to do before this? ,"['Greet each other', 'Walk along the rim', 'Pack for the hike']",2,2
1231, Casey was feeling pains in their arms and their chest. How would you describe Casey? ,"['In tune with their body', 'Knowledgeable about medical problems', 'Foolish']",0," Casey was experiencing some seriously intense arm and chest pains, man. It was like, totally debilitating.  How would you describe Casey? ","['In tune with their body', 'Knowledgeable about medical problems', 'Foolish']",0,0
1232, Austin got extra help on the paper due tomorrow. How would Austin feel afterwards? ,"['Lazy', 'Happy', 'Dissapointed']",1, Austin scored some serious brownie points with his teacher by getting extra help on that paper due tomorrow! 😎  How would Austin feel afterwards? ,"['Lazy', 'Happy', 'Dissapointed']",1,1
1233, Jesse was recovering from her battle with the flu. They were feeling much better than before. How would you describe Jesse? ,"['Healthy', 'A sick person', 'A fit person']",0, Jesse was totally owning their recovery from the flu. They were feeling way better now!  How would you describe Jesse? ,"['Healthy', 'A sick person', 'A fit person']",0,1
1234, Alex took up collection of stamps after going to the antique store and bought them. What will Alex want to do next? ,"['Put the book on display', 'Store who has stocked collection of stamps', 'Alex who has take a collection of stamps at antique store']",0, Alex started collecting stamps after visiting an antique store and scoring some sweet deals.  What will Alex want to do next? ,"['Put the book on display', 'Store who has stocked collection of stamps', 'Alex who has take a collection of stamps at antique store']",0,0
1235," After Jesse thoroughly criticized Riley's new painting, Riley regarded Jesse with hurtful eyes. What will Jesse want to do as a result? ","[""Tell Riley they're sorry for what they said"", 'Tell Riley they are sorry for the painting', 'Apologize to Riley for the painting']",0," After Jesse totally trashed Riley's new art piece, Riley gave Jesse major side eye.  What will Jesse want to do as a result? ","[""Tell Riley they're sorry for what they said"", 'Tell Riley they are sorry for the painting', 'Apologize to Riley for the painting']",2,0
1236, Aubrey was taking a test and had an answer sheet hidden on her desk. How would Aubrey feel as a result? ,"['Proud of self', 'Worried about it', 'A cheater']",1, Aubrey was totally crushing her test and had a secret weapon - an answer sheet stashed on her desk! 😉  How would Aubrey feel as a result? ,"['Proud of self', 'Worried about it', 'A cheater']",1,1
1237, Ash gave up on the test he was taking in math. What will Ash want to do next? ,"['Think about math more', 'Forget the test', 'Take another math class']",1, Ash bailed on the math test he was taking.  What will Ash want to do next? ,"['Think about math more', 'Forget the test', 'Take another math class']",0,1
1238, Bailey embarrassed their girlfriend infront of all her friends by making a joke about her dress. What does Bailey need to do now? ,"['Make it up to her', 'Apologise', 'Continue to joke about their girlfriend']",1, Bailey totally embarrassed his gf in front of all her friends by making a super lame joke about her outfit.  What does Bailey need to do now? ,"['Make it up to her', 'Apologise', 'Continue to joke about their girlfriend']",1,1
1239, Robin went with Jan's friends to school when her own friends didn't show up. What will Robin do next? ,"['Thank their own friends', ""Be ungrateful to Jan's friends"", 'Ask her own friends why they were not there']",2, Robin ditched her own crew and rolled with Jan's peeps to school when they were the only ones who showed up.  What will Robin do next? ,"['Thank their own friends', ""Be ungrateful to Jan's friends"", 'Ask her own friends why they were not there']",2,2
1240, Austin took them out for dinner and the others were pleased when he told them to pick something off of the dessert menu. What will happen to Others? ,"['The others will order dessert', 'The others will close their menue', 'Smiles']",0, Austin took them out for dinner and they were stoked when he told them to choose something from the dessert menu.  What will happen to Others? ,"['The others will order dessert', 'The others will close their menue', 'Smiles']",2,0
1241," Aubrey practiced a lot, tried out for the team and made the squad. What will Aubrey want to do next? ","['Practice so they can play', 'Should watch the team play to understand the sport', 'Do their best for her team']",2," Aubrey totally crushed it at tryouts and made the team with ease! She put in so much effort and dedication, and it definitely paid off.  What will Aubrey want to do next? ","['Practice so they can play', 'Should watch the team play to understand the sport', 'Do their best for her team']",2,2
1242, Jesse went to far when he yelled at his students and pondered over it all evening after school. How would Jesse feel afterwards? ,"['As a teacher who cares about their students', 'Regretful afterwards', 'Bad about their reaction']",0, Jesse totally lost it when he screamed at his students and couldn't stop thinking about it all night after school.  How would Jesse feel afterwards? ,"['As a teacher who cares about their students', 'Regretful afterwards', 'Bad about their reaction']",0,1
1243, Robin went to school with Jan and went to her first class with her as well. What will Robin want to do next? ,"['Go home', 'Sleep', 'Work in class']",2, Robin and Jan were totally buddy-buddy at school - they even went to their first class together! 😂  What will Robin want to do next? ,"['Go home', 'Sleep', 'Work in class']",0,2
1244, Alex needed help cleaning the kitchen and Aubrey was helpful and cleaned as well. How would you describe Aubrey? ,"['Loving', 'Proud', 'As someone who helps friends']",0, Alex was totally stuck with the kitchen cleaning and Aubrey came through and killed it! They both cleaned up together and now the kitchen is spotless!  How would you describe Aubrey? ,"['Loving', 'Proud', 'As someone who helps friends']",2,2
1245, Addison had run away after being mistreated by their wicked stepmother. How would you describe Addison? ,"['Concerned for their safety', 'Free spirit', 'Giving roses to the stepmother']",0, Addison had bolted after being brutally mistreated by their evil stepmom.  How would you describe Addison? ,"['Concerned for their safety', 'Free spirit', 'Giving roses to the stepmother']",0,0
1246, Aubrey helped Sasha move by bringing their big truck over to pack boxes into. What does Aubrey need to do before this? ,"['Help Sasha unpack things', 'Trade in their car', 'Have a big truck']",2, Aubrey was super helpful and brought their sick truck to Sasha's place to pack all their stuff into boxes! 💪🏽  What does Aubrey need to do before this? ,"['Help Sasha unpack things', 'Trade in their car', 'Have a big truck']",2,2
1247, Cameron rode Jan's motorcycle to work when their car would not start. How would Cameron feel afterwards? ,"['Angry at Jan', 'Happy and excited by the motorcycle', 'Hurt by the motorcycle']",1, Cameron hopped on Jan's sweet ride and cruised to work when their whip wouldn't start.  How would Cameron feel afterwards? ,"['Angry at Jan', 'Happy and excited by the motorcycle', 'Hurt by the motorcycle']",1,1
1248, Robin told Carson that she did not want to go out with him. How would you describe Robin? ,"['Uninterested', 'Loving', 'Caring']",0," Robin was like, ""Uh, no way, Carson. I'm not into you.  How would you describe Robin? ","['Uninterested', 'Loving', 'Caring']",0,0
1249, Remy joined a band after he learned how to play the guitar. Why did Remy do this? ,"['Hear him play', 'Share what he had learned', 'Show off his piano skills']",0, Remy totally rocked it when he joined a band after learning how to shred on the guitar!  Why did Remy do this? ,"['Hear him play', 'Share what he had learned', 'Show off his piano skills']",0,1
1250, Lee challenged her to a fight after she talked bad about Lee to his friends. How would Others feel as a result? ,"['Happy that Lee wants a fight', 'Angry', 'Fight']",1," Lee was like, 'I'll kick your butt' after you said some messed up stuff about him to his homies.  How would Others feel as a result? ","['Happy that Lee wants a fight', 'Angry', 'Fight']",1,1
1251, Bailey destroyed the enemy's weapons while the enemy was fast asleep. Why did Bailey do this? ,"['Leave the enemy camp', 'Save her people', 'Report back to their superiors']",1, Bailey totally wiped out the enemy's weapons while they were catching some Z's.  Why did Bailey do this? ,"['Leave the enemy camp', 'Save her people', 'Report back to their superiors']",1,1
1252, After everyone finished their food they were going to go to a party so Kai decided to finish his food first. What will Others want to do next? ,"['Eat there food quickly', 'Throw their food away', 'Go back for a second serving']",0," Once everyone was done chowing down, they were gonna hit up a party, so Kai figured he'd finish his grub first.  What will Others want to do next? ","['Eat there food quickly', 'Throw their food away', 'Go back for a second serving']",0,0
1253, Carson had homework they had to do but they were at a friends house playing video games. How would you describe Carson? ,"['As someone not as concerned about what they should be doing as they should', 'As someone who could be thinking about what they should be doing if the could', 'As someone who likes to do thing']",1," Carson had some homework to finish up, but they were hanging out at their friend's house and didn't want to stop playing video games just yet.  How would you describe Carson? ","['As someone not as concerned about what they should be doing as they should', 'As someone who could be thinking about what they should be doing if the could', 'As someone who likes to do thing']",0,0
1254, Taylor helped Ash move in to their new house. What does Taylor need to do before this? ,"['Thank Ash', 'Go get food', 'Be able to help']",2," Taylor was all like, ""Yo, let me help you move into your crib, fam!"" And then they helped Ash get all their stuff into their new house.  What does Taylor need to do before this? ","['Thank Ash', 'Go get food', 'Be able to help']",2,2
1255, Robin refused to pay her share of the meal even though everybody had agreed beforehand. What will Others want to do next? ,"['Stop inviting Robin', 'Take advantage', 'Save money']",1," Robin balked at coughing up her portion of the bill, despite everyone having agreed on it earlier.  What will Others want to do next? ","['Stop inviting Robin', 'Take advantage', 'Save money']",2,0
1256," Their mother had cooked a delicious dinner, but Austin wanted dessert instead. Why did Austin do this? ","['Have some pasta', 'Have some cake', 'Eat the main course']",1," Austin was totally craving something sweet after his mom's dinner, you know? Like, he wanted dessert so bad!  Why did Austin do this? ","['Have some pasta', 'Have some cake', 'Eat the main course']",1,1
1257, Taylor attended their father's funeral after he passed away from cancer. What does Taylor need to do before this? ,"['Honor their father', 'Mourn their father', 'Travel to the funeral']",2, Taylor went to their dad's funeral after he died from cancer.  What does Taylor need to do before this? ,"['Honor their father', 'Mourn their father', 'Travel to the funeral']",2,2
1258," Jesse shook Cameron's head slightly left and right, making sure her muscle strain wasn't too bad. How would Jesse feel afterwards? ","['Skillful', 'Ok']",0, Jesse gently jostled Cameron's head back and forth to check if she was okay after the muscle strain.  How would Jesse feel afterwards? ,"['Skillful', 'Ok']",0,0
1259, Cameron was at a concert and the fans loved his music. Why did Cameron do this? ,"['Make more money', 'Keep his fans happy', 'Get better at playing']",1, Cameron totally slayed his concert and the crowd went wild for his sick beats!  Why did Cameron do this? ,"['Make more money', 'Keep his fans happy', 'Get better at playing']",1,1
1260, Skylar went camping with friends every spring to get away. What will Skylar want to do next? ,"['Go without a tent', 'Drink water', 'Drink a beer']",1," Skylar totally digs camping with her squad every spring break - it's like, the ultimate way to get away from it all and have some serious adventures!  What will Skylar want to do next? ","['Go without a tent', 'Drink water', 'Drink a beer']",1,1
1261, Cameron took their work seriously and tried to do their best. What will Cameron want to do next? ,"['Take a break', 'Like his job', 'Wanted to succeed']",1, Cameron was super diligent and gave it their all.  What will Cameron want to do next? ,"['Take a break', 'Like his job', 'Wanted to succeed']",1,2
1262, Addison invited Austin to join the soccer club at the school. How would Austin feel as a result? ,"['Jealous of Addison', 'Upset about it', 'Interested in joining']",2," Addison totally asked Austin to join the sick soccer club at school, dude!  How would Austin feel as a result? ","['Jealous of Addison', 'Upset about it', 'Interested in joining']",0,2
1263, Quinn crossed Lee's arms and posed him for the picture. Why did Quinn do this? ,"['Begrudgingly take the photo', 'Did this to prepare', 'Did this to be funny']",1, Quinn totally posed Lee for that sick pic! 📸👍  Why did Quinn do this? ,"['Begrudgingly take the photo', 'Did this to prepare', 'Did this to be funny']",0,1
1264, Taylor knew he was right and proved Carson's point that day. Why did Taylor do this? ,"['Look dumb in front of friends', 'Superior to others', 'Make a statement']",0, Taylor was totally on point and backed up Carson's assertion that day.  Why did Taylor do this? ,"['Look dumb in front of friends', 'Superior to others', 'Make a statement']",0,2
1265, Aubrey kept her friends up all night talking about her problems at work with others. What will happen to Aubrey? ,"['Be sleepy', 'Nothing will  happen', 'Be invited over again']",0, Aubrey was totally venting about her job drama to her BFFs all night long.  What will happen to Aubrey? ,"['Be sleepy', 'Nothing will  happen', 'Be invited over again']",0,0
1266, Cameron broke their tooth and gave a call to the dentist. What will Cameron want to do next? ,"['Go to the dentist', 'Needed to go to the dentist', 'Needed to see the dentist']",0, Cameron totes broke their tooth and hit up the dentist for a repair.  What will Cameron want to do next? ,"['Go to the dentist', 'Needed to go to the dentist', 'Needed to see the dentist']",0,0
1267, Austin got extra help. he offered to pay other people for help. What will the Others want to do next? ,"['Laugh in response', 'Make a decision', 'Be oblivious to the offer']",2, Austin totally crushed his workload with some extra assistance. He even offered to shell out some cash for more help!  What will the Others want to do next? ,"['Laugh in response', 'Make a decision', 'Be oblivious to the offer']",0,1
1268, Casey explained to Tracy he was upset because he got grounded. What does Tracy need to do before this? ,"['See Casey was happy', 'Ask Casey what was wrong', 'They wanted to learn what was going on']",1, Casey told Tracy he was bummed because his parents grounded him.  What does Tracy need to do before this? ,"['See Casey was happy', 'Ask Casey what was wrong', 'They wanted to learn what was going on']",1,1
1269, Remy prevented the enemies from engaging with her troops in the battle. Why did Remy do this? ,"['Protect them', 'Needed to find out where the enemies were', 'Be hateful']",0, Remy totally shut down the enemy's plans to fight her army in the epic battle!  Why did Remy do this? ,"['Protect them', 'Needed to find out where the enemies were', 'Be hateful']",0,0
1270, Kendall snatched her journal away from her little sister. What will Kendall want to do next? ,"['Hide the journal', 'Snatch it back', 'Show remorse']",1, Kendall quickly grabbed her diary from her pesky little sister.  What will Kendall want to do next? ,"['Hide the journal', 'Snatch it back', 'Show remorse']",1,0
1271," Wanting to present their feature film, Kendal showed it to all of their friends. What will happen to Kendall? ","['Ask who the director is', 'Talk to a lot of strangers', 'Sit quietly']",0, Kendal was super excited to show off their sick new movie to all their homies!  What will happen to Kendall? ,"['Ask who the director is', 'Talk to a lot of strangers', 'Sit quietly']",0,2
1272," Tracy's friend, Anne admired the jewelry they wore.  Therefore, Tracy gave it to their friend. What will Tracy want to do next? ","['Be nice to their friend', 'Make their friend like them', 'Buy another one for their friend']",0," Tracy's BFF Anne was totally crushing on the sick jewelry they were rocking, so Tracy decided to gift it to her.  What will Tracy want to do next? ","['Be nice to their friend', 'Make their friend like them', 'Buy another one for their friend']",0,0
1273, Robin made Taylor comment on the food after they were disgusted. What will Taylor want to do next? ,"['Ignore it', 'Leave abruptly', 'Be tactful']",2, Robin totally slammed Taylor's comment about the gross food they had just eaten. 😂  What will Taylor want to do next? ,"['Ignore it', 'Leave abruptly', 'Be tactful']",2,2
1274, Quinn got divorced after his wife became abusive towards him. Why did Quinn do this? ,"['Get his independence back', 'Love his wife forever', 'Spend time with his wife']",0, Quinn got a divorce after his wife started being super mean to him.  Why did Quinn do this? ,"['Get his independence back', 'Love his wife forever', 'Spend time with his wife']",0,0
1275, Kendall grabbed Jordan's hands because Jordan was trying to hit someone. How would you describe Kendall? ,"['Defensive', 'Decisive after grabbing Jordan', 'Relieved after stopping Jordan']",2," Kendall totally freaked out when Jordan started swinging at someone, so she grabbed his hands to calm him down.  How would you describe Kendall? ","['Defensive', 'Decisive after grabbing Jordan', 'Relieved after stopping Jordan']",2,0
1276, Cameron took their work seriously and did not allow joking. What does Cameron need to do before this? ,"['Throw a party', 'Let everyone know the rules', 'Be serious']",2, Cameron was super focused and didn't mess around at work.  What does Cameron need to do before this? ,"['Throw a party', 'Let everyone know the rules', 'Be serious']",2,2
1277, Jan went out with Quinn's friends because they are bored. What will Jan want to do next? ,"['Go home', 'Mess around', ""Jan who has releived quinn's friend""]",1, Jan hit up Quinn's crew because they were feeling super bored and needed something lit to happen.  What will Jan want to do next? ,"['Go home', 'Mess around', ""Jan who has releived quinn's friend""]",1,1
1278," After catching them cheating together on the exam, Jan gave them an F. Why did Jan do this? ","['Punish their bad behavior', 'Make them fail the class', 'Catch them']",2," Jan totally failed them after she caught them being super sketchy on the exam together, and she gave them an F as a result.  Why did Jan do this? ","['Punish their bad behavior', 'Make them fail the class', 'Catch them']",2,0
1279, Taylor decided to enter the Great British Bakeoff tryouts. How would Taylor feel afterwards? ,"['Like skipping', 'Like they challenged themselves', 'Woozy']",1," Taylor was like, ""Hey, you know what? I'm gonna give that Great British Bakeoff thing a go!  How would Taylor feel afterwards? ","['Like skipping', 'Like they challenged themselves', 'Woozy']",1,1
1280, Ash had the same breakfast of toast and scrambed eggs every day. How would you describe Ash? ,"['Consistent', 'Satisfied', 'Someone who values routine']",0, Ash stuck to his daily breakfast routine of toast and scrambled eggs like glue.  How would you describe Ash? ,"['Consistent', 'Satisfied', 'Someone who values routine']",0,0
1281, Alex grew closer to their sister after their parents died in a car accident. How would Alex feel afterwards? ,"['Sad about their parents', 'Comforted', 'Ignored']",1, Alex became super close to their sister after their parents tragically passed away in a car crash.  How would Alex feel afterwards? ,"['Sad about their parents', 'Comforted', 'Ignored']",1,0
1282, kendall showed all their friends how to play the game so they could all play together. What will Others want to do next? ,"['Play it right', 'Win the game', 'Play it wrong']",2," Kendall totally schooled their buddies on how to play the game, so they could all hang out and have a blast playing together!  What will Others want to do next? ","['Play it right', 'Win the game', 'Play it wrong']",0,0
1283, Bailey threw their cap on the ground and walked away from it swiftly. How would Bailey feel afterwards? ,"['Angry', 'Hungry', 'Depressed']",2, Bailey casually flung their cap and strolled away from it without breaking a sweat.  How would Bailey feel afterwards? ,"['Angry', 'Hungry', 'Depressed']",0,0
1284, Austin got extra help with the homework from his tutor since he was falling behind in class. What will the tutor want to do next? ,"['Do their own homework on time', 'Review homework with Austin', 'Realize he was doing poorly in class']",1, Austin got some extra support with his homework from his tutor because he was really struggling in class.  What will the tutor want to do next? ,"['Do their own homework on time', 'Review homework with Austin', 'Realize he was doing poorly in class']",1,1
1285, Carson wanted to celebrate his dad's 50th birthday with him. Carson visited their dad with a gift. Why did Carson do this? ,"[""Give carson's dad a gift"", ""Celebrate carson's dad's birthday"", 'Surprise his dad']",0, Carson was super excited to celebrate his dad's 50th birthday with a cool gift! He visited their dad to make it a special day.  Why did Carson do this? ,"[""Give carson's dad a gift"", ""Celebrate carson's dad's birthday"", 'Surprise his dad']",2,2
1286, Cameron found Skylar's friends in the park playing some games that day. How would Skylar feel as a result? ,"['Loved now', 'Bored now', 'Passive now']",2," Cameron spotted Skylar's crew in the park killin' it with some sick games that day, yo!  How would Skylar feel as a result? ","['Loved now', 'Bored now', 'Passive now']",2,0
1287, Jan took the kids to NYC and the saw a Broadway play with the others. What will Others want to do next? ,"['Critique the play', 'Purchase tickets', 'Travel to NYC']",1," Jan and the kids had an epic adventure in NYC, checking out a sick Broadway play with their squad!  What will Others want to do next? ","['Critique the play', 'Purchase tickets', 'Travel to NYC']",0,0
1288," Riley was tring to scare Tracy, but Tracy resisted Riley's attack. What will happen to Tracy? ","['Go away', 'Love the joke', 'Pay him back']",2," Riley tried to freak out Tracy, but Tracy wasn't having it and stood up to Riley's attempts.  What will happen to Tracy? ","['Go away', 'Love the joke', 'Pay him back']",0,2
1289," By telling a bad joke, Lee touched a nerve with the others, who decided they wanted to leave the party and get food. What will Others want to do next? ","['The others will leave the party', 'The others will tell bad jokes', 'Issue an apology']",0," Lee totally bombed that joke and now the party is ruined. Like, everyone wants to leave and go get some grub.  What will Others want to do next? ","['The others will leave the party', 'The others will tell bad jokes', 'Issue an apology']",1,0
1290, Alex worshiped their god in their way when Alex encountered a unprecedented challenges in his life. Why did Alex do this? ,"['Stay true to himself', 'Wanted to become evangelist', 'Wanted to build confidence']",0, Alex was totally devoted to their beliefs and found creative ways to express their devotion when faced with unexpected obstacles in life.  Why did Alex do this? ,"['Stay true to himself', 'Wanted to become evangelist', 'Wanted to build confidence']",0,0
1291, Bailey was playing a game with their friend and destroyed their enemy's base. How would you describe Bailey? ,"['Having fun', 'Powerful', 'As someone who talks about friends']",1, Bailey was totally slaying their enemy's base while playing a game with their BFF! 😎  How would you describe Bailey? ,"['Having fun', 'Powerful', 'As someone who talks about friends']",1,0
1292," Riley was hired as a real estate agent, and sold Sydney's house at an auction to the bidder. Why did Riley do this? ","['Sell the house', 'Lose his job', 'Ruin his reputation']",0, Riley landed a sick gig as a real estate agent and sold Sydney's crib at an auction for a whopping price! 💰  Why did Riley do this? ,"['Sell the house', 'Lose his job', 'Ruin his reputation']",0,0
1293, Kai swung through the trees while she was outside. How would you describe Kai? ,"['Quiet', 'Athletic', 'Kai who has swung the trees']",1, Kai totally crushed it as she swung through the trees like a boss outside! 🌳💪  How would you describe Kai? ,"['Quiet', 'Athletic', 'Kai who has swung the trees']",1,1
1294, Austin kissed Riley on the mouth on a dare from his friend. What will Riley want to do next? ,"['Wash out her mouth', 'Show off to his friend', 'Dare Austin to do more']",1, Austin totally smooched Riley on the lips on a dare from his buddy! 💋👯‍♀️  What will Riley want to do next? ,"['Wash out her mouth', 'Show off to his friend', 'Dare Austin to do more']",2,0
1295," After spending the entire day hiking in the forest, Riley began to hurt all over. How would Riley feel afterwards? ","['Outdoorsy', 'Adventerous', 'Sore']",2," After a totally epic day of hiking in the woods, Riley was legit hurting all over.  How would Riley feel afterwards? ","['Outdoorsy', 'Adventerous', 'Sore']",2,2
1296, Kai handed back the computer to Will after using it to buy a product off Amazon. What will Kai want to do next? ,"['Wanted to save money on shipping', 'Wait for the package', 'Wait for the computer']",1, Kai passed the computer back to Will after using it to purchase something from Amazon online.  What will Kai want to do next? ,"['Wanted to save money on shipping', 'Wait for the package', 'Wait for the computer']",1,1
1297, Remy was proud of a song they made and made a video for it. What does Remy need to do before this? ,"['Post it to Youtube', 'Focus on writing lyrics', 'Make fast low quality recordings']",2, Remy was stoked about the sick beat they made and dropped a fire music vid for it!  What does Remy need to do before this? ,"['Post it to Youtube', 'Focus on writing lyrics', 'Make fast low quality recordings']",2,1
1298, Cameron had read a book about the crusades and knew enough about the subject. Why did Cameron do this? ,"['Spend time reading books', 'Learn about baking cookies', 'Teach others about the crusades']",0, Cameron had devoured a book about the crusades and was pretty clued up on the subject.  Why did Cameron do this? ,"['Spend time reading books', 'Learn about baking cookies', 'Teach others about the crusades']",0,2
1299, Remy was excited as he got ready for his first day of middle school. What does Remy need to do before this? ,"['Graduate from elementary school', 'I never really had that problem', 'I’ve just never been afraid']",0, Remy was totally stoked as he prepped for his first day of middle school - he couldn't wait to see what it was all about!  What does Remy need to do before this? ,"['Graduate from elementary school', 'I never really had that problem', 'I’ve just never been afraid']",0,0
1300, Kendall took Skylar into acount when making plans for the day. How would Skylar feel as a result? ,"['As generous', 'Like they could of cared', 'Glad they were thought about']",2," Kendall totally considered Skylar when planning their day. Like, she made sure to include Skylar in all the fun activities and stuff.  How would Skylar feel as a result? ","['As generous', 'Like they could of cared', 'Glad they were thought about']",2,2
1301," Ash was going to Hawaii on a vacation all by herself, so her husband Jesse drove Ash to the airport. What will happen to Ash and Jesse? ","['Get in a huge fight', 'Relax at home for the week', 'Wave goodbye to one another']",2," Ash was heading to Hawaii solo, so her hubby Jesse dropped her off at the airport.  What will happen to Ash and Jesse? ","['Get in a huge fight', 'Relax at home for the week', 'Wave goodbye to one another']",2,2
1302, Cameron got someone else to do the job for them. What will happen to Cameron? ,"['Have more free time', 'Wise', 'Have no responsbility']",0, Cameron got someone else to handle the task for them.  What will happen to Cameron? ,"['Have more free time', 'Wise', 'Have no responsbility']",0,0
1303," Taylor was best friends with her childhood neighbor and after years of being such good friends, Taylor married the neighbor. How would Others feel as a result? ","['Happy for the house', 'A good friend', 'Happy for the couple']",2," Taylor and her childhood buddy had been BFFs for as long as she could remember, and eventually they took their friendship to the next level by tying the knot! 💕  How would Others feel as a result? ","['Happy for the house', 'A good friend', 'Happy for the couple']",2,2
1304," Bailey had been feeling angry for a quite a while, one day she had enough and expressed her anger to the others. What will Others want to do next? ","['Leave Bailey alone', 'Release pressure', 'Apologize to Bailey']",2," Bailey had been feeling majorly annoyed for a bit, and one day she totally lost it and told everyone how she felt.  What will Others want to do next? ","['Leave Bailey alone', 'Release pressure', 'Apologize to Bailey']",2,0
1305," Whenever he was treated by a friend at a restaurant, Austin always ate steak. Why did Austin do this? ","['Build up a tolerance to steak', 'Treat their friend in return', ""Wanted to take advantage of his friend's generosity""]",2, Austin was always down for a juicy steak feast when his homies took him out to eat at a sick restaurant.  Why did Austin do this? ,"['Build up a tolerance to steak', 'Treat their friend in return', ""Wanted to take advantage of his friend's generosity""]",1,2
1306, The teacher gave Kendall's class a quiz. Kendall knew everything that was asked. How would Kendall feel afterwards? ,"['Despondent', 'Pleased', 'Anxious']",1," The teacher dropped a quiz on Kendall's class and she was like, 'Yo, I got this!' Because she knew all the answers, duh!  How would Kendall feel afterwards? ","['Despondent', 'Pleased', 'Anxious']",1,1
1307, Carson tried to fight Robin last night but decided not to. What will happen to Robin? ,"['They will learn to make better decisions', 'Have a mutual friend to be an intermediary', 'Confide to a mutual friend and reject mediation']",2," Carson was totally planning to battle Robin last night, but then he chickened out at the last second. 😂  What will happen to Robin? ","['They will learn to make better decisions', 'Have a mutual friend to be an intermediary', 'Confide to a mutual friend and reject mediation']",1,0
1308," Weary from the trip, Lee finally reached Jordan's destination. What will Jordan want to do next? ","['Have a rest', 'Go out dancing', 'Drive back home']",1," Exhausted after the long journey, Lee finally arrived at Jordan's final destination.  What will Jordan want to do next? ","['Have a rest', 'Go out dancing', 'Drive back home']",0,0
1309, Cameron rode Jan's motorcycle after being told that she couldn't. How would Jan feel as a result? ,"['Like they knew it would happen', 'Upset at Cameron', 'Okay with it']",1, Cameron was totally rebellious when he rode Jan's motorcycle after she told him not to! 😎  How would Jan feel as a result? ,"['Like they knew it would happen', 'Upset at Cameron', 'Okay with it']",1,1
1310, Casey kept her neighbors up all night by loudly playing reggae music on the stereo. What will happen to Casey? ,"['Have an ambulance arrive', 'Receive a tasty pastry as a gift from their neighbors', 'Have a complaint against them with the apartment complex']",2," Casey was totally blasting reggae tunes all night long and it was so annoying, like, why can't she just chill?  What will happen to Casey? ","['Have an ambulance arrive', 'Receive a tasty pastry as a gift from their neighbors', 'Have a complaint against them with the apartment complex']",1,2
1311, Quinn saw their dog get hit by a car. They cried their eyes out. How would you describe Quinn? ,"['Terrible', 'Sentimental', 'Vengeful']",1, Quinn was totally devastated when they saw their pup get smashed by a car. They bawled their eyes out! 😭  How would you describe Quinn? ,"['Terrible', 'Sentimental', 'Vengeful']",1,1
1312, Aubrey took vitamins during those years and showed others how vitamins can keep on healthy. What will Others want to do next? ,"['Replicate the behavior of Aubrey', 'Tell Aubrey to get them vitamins', 'Ask Aubrey for more vitamins themselves']",2, Aubrey popped vitamins like they were candy and spread the word about how they can keep you feeling fabulous.  What will Others want to do next? ,"['Replicate the behavior of Aubrey', 'Tell Aubrey to get them vitamins', 'Ask Aubrey for more vitamins themselves']",2,0
1313, robin wrapped their arms around Ash's shoulders and went in for a kiss. What will Robin want to do next? ,"['Hurt ash', 'Ask ash on a date', 'Pull away']",1, Robin gave Ash a big hug and planted a smooch on their lips. 💋  What will Robin want to do next? ,"['Hurt ash', 'Ask ash on a date', 'Pull away']",1,1
1314, Jesse went to the zoo with people from church. They saw all the animals in the zoo. How would you describe Jesse? ,"['Inquisitive', 'Excited', 'Wandering']",1, Jesse hit up the zoo with his church squad and they saw like every animal there!  How would you describe Jesse? ,"['Inquisitive', 'Excited', 'Wandering']",1,1
1315, Jan went to work on the morning of the party because she was called in. How would Jan feel afterwards? ,"['Tired', 'Happy', 'Loyal to work']",0," Jan totally busted her butt to get to work that morning because she was like, super duper necessary for the party preparations and stuff.  How would Jan feel afterwards? ","['Tired', 'Happy', 'Loyal to work']",0,0
1316, Carson was in the movie. Carson played a soldier in the war. What will the director want to do next? ,"['Make sure Carson seems like a soldier', 'Win an Academy Award', 'A massive flop']",0, Carson was totally lit in that movie! He totally crushed it as a soldier in the war! 💥🔥  What will the director want to do next? ,"['Make sure Carson seems like a soldier', 'Win an Academy Award', 'A massive flop']",1,1
1317," Aubrey was used to their hometown,but now they lived in Carson's environment. What will Aubrey want to do next? ","['Display anger at Carson', 'Try to meet people', 'Good']",1," Aubrey was digging the new vibes in Carson, it was way more lit than their hometown!  What will Aubrey want to do next? ","['Display anger at Carson', 'Try to meet people', 'Good']",1,1
