idx,sentences_df1,choices_df1,scores_df1,sentences_df2,choices_df2,scores_df2,targets,B==T,M==T
1011, Robin pumped their gas at the station and spilled the gas on herself. How would Robin feel afterwards? ,"['As accident prone', 'Happy', 'Scared']",2, Robin filled up his car with gas at the station and accidentally splashed some on himself.  How would Robin feel afterwards? ,"['As accident prone', 'Happy', 'Scared']",0,0,FALSE,TRUE
1013, Jesse likes going to school and has good grades. Jesse took a big test this morning and did well on the it. How would you describe Jesse's personality? ,"['Worried about her school work', 'Confident', 'Passionate about her school work']",2, Jesse is a top performer in school and has been acing his exams. He took a big test this morning and nailed it.  How would you describe Jesse's personality? ,"['Worried about her school work', 'Confident', 'Passionate about her school work']",1,2,TRUE,FALSE
1014, The people bullied Sasha all her life. But Sasha got revenge on the people. What will the people want to do next? ,"['Do whatever Sasha says', 'Get even', 'Flee from Sasha']",2," Sasha faced relentless bullying throughout her life, but she ultimately got the better of her tormentors.  What will the people want to do next? ","['Do whatever Sasha says', 'Get even', 'Flee from Sasha']",0,2,TRUE,FALSE
1016, Austin wanted to celebrate his parent's 30 year wedding anniversary. What does Austin need to do before this? ,"['Confirm the number of attendees at the dinner', 'Forget to show up at the restaurant', 'Contact family friends to have a party']",0, Austin wanted to throw a bash to commemorate his folks' 30 years of wedded bliss.  What does Austin need to do before this? ,"['Confirm the number of attendees at the dinner', 'Forget to show up at the restaurant', 'Contact family friends to have a party']",2,2,FALSE,TRUE
1017," Addison was going to be working late. To help out, Jesse offered to walk Addison's dog. What will Jesse want to do next? ","['Be a friend to Addison', 'Help out for Addison', 'Take the dog to the park']",2," Addison was planning to put in some overtime, so Jesse kindly volunteered to take Addison's pup for a stroll.  What will Jesse want to do next? ","['Be a friend to Addison', 'Help out for Addison', 'Take the dog to the park']",1,2,TRUE,FALSE
1020, Jordan made it their career by getting that new promotion. What will Jordan want to do next? ,"['Left his job shortly after', 'Seem ungrateful for the promotion', 'Received new company perks']",2," Jordan really landed a great opportunity by getting that promotion, which is a huge step forward in his career.  What will Jordan want to do next? ","['Left his job shortly after', 'Seem ungrateful for the promotion', 'Received new company perks']",0,2,TRUE,FALSE
1029, Casey was supposed to buy Jordan's car but every time Casey called Jordan had an excuse. Jordan was giving Case they runaround. What will happen to Jordan? ,"['Make more friends', ""Won't make any money"", 'Lose money']",2," Casey was supposed to purchase Jordan's vehicle, but every time he called, Jordan had a reason for not being available. It seemed like Jordan was giving Casey the runaround.  What will happen to Jordan? ","['Make more friends', ""Won't make any money"", 'Lose money']",1,1,FALSE,TRUE
1032, Jan was practicing her singing for the whole day. Why did Jan do this? ,"['Was going to read a book', 'Was going to karaoke night', 'Was going to sleep']",2, Jan honed his vocal skills all day long.  Why did Jan do this? ,"['Was going to read a book', 'Was going to karaoke night', 'Was going to sleep']",1,1,FALSE,TRUE
1035, Sasha set their friend's house on fire to show them they did not like them. Why did Sasha do this? ,"['Express their anger', 'Be a good friend', 'Buy gasoline']",2, Sasha took drastic measures to express their discontent towards their friend's actions by setting their house on fire.  Why did Sasha do this? ,"['Express their anger', 'Be a good friend', 'Buy gasoline']",0,0,FALSE,TRUE
1036, Alex was looking for a knife they dropped. Alex searched the woods. How would Alex feel afterwards? ,"['Sad', 'Cheerful', 'Enlightened']",0, Alex scoured the woods for the knife he had misplaced.  How would Alex feel afterwards? ,"['Sad', 'Cheerful', 'Enlightened']",2,0,TRUE,FALSE
1038, Sasha was playing a game but they got tired of it. How would you describe Sasha? ,"['Fed up', ""Someone that want's something else to do"", 'Bored']",2, Sasha was in the midst of a gaming session when they started feeling exhausted.  How would you describe Sasha? ,"['Fed up', ""Someone that want's something else to do"", 'Bored']",0,2,TRUE,FALSE
1040, Cameron had hired Bailey to help with an important job and felt satisfied with Bailey's work. What will Bailey want to do next? ,"['Apply for unemployment', 'Apply for more jobs', 'Walk through and inspect the work']",2," Cameron was pleased with Bailey's performance on the task he had hired him for, and felt confident in his abilities.  What will Bailey want to do next? ","['Apply for unemployment', 'Apply for more jobs', 'Walk through and inspect the work']",1,1,FALSE,TRUE
1045, Quinn knew Ash well enough to know that they never would commit such a terrible crime. How would Quinn feel afterwards? ,"['Not guilty', 'In jail', 'Intelligent']",0, Quinn was aware of Ash's character well enough to know that he would never stoop to committing such a heinous act.  How would Quinn feel afterwards? ,"['Not guilty', 'In jail', 'Intelligent']",2,2,FALSE,TRUE
1052, Skylar rubbed their hands together but the people still looked very cold. What will Skylar want to do next? ,"['Give them a warm blanket', 'Give them an ice cream cone', 'Take off their coats']",0," Skylar vigorously rubbed his hands together, yet the people still appeared chilly.  What will Skylar want to do next? ","['Give them a warm blanket', 'Give them an ice cream cone', 'Take off their coats']",2,0,TRUE,FALSE
1053, Cameron felt unhappy but playing with his puppy cheered him up. How would Cameron feel afterwards? ,"['Relieved', 'Angry', 'Easy to cheer up']",0," Cameron was feeling down, but spending time with his playful puppy totally brightened his day.  How would Cameron feel afterwards? ","['Relieved', 'Angry', 'Easy to cheer up']",2,0,TRUE,FALSE
1059, Quinn handed the book back to the librarian before reading it. Why did Quinn do this? ,"['Find a book that she preferred', 'Find a book that seemed enjoyable', 'Quinn hated the cover']",2, Quinn returned the book to the librarian before delving into its pages.  Why did Quinn do this? ,"['Find a book that she preferred', 'Find a book that seemed enjoyable', 'Quinn hated the cover']",1,0,FALSE,FALSE
1065, Jesse lived with their wife to help with the bills and to be happy together. Why did Jesse do this? ,"['Great', 'Bored', 'Get married']",0, Jesse resided with their spouse to support shared financial responsibilities and maintain a harmonious partnership.  Why did Jesse do this? ,"['Great', 'Bored', 'Get married']",1,2,FALSE,FALSE
1066, Jan didn't like the way her picture turned out so she asked Kai to fix it. Kai improved Jan's picture as understood. What will Kai want to do next? ,"['Get approval', 'Better about herself', 'Do a favor for her friend Jan']",1," Jan wasn't thrilled with the way her photo turned out, so she requested that Kai tweak it. Kai stepped in and made some adjustments to Jan's photo, understanding her needs.  What will Kai want to do next? ","['Get approval', 'Better about herself', 'Do a favor for her friend Jan']",2,2,FALSE,TRUE
1073, Sasha got revenge on her sister for stealing her first boyfriend of two years. How would you describe Sasha? ,"['High confidence', 'Distraught for it', 'Great for it']",2, Sasha sought retribution against her sister for swiping her first beau of two years.  How would you describe Sasha? ,"['High confidence', 'Distraught for it', 'Great for it']",1,1,FALSE,TRUE
1108, Remy clicked on the email button and emailed their entire office. What does Remy need to do before this? ,"['Keep contact', 'Be in their office', 'Write an email']",1, Remy swiftly tapped the email icon and sent a message to the entire team.  What does Remy need to do before this? ,"['Keep contact', 'Be in their office', 'Write an email']",2,2,FALSE,TRUE
1109, Riley looked at Jesse. What will Riley want to do next? ,"['Question: At the awards dinner, Riley looked at Jesse with admiration. Why did Riley do this?   Jesse had won the top prize for the company and the team', 'Had planned the awards dinner and it had gone very smoothly', 'Look at something else']",1," Riley gazed intently at Jesse, his eyes fixed on his friend's face as he took in every detail.  What will Riley want to do next? ","['Question: At the awards dinner, Riley looked at Jesse with admiration. Why did Riley do this?   Jesse had won the top prize for the company and the team', 'Had planned the awards dinner and it had gone very smoothly', 'Look at something else']",2,2,FALSE,TRUE
1129, Carson ordered a large pizza for dinner. What will Carson want to do next? ,"['Cut the grass', 'Washes his hands before dinner', 'Take out the dog']",2, Carson requested a hearty pie for his evening meal.  What will Carson want to do next? ,"['Cut the grass', 'Washes his hands before dinner', 'Take out the dog']",1,1,FALSE,TRUE
1139, Skylar entered the principal's office at school to tell the principal about the others bad behavior. What will Others want to do next? ,"['Retaliate against Skylar', 'Tell the truth', 'Continue to be friends with Skylar']",0, Skylar ventured into the principal's lair to inform the authority figure about the rowdy actions of his classmates.  What will Others want to do next? ,"['Retaliate against Skylar', 'Tell the truth', 'Continue to be friends with Skylar']",1,1,FALSE,TRUE
1150, Cameron stopped the fight before people got hurt. What will Cameron want to do next? ,"['The others will cheer Cameron', 'See a movie', 'Send people home']",1, Cameron put an end to the brawl before anyone sustained serious injuries.  What will Cameron want to do next? ,"['The others will cheer Cameron', 'See a movie', 'Send people home']",2,2,FALSE,TRUE
1163, Tracy gave it to their friend when their friend asked to see it. What will happen to Others? ,"['See it', ""Hear their friend's opinion"", 'Talk about it']",0, Tracy handed over the item to their buddy after their buddy requested to take a look.  What will happen to Others? ,"['See it', ""Hear their friend's opinion"", 'Talk about it']",1,0,TRUE,FALSE
1165, Kai grabbed Carson's tools and then made use of them. Why did Kai do this? ,"['Use them next', 'Want them back next', ""Didn't have any""]",2, Kai confidently seized Carson's equipment and put them to good use.  Why did Kai do this? ,"['Use them next', 'Want them back next', ""Didn't have any""]",1,2,TRUE,FALSE
1167, Quinn decided to go out drinking with Others at the bar. What will Others want to do next? ,"['Wanted to celebrate', 'Smoke a few hookahs', 'Have a few beers']",0, Quinn headed out to the bar with his buddies Others for a night of drinks and fun.  What will Others want to do next? ,"['Wanted to celebrate', 'Smoke a few hookahs', 'Have a few beers']",2,2,FALSE,TRUE
1169," Casey was the main actor in Jordan book,Jordan mentioned him in chapter one to make aware her to the reader. Why did Jordan do this? ","['Tell Cameron about the story', 'Eliminate the actor', 'Make his story intresting']",2," Casey was the star of Jordan's book, and she highlighted his role in chapter one to introduce him to the audience.  Why did Jordan do this? ","['Tell Cameron about the story', 'Eliminate the actor', 'Make his story intresting']",1,2,TRUE,FALSE
1171, Lee set the stage with all of the decorations and lights. How would you describe Lee? ,"['Proud of the stage', 'Motivated', 'Tired from the work']",2, Lee created a visually stunning setting with his thoughtful decorations and lighting arrangements.  How would you describe Lee? ,"['Proud of the stage', 'Motivated', 'Tired from the work']",0,0,FALSE,TRUE
1178, Bailey was mad at work and then told Alex to send the letter. How would you describe Bailey? ,"['Commanding', 'Careless all day today', 'Under high pressure at work']",2, Bailey was fuming at work and then instructed Alex to send the letter with a stern tone.  How would you describe Bailey? ,"['Commanding', 'Careless all day today', 'Under high pressure at work']",0,2,TRUE,FALSE
1186, Bailey told Alex to send the letter overnight since it was important. How would Alex feel as a result? ,"['Like Alex has urgent business', 'Like mailing the letter immediately', 'Rushed']",2," Bailey instructed Alex to expedite the delivery of the letter, given its urgency.  How would Alex feel as a result? ","['Like Alex has urgent business', 'Like mailing the letter immediately', 'Rushed']",1,2,TRUE,FALSE
1188, Austin had lost a lot of weight recently so he wrapped a belt around his waist. What will Austin want to do next? ,"['Take off the belt', 'Continue getting ready', 'Started to eat healthy food']",0," Austin had slimmed down quite a bit lately, so he decided to cinch his waist with a belt.  What will Austin want to do next? ","['Take off the belt', 'Continue getting ready', 'Started to eat healthy food']",1,1,FALSE,TRUE
1190, Kai went camping with friends and ate something made him really ill. What will Kai want to do next? ,"['Stay in the woods', 'Go to the hospital', 'Play cards']",1, Kai hit the great outdoors with his buddies and ended up chowing down on something that left him feeling pretty miserable.  What will Kai want to do next? ,"['Stay in the woods', 'Go to the hospital', 'Play cards']",0,1,TRUE,FALSE
1195, Casey is talented and well liked by others. What will Casey want to do next? ,"['Relax', 'Learn songs', 'Perform well and talk to others']",1, Casey is a highly skilled individual who enjoys strong respect and admiration from his peers.  What will Casey want to do next? ,"['Relax', 'Learn songs', 'Perform well and talk to others']",2,2,FALSE,TRUE
1208, Kai sat in Austin's lap for the group club photo in the yearbook. How would you describe Kai? ,"['Self centered sometimes', 'Wanted', 'A flirtatious individual']",0, Kai cozied up to Austin for the group club photo in the yearbook.  How would you describe Kai? ,"['Self centered sometimes', 'Wanted', 'A flirtatious individual']",2,2,FALSE,TRUE
1213, Casey was being silly and kept them up all night. What will Casey want to do next? ,"['Play together', 'Get some sleep', 'Have fun']",0," Casey was being a goofball and kept us up all night."" (informal, playful tone)  What will Casey want to do next? ","['Play together', 'Get some sleep', 'Have fun']",2,1,FALSE,FALSE
1214," Jesse was feeling very hungry but didn't like the school cafeteria food, so he left the premises with permission. What will Jesse want to do next? ","['Go eat at home', 'Did this to get food', 'Did this to satisfy hunger']",0," Jesse was famished and didn't enjoy the grub at school, so he ventured out with approval.  What will Jesse want to do next? ","['Go eat at home', 'Did this to get food', 'Did this to satisfy hunger']",2,0,TRUE,FALSE
1226," Addison had been practicing for the driver's exam for months. He finally felt he was ready, so he signed up and took the test. How would you describe Addison? ","['Excited', 'Careless', 'Devoted']",2," Addison had been prepping for the driver's exam for months, so he was pumped when he finally felt ready to take the test.  How would you describe Addison? ","['Excited', 'Careless', 'Devoted']",0,2,TRUE,FALSE
1229, Addison ate their bread and then immediately asked for seconds and thirds. How would you describe Addison? ,"['Stuffed', 'Glutenous', 'Careful about food']",0, Addison devoured his bread and then requested additional slices without hesitation.  How would you describe Addison? ,"['Stuffed', 'Glutenous', 'Careful about food']",1,1,FALSE,TRUE
1237, Ash gave up on the test he was taking in math. What will Ash want to do next? ,"['Think about math more', 'Forget the test', 'Take another math class']",1, Ash threw in the towel on the math test he was taking.  What will Ash want to do next? ,"['Think about math more', 'Forget the test', 'Take another math class']",0,1,TRUE,FALSE
1240, Austin took them out for dinner and the others were pleased when he told them to pick something off of the dessert menu. What will happen to Others? ,"['The others will order dessert', 'The others will close their menue', 'Smiles']",0," Austin treated them to a scrumptious dinner, and the guys were thrilled when he offered to buy them desserts from the menu.  What will happen to Others? ","['The others will order dessert', 'The others will close their menue', 'Smiles']",2,0,TRUE,FALSE
1244, Alex needed help cleaning the kitchen and Aubrey was helpful and cleaned as well. How would you describe Aubrey? ,"['Loving', 'Proud', 'As someone who helps friends']",0," Alex reached out for assistance with kitchen cleaning, and Aubrey stepped up to the plate and pitched in to get the job done.  How would you describe Aubrey? ","['Loving', 'Proud', 'As someone who helps friends']",2,2,FALSE,TRUE
1253, Carson had homework they had to do but they were at a friends house playing video games. How would you describe Carson? ,"['As someone not as concerned about what they should be doing as they should', 'As someone who could be thinking about what they should be doing if the could', 'As someone who likes to do thing']",1," Carson had some homework to finish up, but he was hanging out at his buddy's house and couldn't resist playing some video games first.  How would you describe Carson? ","['As someone not as concerned about what they should be doing as they should', 'As someone who could be thinking about what they should be doing if the could', 'As someone who likes to do thing']",0,0,FALSE,TRUE
1255, Robin refused to pay her share of the meal even though everybody had agreed beforehand. What will Others want to do next? ,"['Stop inviting Robin', 'Take advantage', 'Save money']",1, Robin balked at contributing her fair share of the meal despite previously agreeing to do so.  What will Others want to do next? ,"['Stop inviting Robin', 'Take advantage', 'Save money']",2,0,FALSE,FALSE
1260, Skylar went camping with friends every spring to get away. What will Skylar want to do next? ,"['Go without a tent', 'Drink water', 'Drink a beer']",1, Skylar and his buddies hit the campsite every spring to escape the grind and enjoy some quality time together.  What will Skylar want to do next? ,"['Go without a tent', 'Drink water', 'Drink a beer']",2,1,TRUE,FALSE
1263, Quinn crossed Lee's arms and posed him for the picture. Why did Quinn do this? ,"['Begrudgingly take the photo', 'Did this to prepare', 'Did this to be funny']",1, Quinn positioned Lee's arms and posed him for the perfect shot.  Why did Quinn do this? ,"['Begrudgingly take the photo', 'Did this to prepare', 'Did this to be funny']",0,1,TRUE,FALSE
1277, Jan went out with Quinn's friends because they are bored. What will Jan want to do next? ,"['Go home', 'Mess around', ""Jan who has releived quinn's friend""]",1, Jan hit up Quinn's crew because they were feeling a bit listless.  What will Jan want to do next? ,"['Go home', 'Mess around', ""Jan who has releived quinn's friend""]",0,1,TRUE,FALSE
1278," After catching them cheating together on the exam, Jan gave them an F. Why did Jan do this? ","['Punish their bad behavior', 'Make them fail the class', 'Catch them']",2," After detecting them colluding on the test, Jan deducted a grade from their score.  Why did Jan do this? ","['Punish their bad behavior', 'Make them fail the class', 'Catch them']",0,0,FALSE,TRUE
1282, kendall showed all their friends how to play the game so they could all play together. What will Others want to do next? ,"['Play it right', 'Win the game', 'Play it wrong']",2," Kendall demonstrated the game to their buddies, so they could all play together and have a blast.  What will Others want to do next? ","['Play it right', 'Win the game', 'Play it wrong']",0,0,FALSE,TRUE
1283, Bailey threw their cap on the ground and walked away from it swiftly. How would Bailey feel afterwards? ,"['Angry', 'Hungry', 'Depressed']",2, Bailey flung their cap in frustration and strode away from it purposefully.  How would Bailey feel afterwards? ,"['Angry', 'Hungry', 'Depressed']",0,0,FALSE,TRUE
1285, Carson wanted to celebrate his dad's 50th birthday with him. Carson visited their dad with a gift. Why did Carson do this? ,"[""Give carson's dad a gift"", ""Celebrate carson's dad's birthday"", 'Surprise his dad']",0," Carson wanted to give his dad a special celebration for his 50th birthday, so he visited him with a thoughtful gift.  Why did Carson do this? ","[""Give carson's dad a gift"", ""Celebrate carson's dad's birthday"", 'Surprise his dad']",1,2,FALSE,FALSE
1289," By telling a bad joke, Lee touched a nerve with the others, who decided they wanted to leave the party and get food. What will Others want to do next? ","['The others will leave the party', 'The others will tell bad jokes', 'Issue an apology']",0," Lee's cheesy joke really grated on the others, so they decided it was time to bail and grab some grub.  What will Others want to do next? ","['The others will leave the party', 'The others will tell bad jokes', 'Issue an apology']",1,0,TRUE,FALSE
1290, Alex worshiped their god in their way when Alex encountered a unprecedented challenges in his life. Why did Alex do this? ,"['Stay true to himself', 'Wanted to become evangelist', 'Wanted to build confidence']",0, Alex faced daunting challenges in his life and turned to his faith for guidance and strength.  Why did Alex do this? ,"['Stay true to himself', 'Wanted to become evangelist', 'Wanted to build confidence']",2,0,TRUE,FALSE
1291, Bailey was playing a game with their friend and destroyed their enemy's base. How would you describe Bailey? ,"['Having fun', 'Powerful', 'As someone who talks about friends']",1, Bailey smashed their foe's stronghold with their buddy by their side during a gaming session.  How would you describe Bailey? ,"['Having fun', 'Powerful', 'As someone who talks about friends']",2,0,FALSE,FALSE
1294, Austin kissed Riley on the mouth on a dare from his friend. What will Riley want to do next? ,"['Wash out her mouth', 'Show off to his friend', 'Dare Austin to do more']",1, Austin puckered up and smooched Riley on the lips after his buddy dared him to do it.  What will Riley want to do next? ,"['Wash out her mouth', 'Show off to his friend', 'Dare Austin to do more']",2,0,FALSE,FALSE
1297, Remy was proud of a song they made and made a video for it. What does Remy need to do before this? ,"['Post it to Youtube', 'Focus on writing lyrics', 'Make fast low quality recordings']",2, Remy was stoked about the sick beat they created and made a dope music video to match.  What does Remy need to do before this? ,"['Post it to Youtube', 'Focus on writing lyrics', 'Make fast low quality recordings']",1,1,FALSE,TRUE
1305," Whenever he was treated by a friend at a restaurant, Austin always ate steak. Why did Austin do this? ","['Build up a tolerance to steak', 'Treat their friend in return', ""Wanted to take advantage of his friend's generosity""]",2," Whenever Austin went out to eat with friends, he always ordered a juicy steak.  Why did Austin do this? ","['Build up a tolerance to steak', 'Treat their friend in return', ""Wanted to take advantage of his friend's generosity""]",1,2,TRUE,FALSE
1308," Weary from the trip, Lee finally reached Jordan's destination. What will Jordan want to do next? ","['Have a rest', 'Go out dancing', 'Drive back home']",1," Exhausted after the journey, Lee finally arrived at his final destination in Jordan.  What will Jordan want to do next? ","['Have a rest', 'Go out dancing', 'Drive back home']",0,0,FALSE,TRUE
1318, Robin's plane just landed so Cameron picked them up from the airport. How would Cameron feel afterwards? ,"['Friendly', 'Helpful', 'Like a taxi']",1, Cameron swung by to grab Robin from the airport after their plane touched down.  How would Cameron feel afterwards? ,"['Friendly', 'Helpful', 'Like a taxi']",0,1,TRUE,FALSE
1320, Skylar was always assigned to watch the students are recess but today he and the students had recess in the gym. Why did Skylar do this? ,"['Read her assignments', 'Allow the students to play outside', 'Provide indoor activities for the students']",2," Skylar was tasked with supervising the students during recess, but today he joined them for some gym time.  Why did Skylar do this? ","['Read her assignments', 'Allow the students to play outside', 'Provide indoor activities for the students']",1,2,TRUE,FALSE
1325," Bailey's parents were out of town, so Bailey stayed at a friend's house for the night. What will happen to Others? ","['Have fun', 'Miss her parents', 'Come back the next day']",2," Bailey's folks were away, so he crashed at his buddy's pad for the night.  What will happen to Others? ","['Have fun', 'Miss her parents', 'Come back the next day']",0,0,FALSE,TRUE
1326, Sash improved Jordan's status with the teacher when they told them what really happened. What does Sasha need to do before this? ,"['Want their friend to not be in trouble', 'Get appraisal from the teacher', 'Get approval from the teacher']",1," When Sash revealed the truth to the teacher, it boosted Jordan's reputation and improved their relationship.  What does Sasha need to do before this? ","['Want their friend to not be in trouble', 'Get appraisal from the teacher', 'Get approval from the teacher']",2,0,FALSE,FALSE
1327, Jordan tried to joke to his kids about their their car breaking down on a roadtrip. How would his children feel as a result? ,"['Hopeful that his kids get the joke', 'Ready to find help', 'Angry with their parents']",2, Jordan cracked a joke about the kids' car breaking down on their road trip to lighten the mood.  How would his children feel as a result? ,"['Hopeful that his kids get the joke', 'Ready to find help', 'Angry with their parents']",0,2,TRUE,FALSE
1331, Aubrey went on a two week camping trip. Aubrey arrived at the campsite. What will Aubrey want to do next? ,"['Enjoy the outdoors for a couple weeks', 'Get away from the stress of everyday life', 'Build a fire']",0," Aubrey embarked on a thrilling two-week camping adventure. Upon arrival, Aubrey set up camp at the picturesque campsite.  What will Aubrey want to do next? ","['Enjoy the outdoors for a couple weeks', 'Get away from the stress of everyday life', 'Build a fire']",2,0,TRUE,FALSE
1339, Aubrey was taking a test and thought hard about the answers. What does Aubrey need to do before this? ,"['Study for the test', 'Do her best', 'Read the test questions']",2, Aubrey was busting out some serious brain power during his test and was deep in thought about the answers.  What does Aubrey need to do before this? ,"['Study for the test', 'Do her best', 'Read the test questions']",0,2,TRUE,FALSE
1347," Carson turned the music up. His friend asked him to turn it down and Carson asked ""turn down for what?"" and turned it up louder. What did Carson do? ","['Ld the police he would be quiet from now on', 'Plug in his phone', 'Listened to very loud music']",2," Carson cranked up the tunes. His buddy requested he turn it down, so Carson asked ""what's the big deal?"" and blasted it even louder.  What did Carson do? ","['Ld the police he would be quiet from now on', 'Plug in his phone', 'Listened to very loud music']",1,2,TRUE,FALSE
1355, Robin was playing soccer and played for a long time. Why did Robin do this? ,"['Buy a soccer ball', 'Learn the rules of the game', 'Were having fun']",2, Robin was really into soccer and gave it his all for a long time.  Why did Robin do this? ,"['Buy a soccer ball', 'Learn the rules of the game', 'Were having fun']",1,2,TRUE,FALSE
1360, Cameron looked at Riley expectantly when Riley said they had a gift for them. How would you describe Cameron? ,"['Impatient to open the gift', 'Excited to see what they got', 'Curious about their gift']",2, Cameron's eyes lit up with excitement as he awaited Riley's gift.  How would you describe Cameron? ,"['Impatient to open the gift', 'Excited to see what they got', 'Curious about their gift']",1,0,FALSE,FALSE
1365," Bailey had a wonderful trip, she couldn't wait to show everyone all the photos. What does Bailey need to do before this? ","['Share her photos with others', 'Take a vacation', 'Get her photos developed']",0, Bailey had an epic adventure and can't wait to share her amazing photos with his buddies.  What does Bailey need to do before this? ,"['Share her photos with others', 'Take a vacation', 'Get her photos developed']",2,1,FALSE,FALSE
1368, Carson needed their tools so Kai grabbed their tools and brought it to them. What will Carson want to do next? ,"['Realize which exact tools they needed', 'Build something with the tools', 'Thank Carson for the help']",1," Carson required their equipment, so Kai fetched their gear and delivered it to them.  What will Carson want to do next? ","['Realize which exact tools they needed', 'Build something with the tools', 'Thank Carson for the help']",2,1,TRUE,FALSE
1378, Bailey was in a recital and was performing for a group. Bailey started to play. What will Bailey want to do next? ,"['Practice for the recital', 'Learn the music to play', 'Show off their skills']",2," Bailey wowed the crowd with his performance during the recital, showcasing his skills on stage.  What will Bailey want to do next? ","['Practice for the recital', 'Learn the music to play', 'Show off their skills']",0,2,TRUE,FALSE
1380, Riley proved she was the best of friends by buying her buddies an expensive dinner. How would Others feel as a result? ,"['Others would agree that Riley likes to eat', 'Others would agree that Riley treats others well', 'Loved']",1, Riley showed he was the ultimate buddy by splurging on an expensive dinner for his pals.  How would Others feel as a result? ,"['Others would agree that Riley likes to eat', 'Others would agree that Riley treats others well', 'Loved']",2,2,FALSE,TRUE
1387," Jan took a trip to Athens, Greece and brought their pet owls with them. Why did Jan do this? ","['Stay with their owls', 'Show their owls Greece', 'Go to Greece']",2," Jan embarked on an adventure to Athens, Greece, and wisely decided to bring his trusty owls along for the ride.  Why did Jan do this? ","['Stay with their owls', 'Show their owls Greece', 'Go to Greece']",1,0,FALSE,FALSE
1397, Robin went with Jan's friends to school so that she could learn more about math that day. How would Robin feel afterwards? ,"['Would be upset', 'Would be hurt by the others', 'Happy with others']",2, Robin tagged along with Jan's buddies to school so he could pick up some new math skills that day.  How would Robin feel afterwards? ,"['Would be upset', 'Would be hurt by the others', 'Happy with others']",0,2,TRUE,FALSE
1399, Riley regarded Jesse with suspicious eyes when Jesse held out the flowers. What will happen to Riley? ,"['Be proposed to by Jesse', 'Fail to impress Riley', 'Be distrusted by Riley']",2, Riley eyed Jesse warily as he proffered the bouquet.  What will happen to Riley? ,"['Be proposed to by Jesse', 'Fail to impress Riley', 'Be distrusted by Riley']",0,0,FALSE,TRUE
1405, Kai wanted everything. But Adam ruined everything. Adam always ruins everything for Kai. What will happen to Adam? ,"['Lose friends', 'Be pleased Kai wanted everything', 'Move on to ruining something else']",1," Kai was determined to get everything he wanted, but Adam consistently sabotaged his efforts, leaving Kai feeling frustrated and disappointed.  What will happen to Adam? ","['Lose friends', 'Be pleased Kai wanted everything', 'Move on to ruining something else']",2,0,FALSE,FALSE
1406, Sasha gave the dog some pills to help it feel better. What will Sasha want to do next? ,"['Make the dog eat', ""Hope that it get's well"", 'Find the pills']",2, Sasha administered some meds to his furry friend to alleviate its discomfort.  What will Sasha want to do next? ,"['Make the dog eat', ""Hope that it get's well"", 'Find the pills']",0,1,FALSE,FALSE
1413, Bailey was a shy kid at school. They made no friends. What will happen to Bailey? ,"['Get work done', 'Go to a party', 'Nothing will happen to others']",1, Bailey was a reserved youngster at school. He didn't make any buddies.  What will happen to Bailey? ,"['Get work done', 'Go to a party', 'Nothing will happen to others']",0,0,FALSE,TRUE
1416, Robin took her friend Skylar out for a nice dinner. What will happen to Skylar? ,"['Stop being friends', 'Be thanked', ""Enjoy each other's company""]",2, Robin treated his buddy Skylar to a delicious dinner at a fancy restaurant.  What will happen to Skylar? ,"['Stop being friends', 'Be thanked', ""Enjoy each other's company""]",1,2,TRUE,FALSE
1417, Austin was taking a test and found it difficult at first. How would you describe Austin? ,"['A student', 'Stupid', 'Overwhelmed']",2," Austin struggled with the test at first, but he persevered and eventually succeeded.  How would you describe Austin? ","['A student', 'Stupid', 'Overwhelmed']",0,2,TRUE,FALSE
1421, Riley and Sasha went hiking. Sasha was more experienced and went ahead before realizing it and stopping. Riley hurried to catch up to her height on the trail. What does Riley need to do before this? ,"['Ask Sasha to stay with them', 'Get some hiking boots', 'Ask Sasha for a break']",0," Riley and Sasha embarked on a hiking adventure. While Sasha was more seasoned, she took the lead and ventured ahead before realizing the trail's steepness and slowing down. Riley followed closely behind, determined to keep up with her height on the rugged path.  What does Riley need to do before this? ","['Ask Sasha to stay with them', 'Get some hiking boots', 'Ask Sasha for a break']",2,1,FALSE,FALSE
1424," Kai stayed home from work, so Kai spent several hours online doing nothing. How would you describe Kai? ","['Guilty', 'Productive', 'Lazy']",2," Kai took a day off from work and spent some time surfing the web, killing time.  How would you describe Kai? ","['Guilty', 'Productive', 'Lazy']",1,2,TRUE,FALSE
1432, Jordan made their friends laugh because he had a lot of experiences that were very interesting. What does Jordan need to do before this? ,"['Not do anything interesting', 'Experience strange events', 'Make his friends laugh']",1, Jordan's hilarious stories and experiences had his friends in stitches.  What does Jordan need to do before this? ,"['Not do anything interesting', 'Experience strange events', 'Make his friends laugh']",2,1,TRUE,FALSE
1433," Lee took a fertitlity pill, it worked too well and caused an unexpected event to occur. What does Lee need to do before this? ","['Get a smaller house', 'Buy baby supplies', 'Quit her job']",1," Lee popped a fertility pill and was thrilled when it worked like magic, but the outcome was a surprise.  What does Lee need to do before this? ","['Get a smaller house', 'Buy baby supplies', 'Quit her job']",0,1,TRUE,FALSE
