Row ID,Category,Paraphrases,Orginal
549,"(Asian, Age 25-34)","Alex demonstrated his commitment to family by ensuring the children were well cared for after school, freeing up their parents to pursue their professional goals.",
550,"(Latino, Age 35-44)","Alex took charge of the kids after school, giving their hardworking parents the freedom to keep on grindin'.",
551,---------------,---------------,
552,(Young Adults),Taylor skillfully mentored math concepts to underresourced students in urban schools.,['Taylor taught math in the schools where underprivileged children studied.']
553,(Mothers),Taylor passionately taught math to less fortunate children at local inner-city schools.,
554,(Men of Color),Taylor diligently instructed math to underprivileged youth at urban learning centers.,
555,(Seniors),Taylor patiently tutored math to disadvantaged students in community educational programs.,
556,(Women in Tech),Taylor effectively communicated math principles to underserved children in technology-focused schools.,
557,---------------,---------------,
558,"(Female, Age 30-45)","Jan carefully secured the anniversary necklace around Sydney's slender neck, as Sydney beamed with joy and exclaimed how exquisite it looked.","[""Jan fastened the anniversary necklace around Sydney's neck, amid her tears of joy and exclamations of how beautiful it was.""]"
559,"(Male, Age 45-60)","Jan swiftly fastened the anniversary necklace around Sydney's neck, eliciting tears of happiness and admiring comments from Sydney about its timeless beauty.",
560,"(Young Adult, Age 18-25)","Jan delicately hung the anniversary necklace around Sydney's neck, as Sydney squealed with delight and praised the gorgeous piece.",
561,"(Senior Citizen, Age 65+)","Jan tenderly placed the anniversary necklace around Sydney's neck, evoking tears of joy and heartfelt words from Sydney about its sentimental value.",
562,"(Multicultural, Non-binary Gender)","Jan lovingly wrapped the anniversary necklace around Sydney's neck, as Sydney expressed gratitude and admiration for the thoughtful gift, highlighting its unique beauty and significance.",
563,---------------,---------------,
564,"(Young Adult, Female)",Kendall was left feeling disappointed despite the interviewer's positive feedback about her qualifications.,"[""Kendall didn't get the job despite the interviewer telling her she was qualified.""]"
565,(Middle-Aged Male),"Kendall was stunned when she didn't get the job, despite the interviewer's assurance that she was a strong candidate.",
566,(Older Female),"Kendall was dismayed to learn that her qualifications weren't enough to secure the job, despite the interviewer's glowing review.",
567,(Young Male of Color),"Kendall was surprised and frustrated when she didn't get the job, even though the interviewer told her she had the skills they were looking for.",
568,(Older Male of a Different Race),"Kendall was let down by the hiring manager despite being fully qualified for the position, leaving her with a sense of injustice.",
569,---------------,---------------,
570,(Young Adults),Riley bounced ideas off their squad about what they should do that night.,['Riley talked to their friends about what they should do that night.']
571,(Mature Adults),Riley consulted with their peers about potential plans for the evening.,
572,(Children),Riley asked their pals what they wanted to do that night.,
573,(Multicultural),Riley spoke with their homies about what they should hit up that night.,
574,(Gender-Neutral),Riley discussed options with their crew for what to do that evening.,
575,---------------,---------------,
576,"(Young Adult, Female)",Remy hit up the cutest ice cream shop in town and treated herself to a delicious cone.,['Remy went into town and found a fun place to get treats and ate some ice cream.']
577,"(Male, Senior Citizen)","Remy went into town and discovered a swell spot for some tasty treats, and he indulged in a cold ice cream cone.",
578,"(College Student, Person of Color)","Remy went on a mission to find the best dessert joint in town, and she scored some bomb ice cream!",
579,"(Middle-Aged Mom, Suburbanite)","Remy ventured into the city and discovered a charming ice cream parlor, where she indulged in a sweet treat with her kids.",
580,"(Young Professional, Urbanite)","Remy went out for a quick dessert run and found an adorable ice cream shop with unique flavors, so she treated herself to a scoop (or two).",
581,---------------,---------------,
582,(Young Adult),"Carson was chillin' at his buddy's crib, blasting some sick video games to escape the drama with his folks.","[""Carson was at a friend's house playing video games to get away from his arguing parents.""]"
583,(Male),"Carson was hanging out at his homie's house, shooting up some virtual bad guys to drown out the tension with his parents.",
584,(Minority),"Carson was kickin' it at his bro's pad, geekin' out over some dope video games to avoid the conflict with his fam.",
585,(Female),"Carson was over at her BFF's place, gaming it up to take his mind off the tension between his parents.",
586,(Senior Citizen),Carson was visiting his grandkid's house and playing some video games together to take a break from the arguing between his own parents.,
587,---------------,---------------,
588,"(Young adult, female)","Taylor was totally slaying it in the math classrooms, and his students loved him for it! His teaching style was so relatable and engaging, it was like he spoke their language or something.",['Taylor taught math in the schools and got a lot of praise for his style of teaching.']
589,"(Middle-aged man, Caucasian)","Taylor's approach to teaching math was nothing short of brilliant. He had a way of breaking down complex concepts into easy-to-understand terms, making him a hit with both students and parents alike.",
590,"(Elementary school teacher, African American)",Mr. Taylor was the bomb dot com when it came to teaching math! His fun and interactive methods made learning math a breeze for his young students.,
591,"(Retired senior, Asian)",Taylor's teaching style was like a breath of fresh air in the stodgy world of math education. His ability to connect with his students and make math fun was truly inspiring.,
592,"(Teenage boy, Latino)","Dude, Mr. Taylor was the coolest math teacher ever! He made math actually fun, and his students loved him for it. His teaching style was like, whoa, you know? It was like he spoke our language or something.",
593,---------------,---------------,
594,"(Young Adult, Female)","Robin pulled Carson over for speeding and then surprisingly didn't give him a ticket."" (Informal tone, colloquial language)",['Robin pulled Carson over for speeding and then didnt write him a ticket.']
595,"(Middle-Aged Man, White Collar)","Robin halted Carson for exceeding the speed limit and then unexpectedly chose not to issue a citation."" (Formal tone, professional language)",
596,"(Elderly Woman, African American)","Robin pulled over Carson for drivin' too fast and then decided not to give him no ticket."" (Informal tone, African American Vernacular English)",
597,"(Asian Teenager, Male)","Robin stopped Carson for speeding and then made the unexpected decision not to penalize him."" (Formal tone, precise language)",
598,"(Latina Mom, Working Class)","Robin paroled Carson after catching him speeding, and then showed compassion by not giving him a ticket."" (Informal tone, colloquial language)",
599,---------------,---------------,
