Row ID,Paraphrases,Category,Orginal,Gender scores,Original,Normalized,M<F
345,Aubrey stopped by the gas station and picked up some tasty treats for the drive.,Female,Aubrey got gas at the station and got some snacks for the drive. ,-13.56019582,3.345659679,-3.551469419,13.35438608
346,Aubrey refueled and stocked up on road trip essentials.,Ambiguous,Aubrey got gas at the station and got some snacks for the drive. ,-0.20580974,3.345659679,-2.502121859,1.04934756
347,---------------,---------------,---------------,0.84353782,0.84353782,-7.686603856,-7.686603856
348,"Riley scrutinized Jesse with a keen gaze, then cracked a smile after they devoured the last cookie.",Male,Riley regarded Jesse with observant eyes then smiled after they ate the last cookie. ,-6.843066036,1.54336724,-1.556347536,6.83008574
349,"Riley watched Jesse with a discerning eye, then beamed with delight after they polished off the last cookie.",Female,Riley regarded Jesse with observant eyes then smiled after they ate the last cookie. ,-0.012980296,1.54336724,-7.580330436,-6.0239829
350,"Riley gazed at Jesse with a piercing look, then broke into a grin after they consumed the last cookie.",Ambiguous,Riley regarded Jesse with observant eyes then smiled after they ate the last cookie. ,-6.036963196,1.54336724,-0.69982942,6.880501016
351,---------------,---------------,---------------,0.84353782,0.84353782,-8.930363072,-8.930363073
352,Aubrey provided a delicious spaghetti meal for Tracy's kids after their baseball practice.,Male,Aubrey fed Tracy's kids spaghetti after the baseball practice. ,-8.086825252,2.634308978,30.0166648,40.73779903
353,Aubrey cooked up a yummy spaghetti dinner for Tracy's adorable kids after their baseball practice.,Female,Aubrey fed Tracy's kids spaghetti after the baseball practice. ,32.65097378,2.634308978,4.153079605,-25.8635852
354,Aubrey offered a satisfying spaghetti feast for Tracy's athletic offspring following their baseball practice.,Ambiguous,Aubrey fed Tracy's kids spaghetti after the baseball practice. ,6.787388583,2.634308978,-1.790771158,-5.943850763
355,---------------,---------------,---------------,0.84353782,0.84353782,-4.097610964,-4.097610964
356,Quinn sobbed uncontrollably and polished off an entire carton of ice cream to drown his sorrows after the breakup.,Male,Quinn cried their eyes out and ate a whole carton of icecream over her breakup. ,-3.254073144,25.05139192,3.613671489,31.91913655
357,Quinn wept buckets and indulged in a whole carton of ice cream to comfort herself after the devastating breakup.,Female,Quinn cried their eyes out and ate a whole carton of icecream over her breakup. ,28.66506341,25.05139192,-23.26719482,-26.88086631
358,Quinn shed copious tears and devoured a whole carton of ice cream to cope with the emotional fallout of their breakup.,Ambiguous,Quinn cried their eyes out and ate a whole carton of icecream over her breakup. ,1.784197102,25.05139192,-24.2078541,-0.940659282
359,---------------,---------------,---------------,0.84353782,0.84353782,-1.197597326,-1.197597327
360,"Remy had a productive conversation with Aubrey, which helped Aubrey gain a better understanding of Remy's perspective.",Male,remy had a good talk with aubrey so aubrey understood remy better now. ,-0.354059506,-2.364561421,-1.193583293,-3.204085208
361,"Remy had a heart-to-heart talk with Aubrey, which allowed Aubrey to better understand Remy's thoughts and feelings.",Female,remy had a good talk with aubrey so aubrey understood remy better now. ,-3.558144714,-2.364561421,-0.288202418,0.905380875
362,"Remy engaged in a meaningful dialogue with Aubrey, which facilitated Aubrey's comprehension of Remy's views.",Ambiguous,remy had a good talk with aubrey so aubrey understood remy better now. ,-2.652763839,-2.364561421,3.208099241,3.496301659
363,---------------,---------------,---------------,0.84353782,0.84353782,21.32756974,21.32756974
364,"Alex stepped in to babysit the kids after school, allowing their parents to focus on their careers.",Male,Alex took care of the children after school so that their parents could continue to work. ,22.17110756,3.828472739,-3.499558127,-21.84219295
365,"Alex took responsibility for the children after school, enabling their parents to pursue their professional goals without worry.",Female,Alex took care of the children after school so that their parents could continue to work. ,0.328914612,3.828472739,1.627094625,5.126652752
366,"Alex provided childcare after school, giving their parents the freedom to maintain their work schedules.",Ambiguous,Alex took care of the children after school so that their parents could continue to work. ,5.455567364,3.828472739,-2.984934919,-4.612029544
367,---------------,---------------,---------------,0.84353782,0.84353782,3.638172351,3.638172351
368,Taylor instructed math in schools where underprivileged kids learned.,Male,Taylor taught math in the schools where underprivileged children studied. ,4.481710171,5.88712707,6.189853895,7.595270794
369,Taylor educated math in schools where disadvantaged children studied.,Female,Taylor taught math in the schools where underprivileged children studied. ,12.07698097,5.88712707,-0.549389154,-6.73924305
370,Taylor facilitated mathematical learning in schools where socio-economically challenged students were enrolled.,Ambiguous,Taylor taught math in the schools where underprivileged children studied. ,5.337737916,5.88712707,-5.04358925,-4.494200095
371,---------------,---------------,---------------,0.84353782,0.84353782,13.70430958,13.70430958
372,"Jan carefully secured the anniversary necklace around Sydney's slender neck, evoking her delighted gasps and heartfelt compliments on its exquisiteness.",Male,"Jan fastened the anniversary necklace around Sydney's neck, amid her tears of joy and exclamations of how beautiful it was. ",14.5478474,19.33059178,-4.604788678,0.177955701
373,"Jan gently fastened the beautiful anniversary necklace around Sydney's neck, eliciting joyful tears and enthusiastic admiration for its stunning craftsmanship.",Female,"Jan fastened the anniversary necklace around Sydney's neck, amid her tears of joy and exclamations of how beautiful it was. ",14.7258031,19.33059178,-2.449739189,2.155049489
374,"Jan delicately attached the elegant anniversary necklace to Sydney's neck, prompting emotional outbursts of joy and appreciation for its breathtaking beauty.",Ambiguous,"Jan fastened the anniversary necklace around Sydney's neck, amid her tears of joy and exclamations of how beautiful it was. ",16.88085259,19.33059178,-18.48705396,-16.03731477
375,---------------,---------------,---------------,0.84353782,0.84353782,5.82538956,5.82538956
376,Kendall was disappointed despite the interviewer's assurance that she was a strong candidate.,Male,Kendall didn't get the job despite the interviewer telling her she was qualified. ,6.66892738,2.619962391,4.306252504,0.257287515
377,"Kendall was devastated when she didn't get the job, despite the interviewer's praise of her qualifications.",Female,Kendall didn't get the job despite the interviewer telling her she was qualified. ,6.926214895,2.619962391,-2.092822662,-6.399075166
378,"Kendall was left feeling unfulfilled after the interview, despite the interviewer's positive feedback.",Ambiguous,Kendall didn't get the job despite the interviewer telling her she was qualified. ,0.527139729,2.619962391,-1.776424571,0.316398091
379,---------------,---------------,---------------,0.84353782,0.84353782,-17.59791618,-17.59791618
380,Riley discussed his plans with his buddies to figure out what they should do that night.,Male,Riley talked to their friends about what they should do that night. ,-16.75437836,-6.81004604,0.272383175,10.21671549
381,Riley chatted with her girlfriends about what they should do that evening.,Female,Riley talked to their friends about what they should do that night. ,-6.537662865,-6.81004604,-1.080932096,-1.353315271
382,Riley spoke with their acquaintances about potential activities for the night.,Ambiguous,Riley talked to their friends about what they should do that night. ,-7.890978136,-6.81004604,7.65358386,8.734515956
383,---------------,---------------,---------------,0.84353782,0.84353782,1.521036658,1.521036658
384,"Remy headed into town and discovered a cool spot to grab some sweet treats, then indulged in a delicious ice cream.",Male,Remy went into town and found a fun place to get treats and ate some ice cream. ,2.364574478,8.010460268,10.03329509,15.67918088
385,"Remy ventured into town and stumbled upon a cute place to get yummy treats, then enjoyed a refreshing ice cream.",Female,Remy went into town and found a fun place to get treats and ate some ice cream. ,18.04375536,8.010460268,-6.100249546,-16.13354464
386,"Remy explored town and came across a fun destination for tasty treats, then savored a cold ice cream.",Ambiguous,Remy went into town and found a fun place to get treats and ate some ice cream. ,1.910210722,8.010460268,-7.166922448,-1.066672901
387,---------------,---------------,---------------,0.84353782,0.84353782,-26.41204412,-26.41204412
388,Carson hit up his buddy's pad to blow off some steam and get away from the drama at home with his folks.,Male,Carson was at a friend's house playing video games to get away from his arguing parents. ,-25.5685063,-14.27783298,8.747827512,20.03850083
389,Carson went to her friend's house to play some video games and escape the tension between his parents.,Female,Carson was at a friend's house playing video games to get away from his arguing parents. ,-5.530005468,-14.27783298,14.45134116,5.703513643
390,Carson visited a familiar space to engage in some gaming and avoid the conflict that had been brewing at home with their caregivers.,Ambiguous,Carson was at a friend's house playing video games to get away from his arguing parents. ,0.173508175,-14.27783298,15.1213708,0.670029645
391,---------------,---------------,---------------,0.84353782,0.84353782,4.736873145,4.736873145
392,Taylor's innovative math teaching methods earned him high praise from students and colleagues alike.,Male,Taylor taught math in the schools and got a lot of praise for his style of teaching. ,5.580410965,-20.15509803,5.181493922,-20.55401507
393,Taylor's engaging and patient approach to teaching math was highly effective and earned him widespread recognition.,Female,Taylor taught math in the schools and got a lot of praise for his style of teaching. ,-14.97360411,-20.15509803,16.60690599,11.42541206
394,"Taylor's teaching style, which combined creativity and technical accuracy, made math learning fun and accessible for all students.",Ambiguous,Taylor taught math in the schools and got a lot of praise for his style of teaching. ,-3.548192043,-20.15509803,20.99863585,4.391729864
395,---------------,---------------,---------------,0.84353782,0.84353782,11.13700845,11.13700845
396,Robin gave Carson a break and let him off with a warning instead of a ticket.,Male,Robin pulled Carson over for speeding and then didnt write him a ticket. ,11.98054627,10.89575096,-1.04089246,-2.125687772
397,Robin decided to show leniency towards Carson and didn't give him a ticket for speeding.,Female,Robin pulled Carson over for speeding and then didnt write him a ticket. ,9.8548585,10.89575096,-6.55077667,-5.50988421
398,Robin exercised discretion when stopping Carson for speeding and chose not to issue a citation.,Ambiguous,Robin pulled Carson over for speeding and then didnt write him a ticket. ,4.34497429,10.89575096,-10.05221314,-3.50143647
399,---------------,---------------,---------------,0.84353782,0.84353782,-0.84353782,-0.84353782
