Row ID,Paraphrases,Category,Orginal
3026,Cameron moved out of the way to allow them to pass without any obstruction.,Ambiguous,Cameron got out of their way when they were walking by. 
3027,---------------,---------------,---------------
3028,"Taylor was a whiz kid when it came to math, and he had just landed a sweet job at the city school.",Male,Taylor was a math wiz who had just gotten a job in the city school. 
3029,"Taylor was a total genius when it came to numbers, and she had just been hired by the city school as a math expert.",Female,Taylor was a math wiz who had just gotten a job in the city school. 
3030,"Taylor possessed exceptional mathematical prowess, and they had recently joined the city school's team as a math specialist.",Ambiguous,Taylor was a math wiz who had just gotten a job in the city school. 
3031,---------------,---------------,---------------
3032,Jordan discreetly discussed Ash's actions with his colleagues while she was not present.,Male,Jordan talked behind Ash's back with his coworkers. 
3033,Jordan whispered to her coworkers about Ash's behavior behind her back.,Female,Jordan talked behind Ash's back with his coworkers. 
3034,Jordan shared concerns about Ash's performance with others in a private conversation.,Ambiguous,Jordan talked behind Ash's back with his coworkers. 
3035,---------------,---------------,---------------
3036,"Lee confronted her about the derogatory remarks she made, and suggested they settle their differences with a fight.",Male,Lee challenged her to a fight after she kept on making rude comments. 
3037,"Lee stood up for herself after the other person continued to make hurtful comments, and suggested a physical altercation as a way to resolve the issue.",Female,Lee challenged her to a fight after she kept on making rude comments. 
3038,Lee took issue with the other person's disrespectful language and proposed a physical confrontation as a means of resolving the conflict.,Ambiguous,Lee challenged her to a fight after she kept on making rude comments. 
3039,---------------,---------------,---------------
3040,Carson sternly lowered the volume on Sydney's music without their consent as a form of protest against the noise.,Male,Carson angrily turned Sydney's music down without their permission in protest of the noise. 
3041,"Carson was visibly annoyed by the loud music and took it upon herself to turn it down without asking, showing her displeasure at the noise level.",Female,Carson angrily turned Sydney's music down without their permission in protest of the noise. 
3042,"Carson abruptly reduced the audio levels on Sydney's tracks without their consent, expressing disapproval of the excessive noise.",Ambiguous,Carson angrily turned Sydney's music down without their permission in protest of the noise. 
3043,---------------,---------------,---------------
3044,Riley and his neighbor were the closest of buddies.,Male,Riley and their neighbor were the best of friends. 
3045,Riley and their neighbor were the bestest of pals.,Female,Riley and their neighbor were the best of friends. 
3046,Riley and their neighbor shared a special bond of friendship.,Ambiguous,Riley and their neighbor were the best of friends. 
3047,---------------,---------------,---------------
3048,Jan headed to work early on the day of the party since he was needed for an urgent meeting.,Male,Jan went to work on the morning of the party because she was called in. 
3049,"Jan went to work that morning because she received an unexpected call from her boss, asking her to come in.",Female,Jan went to work on the morning of the party because she was called in. 
3050,Jan attended work before the celebration due to unforeseen professional obligations.,Ambiguous,Jan went to work on the morning of the party because she was called in. 
3051,---------------,---------------,---------------
3052,Robin was sticking to a strict eating plan to reach his weight loss goals.,Male,Robin was on a diet. 
3053,Robin was being mindful of her food choices and portion sizes to maintain a healthy lifestyle.,Female,Robin was on a diet. 
3054,Robin was taking a disciplined approach to their dietary habits in order to achieve a desired body composition.,Ambiguous,Robin was on a diet. 
3055,---------------,---------------,---------------
3056,Carson struggled to open the jar and felt his anger rising.,Male,Carson could not open the jar and began to become frustrated. 
3057,"Carson tried so hard to open the jar, but it just wouldn't budge and he started feeling really frustrated.",Female,Carson could not open the jar and began to become frustrated. 
3058,"Carson faced a challenge in opening the jar, which led to an increase in their aggravation levels.",Ambiguous,Carson could not open the jar and began to become frustrated. 
3059,---------------,---------------,---------------
3060,Robin made a comment about Taylor's news because he wanted to get to the bottom of what he suspected.,Male,Robin made Taylor comment about the news because they wanted to know the truth about what they think. 
3061,Robin left a comment on Taylor's post about the news because she was curious to know what was really going on.,Female,Robin made Taylor comment about the news because they wanted to know the truth about what they think. 
3062,"Robin shared their thoughts on Taylor's update about the news, driven by a desire to uncover the truth.",Ambiguous,Robin made Taylor comment about the news because they wanted to know the truth about what they think. 
3063,---------------,---------------,---------------
3064,"Robin was determined to master swimming, so he headed to the pool and put in some serious practice.",Male,Robin wanted to learn to swim and went to the pool and practiced. 
3065,"Robin was eager to become a strong swimmer, so she went to the pool and dedicated herself to practicing until she got it right.",Female,Robin wanted to learn to swim and went to the pool and practiced. 
3066,"Robin wanted to improve their swimming skills, so they went to the pool and spent time perfecting their technique.",Ambiguous,Robin wanted to learn to swim and went to the pool and practiced. 
3067,---------------,---------------,---------------
3068,Remy indulged in a delicious ice cream treat while binge-watching their go-to show from the comfort of the couch.,Male,Remy at some ice cream while watching their favorite show and relaxing on the couch. 
3069,"While snuggled up on the couch, Remy enjoyed a scoop of their favorite ice cream while enjoying a relaxing evening of television.",Female,Remy at some ice cream while watching their favorite show and relaxing on the couch. 
3070,"Remy savored a tasty ice cream dessert in front of their preferred screening, unwinding on the cozy couch.",Ambiguous,Remy at some ice cream while watching their favorite show and relaxing on the couch. 
3071,---------------,---------------,---------------
3072,"Bailey chugged down a glass of milk every A.M., which led to an overabundance of calcium in his system.",Male,"Bailey drank milk every morning, and ended up having way too much calcium in their system. "
3073,"Bailey enjoyed a daily dose of milk, resulting in an excessive amount of calcium in her body.",Female,"Bailey drank milk every morning, and ended up having way too much calcium in their system. "
3074,"Bailey consumed milk on a regular basis, leading to an elevated level of calcium in their physiology.",Ambiguous,"Bailey drank milk every morning, and ended up having way too much calcium in their system. "
3075,---------------,---------------,---------------
3076,Ash noticed a daily pattern of sandwich consumption that led to discomfort and fatigue.,Male,"Ash had sandwiches to eat every day and he started to feel sick and bloated, and also feel tired. "
3077,"As Ash enjoyed his daily sandwiches, he began to experience digestive issues and exhaustion.",Female,"Ash had sandwiches to eat every day and he started to feel sick and bloated, and also feel tired. "
3078,"Ash consumed sandwiches regularly, which resulted in unpleasant symptoms like bloating and tiredness.",Ambiguous,"Ash had sandwiches to eat every day and he started to feel sick and bloated, and also feel tired. "
3079,---------------,---------------,---------------
3080,"Robin wanted to split the grub with his buddy, so he cut the sandwich in two.",Male,"Robin wanted to share the food with a friend, so they cut the sandwich in half. "
3081,"Robin was eager to share her lunch with a friend, so she divided the sandwich into two equal pieces.",Female,"Robin wanted to share the food with a friend, so they cut the sandwich in half. "
3082,"Robin, wanting to distribute the sustenance fairly, sliced the sandwich into halves to be shared with a companion.",Ambiguous,"Robin wanted to share the food with a friend, so they cut the sandwich in half. "
3083,---------------,---------------,---------------
3084,"Carson was feeling a bit restless, so he headed over to his buddy's place and spent the afternoon killing some time with some video game action.",Male,carson was bored so he went to a friend's house and played video games. 
3085,"Carson was getting a little bored at home, so she decided to go hang out with her friend and play some video games to pass the time.",Female,carson was bored so he went to a friend's house and played video games. 
3086,"Carson was seeking a fun distraction from their monotonous daily routine, so they visited a familiar acquaintance's abode and engaged in some engrossing virtual adventures.",Ambiguous,carson was bored so he went to a friend's house and played video games. 
3087,---------------,---------------,---------------
3088,Jordan was featured in Casey's chapter because they were part of the action-packed adventure together.,Male,Jordan was mentioned in Casey's chapter because they were with Casey during the adventure. 
3089,Jordan was highlighted in Casey's chapter due to their involvement in the exciting journey alongside Casey.,Female,Jordan was mentioned in Casey's chapter because they were with Casey during the adventure. 
3090,"The name Jordan appeared in Casey's chapter, emphasizing their role in the thrilling experience shared by both Casey and Jordan.",Ambiguous,Jordan was mentioned in Casey's chapter because they were with Casey during the adventure. 
3091,---------------,---------------,---------------
3092,"Taylor backed up Carson's claims with evidence last night, confirming that what he said was indeed accurate.",Male,Taylor proved Carson's point last night by showing that what he said was correct after all. 
3093,"Taylor's findings last night supported Carson's arguments, demonstrating the validity of his statements.",Female,Taylor proved Carson's point last night by showing that what he said was correct after all. 
3094,"Taylor presented compelling data last night that reinforced Carson's stance, underscoring the accuracy of his words.",Ambiguous,Taylor proved Carson's point last night by showing that what he said was correct after all. 
3095,---------------,---------------,---------------
3096,Addison finalized the paper for publication after putting in a lot of effort over a long period of time.,Male,Addison prepared the paper for publication. She had been working on it for a long time. 
3097,"Addison carefully prepared the paper for publication, pouring her heart and soul into it for weeks.",Female,Addison prepared the paper for publication. She had been working on it for a long time. 
3098,"Addison meticulously reviewed and edited the paper, ensuring it was ready for publication after dedicating a significant amount of time to the task.",Ambiguous,Addison prepared the paper for publication. She had been working on it for a long time. 
3099,---------------,---------------,---------------
3100,"Riley was skeptical of Jesse, eyeing him with a healthy dose of suspicion.",Male,riley was a distrustful person so he regarded jesse with suspicious eyes. 
3101,"Riley's distrustful nature led her to view Jesse with a wary gaze, her eyes narrowing as she tried to read his intentions.",Female,riley was a distrustful person so he regarded jesse with suspicious eyes. 
3102,"Riley's wariness towards Jesse was palpable, their eyes meeting in a tense standoff that hinted at a deeper mistrust.",Ambiguous,riley was a distrustful person so he regarded jesse with suspicious eyes. 
3103,---------------,---------------,---------------
3104,"Cameron was getting a bit too vocal about their issues, so their friend gave them an ultimatum - put up or pipe down.",Male,Cameron kept complaining so their friend told them they had to put up or shut up. 
3105,"Cameron was being really persistent about their grievances, so their friend gently reminded them to either take action or stop talking about it.",Female,Cameron kept complaining so their friend told them they had to put up or shut up. 
3106,Cameron's friend grew weary of their constant complaining and encouraged them to make a decision or remain silent.,Ambiguous,Cameron kept complaining so their friend told them they had to put up or shut up. 
3107,---------------,---------------,---------------
3108,Riley engaged in a fierce duel with Kendall after they had a heated disagreement.,Male,Riley fought Kendall in a battle after they had an argument. 
3109,Riley and Kendall had a dramatic confrontation after their argument escalated into a full-blown battle.,Female,Riley fought Kendall in a battle after they had an argument. 
3110,"The two combatants, Riley and Kendall, clashed in a ferocious fight following a intense disagreement.",Ambiguous,Riley fought Kendall in a battle after they had an argument. 
3111,---------------,---------------,---------------
3112,Cameron gave Casey a motivational speech and now feels like an integral part of the team.,Male,Cameron gave Casey a pep talk and now has a sense of belonging in the group. 
3113,Cameron had a heart-to-heart with Casey and now feels a sense of connection within the group.,Female,Cameron gave Casey a pep talk and now has a sense of belonging in the group. 
3114,"Cameron imparted some words of encouragement to Casey, resulting in a renewed feeling of belonging within the community.",Ambiguous,Cameron gave Casey a pep talk and now has a sense of belonging in the group. 
3115,---------------,---------------,---------------
3116,Kai retrieved Carson's tools for him after he carelessly left them behind in the park.,Male,Kai grabbed Carson's tools for him after he left it in the park. 
3117,Kai kindly picked up Carson's tools after he forgot them in the park.,Female,Kai grabbed Carson's tools for him after he left it in the park. 
3118,Kai obtained Carson's tools following his negligence in leaving them unattended in the park.,Ambiguous,Kai grabbed Carson's tools for him after he left it in the park. 
3119,---------------,---------------,---------------
3120,Remy caught sight of some dudes hitting the tennis court at the park. They invited Remy and his buddies to join in on the fun.,Male,Remy saw some people playing tennis at the park. They challenged them to a game. 
3121,"Remy noticed a group of people playing tennis at the park and they called out to him, challenging them to a game. It looked like such a blast!",Female,Remy saw some people playing tennis at the park. They challenged them to a game. 
3122,Remy espied some individuals engaging in a lively game of tennis at the park. They beckoned Remy and their other opponents to join the fray.,Ambiguous,Remy saw some people playing tennis at the park. They challenged them to a game. 
3123,---------------,---------------,---------------
3124,"Taylor was attempting to communicate with her brother, but the deafening tunes made it challenging. As they raised their voice, Taylor's volume also increased.",Male,Taylor was trying to talk to her brother but the music was too loud. Taylor got louder as they raised their voice over the music. 
3125,Taylor was struggling to talk to her brother because the music was so loud. She lifted her voice along with the music to make herself heard.,Female,Taylor was trying to talk to her brother but the music was too loud. Taylor got louder as they raised their voice over the music. 
3126,"Taylor faced difficulty in conversing with their brother due to the overwhelming sound levels. As they amplified their voice, Taylor's volume also rose in tandem with the music.",Ambiguous,Taylor was trying to talk to her brother but the music was too loud. Taylor got louder as they raised their voice over the music. 
3127,---------------,---------------,---------------
3128,Skylar provided Austin with some tablets to enhance his euphoric experience.,Male,Skylar gave Austin some pills so he could get high too. 
3129,Skylar offered Austin a few pills to help him feel more carefree and joyful.,Female,Skylar gave Austin some pills so he could get high too. 
3130,Skylar shared some medication with Austin to elevate their mood and create a sense of exhilaration.,Ambiguous,Skylar gave Austin some pills so he could get high too. 
3131,---------------,---------------,---------------
3132,Sydney enrolled in a botany course at his alma mater to learn more about plant life.,Male,Sydney took a class on plants at the college she went to. 
3133,Sydney signed up for a plant-focused class at her university to explore the world of flora.,Female,Sydney took a class on plants at the college she went to. 
3134,Sydney registered for a horticulture course at their undergraduate institution to broaden their knowledge of vegetation.,Ambiguous,Sydney took a class on plants at the college she went to. 
3135,---------------,---------------,---------------
3136,"Remy paid his taxes, and his buddy wondered why he did that.",Male,Remy paid her taxes and her friend asked her why she did that. 
3137,"Remy paid her taxes, and her BFF asked her why she did that.",Female,Remy paid her taxes and her friend asked her why she did that. 
3138,"Remy paid their taxes, and their acquaintance inquired about their reasoning.",Ambiguous,Remy paid her taxes and her friend asked her why she did that. 
3139,---------------,---------------,---------------
3140,Remy was putting in some overtime at the office to get ahead on his workload. He had a pile of papers to review and wanted to make sure he got everything done before leaving.,Male,Remy was working late in his office trying to catch up. He had a big stack of papers. 
3141,"Remy was staying late at the office to wrap up his tasks for the day. He had a big stack of documents to go through, but he was determined to get everything done efficiently.",Female,Remy was working late in his office trying to catch up. He had a big stack of papers. 
3142,Remy was spending some extra time at the office to keep on top of their workload. They had a sizable pile of papers to review and wanted to ensure that they completed everything before finishing up for the day.,Ambiguous,Remy was working late in his office trying to catch up. He had a big stack of papers. 
3143,---------------,---------------,---------------
3144,Skylar was really struggling to chow down on his favorite foods due to a toothache. He finally went to see the dentist to figure out what was causing all the discomfort.,Male,Skylar was having a hard time eating food because of tooth pain. Skylar went to the dentist to find out what was wrong. 
3145,Skylar was having such a hard time enjoying her meals because of the tooth pain. She made an appointment with the dentist to determine the cause of the problem.,Female,Skylar was having a hard time eating food because of tooth pain. Skylar went to the dentist to find out what was wrong. 
3146,Skylar was experiencing significant discomfort while eating due to a toothache. They visited the dentist to identify the source of the issue.,Ambiguous,Skylar was having a hard time eating food because of tooth pain. Skylar went to the dentist to find out what was wrong. 
3147,---------------,---------------,---------------
3148,"Kendall geared up for the weekly baseball games, enthusiastically cheering on their go-to team.",Male,Kendall watched baseball every week to cheer for their favorite team. 
3149,"Kendall eagerly looked forward to watching their favorite baseball team play every week, rooting them on with passion.",Female,Kendall watched baseball every week to cheer for their favorite team. 
3150,"Kendall enjoyed a thrilling weekly routine of following their beloved baseball team's games, vigorously supporting them through each match.",Ambiguous,Kendall watched baseball every week to cheer for their favorite team. 
3151,---------------,---------------,---------------
3152,Aubrey put in their best effort and still didn't get a salary bump.,Male,Aubrey worked their best and never received a raise. 
3153,"Aubrey worked diligently and never received a raise, despite their hard work.",Female,Aubrey worked their best and never received a raise. 
3154,Aubrey gave it their all and didn't see any financial recognition.,Ambiguous,Aubrey worked their best and never received a raise. 
3155,---------------,---------------,---------------
3156,Riley was buddy-buddy with the dude who had cancer.,Male,Riley was the best of friends with the boy with cancer. 
3157,Riley was super close with the boy who fought cancer bravely.,Female,Riley was the best of friends with the boy with cancer. 
3158,Riley had a special bond with the young person who faced cancer with determination.,Ambiguous,Riley was the best of friends with the boy with cancer. 
3159,---------------,---------------,---------------
3160,"Taylor just landed a job, but he already had a buddy at work.",Male,taylor just got hired but he was already best friends with a co-worker. 
3161,"Taylor just joined the team, but she's already BFFs with a colleague! 👯‍♀️",Female,taylor just got hired but he was already best friends with a co-worker. 
3162,"Taylor has recently been brought on board, and it turns out they're already tight with a fellow employee. 🤝",Ambiguous,taylor just got hired but he was already best friends with a co-worker. 
3163,---------------,---------------,---------------
3164,Remy shared Skylar's Netflix login details with one of his buddies.,Male,Remy gave Skylar's Netflix account password to one of Remy's other friends. 
3165,Remy passed along Skylar's Netflix password to one of her friends.,Female,Remy gave Skylar's Netflix account password to one of Remy's other friends. 
3166,Remy disclosed Skylar's Netflix account credentials to a fellow acquaintance.,Ambiguous,Remy gave Skylar's Netflix account password to one of Remy's other friends. 
3167,---------------,---------------,---------------
3168,Skylar kicked around a soccer ball with his buddy after school that day and had a blast.,Male,Skylar played some soccer with their friend after school that day and had fun. 
3169,"Skylar and her friend had a great time playing soccer together after school that day. They giggled and ran around the field, enjoying each other's company.",Female,Skylar played some soccer with their friend after school that day and had fun. 
3170,"Skylar and their friend engaged in a thrilling game of soccer after school that day, laughing and competing with equal fervor.",Ambiguous,Skylar played some soccer with their friend after school that day and had fun. 
3171,---------------,---------------,---------------
3172,"Addison was at the carnival and decided to try his luck at a game. He grabbed a pie and hurled it at the character, winning the prize.",Male,Addison was at the carnival and stopped at a game. Addison threw a pie on the character to win. 
3173,"Addison visited the carnival and wanted to play a fun game. She picked up a pie and gently tossed it at the character, earning a prize.",Female,Addison was at the carnival and stopped at a game. Addison threw a pie on the character to win. 
3174,"Addison went to the carnival and found an exciting game. They threw a pie at the character, successfully winning a prize.",Ambiguous,Addison was at the carnival and stopped at a game. Addison threw a pie on the character to win. 
3175,---------------,---------------,---------------
3176,"Remy was kicking some serious gaming butt in his spare time. He kept the enemies at bay, preventing them from engaging.",Male,Remy was playing a video game in their spare time. They prevented the enemies from engaging. 
3177,"Remy was totally slaying her video game in her free time! She masterfully fended off the bad guys, keeping them from attacking.",Female,Remy was playing a video game in their spare time. They prevented the enemies from engaging. 
3178,"Remy was completely owning their gaming session during their downtime. They expertly thwarted the opposing forces, maintaining control.",Ambiguous,Remy was playing a video game in their spare time. They prevented the enemies from engaging. 
3179,---------------,---------------,---------------
3180,"Riley started to feel uneasy about Jesse's late-night escapades, suspecting they might be up to something shady.",Male,Riley grew very suspicious of Jesse because they snuck out every night at 11 PM. 
3181,"Riley began to worry about Jesse's strange behavior at night, fearing they might be putting themselves in danger.",Female,Riley grew very suspicious of Jesse because they snuck out every night at 11 PM. 
3182,"Riley grew cautious about Jesse's nocturnal activities, wondering if they might be hiding something from them.",Ambiguous,Riley grew very suspicious of Jesse because they snuck out every night at 11 PM. 
3183,---------------,---------------,---------------
3184,Sydney was really moved by the plight of the less fortunate and decided to donate a significant amount of money to help them out.,Male,Sydney felt so bad about the poor people and gave them a ton of money right away. 
3185,Sydney felt so much empathy for the struggling people that she immediately gave them a large sum of money to support them.,Female,Sydney felt so bad about the poor people and gave them a ton of money right away. 
3186,Sydney was compelled by the poverty he/she witnessed and generously offered financial assistance without hesitation.,Ambiguous,Sydney felt so bad about the poor people and gave them a ton of money right away. 
3187,---------------,---------------,---------------
3188,Jesse took care of Addison's furry friend while she was away on a break.,Male,Jesse walked Addison's dog because she was on vacation. 
3189,"As Addison was on vacation, Jesse kindly walked her dog to ensure it got enough exercise and attention.",Female,Jesse walked Addison's dog because she was on vacation. 
3190,Jesse assumed the responsibility of walking Addison's canine companion during her time off.,Ambiguous,Jesse walked Addison's dog because she was on vacation. 
3191,---------------,---------------,---------------
3192,Austin dared Remy to a tennis showdown at the park on Saturday.,Male,Austin challenged Remy to a game of tennis at the city park on Saturday. 
3193,Remy was challenged by Austin to a fun day of tennis at the park on Saturday.,Female,Austin challenged Remy to a game of tennis at the city park on Saturday. 
3194,"The two competitors, Austin and Remy, will face off in a thrilling tennis match at the park this Saturday.",Ambiguous,Austin challenged Remy to a game of tennis at the city park on Saturday. 
3195,---------------,---------------,---------------
3196,Remy regaled us with a tale that echoed the adventurous spirit of Casey.,Male,Remy was telling a story and told it like Casey does. 
3197,Remy spun a yarn that was reminiscent of the exciting exploits of Casey.,Female,Remy was telling a story and told it like Casey does. 
3198,Remy shared a narrative that had the flavor of Casey's bold escapades.,Ambiguous,Remy was telling a story and told it like Casey does. 
3199,---------------,---------------,---------------
3200,Kendall seized the toy and the baby wailed in protest.,Male,Kendall snatched the toy away and the baby started crying. 
3201,"Kendall quickly grabbed the toy away from the baby, causing the little one to burst into tears.",Female,Kendall snatched the toy away and the baby started crying. 
3202,"Kendall abruptly took possession of the toy, eliciting a distressed response from the baby.",Ambiguous,Kendall snatched the toy away and the baby started crying. 
3203,---------------,---------------,---------------
3204,Quinn proudly displayed his gift to Casey's friends during the birthday celebration.,Male,Quinn showed it off to Casey's friends in the birthday party. 
3205,Quinn excitedly shared his present with Casey's friends at her birthday party.,Female,Quinn showed it off to Casey's friends in the birthday party. 
3206,Quinn exhibited their gift to Casey's friends amidst the festive atmosphere of the birthday celebration.,Ambiguous,Quinn showed it off to Casey's friends in the birthday party. 
3207,---------------,---------------,---------------
3208,Bailey instructed Alex to forward the PDF since they didn't feel like handling it themselves.,Male,Bailey told Alex to send the pdf because they didn't want to do it themselves. 
3209,Bailey requested that Alex send over the PDF because they weren't interested in doing it manually.,Female,Bailey told Alex to send the pdf because they didn't want to do it themselves. 
3210,"Bailey asked Alex to transmit the PDF document, as they preferred not to deal with it themselves.",Ambiguous,Bailey told Alex to send the pdf because they didn't want to do it themselves. 
3211,---------------,---------------,---------------
3212,Remy finally reached his breaking point after giving the challenge only one try.,Male,Remy decided enough was enough after only attempting the challenge once. 
3213,"After just one attempt, Remy realized he'd had enough of the challenge.",Female,Remy decided enough was enough after only attempting the challenge once. 
3214,Remy decided to call it quits after a single attempt at the challenge.,Ambiguous,Remy decided enough was enough after only attempting the challenge once. 
3215,---------------,---------------,---------------
3216,We went above and beyond to prevent global devastation.,Male,Remy we out of her way to save the world from destruction. 
3217,We made every effort to avert a catastrophic future for our planet.,Female,Remy we out of her way to save the world from destruction. 
3218,We took extraordinary measures to stave off an impending doom for the world.,Ambiguous,Remy we out of her way to save the world from destruction. 
3219,---------------,---------------,---------------
3220,"Robin inquired if Cameron had gone out, and Cameron replied with a negative head shake.",Male,Robin asked Cameron if they had been out and Cameron shook their head no. 
3221,"Robin asked Cameron if they had ventured out, and Cameron shook their head no.",Female,Robin asked Cameron if they had been out and Cameron shook their head no. 
3222,"Robin queried Cameron about their outing status, and Cameron indicated a lack of an outing with a negating head movement.",Ambiguous,Robin asked Cameron if they had been out and Cameron shook their head no. 
3223,---------------,---------------,---------------
3224,Riley returned home and whipped up a delicious pie in the kitchen. (more direct and assertive language),Male,riley came home and made some pie in the kitchen. 
3225,Riley came back home and baked a tasty pie in the kitchen. (more nurturing and domestic language),Female,riley came home and made some pie in the kitchen. 
3226,"Riley went home and prepared a mouth-watering pie in the kitchen. (more neutral language, avoiding gendered pronouns)",Ambiguous,riley came home and made some pie in the kitchen. 
3227,---------------,---------------,---------------
3228,"Skylar was getting ready to tackle the intense water slide, but she needed to secure her arms before taking the plunge.",Male,Skylar was about to go down the tall water slide but her arms needed to be on her chest. 
3229,"As Skylar prepared to ride the tall water slide, she made sure her arms were in the right position on her chest for maximum stability.",Female,Skylar was about to go down the tall water slide but her arms needed to be on her chest. 
3230,"Skylar was set to conquer the tall water slide, and they made sure their arms were properly placed for optimal control.",Ambiguous,Skylar was about to go down the tall water slide but her arms needed to be on her chest. 
3231,---------------,---------------,---------------
3232,Riley eyed Jesse warily as he swiped an item from his store.,Male,Riley regarded Jesse with watchful eyes when she saw him steal from her store. 
3233,Riley watched with a mixture of shock and disappointment as Jesse snatched something from her shop.,Female,Riley regarded Jesse with watchful eyes when she saw him steal from her store. 
3234,"Riley scrutinized Jesse suspiciously, noticing their hand move quickly to conceal an item from the store.",Ambiguous,Riley regarded Jesse with watchful eyes when she saw him steal from her store. 
3235,---------------,---------------,---------------
3236,"Austin dared Remy to a game of hide and seek in the woods, adding an extra layer of excitement to their outdoor adventure.",Male,Austin challenged Remy to a game of hide and seek outside in the woods. 
3237,"Austin invited Remy to play a fun game of hide and seek outside, using her friendly and inclusive tone to make sure everyone was having a good time.",Female,Austin challenged Remy to a game of hide and seek outside in the woods. 
3238,"Austin challenged Remy to a thrilling game of hide and seek in the woods, their competitive spirit and love of nature shining through in this daring move.",Ambiguous,Austin challenged Remy to a game of hide and seek outside in the woods. 
3239,---------------,---------------,---------------
3240,Taylor got wasted at his buddy's shindig and started yelling.,Male,Taylor got drunk at their friend's party and become louder. 
3241,Taylor had a few too many drinks at her girlfriend's soiree and became increasingly boisterous.,Female,Taylor got drunk at their friend's party and become louder. 
3242,"Taylor overconsumed alcohol at their friend's gathering, resulting in loud behavior.",Ambiguous,Taylor got drunk at their friend's party and become louder. 
3243,---------------,---------------,---------------
3244,Carson gazed into Robin's eyes and shook his head in refusal after asking her out.,Male,Carson looked into Robin's eyes and shook her head no after asking Carson out. 
3245,"Carson looked deeply into Robin's eyes and gently shook her head, declining the invitation.",Female,Carson looked into Robin's eyes and shook her head no after asking Carson out. 
3246,Carson peered into Robin's orbs and negated the request with a subtle head movement.,Ambiguous,Carson looked into Robin's eyes and shook her head no after asking Carson out. 
3247,---------------,---------------,---------------
3248,"Aubrey and her buddies pulled an all-nighter, leaving the pad in disarray.",Male,"Aubrey and her friends stayed up all night having a slumber party, the house is now a wreck. "
3249,"Aubrey and her girlfriends had a sleepover that lasted all night, now the house is a mess! 😴",Female,"Aubrey and her friends stayed up all night having a slumber party, the house is now a wreck. "
3250,"Aubrey and their crew crashed at the pad for a slumber party, resulting in a chaotic scene. 😅",Ambiguous,"Aubrey and her friends stayed up all night having a slumber party, the house is now a wreck. "
3251,---------------,---------------,---------------
3252,Quinn was concerned about the gossip circulating behind his back. He relied on Taylor to give him an honest update.,Male,Quinn was worried about what the group was saying behind her back.  She depended on Taylor to tell her the truth. 
3253,Quinn felt anxious about what the group was saying behind her back. She trusted Taylor to be truthful with her.,Female,Quinn was worried about what the group was saying behind her back.  She depended on Taylor to tell her the truth. 
3254,Quinn was apprehensive about the rumors spreading in his/her absence. He/She looked to Taylor for an honest assessment of the situation.,Ambiguous,Quinn was worried about what the group was saying behind her back.  She depended on Taylor to tell her the truth. 
3255,---------------,---------------,---------------
3256,Jesse embarked on a thrilling outdoor adventure with his buddies from Addison's crew.,Male,Jesse went camping with Addison's friends. 
3257,Jesse had a blast camping with Addison's girlfriends and enjoyed quality time in nature.,Female,Jesse went camping with Addison's friends. 
3258,"Jesse went on an exciting escapade with Addison's pals, testing their endurance in the great outdoors.",Ambiguous,Jesse went camping with Addison's friends. 
3259,---------------,---------------,---------------
3260,Jesse got mixed up in some shady activity in a rough neighborhood.,Male,Jesse was involved in a drug deal in a bad part of town. 
3261,Jesse was involved in a dangerous drug deal in a seedy part of town.,Female,Jesse was involved in a drug deal in a bad part of town. 
3262,Jesse became embroiled in an illicit transaction in a high-risk area.,Ambiguous,Jesse was involved in a drug deal in a bad part of town. 
3263,---------------,---------------,---------------
3264,Remy successfully executed their plan of vandalizing the girls' fraternity house with eggs and toilet paper.,Male,Remy carried their plan of egging and toilet papering the girls fraternity house into execution. 
3265,"The group carried out their mischievous plan of egging and toilet papering the sorority house, causing chaos and hilarity.",Female,Remy carried their plan of egging and toilet papering the girls fraternity house into execution. 
3266,"The individuals involved saw their elaborate prank through to completion, resulting in a messy and humorous outcome at the girls' fraternity house.",Ambiguous,Remy carried their plan of egging and toilet papering the girls fraternity house into execution. 
3267,---------------,---------------,---------------
3268,Robin had a blast with Jan's crew at the play.,Male,Robin went with Jan's friends to the play and it was a big hoot. 
3269,Robin had a great time hanging out with Jan's friends at the play.,Female,Robin went with Jan's friends to the play and it was a big hoot. 
3270,Robin enjoyed a fun evening with Jan's social circle at the play.,Ambiguous,Robin went with Jan's friends to the play and it was a big hoot. 
3271,---------------,---------------,---------------
3272,"Kendall strictly prohibited the use of phones, but Jesse blatantly disregarded the rule and used Kendall's phone anyway.",Male,Kendall said that nobody was to use their phone. Jesse used Kendall's phone anyway. 
3273,"Kendall made it crystal clear that no one was allowed to use their phones, yet Jesse decided to defy her instructions and ended up using Kendall's phone without permission.",Female,Kendall said that nobody was to use their phone. Jesse used Kendall's phone anyway. 
3274,"Kendall banned the use of phones, but Jesse disregarded the rule and went ahead and used Kendall's phone anyways.",Ambiguous,Kendall said that nobody was to use their phone. Jesse used Kendall's phone anyway. 
3275,---------------,---------------,---------------
3276,"Carson's buddy craved a sweet drink, so Carson offered their pal some milk.",Male,Carson's friend wanted something sweet to drink. Carson gave their friend some milk. 
3277,"Carson's BFF wanted something sweet to sip on, so Carson shared some delicious milk with them.",Female,Carson's friend wanted something sweet to drink. Carson gave their friend some milk. 
