,Row ID,Paraphrases,Category,Orginal,value
4326,4326,Sydney requested the teacher's permission for Ash to receive a book during the distribution process.,Ambiguous,Sydney asked the teacher if Ash could have one when they were handing out books. ,6.738145095228571
4327,4327,---------------,---------------,---------------,0.8435378201999999
4328,4328,Carson expressed gratitude to his aunt for the bizarre and unasked-for present she bestowed upon him.,Male,Carson said thank you to his aunt for the strange and unwarranted gift she gave him. ,7.921153328787334
4329,4329,Carson thanked his aunt warmly for the thoughtful yet unexpected gift she gave him.,Female,Carson said thank you to his aunt for the strange and unwarranted gift she gave him. ,4.40391984005
4330,4330,Carson acknowledged his aunt's generosity with a nod of appreciation for the enigmatic and unsolicited item she had bestowed upon him.,Ambiguous,Carson said thank you to his aunt for the strange and unwarranted gift she gave him. ,4.81908922756111
4331,4331,---------------,---------------,---------------,0.8435378201999999
4332,4332,Jesse had a leg injury and was unable to chaperone the students on the trip as planned.,Male,Jesse broke her leg and could not take the students on the trip after all. ,3.795162256947896
4333,4333,"Unfortunately, Jesse's leg injury prevented her from taking the students on the trip like she had originally planned.",Female,Jesse broke her leg and could not take the students on the trip after all. ,-1.0086553801222269
4334,4334,Jesse sustained an injury to her leg that made it impossible for her to lead the students on the previously scheduled trip.,Ambiguous,Jesse broke her leg and could not take the students on the trip after all. ,3.992750893511764
4335,4335,---------------,---------------,---------------,0.8435378201999999
4336,4336,"Kendall's buddy Anne was tying the knot, but Kendall was still in the dark.",Male,"Kendall's best friend, Anne, was getting married.  However, Kendall knew nothing yet. ",1.7333469704086957
4337,4337,"Anne, Kendall's BFF, was set to walk down the aisle, but Kendall had no clue.",Female,"Kendall's best friend, Anne, was getting married.  However, Kendall knew nothing yet. ",-3.314857465922581
4338,4338,"Kendall's companion Anne was planning to exchange vows, but Kendall remained uninformed.",Ambiguous,"Kendall's best friend, Anne, was getting married.  However, Kendall knew nothing yet. ",2.644925767196429
4339,4339,---------------,---------------,---------------,0.8435378201999999
4340,4340,"Jordan spoke about their thrilling journey to victory, highlighting the various obstacles they overcame along the way.",Male,Jordan shared their experience after wining the champion through different difficulties and challenges. ,-6.156460412249999
4341,4341,"Jordan proudly shared their inspiring story of perseverance and determination, showcasing how they rose above the challenges they faced.",Female,Jordan shared their experience after wining the champion through different difficulties and challenges. ,31.5238552804
4342,4342,"Jordan discussed their remarkable achievement, emphasizing the difficulties they successfully navigated to reach the top.",Ambiguous,Jordan shared their experience after wining the champion through different difficulties and challenges. ,4.569330864625003
4343,4343,---------------,---------------,---------------,0.8435378201999999
4344,4344,Alex made a daring escape from the blazing building.,Male,Alex made their escape out of the dangerous building that was on fire. ,-11.03205880677
4345,4345,Alex quickly fled the burning structure to safety.,Female,Alex made their escape out of the dangerous building that was on fire. ,-6.0860738114
4346,4346,Alex managed to evade the inferno and reach the exit.,Ambiguous,Alex made their escape out of the dangerous building that was on fire. ,-9.107095861941175
4347,4347,---------------,---------------,---------------,0.8435378201999999
4348,4348,Ash invested in some fresh attire for his first day of school this new year.,Male,Ash bought clothes for his new year at school. ,-5.407643307342857
4349,4349,Ash shopped for some adorable outfits to kick off his new year at school in style.,Female,Ash bought clothes for his new year at school. ,-13.68456306141875
4350,4350,Ash obtained some garments for the start of his academic journey this year.,Ambiguous,Ash bought clothes for his new year at school. ,-2.3348307521266665
4351,4351,---------------,---------------,---------------,0.8435378201999999
4352,4352,Remy skipped school due to a nasty case of the flu that day.,Male,Remy left school on account of having the flu that day. ,-5.8101355386
4353,4353,Remy had to stay home from school because she was feeling really under the weather with the flu that day.,Female,Remy left school on account of having the flu that day. ,4.885818854838463
4354,4354,"Remy was unable to attend school due to a sudden illness, specifically the flu, on that particular day.",Ambiguous,Remy left school on account of having the flu that day. ,-22.410229371984617
4355,4355,---------------,---------------,---------------,0.8435378201999999
4356,4356,Cameron was pushing his baby Aubrey in her stroller through the park when Aubrey suddenly threw toys out of the stroller.,Male,Cameron was pushing her baby Aubrey in her stroller through the park. Aubrey threw toys out of the stroller. ,6.821786069029413
4357,4357,"Cameron gently pushed her precious baby Aubrey in her stroller through the park, but little Aubrey couldn't resist throwing her toys out of the stroller.",Female,Cameron was pushing her baby Aubrey in her stroller through the park. Aubrey threw toys out of the stroller. ,-4.190778870823529
4358,4358,The parent (no gender specified) was pushing their baby Aubrey in a stroller through the park when Aubrey decided to express their playful side by tossing toys out of the stroller.,Ambiguous,Cameron was pushing her baby Aubrey in her stroller through the park. Aubrey threw toys out of the stroller. ,0.3296769113000007
4359,4359,---------------,---------------,---------------,0.8435378201999999
4360,4360,Aubrey got them to slow down by pulling them over for driving too quickly on the highway.,Male,Aubrey pulled them over for speeding too fast on the highway. ,3.776813324821212
4361,4361,Aubrey had to stop them for exceeding the speed limit on the highway.,Female,Aubrey pulled them over for speeding too fast on the highway. ,2.767096430267741
4362,4362,Aubrey pulled them over for exceeding the posted speed limit on the highway.,Ambiguous,Aubrey pulled them over for speeding too fast on the highway. ,0.8824674223206896
4363,4363,---------------,---------------,---------------,0.8435378201999999
4364,4364,"Lee shared his startup concept with Carson, who expressed reservations about the venture's potential risks.",Male,Lee told Carson about an idea for a start up company. Carson told Lee it was risky to do it. ,-4.914644265922221
4365,4365,"Lee confided in Carson about her innovative business idea, and Carson offered a word of caution about the risks involved.",Female,Lee told Carson about an idea for a start up company. Carson told Lee it was risky to do it. ,-0.9226287897583338
4366,4366,"Lee mentioned their entrepreneurial project to Carson, who responded with concerns regarding the venture's level of uncertainty.",Ambiguous,Lee told Carson about an idea for a start up company. Carson told Lee it was risky to do it. ,-3.180595560123077
4367,4367,---------------,---------------,---------------,0.8435378201999999
4368,4368,"My buddy was fundraising for the Boy Scouts by selling popcorn, and Tracy - who's a total popcorn fan - placed a big order and paid me for it.",Male,"My friend was selling popcorn to raise money for the Boy Scouts. Tracy loves popcorn, and placed a large order. Tracy gave money to my friend for the popcorn. ",1.6939742983444444
4369,4369,"My friend was raising money for the Boy Scouts by selling popcorn, and Tracy - who absolutely loves popcorn - made a generous purchase and gave me the money.",Female,"My friend was selling popcorn to raise money for the Boy Scouts. Tracy loves popcorn, and placed a large order. Tracy gave money to my friend for the popcorn. ",-5.283477285729999
4370,4370,"My associate was conducting a fundraiser for the Boy Scouts through popcorn sales, and Tracy - who has an affinity for popcorn - placed a significant order and provided payment to me.",Ambiguous,"My friend was selling popcorn to raise money for the Boy Scouts. Tracy loves popcorn, and placed a large order. Tracy gave money to my friend for the popcorn. ",-4.656421843608696
4371,4371,---------------,---------------,---------------,0.8435378201999999
4372,4372,"Riley watched Jesse closely because he suspected him of stealing, and his eyes seemed to pierce through Jesse's defenses.",Male,Riley knew Jesse was a shoplifter so they regarded Jesse with suspicious eyes. ,-2.803474609441861
4373,4373,"Riley couldn't help but feel suspicious of Jesse whenever they were around each other, her gaze unconsciously drifting towards his hands as if searching for any signs of theft.",Female,Riley knew Jesse was a shoplifter so they regarded Jesse with suspicious eyes. ,-0.5379907891333333
4374,4374,"Riley eyed Jesse warily, their gaze a mix of distrust and uncertainty as they tried to figure out what was going on beneath the surface.",Ambiguous,Riley knew Jesse was a shoplifter so they regarded Jesse with suspicious eyes. ,1.6096650110512825
4375,4375,---------------,---------------,---------------,0.8435378201999999
4376,4376,Riley is keeping a close eye on Jesse after discovering that the necklace went missing from the drawer.,Male,Riley knows someone stole the necklace out of the drawer. Riley watches Jesse with watchful eyes. ,0.3025741225047624
4377,4377,Riley can't help but feel suspicious of Jesse since the necklace vanished from the drawer.,Female,Riley knows someone stole the necklace out of the drawer. Riley watches Jesse with watchful eyes. ,4.277283987694118
4378,4378,"Riley's gaze is fixed on Jesse, sensing something fishy about the missing necklace.",Ambiguous,Riley knows someone stole the necklace out of the drawer. Riley watches Jesse with watchful eyes. ,-6.757002454200001
4379,4379,---------------,---------------,---------------,0.8435378201999999
4380,4380,Carson swung by Robin's crib to grab his keys 'cause he left 'em on the coffee table.,Male,Carson returned to Robin's house because Carson left his car keys on the table. ,4.153949132832646
4381,4381,Carson went back to Robin's house to retrieve his car keys since he carelessly left them on the end table.,Female,Carson returned to Robin's house because Carson left his car keys on the table. ,3.2976476413408107
4382,4382,"Carson returned to the residence to obtain his vehicle keys, as he had inadvertently left them on the surface.",Ambiguous,Carson returned to Robin's house because Carson left his car keys on the table. ,6.241167572712198
4383,4383,---------------,---------------,---------------,0.8435378201999999
4384,4384,Taylor battled a stubborn cold that lingered in his throat.,Male,Taylor caught a cold in her throat and it wouldnt go away. ,-19.48062035786429
4385,4385,Taylor contracted a persistent cough and sore throat that just wouldn't go away.,Female,Taylor caught a cold in her throat and it wouldnt go away. ,0.6866179553428577
4386,4386,Taylor struggled with a lingering respiratory issue that refused to clear up.,Ambiguous,Taylor caught a cold in her throat and it wouldnt go away. ,-4.0408801287380935
4387,4387,---------------,---------------,---------------,0.8435378201999999
4388,4388,Robin constructed a frosty figure in the winter wonderland and bestowed it with a fresh moniker.,Male,Robin built a snowman in the snow and gave it a new name. ,9.45394872871
4389,4389,Robin carefully crafted a snowy friend in the backyard and lovingly named it.,Female,Robin built a snowman in the snow and gave it a new name. ,4.172585027907693
4390,4390,Robin created a seasonal sculpture in the white landscape and assigned it an identifying label.,Ambiguous,Robin built a snowman in the snow and gave it a new name. ,4.945212637081819
4391,4391,---------------,---------------,---------------,0.8435378201999999
4392,4392,"Kendall was determined to master drawing, so he invested in a pencil, paper, and an instructional video to learn the ropes.",Male,"Kendall wanted to learn how to draw so they bought a pencil, paper, and instructional video. ",3.905430416245
4393,4393,"Kendall had always been fascinated by art, so she decided to take the plunge and buy the necessary supplies - a pencil, paper, and an instructional video - to teach herself how to draw.",Female,"Kendall wanted to learn how to draw so they bought a pencil, paper, and instructional video. ",21.13297140766
4394,4394,"Kendall wanted to enhance their creative skills, so they purchased a pencil, paper, and an instructional video to learn the basics of drawing.",Ambiguous,"Kendall wanted to learn how to draw so they bought a pencil, paper, and instructional video. ",15.220125462493332
4395,4395,---------------,---------------,---------------,0.8435378201999999
4396,4396,Robin helped Aubrey switch into some fresh duds after she got all dressed up in her drink.,Male,Robin changed Aubrey into clean clothes after Aubrey spilled her bottle all over herself. ,3.3713053706083995
4397,4397,"After Aubrey had a minor mishap with her beverage, Robin kindly assisted her in changing into a clean outfit.",Female,Robin changed Aubrey into clean clothes after Aubrey spilled her bottle all over herself. ,6.243329564929167
4398,4398,Robin supported Aubrey's wardrobe change when she became unexpectedly covered in her own drink.,Ambiguous,Robin changed Aubrey into clean clothes after Aubrey spilled her bottle all over herself. ,3.345261264172413
4399,4399,---------------,---------------,---------------,0.8435378201999999
4400,4400,"Jesse was hesitant to cause a fuss, but he ultimately took every statement at face value.",Male,"Not wanting to raise too much consternation, Jesse ultimately believed every word. ",4.796790915850001
4401,4401,"Jesse didn't want to create unnecessary drama, so he chose to trust the words of others.",Female,"Not wanting to raise too much consternation, Jesse ultimately believed every word. ",28.77490400303809
4402,4402,"Jesse was cautious about stirring up controversy, but he accepted the statements as true without further questioning.",Ambiguous,"Not wanting to raise too much consternation, Jesse ultimately believed every word. ",24.908649844962493
4403,4403,---------------,---------------,---------------,0.8435378201999999
4404,4404,Jordan's after-school tutoring program had a profound impact on the kids' grades.,Male,Jordan affected the children's grades by offering extra tutoring after school. ,6.23184091059394
4405,4405,The extra tutoring sessions offered by Jordan really helped the children improve their grades.,Female,Jordan affected the children's grades by offering extra tutoring after school. ,0.1925801310179486
4406,4406,Jordan's dedication to providing additional academic support after school positively influenced the students' learning outcomes.,Ambiguous,Jordan affected the children's grades by offering extra tutoring after school. ,3.870074102308695
4407,4407,---------------,---------------,---------------,0.8435378201999999
4408,4408,"Addison was feeling pretty rough and had a throbbing headache, and Sydney noticed he wasn't looking so great.",Male,Addison was feeling sick and in pain and Sydney saw that. ,7.07088682435625
4409,4409,"Addison was experiencing nausea and discomfort, and Sydney observed that she didn't look well.",Female,Addison was feeling sick and in pain and Sydney saw that. ,4.126122119072224
4410,4410,"Addison was feeling unwell and in distress, and Sydney caught sight of them.",Ambiguous,Addison was feeling sick and in pain and Sydney saw that. ,-14.239297492727772
4411,4411,---------------,---------------,---------------,0.8435378201999999
4412,4412,Skylar visited the dentist and scheduled a time to have his cavity filled.,Male,Skylar went to the dentist who set an appointment to get his tooth filled. ,4.310274695292308
4413,4413,Skylar went to see the dentist and made an appointment to get her tooth filled.,Female,Skylar went to the dentist who set an appointment to get his tooth filled. ,1.1672972262357142
4414,4414,Skylar went to the dentist's office and arranged a meeting to have their tooth repaired.,Ambiguous,Skylar went to the dentist who set an appointment to get his tooth filled. ,-0.3325970595812503
4415,4415,---------------,---------------,---------------,0.8435378201999999
4416,4416,Remy granted Skylar access to his account so she could join in on the gaming fun.,Male,Remy gave Skylar her account so Skylar could play the game. ,-10.336390607381247
4417,4417,Skylar was thrilled when Remy gave her his account information so she could play the game and show off her skills.,Female,Remy gave Skylar her account so Skylar could play the game. ,-10.434737945028573
4418,4418,"Remy shared his account credentials with Skylar, allowing them both to engage in the game together.",Ambiguous,Remy gave Skylar her account so Skylar could play the game. ,-8.22159785471875
4419,4419,---------------,---------------,---------------,0.8435378201999999
4420,4420,Jan received assistance with math from Kia and saw an improvement in his work.,Male,Jan needed help with math and got tutoring from Kia and improved her work. ,5.783404578793335
4421,4421,Jan got tutoring from Kia and made tremendous progress in her math skills.,Female,Jan needed help with math and got tutoring from Kia and improved her work. ,6.496432112566667
4422,4422,Jan sought out tutoring from Kia and was able to enhance their mathematical abilities.,Ambiguous,Jan needed help with math and got tutoring from Kia and improved her work. ,3.423749164264999
4423,4423,---------------,---------------,---------------,0.8435378201999999
4424,4424,"Sydney was eager to give Kai a glimpse of the latest tablet they had purchased, so Kai gathered around Sydney for a closer look.",Male,Sydney wanted to show Kai the new tablet they got so Kai crowded around Sydney. ,-1.019276129038095
4425,4425,"Sydney really wanted to show Kai their new tablet, so Kai huddled around Sydney to get a better view.",Female,Sydney wanted to show Kai the new tablet they got so Kai crowded around Sydney. ,18.89555726806923
4426,4426,"Sydney was excited to introduce Kai to their latest tablet acquisition, and Kai drew near to get a closer look.",Ambiguous,Sydney wanted to show Kai the new tablet they got so Kai crowded around Sydney. ,0.9299682708185186
4427,4427,---------------,---------------,---------------,0.8435378201999999
4428,4428,Remy swiftly tapped the email icon and sent a message to the entire team.,Male,Remy clicked on the email button and emailed their entire office. ,17.140983328243994
4429,4429,Remy carefully clicked the email button and sent a message to everyone in the office.,Female,Remy clicked on the email button and emailed their entire office. ,19.02597587828572
4430,4430,Remy initiated an email to the entire workplace with a single click.,Ambiguous,Remy clicked on the email button and emailed their entire office. ,18.24318176490909
4431,4431,---------------,---------------,---------------,0.8435378201999999
4432,4432,"Riley gazed intently at Jesse, his eyes fixed on his friend's face as he took in every detail.",Male,Riley looked at Jesse. ,7.099109786733333
4433,4433,"Riley glanced adoringly at Jesse, her heart skipping a beat as she drinked in the sight of his handsome features.",Female,Riley looked at Jesse. ,4.63857787094
4434,4434,"Riley looked in Jesse's direction, their eyes meeting for a brief moment before moving on to other things.",Ambiguous,Riley looked at Jesse. ,-2.8469054372312503
4435,4435,---------------,---------------,---------------,0.8435378201999999
4436,4436,"Sasha came to the rescue when his friend Liza was in a difficult spot. Despite Liza's reluctance to ask for help, Sasha intervened and helped her out of the situation.",Male,Sasha helped her friend Liza who was in a bad situation. Liza refused to help herself and went back to the bad situation. ,-8.353583880376153
4437,4437,"Sasha was there for her friend Liza when she needed it most. Liza was struggling, but with Sasha's support, she was able to escape the challenging situation.",Female,Sasha helped her friend Liza who was in a bad situation. Liza refused to help herself and went back to the bad situation. ,-9.48557582621
4438,4438,"Sasha lent a hand to their friend Liza who found themselves in a tough place. Despite Liza's initial resistance to accepting help, Sasha's intervention led to a positive resolution.",Ambiguous,Sasha helped her friend Liza who was in a bad situation. Liza refused to help herself and went back to the bad situation. ,-5.533451446484208
4439,4439,---------------,---------------,---------------,0.8435378201999999
4440,4440,Casey conducted an experiment that required her to keep the mice awake throughout the night.,Male,casey was doing an experiment so she kept the mice up all night. ,7.209935881085367
4441,4441,"As part of her experiment, Casey had to stay up all night to care for the mice.",Female,casey was doing an experiment so she kept the mice up all night. ,15.193600488005265
4442,4442,Male: Casey conducted an experiment that required her to keep the mice awake throughout the night.,Ambiguous,casey was doing an experiment so she kept the mice up all night. ,3.02868385078
4443,4443,---------------,---------------,---------------,0.8435378201999999
4444,4444,Bailey was holding the exams as the class began. She handed Jesse a test booklet.,Male,Bailey had the exams in her hand when the class started. Bailey passed Jesse an examination booklet. ,0.5726899995875003
4445,4445,"As the class started, Bailey had the examinations in her possession. She passed Jesse a study guide.",Female,Bailey had the exams in her hand when the class started. Bailey passed Jesse an examination booklet. ,-3.253518075592857
4446,4446,"The instructor, Bailey, had the assessments ready as the students arrived. They distributed examination materials to Jesse and the rest of the class.",Ambiguous,Bailey had the exams in her hand when the class started. Bailey passed Jesse an examination booklet. ,3.495570388572728
4447,4447,---------------,---------------,---------------,0.8435378201999999
4448,4448,Taylor was a lifesaver when it came to moving - he effortlessly carried all of Ash's boxes and made the process so much easier.,Male,Taylor helped Ash move and carried all the boxes. ,-0.4476093282653834
4449,4449,Taylor was such a sweetheart during the move - he carefully carried all of Ash's boxes and made sure everything arrived safely.,Female,Taylor helped Ash move and carried all the boxes. ,-1.6343305139368425
4450,4450,"Taylor provided invaluable assistance during the move, taking on the responsibility of carrying all of Ash's boxes with ease and efficiency.",Ambiguous,Taylor helped Ash move and carried all the boxes. ,-3.421445806245833
4451,4451,---------------,---------------,---------------,0.8435378201999999
4452,4452,Cameron stepped aside as the team of horses galloped past.,Male,Cameron got out of the way of the team of horses. ,4.372124757467568
4453,4453,Cameron moved out of the way to let the team of beautiful horses run freely.,Female,Cameron got out of the way of the team of horses. ,1.2559038222408168
4454,4454,Cameron cleared the path for the team of powerful horses to thunder by.,Ambiguous,Cameron got out of the way of the team of horses. ,2.0059766852270275
4455,4455,---------------,---------------,---------------,0.8435378201999999
4456,4456,"Sasha settled into her seat after igniting the flames that engulfed their abode, observing the destruction with a mixture of sadness and detachment.",Male,"Sasha sat down after lighting the their house on fire, watching it burn around her. ",-8.417461849309092
4457,4457,"As the flames danced around her, Sasha gently eased herself into a sitting position, her heart heavy with grief as she gazed upon the charred remnants of her former home.",Female,"Sasha sat down after lighting the their house on fire, watching it burn around her. ",4.100411739693749
4458,4458,"Sasha took a seat, surveying the smoldering ruins that had once been their cozy dwelling, the warm glow of the flames casting a melancholic light on the devastation.",Ambiguous,"Sasha sat down after lighting the their house on fire, watching it burn around her. ",1.6408658704812484
4459,4459,---------------,---------------,---------------,0.8435378201999999
4460,4460,Addison finally scored a sweet ride after putting in a lot of effort over the past few months.,Male,"After many months of hard work, Addison eventually got a car. ",-10.57238806209
4461,4461,"After dedicating countless hours to saving up and researching, Addison was thrilled to finally drive off the lot in her new car.",Female,"After many months of hard work, Addison eventually got a car. ",-4.665187914495455
4462,4462,Addison's persistence paid off when they finally secured a shiny new set of wheels after months of diligent work.,Ambiguous,"After many months of hard work, Addison eventually got a car. ",-0.6576391331652169
4463,4463,---------------,---------------,---------------,0.8435378201999999
4464,4464,Carson got into a scuffle with Robin last night when they were both under the influence.,Male,Carson tried to fight Robin last night when they were drunk. ,4.373269721225
4465,4465,Carson and Robin had a heated altercation last night after they had been drinking.,Female,Carson tried to fight Robin last night when they were drunk. ,1.9861226508533345
4466,4466,"The situation escalated between Carson and Robin last night, resulting in a physical confrontation, despite their inebriated state.",Ambiguous,Carson tried to fight Robin last night when they were drunk. ,-6.420825507742856
4467,4467,---------------,---------------,---------------,0.8435378201999999
4468,4468,Robin quickly swapped Aubrey into some fresh duds after spilling grub all over the outfit they were rocking.,Male,Robin changed Aubrey into clean clothes after spilling food over the dress they were wearing. ,4.286391361037501
4469,4469,"After Aubrey got covered in food, Robin kindly helped them change into a clean outfit to avoid any further mess.",Female,Robin changed Aubrey into clean clothes after spilling food over the dress they were wearing. ,3.267738282428571
4470,4470,"Robin assisted Aubrey in exchanging their soiled garb for a fresh set of clothes, ensuring they were comfortable and presentable despite the mishap.",Ambiguous,Robin changed Aubrey into clean clothes after spilling food over the dress they were wearing. ,-4.250089204999999
4471,4471,---------------,---------------,---------------,0.8435378201999999
4472,4472,Cameron gave Kai's grievance some serious thought and initiated an extensive probe into the situation.,Male,Cameron took Kai's complaint seriously and launched a major investigation into the matter. ,38.7400916081
4473,4473,Cameron thoroughly examined Kai's concerns and launched a comprehensive investigation to address the issue.,Female,Cameron took Kai's complaint seriously and launched a major investigation into the matter. ,22.500526285856253
4474,4474,Cameron carefully considered Kai's feedback and began a thorough inquiry into the matter at hand.,Ambiguous,Cameron took Kai's complaint seriously and launched a major investigation into the matter. ,17.732177020952633
4475,4475,---------------,---------------,---------------,0.8435378201999999
4476,4476,Riley scrimped and saved more dough when his daughter was in high school.,Male,Riley saved more money when her daughter was in high school. ,7.749861388805557
4477,4477,Riley carefully budgeted and put aside more funds when her daughter was in high school.,Female,Riley saved more money when her daughter was in high school. ,2.5299918613999988
4478,4478,Riley made a conscious effort to save money during the time his/her child was in high school.,Ambiguous,Riley saved more money when her daughter was in high school. ,7.866189044713042
4479,4479,---------------,---------------,---------------,0.8435378201999999
4480,4480,Jan went back to his hometown for Christmas after learning about his grandfather's passing.,Male,Jan visisted home for Christmas after finding out that their grandfather had died. ,-1.123842720852941
4481,4481,Jan returned home for the holidays after discovering that her grandfather had sadly passed away.,Female,Jan visisted home for Christmas after finding out that their grandfather had died. ,8.336786196186667
4482,4482,"Jan spent Christmas at their childhood home, following the news of their grandfather's death.",Ambiguous,Jan visisted home for Christmas after finding out that their grandfather had died. ,4.948285267792858
4483,4483,---------------,---------------,---------------,0.8435378201999999
4484,4484,"Aubrey was feeling restless one Saturday afternoon, so he reached out to a buddy and they decided to meet up at the park.",Male,Aubrey was bored one Saturday afternoon so they met a friend at the park. ,0.3471538040642857
4485,4485,"Aubrey was bored one weekend day, so she called up a girlfriend and they went to the park together for some fun in the sun.",Female,Aubrey was bored one Saturday afternoon so they met a friend at the park. ,-2.338957302900001
4486,4486,"Aubrey had a little extra time on their hands one Saturday, so they connected with a pal and headed to the park for a relaxing afternoon outing.",Ambiguous,Aubrey was bored one Saturday afternoon so they met a friend at the park. ,3.17507650885
4487,4487,---------------,---------------,---------------,0.8435378201999999
4488,4488,"As Alex grew older and his health began to decline, he wisely decided to pass the command on to Sydney.",Male,Alex was getting very old and infirm so Alex gave Sydney command. ,17.241601205715
4489,4489,"Since Alex was no longer able to lead effectively due to his age and frailty, he made the thoughtful decision to entrust Sydney with the command.",Female,Alex was getting very old and infirm so Alex gave Sydney command. ,-4.922094536135715
4490,4490,"As Alex's physical strength waned, they realized it was time to transfer the responsibility of command to a more capable individual, and Sydney was the perfect choice.",Ambiguous,Alex was getting very old and infirm so Alex gave Sydney command. ,-2.9819603756821427
4491,4491,---------------,---------------,---------------,0.8435378201999999
4492,4492,Austin treated them to a hearty dinner on that chilly evening in Chicago.,Male,Austin took them out for dinner on that cold evening in Chicago. ,3.0221713391625
4493,4493,Austin took the group out for a delicious dinner on a cold night in Chicago.,Female,Austin took them out for dinner on that cold evening in Chicago. ,-9.783441089778949
4494,4494,Austin escorted them to a cozy dinner spot on a frigid evening in Chicago.,Ambiguous,Austin took them out for dinner on that cold evening in Chicago. ,1.2296730690388888
4495,4495,---------------,---------------,---------------,0.8435378201999999
4496,4496,"Aubrey slammed on the brakes, causing the driver to pull over for speeding. He then issued a ticket, making sure to include all the necessary details.",Male,"Aubrey pulled the driver over for speeding. They then wrote a ticket,. ",4.75712166201579
4497,4497,"Aubrey quickly pulled the driver over for speeding and carefully wrote out a ticket, ensuring that every detail was accurate.",Female,"Aubrey pulled the driver over for speeding. They then wrote a ticket,. ",7.970492400265002
4498,4498,"Aubrey brought the driver to a stop with a swift brake, citing them for speeding and accurately documenting the infraction on a ticket.",Ambiguous,"Aubrey pulled the driver over for speeding. They then wrote a ticket,. ",-10.098758864091668
4499,4499,---------------,---------------,---------------,0.8435378201999999
4500,4500,Riley yelled in agony as he hit the ground after losing control of his bike and dislocating his shoulder.,Male,Riley screamed in pain after falling of their bike and breaking their arm. ,1.92719512172
4501,4501,Riley let out a blood-curdling scream after tumbling off her bike and fracturing her arm.,Female,Riley screamed in pain after falling of their bike and breaking their arm. ,4.089811072866667
4502,4502,Riley cried out in anguish after falling off their bike and sustaining a broken arm.,Ambiguous,Riley screamed in pain after falling of their bike and breaking their arm. ,0.983302955742308
4503,4503,---------------,---------------,---------------,0.8435378201999999
4504,4504,"Skylar and their buddy played outside, and Skylar took a tumble on the pavement.",Male,Skylar and their friend played together and Skylar fell in the street. ,-6.44201547451111
4505,4505,"Skylar and her pal had a blast playing together, but Skylar slipped and fell on the road.",Female,Skylar and their friend played together and Skylar fell in the street. ,-0.7245805747857146
4506,4506,"Skylar and their companion engaged in some fun activities, resulting in Skylar experiencing a mishap on the ground.",Ambiguous,Skylar and their friend played together and Skylar fell in the street. ,1.6745377199105262
4507,4507,---------------,---------------,---------------,0.8435378201999999
4508,4508,Alex desired some solo time. He bid adieu to Robin's side.,Male,Alex wanted to be on their own. They left Robin's side. ,2.3112997362727263
4509,4509,Alex longed for some alone time. She parted ways with Robin's company.,Female,Alex wanted to be on their own. They left Robin's side. ,-2.51572133723
4510,4510,Alex yearned for independence. They separated from Robin's presence.,Ambiguous,Alex wanted to be on their own. They left Robin's side. ,3.120149239594444
4511,4511,---------------,---------------,---------------,0.8435378201999999
4512,4512,Carson requested a hearty pie for his evening meal.,Male,Carson ordered a large pizza for dinner. ,-3.4646131443877786
4513,4513,Carson chose a delicious pizza for a satisfying dinner.,Female,Carson ordered a large pizza for dinner. ,-13.326365381905555
4514,4514,A large pizza was commanded for the evening repast by Carson.,Ambiguous,Carson ordered a large pizza for dinner. ,2.049147729025
4515,4515,---------------,---------------,---------------,0.8435378201999999
4516,4516,Taylor created a video game inspired by her family's adventures.,Male,taylor made a video game for her family but she based it on their experience. ,-4.889206766341176
4517,4517,Taylor designed a custom video game that reflects her family's experiences.,Female,taylor made a video game for her family but she based it on their experience. ,-11.05937779876
4518,4518,Taylor crafted a video game that captures the essence of her family's excursions.,Ambiguous,taylor made a video game for her family but she based it on their experience. ,-16.72097557609091
4519,4519,---------------,---------------,---------------,0.8435378201999999
4520,4520,Kai requested all items on his holiday wish list.,Male,Kai wanted everything on their list for Christmas. ,8.208297265233334
4521,4521,Kai wanted every item on her Christmas list.,Female,Kai wanted everything on their list for Christmas. ,-20.588972567615382
4522,4522,Kai sought out all of the gifts on their holiday wish list.,Ambiguous,Kai wanted everything on their list for Christmas. ,4.697074120941178
4523,4523,---------------,---------------,---------------,0.8435378201999999
4524,4524,Alex took advantage of Riley's weakened state and set him ablaze in the game.,Male,Alex set Riley on fire in the game when Riley had low health left. ,8.569886247525
4525,4525,"With Riley on the brink of defeat, Alex seized the opportunity to strike and burned him to ashes in the game.",Female,Alex set Riley on fire in the game when Riley had low health left. ,2.0360739020636367
4526,4526,Alex capitalized on Riley's vulnerability and ignited a fiery demise in the game.,Ambiguous,Alex set Riley on fire in the game when Riley had low health left. ,10.5992700346
4527,4527,---------------,---------------,---------------,0.8435378201999999
4528,4528,"Quinn devoured the final slice of cake, leaving him feeling a bit guilty.",Male,Quinn ate the last piece of cake.  They felt bad about it. ,-3.2814711419857137
4529,4529,"Quinn indulged in the last piece of cake, leaving her with a pang of regret.",Female,Quinn ate the last piece of cake.  They felt bad about it. ,-1.4663634001124994
4530,4530,"Quinn polished off the remaining cake, eliciting a twinge of remorse.",Ambiguous,Quinn ate the last piece of cake.  They felt bad about it. ,-6.083095763226664
4531,4531,---------------,---------------,---------------,0.8435378201999999
