Row ID,Paraphrases,Category,Orginal,value
2787,---------------,---------------,---------------,0.84353782
2788,"Quinn totally hit it off with this rad dude who had a sick pad, so she decided to move in and live the dream!",Young (<20),quinn became friends with a cool guy who had a house so quinn moved into the house. ,1.548487048
2789,"Quinn made some awesome friends with a cool guy who had a great house, so she ended up moving in and living there.",Miggle Age (20-60),quinn became friends with a cool guy who had a house so quinn moved into the house. ,-5.797298623
2790,"Quinn became fast friends with a kind and generous man who owned a lovely home, and as a result, she decided to reside there.",Old (>60),quinn became friends with a cool guy who had a house so quinn moved into the house. ,6.587983197
2791,---------------,---------------,---------------,0.84353782
2792,"Sasha risked it all trying to win that prize, even though it was super unlikely she would succeed.",Young (<20),Sasha spent Austin's money trying to win a prize even when the odds were stacked against her. ,1.075753979
2793,"Sasha foolishly squandered Austin's money on a long shot attempt to win a prize, despite the odds being against her.",Miggle Age (20-60),Sasha spent Austin's money trying to win a prize even when the odds were stacked against her. ,1.876951374
2794,"Sasha recklessly spent Austin's funds pursuing a prize that was unlikely to be within her reach, despite the overwhelming probability of failure.",Old (>60),Sasha spent Austin's money trying to win a prize even when the odds were stacked against her. ,4.510899197
2795,---------------,---------------,---------------,0.84353782
2796,Quinn chucked the frisbee outside to their homie while they were hangin' out and playin' games.,Young (<20),Quinn was outside and threw the frisbee to their friend while they were playing. ,-19.23999751
2797,Quinn tossed the frisbee to their friend while they were enjoying some outdoor time and engaging in a fun activity together.,Miggle Age (20-60),Quinn was outside and threw the frisbee to their friend while they were playing. ,-13.40508194
2798,Quinn hurled the frisbee outside to their companion while they were participating in a game during their leisure time.,Old (>60),Quinn was outside and threw the frisbee to their friend while they were playing. ,-0.062764639
2799,---------------,---------------,---------------,0.84353782
2800,"Robin totally killed it with his leaf-raking skills, but then the wind came and messed everything up! 💨🍁",Young (<20),Robin raked some leaves and the strong wind blew them all around the area. ,-2.449174045
2801,Robin gathered some leaves and the gusty wind scattered them all over the yard. 🌳💨,Miggle Age (20-60),Robin raked some leaves and the strong wind blew them all around the area. ,-9.335135428
2802,"Robin collected some fallen leaves, but the brisk wind blew them about, creating quite a mess! 🍁💨",Old (>60),Robin raked some leaves and the strong wind blew them all around the area. ,-2.121073736
2803,---------------,---------------,---------------,0.84353782
2804,Cameron was super dedicated to his responsibilities and would wake up extra early to tackle them.,Young (<20),Cameron took their responsibilities seriously to the point that he would get up an hour early. ,-1.235212797
2805,Cameron took his duties very seriously and would rise an hour earlier than usual to ensure he had enough time to complete them.,Miggle Age (20-60),Cameron took their responsibilities seriously to the point that he would get up an hour early. ,-9.640799582
2806,"Cameron was diligent in discharging his responsibilities, always rising an hour early to make sure he accomplished everything he needed to do.",Old (>60),Cameron took their responsibilities seriously to the point that he would get up an hour early. ,-5.298839825
2807,---------------,---------------,---------------,0.84353782
2808,Kendall totally took down the president and grabbed power for herself by pulling off a sick coup!,Young (<20),Kendall removed the president from power by using the power of a coup. ,32.1855528
2809,"Kendall successfully overthrew the current administration through a strategic coup d'etat, securing her position as the new leader.",Miggle Age (20-60),Kendall removed the president from power by using the power of a coup. ,0.028321447
2810,Kendall effectively usurped the president's power by utilizing the elements of a coup to assume control.,Old (>60),Kendall removed the president from power by using the power of a coup. ,-8.274933286
2811,---------------,---------------,---------------,0.84353782
2812,"Robin totally freaked out when Aubrey's outfit didn't fit right before their big recital performance, so she had to like, change into something else super quick even though it was totes last-minute and made them run super late for work!",Young (<20),robin changed aubrey's clothes before the recital even though it made them late for a meeting at work. ,9.657289435
2813,"Robin was really concerned when Aubrey's outfit didn't fit properly before their recital, so she quickly changed into something else to ensure they looked their best, even if it meant being a little late for their meeting at work.",Miggle Age (20-60),robin changed aubrey's clothes before the recital even though it made them late for a meeting at work. ,9.080643224
2814,"Robin felt quite anxious when Aubrey's outfit wasn't fitting appropriately before their recital, so she decided to make a quick change into something more suitable, even though it caused them to run behind schedule for their work meeting.",Old (>60),robin changed aubrey's clothes before the recital even though it made them late for a meeting at work. ,4.486627879
2815,---------------,---------------,---------------,0.84353782
2816,Quinn totally freaked out and used a gun to kill Remy's wife while they were all sleeping in bed together.,Young (<20),Quinn used a gun to murder Remy's wife while she and Remy and Remy were asleep in bed. ,-14.95340553
2817,Quinn allegedly resorted to using a firearm to take the life of Remy's spouse while they were all resting in bed.,Miggle Age (20-60),Quinn used a gun to murder Remy's wife while she and Remy and Remy were asleep in bed. ,-2.057305577
2818,It is said that Quinn recklessly employed a gun to end the life of Remy's significant other while they were all sleeping peacefully in their bed.,Old (>60),Quinn used a gun to murder Remy's wife while she and Remy and Remy were asleep in bed. ,-10.32041172
2819,---------------,---------------,---------------,0.84353782
2820,Robin told Carson to clarify the situation for the client since there was some confusion.,Young (<20),Robin let Carson explain it more thoroughly to the client after there was some confusion. ,3.140880602
2821,Robin asked Carson to elaborate further on the explanation to help the client understand better.,Miggle Age (20-60),Robin let Carson explain it more thoroughly to the client after there was some confusion. ,11.82960241
2822,"Robin requested that Carson provide a more detailed account of the situation to the client, as there seemed to be some misunderstanding.",Old (>60),Robin let Carson explain it more thoroughly to the client after there was some confusion. ,1.271145569
2823,---------------,---------------,---------------,0.84353782
2824,"Jordan was all about teaching art in schools as a totally awesome art teacher, you know? Like, she was so passionate about it and stuff!",Young (<20),Jordan taught art in schools for a living as an art teacher. ,-1.60728584
2825,"Jordan had a fulfilling career as an art teacher in schools, where she shared her love of art with her students and helped them develop their creative skills.",Miggle Age (20-60),Jordan taught art in schools for a living as an art teacher. ,14.90612438
2826,"Jordan devoted her time and energy to teaching art in the schools, serving as a dedicated and skilled art teacher who inspired young minds.",Old (>60),Jordan taught art in schools for a living as an art teacher. ,4.595680121
2827,---------------,---------------,---------------,0.84353782
2828,"Robin totally flaked on paying her share of the meal, even though everyone had agreed beforehand.",Young (<20),Robin refused to pay her share of the meal even though everybody had agreed beforehand. ,6.765938955
2829,"Robin failed to contribute her fair share of the meal, despite everyone's prior agreement.",Miggle Age (20-60),Robin refused to pay her share of the meal even though everybody had agreed beforehand. ,3.195056856
2830,"Robin refused to pay her portion of the meal, despite the group's previous understanding.",Old (>60),Robin refused to pay her share of the meal even though everybody had agreed beforehand. ,-6.939357365
2831,---------------,---------------,---------------,0.84353782
2832,"Bailey totally freaked out when they saw someone in Aubrey's locker, so they totally told Aubrey what was up!",Young (<20),"Bailey saw someone in Aubrey's locker, so they told Aubrey what they saw. ",13.74568189
2833,"Bailey noticed someone suspicious in Aubrey's locker and brought it to their attention, so Aubrey could be aware of the situation.",Miggle Age (20-60),"Bailey saw someone in Aubrey's locker, so they told Aubrey what they saw. ",-3.793596151
2834,"Bailey observed an individual in Aubrey's locker and thought it best to inform Aubrey of the matter, as it may be of concern to them.",Old (>60),"Bailey saw someone in Aubrey's locker, so they told Aubrey what they saw. ",-3.834011699
2835,---------------,---------------,---------------,0.84353782
2836,"Riley was totally vigilant and watched Jesse like a hawk, making sure they didn't do anything sketchy.",Young (<20),Riley careful kept watch of and observed Jesse and their actions with her eyes. ,2.896284543
2837,"Riley kept a close eye on Jesse, monitoring their activities with keen interest to ensure they were up to no harm.",Miggle Age (20-60),Riley careful kept watch of and observed Jesse and their actions with her eyes. ,-2.994785651
2838,"Riley was ever so diligent in keeping an eye out for any suspicious behavior from Jesse, making sure they didn't get into any mischief.",Old (>60),Riley careful kept watch of and observed Jesse and their actions with her eyes. ,1.026399547
2839,---------------,---------------,---------------,0.84353782
2840,"Carson was starting a new gig at the day care, and she was super excited to take care of some little rugrats again! She had loads of experience doing the same thing at her last job. 😄",Young (<20),Carson was starting a new job at the day care. Carson took care of children at a past job. ,3.514739904
2841,"Carson began her new role at the day care, and she was eager to provide top-notch care for the children, just like she did at her previous job. She had a great track record of keeping kids happy and safe! 👍",Miggle Age (20-60),Carson was starting a new job at the day care. Carson took care of children at a past job. ,-0.814212027
2842,"Carson was commencing her new position at the day care, and she was delighted to have the opportunity to nurture and care for young ones once again. With her extensive experience in childcare from her previous job, she was confident in her ability to provide the highest quality care. 🙂",Old (>60),Carson was starting a new job at the day care. Carson took care of children at a past job. ,-1.567570599
2843,---------------,---------------,---------------,0.84353782
2844,"Remy got super duper dark because it's like, really late at night.",Young (<20),Remy got very dark because it is late at night. ,1.76057883
2845,Remy has become quite dark due to the late hour.,Miggle Age (20-60),Remy got very dark because it is late at night. ,-8.035424855
2846,Remy has grown quite gloomy as the night wears on.,Old (>60),Remy got very dark because it is late at night. ,-0.443576354
2847,---------------,---------------,---------------,0.84353782
2848,"Carson was hanging out at his buddy's crib, busting out some sick gaming moves when they started talking about how hungry they were for some piping hot pizza.",Young (<20),Carson was at a friend's house playing video games when the others discussed being hungry for pizza. ,-14.37991514
2849,"Carson was over at a friend's place, indulging in a few rounds of video games when the group started discussing their desire for some delicious pizza.",Miggle Age (20-60),Carson was at a friend's house playing video games when the others discussed being hungry for pizza. ,-10.78583538
2850,"Carson was visiting a friend's home, enjoying some quality time playing video games when the others mentioned feeling peckish for a tasty slice of pizza.",Old (>60),Carson was at a friend's house playing video games when the others discussed being hungry for pizza. ,-12.44575329
2851,---------------,---------------,---------------,0.84353782
2852,Kendall quickly doused the flames with water before hitting the hay.,Young (<20),Kendall poured water on the fire before going to sleep. ,-8.579529716
2853,Kendall carefully poured water on the fire before retiring for the night.,Miggle Age (20-60),Kendall poured water on the fire before going to sleep. ,0.254406932
2854,Kendall made sure to extinguish the blaze with water before going to bed.,Old (>60),Kendall poured water on the fire before going to sleep. ,4.331397024
2855,---------------,---------------,---------------,0.84353782
2856,"Carson gifted her some milk, ya know? The cat was super thirsty and a total stray.",Young (<20),Carson gave her some milk. The cat was very thirsty and a stray. ,2.519973889
2857,Carson offered her some milk because the cat was parched and homeless.,Miggle Age (20-60),Carson gave her some milk. The cat was very thirsty and a stray. ,10.62627317
2858,"Carson provided her with a glass of milk, as the cat was quite dehydrated and had no home.",Old (>60),Carson gave her some milk. The cat was very thirsty and a stray. ,4.700609139
2859,---------------,---------------,---------------,0.84353782
2860,Sydney was totally sweet and asked her mom if she could grab another slice of pie for herself.,Young (<20),"Sydney was a helpful, so she asked her mother for her Brother ash is he could have one more piece of pie. ",30.43624221
2861,"Sydney showed great consideration by asking her mother if she could have one more piece of pie, displaying a thoughtful attitude.",Miggle Age (20-60),"Sydney was a helpful, so she asked her mother for her Brother ash is he could have one more piece of pie. ",3.641196145
2862,"Sydney was very kind and inquired about having an additional piece of pie from her mother's dish, reflecting her polite nature.",Old (>60),"Sydney was a helpful, so she asked her mother for her Brother ash is he could have one more piece of pie. ",5.999507052
2863,---------------,---------------,---------------,0.84353782
2864,Quinn got called out for giving the wrong answer in class that day.,Young (<20),Quinn stood corrected after giving the wrong answer in class that day. ,-2.654232528
2865,Quinn had to correct herself after realizing she gave an incorrect response in class.,Miggle Age (20-60),Quinn stood corrected after giving the wrong answer in class that day. ,23.96560932
2866,Quinn was corrected by the teacher for providing the wrong answer during class that day.,Old (>60),Quinn stood corrected after giving the wrong answer in class that day. ,-1.582705476
2867,---------------,---------------,---------------,0.84353782
2868,"Jesse kicked some serious butt on her math final! She studied hard and nailed it, scoring an A. 💪🏼",Young (<20),Jesse had struggled in school but decided to study hard for her math final. She did great on her test and got an A. ,-4.306262324
2869,"Jesse put in a lot of effort to prepare for her math final, and it paid off - she did exceptionally well and received an A. 😊",Miggle Age (20-60),Jesse had struggled in school but decided to study hard for her math final. She did great on her test and got an A. ,-0.464933437
2870,"Jesse encountered some difficulties in school, but she was determined to do well on her math final. She diligently studied, and her hard work surely paid off with an A. 👏",Old (>60),Jesse had struggled in school but decided to study hard for her math final. She did great on her test and got an A. ,2.50741916
2871,---------------,---------------,---------------,0.84353782
2872,"Cameron and Casey were totally meant to be, like, they had this crazy connection that made them feel all warm and fuzzy inside, you know? And it was all because Cameron showed Casey that they belonged together.",Young (<20),"Cameron and Casey were soulmates, because Cameron gave Casey a sense of belonging. ",1.214521534
2873,"Cameron and Casey were a match made in heaven, as they found a deep sense of belonging with each other. It was clear to see that they had a special bond that brought them joy and comfort.",Miggle Age (20-60),"Cameron and Casey were soulmates, because Cameron gave Casey a sense of belonging. ",-4.058049075
2874,"Cameron and Casey were two peas in a pod, as they shared a strong sense of belonging together. Their relationship was built on a foundation of love and mutual respect, which only grew stronger over time.",Old (>60),"Cameron and Casey were soulmates, because Cameron gave Casey a sense of belonging. ",-2.130145889
2875,---------------,---------------,---------------,0.84353782
2876,"Kai was totes thinking about bouncing from the bar, but their squad convinced them to stick around.",Young (<20),"Kai thought about leaving the bar, but their friends convinced them to stay. ",-4.412623202
2877,"Kai considered leaving the bar, but their pals talked them into staying for a bit longer.",Miggle Age (20-60),"Kai thought about leaving the bar, but their friends convinced them to stay. ",11.69105143
2878,"Kai reflected on departing the bar, yet their companions persuaded them to remain for a spell.",Old (>60),"Kai thought about leaving the bar, but their friends convinced them to stay. ",4.710002437
2879,---------------,---------------,---------------,0.84353782
2880,"Riley was like, ""Yo, I gotta sell this house for Sydney."" And then she totally crushed it and sold it to the highest bidder! 💥",Young (<20),Riley was tasked with selling Sydney's house. Riley sold the house to the highest bidder. ,2.261109087
2881,"Riley was assigned to sell Sydney's house, and she did an amazing job by selling it to the highest bidder! 👏",Miggle Age (20-60),Riley was tasked with selling Sydney's house. Riley sold the house to the highest bidder. ,-1.900927127
2882,"Riley was given the task of selling Sydney's property, and she successfully accomplished it by finding the best buyer! 💪",Old (>60),Riley was tasked with selling Sydney's house. Riley sold the house to the highest bidder. ,3.947635714
2883,---------------,---------------,---------------,0.84353782
2884,Sasha scored a sick new crib 'cause the gov was gonna tear down her old one! 🏠💪,Young (<20),Sasha bought a new home because the government was going to destroy her other one. ,-4.287307759
2885,Sasha purchased a fresh dwelling since the government planned to demolish her previous residence. 🏡📈,Miggle Age (20-60),Sasha bought a new home because the government was going to destroy her other one. ,-2.55395369
2886,Sasha acquired a new home due to the government's intention to destroy her old one. She wanted to ensure a comfortable living environment for herself. 🏠👵,Old (>60),Sasha bought a new home because the government was going to destroy her other one. ,17.06973492
2887,---------------,---------------,---------------,0.84353782
2888,Casey got home from work and threw that delicious chicken into the oven.,Young (<20),"Casey came home from work, took out the chicken and put it into the oven. ",4.528514098
2889,Casey arrived home from work and placed the chicken in the oven.,Miggle Age (20-60),"Casey came home from work, took out the chicken and put it into the oven. ",-0.141743862
2890,Casey went home from work and put the chicken in the oven.,Old (>60),"Casey came home from work, took out the chicken and put it into the oven. ",6.822610004
2891,---------------,---------------,---------------,0.84353782
2892,Robin is totally into getting pizza on her way home from work every Friday for her fam! 🍕👪,Young (<20),Robin always gets pizza on the way home from work for her family on Fridays. ,9.195497557
2893,Robin has a weekly tradition of picking up pizza on her way home from work on Fridays for her loved ones. 🍕💕,Miggle Age (20-60),Robin always gets pizza on the way home from work for her family on Fridays. ,13.38592472
2894,Robin always makes sure to get a delicious pizza on her way home from work every Friday for her family's enjoyment. 🍕👵,Old (>60),Robin always gets pizza on the way home from work for her family on Fridays. ,1.971026357
2895,---------------,---------------,---------------,0.84353782
2896,"Kendall kept the convo going by asking lit-AF questions that were so deep and meaningful, you know? Like, whoa.",Young (<20),Kendall kept the conversation going by asking opened ended questions. ,3.287942205
2897,Kendall skillfully steered the conversation forward by posing thoughtful inquiries that encouraged the other person to share their thoughts and feelings.,Miggle Age (20-60),Kendall kept the conversation going by asking opened ended questions. ,-3.687586744
2898,Kendall maintained a lively dialogue by thoughtfully crafting open-ended questions that allowed for meaningful exchanges and connection.,Old (>60),Kendall kept the conversation going by asking opened ended questions. ,1.438085508
2899,---------------,---------------,---------------,0.84353782
2900,"Skylar couldn't help but gaze out at the scenery, even though it was totally not her thing.",Young (<20),Skylar lent attention to the view even though she hated the view. ,4.699577048
2901,"Skylar momentarily paused to admire the view, despite having a strong dislike for it.",Miggle Age (20-60),Skylar lent attention to the view even though she hated the view. ,6.777568179
2902,"Skylar reluctantly turned her focus towards the landscape, but her distaste for it was evident in her demeanor.",Old (>60),Skylar lent attention to the view even though she hated the view. ,0.746807328
2903,---------------,---------------,---------------,0.84353782
2904,Lee rocked a sick jacket to school while everyone else was sporting t-shirts.,Young (<20),Lee wore a jacket to school when everyone else was in t-shirts. ,-13.8430838
2905,"Lee donned a stylish jacket to class, contrasting with his peers who wore casual t-shirts.",Miggle Age (20-60),Lee wore a jacket to school when everyone else was in t-shirts. ,-14.80779116
2906,"Lee put on a warm jacket for school, standing out from the other students who were dressed in tank tops and t-shirts.",Old (>60),Lee wore a jacket to school when everyone else was in t-shirts. ,-3.87054905
2907,---------------,---------------,---------------,0.84353782
2908,"Quinn defied the doc's orders and rocked his jeans to school the next day, despite the swelling.",Young (<20),Quinn wore jeans to school the next day even though the doctor told him not to because of swelling. ,-2.712817085
2909,"Despite the doctor's warning about the swelling, Quinn decided to wear his jeans to school the following day.",Miggle Age (20-60),Quinn wore jeans to school the next day even though the doctor told him not to because of swelling. ,-5.340227556
2910,"Quinn disregarded the physician's advice and donned his jeans for class the next day, even though he had been advised against it due to swelling.",Old (>60),Quinn wore jeans to school the next day even though the doctor told him not to because of swelling. ,0.068628997
2911,---------------,---------------,---------------,0.84353782
2912,Tracy splurged on an OG home and put in mad work to renovate it.,Young (<20),Tracy bought an old house and spent months remodeling it. ,9.473315403
2913,Tracy purchased a vintage abode and invested time and effort into modernizing it.,Miggle Age (20-60),Tracy bought an old house and spent months remodeling it. ,9.218378542
2914,Tracy acquired an antique residence and dedicated many months to refurbishing it.,Old (>60),Tracy bought an old house and spent months remodeling it. ,3.096757897
2915,---------------,---------------,---------------,0.84353782
2916,Cameron totally witnessed what went down and gave Casey a vivid description of the scene they both saw!,Young (<20),Cameron saw what happened and gave Casey a sense of events they saw. ,-0.337299672
2917,Cameron caught sight of what happened and shared a detailed account with Casey of the events they both observed.,Miggle Age (20-60),Cameron saw what happened and gave Casey a sense of events they saw. ,-1.711238021
2918,Cameron noticed what occurred and recounted the specifics to Casey of the incident they both witnessed.,Old (>60),Cameron saw what happened and gave Casey a sense of events they saw. ,-9.769235054
2919,---------------,---------------,---------------,0.84353782
2920,"Jan and her homie Kai have been tight since they were kids in elementary school, like, 20 years ago!",Young (<20),Jan and her best friend Kai met in elementary school and have been friends for 20 years. ,-3.816325212
2921,"Jan and her longtime buddy Kai have been friends for an impressive 20 years, starting way back in their elementary school days.",Miggle Age (20-60),Jan and her best friend Kai met in elementary school and have been friends for 20 years. ,-1.911159905
2922,"Jan and her dear friend Kai have known each other for a remarkable 20 years, having formed their friendship in the early years of elementary school.",Old (>60),Jan and her best friend Kai met in elementary school and have been friends for 20 years. ,2.405539233
2923,---------------,---------------,---------------,0.84353782
2924,Alex had a keen eye for details.,Young (<20),Alex was very observant. ,-2.792560178
2925,Alex was very perceptive and noticed a lot of things.,Miggle Age (20-60),Alex was very observant. ,-15.4756524
2926,Alex had a sharp mind and picked up on many subtle things.,Old (>60),Alex was very observant. ,-8.165886818
2927,---------------,---------------,---------------,0.84353782
2928,Kai was totally stoked to catch the latest flick from Lee at the movies last night!,Young (<20),Kai went to the movies and saw the new Lee movie. ,-2.047379876
2929,Kai went to see the new Lee movie at the cinema and really enjoyed it!,Miggle Age (20-60),Kai went to the movies and saw the new Lee movie. ,-5.159387111
2930,Kai attended a showing of the latest film by Lee at the theater and was thoroughly entertained!,Old (>60),Kai went to the movies and saw the new Lee movie. ,1.142340107
2931,---------------,---------------,---------------,0.84353782
2932,"Kai and Skylar were totes besties. Like, omigod, Kai mustered up the guts to ask Skylar out on a date! They gifted Skylar something super special to see if she felt the same way.",Young (<20),Kai and Skylar were good friends. Kai had finally worked up the courage to ask Skylar on a date. They gave Skylar a meaningful gift to test the waters. ,2.572110725
2933,"Kai and Skylar were close pals, and Kai finally mustered up the confidence to ask Skylar out on a date. As a test of her feelings, they gave her a thoughtful gift.",Miggle Age (20-60),Kai and Skylar were good friends. Kai had finally worked up the courage to ask Skylar on a date. They gave Skylar a meaningful gift to test the waters. ,3.312499265
2934,"Kai and Skylar were the best of chums, and after mustering up his courage, Kai asked Skylar out on a date. To gauge her interest, they presented her with a meaningful gift.",Old (>60),Kai and Skylar were good friends. Kai had finally worked up the courage to ask Skylar on a date. They gave Skylar a meaningful gift to test the waters. ,-2.777133712
2935,---------------,---------------,---------------,0.84353782
2936,"Remy knew that Ash was a total newb when it came to camping, so they set up Ash's tent like a boss.",Young (<20),Remy knew that Ash didn't have any camping experience so they set up Ash's tent. ,0.995933319
2937,"Remy noticed that Ash lacked experience in setting up tents, so they took the initiative and set up Ash's tent for them.",Miggle Age (20-60),Remy knew that Ash didn't have any camping experience so they set up Ash's tent. ,-6.507009935
2938,"Remy was aware that Ash had no knowledge of camping, so they kindly offered to set up Ash's tent to ensure a comfortable stay.",Old (>60),Remy knew that Ash didn't have any camping experience so they set up Ash's tent. ,8.634580473
2939,---------------,---------------,---------------,0.84353782
2940,Robin just wrapped up that huge group project and gave a major shoutout to Tracy for her dope contributions!,Young (<20),Robin finished the big group project and she thanked Tracy for her contributions. ,6.074610258
2941,Robin completed the large group project and expressed her gratitude to Tracy for her significant contributions.,Miggle Age (20-60),Robin finished the big group project and she thanked Tracy for her contributions. ,8.38826146
2942,Robin finished the extensive group project and gave heartfelt thanks to Tracy for her considerable assistance.,Old (>60),Robin finished the big group project and she thanked Tracy for her contributions. ,-9.23076029
2943,---------------,---------------,---------------,0.84353782
2944,"Two dancers were killin' it on the floor, and Tracy just had to get in on the action - she crowded around them so she could check out their sick moves.",Young (<20),Two people were showing off their dance moves. Tracy crowded around them so she could see. ,3.387833227
2945,"Two dancers were putting on quite a show, and Tracy was fascinated by their graceful movements - she leaned in to get a better look.",Miggle Age (20-60),Two people were showing off their dance moves. Tracy crowded around them so she could see. ,-1.599396386
2946,"Two dancers were displaying their impressive dance techniques, and Tracy couldn't resist the urge to watch them up close - she gathered around them to get a better view.",Old (>60),Two people were showing off their dance moves. Tracy crowded around them so she could see. ,0.650074168
2947,---------------,---------------,---------------,0.84353782
2948,Lee had to hustle and sell stuff at the market because they were broke AF.,Young (<20),Lee sold things at the market because they were strapped for cash. ,-4.285737646
2949,Lee had to supplement their income by selling items at the market due to financial constraints.,Miggle Age (20-60),Lee sold things at the market because they were strapped for cash. ,-1.045054406
2950,Lee resorted to selling goods at the market when they found themselves in a tight financial spot.,Old (>60),Lee sold things at the market because they were strapped for cash. ,-4.260142659
2951,---------------,---------------,---------------,0.84353782
2952,Jan totally failed the entire class on the assignment. 😳,Young (<20),Jan gave the entire class an F on the assignment. ,6.373702343
2953,Jan gave the entire class a big fat F on the assignment. 😔,Miggle Age (20-60),Jan gave the entire class an F on the assignment. ,-9.922957593
2954,Jan bestowed upon the entire class a dreadful grade of F on the assignment. 🙄,Old (>60),Jan gave the entire class an F on the assignment. ,-0.839860682
2955,---------------,---------------,---------------,0.84353782
2956,"Aubrey totally lost it when she found out her bf was cheating, so she torched his car! 🔥💔",Young (<20),Aubrey set the car on fire after she found out he was cheating. ,6.911940579
2957,"Aubrey discovered her partner's infidelity and responded by setting his vehicle ablaze, as a symbol of her intense emotional distress. 😱🚗",Miggle Age (20-60),Aubrey set the car on fire after she found out he was cheating. ,-7.173044091
2958,"After Aubrey found out about her husband's unfaithfulness, she was so hurt and angry that she decided to burn his car in a fit of rage. 😡🔥",Old (>60),Aubrey set the car on fire after she found out he was cheating. ,12.12346861
2959,---------------,---------------,---------------,0.84353782
2960,"Quinn gingerly flipped the switch, but then had second thoughts about stepping onto the scale due to the potential negative outcome.",Young (<20),"Quinn turned the scale on, then hesitated to get on, afraid of the results. ",-6.616995568
2961,"Quinn cautiously activated the scale, pausing before taking a seat due to fear of the possible results.",Miggle Age (20-60),"Quinn turned the scale on, then hesitated to get on, afraid of the results. ",0.080932007
2962,"Quinn carefully turned on the scale, but hesitated before getting on since she was worried about what the measurements might show.",Old (>60),"Quinn turned the scale on, then hesitated to get on, afraid of the results. ",-3.087281317
2963,---------------,---------------,---------------,0.84353782
2964,Quinn totally jacked Casey's phone and then bragged about it to their squad.,Young (<20),Quinn stole a phone from Casey and then showed it off to Casey's friends. ,-12.01519915
2965,Quinn swiped Casey's phone without permission and then flashed it off to Casey's buddies.,Miggle Age (20-60),Quinn stole a phone from Casey and then showed it off to Casey's friends. ,-0.836468703
2966,Quinn surreptitiously purloined Casey's phone and subsequently paraded it in front of Casey's acquaintances.,Old (>60),Quinn stole a phone from Casey and then showed it off to Casey's friends. ,0.712714465
2967,---------------,---------------,---------------,0.84353782
2968,"Cameron totally gossiped about Aubrey all night at the Christmas party at Steve's, like, behind Carson's back and stuff.",Young (<20),Cameron talked about Aubrey behind Carson's back all night at the Christmas party at Steve's. ,-1.522895168
2969,"Cameron discussed Aubrey behind Carson's back throughout the entire Christmas party at Steve's, basically spreading rumors all night long.",Miggle Age (20-60),Cameron talked about Aubrey behind Carson's back all night at the Christmas party at Steve's. ,-3.515623164
2970,"Cameron spoke disparagingly about Aubrey behind Carson's back during the holiday gathering at Steve's, continuing this behavior for the entire evening.",Old (>60),Cameron talked about Aubrey behind Carson's back all night at the Christmas party at Steve's. ,2.303926481
2971,---------------,---------------,---------------,0.84353782
2972,Taylor totally rocked the research game by scouring online hotels for their BFFs so they could plan their trip like pros way ahead of time! 😎,Young (<20),taylor looked hotels up online for their friends so the trip could be planned in advance. ,5.851958681
2973,"Taylor diligently searched for hotels online to accommodate their friends during their upcoming trip, ensuring a stress-free and well-planned journey. 👍",Miggle Age (20-60),taylor looked hotels up online for their friends so the trip could be planned in advance. ,-5.173564844
2974,Taylor carefully perused online hotel listings to arrange a comfortable and organized getaway with their friends; a truly thoughtful gesture for their impending adventure! 😊,Old (>60),taylor looked hotels up online for their friends so the trip could be planned in advance. ,-0.391084706
2975,---------------,---------------,---------------,0.84353782
2976,Aubrey totally forgot to spill the tea about the person who drowned in the lake last year to Riley! 😱,Young (<20),Aubrey never told Riley the answer about the person who died in the lake last year. ,3.753963693
2977,"Aubrey kept mum about the mysterious death in the lake that occurred last year, leaving Riley in the dark. 🤔",Miggle Age (20-60),Aubrey never told Riley the answer about the person who died in the lake last year. ,1.143701908
2978,Aubrey failed to enlighten Riley regarding the unfortunate individual who met their demise in the lake twelve months ago. 😞,Old (>60),Aubrey never told Riley the answer about the person who died in the lake last year. ,-12.82563253
2979,---------------,---------------,---------------,0.84353782
2980,"Carson was like, 'No way, dude, drinking and driving is a total no-go,' and Taylor pretty much proved him right last night.",Young (<20),"Carson thought it was a bad idea to drink and drive, and Taylor proved Carson's point last night. ",2.548318218
2981,"Carson believed that drinking and driving was not a good idea, and unfortunately, Taylor's actions last night only served to reinforce his point.",Miggle Age (20-60),"Carson thought it was a bad idea to drink and drive, and Taylor proved Carson's point last night. ",-7.718677232
2982,"Carson thought it was unwise to consume alcohol while operating a vehicle, and it appears that Taylor's behavior last evening did little to dissuade him from that belief.",Old (>60),"Carson thought it was a bad idea to drink and drive, and Taylor proved Carson's point last night. ",5.286444401
2983,---------------,---------------,---------------,0.84353782
2984,Riley is super stoked to be talking to her BFFs about the epic dance party this Friday night!,Young (<20),Riley talked to their friends about the big dance this coming Friday evening. ,-7.573079683
2985,"Riley discussed the upcoming dance event with her friends this evening, and everyone's excited for a fun night out.",Miggle Age (20-60),Riley talked to their friends about the big dance this coming Friday evening. ,0.434286265
2986,"Riley confided in her acquaintances about the grand dance scheduled for this Friday evening, and they all seemed quite looking forward to it.",Old (>60),Riley talked to their friends about the big dance this coming Friday evening. ,2.579035072
2987,---------------,---------------,---------------,0.84353782
2988,"Austin foresaw that the virus would crop up in hospitalized patients, where he was employed.",Young (<20),Austin predicted that the virus would be found in patients in the hospital where he worked. ,0.763153971
2989,"Austin expected to discover the virus in the hospital's patient population, where he worked.",Miggle Age (20-60),Austin predicted that the virus would be found in patients in the hospital where he worked. ,6.689802289
