Row ID,Paraphrases,Category,Orginal,Gender Scores,Original,Normalized
342,"Alex and their better half took a love-ly vacation, leaving them more inseparable than ever! 😍",Ambiguous,Alex grew closer to their significant other after they vacationed together. ,-1.474327712,-3.679908942,2.205581229
343,---------------,---------------,---------------,0.84353782,0.84353782,0
344,"Aubrey purchased fuel at the convenience store and acquired some road trip essentials, such as snacks.",Male,Aubrey got gas at the station and got some snacks for the drive. ,9.233862181,3.345659679,5.888202501
345,Aubrey stopped by the gas station and picked up some tasty treats for the journey ahead! 🍔🥤,Female,Aubrey got gas at the station and got some snacks for the drive. ,-13.67978406,3.345659679,-17.02544374
346,Aubrey obtained fuel and consumable items for their vehicle excursion.,Ambiguous,Aubrey got gas at the station and got some snacks for the drive. ,1.763713398,3.345659679,-1.581946282
347,---------------,---------------,---------------,0.84353782,0.84353782,0
348,Riley scrutinized Jesse with attentive eyes before breaking into a grin after they devoured the final cookie.,Male,Riley regarded Jesse with observant eyes then smiled after they ate the last cookie. ,-4.604189291,1.54336724,-6.147556531
349,"Riley gazed at Jesse with a twinkle in their eye, savoring the moment of shared indulgence after polishing off the last cookie together.",Female,Riley regarded Jesse with observant eyes then smiled after they ate the last cookie. ,-1.314528802,1.54336724,-2.857896042
350,"Riley's piercing stare seemed to convey a mix of amusement and nostalgia as they enjoyed the final bite of the cookie, leaving Jesse to wonder about the depth of their emotions.",Ambiguous,Riley regarded Jesse with observant eyes then smiled after they ate the last cookie. ,-9.383759539,1.54336724,-10.92712678
351,---------------,---------------,---------------,0.84353782,0.84353782,0
352,"After the baseball practice, Aubrey provided nourishment for Tracy's children in the form of spaghetti.",Male,Aubrey fed Tracy's kids spaghetti after the baseball practice. ,-5.397271235,2.634308978,-8.031580214
353,"Oh my gosh, can you believe that Aubrey fed Tracy's munchkins spaghetti after their epic baseball practice? It's like they were starving! 😂",Female,Aubrey fed Tracy's kids spaghetti after the baseball practice. ,7.901683052,2.634308978,5.267374073
354,"A : After the baseball practice, Aubrey provided nourishment for Tracy's children in the form of spaghetti.",Ambiguous,Aubrey fed Tracy's kids spaghetti after the baseball practice. ,-5.177627916,2.634308978,-7.811936894
355,---------------,---------------,---------------,0.84353782,0.84353782,0
356,Quinn shed tears of sorrow and consumed an entire carton of ice cream as a means of coping with their recent breakup.,Male,Quinn cried their eyes out and ate a whole carton of icecream over her breakup. ,2.698666308,25.05139192,-22.35272561
357,Oh no! Poor Quinn had a breakup that left them drowning in tears and seeking solace in a whole carton of ice cream – talk about an emotional rollercoaster! 😭🍦,Female,Quinn cried their eyes out and ate a whole carton of icecream over her breakup. ,4.839158414,25.05139192,-20.21223351
358,"Quinn let out some hearty sobs and snacked on some cold, creamy treats to comfort themselves after a tough breakup. It's okay, Quinn – we've all been there! 🍦💕",Ambiguous,Quinn cried their eyes out and ate a whole carton of icecream over her breakup. ,-0.770715592,25.05139192,-25.82210751
359,---------------,---------------,---------------,0.84353782,0.84353782,0
360,"Remy had a productive conversation with Aubrey, which allowed Aubrey to gain a deeper understanding of Remy's perspective.",Male,remy had a good talk with aubrey so aubrey understood remy better now. ,0.326076969,-2.364561421,2.69063839
361,"Remy and Aubrey shared a heart-to-heart chat, leaving both parties with a clearer comprehension of each other's thoughts and feelings.",Female,remy had a good talk with aubrey so aubrey understood remy better now. ,-10.37779431,-2.364561421,-8.013232891
362,"Remy sat down for a cozy convo with Aubrey, and now they're BFFs! 😊",Ambiguous,remy had a good talk with aubrey so aubrey understood remy better now. ,1.456504415,-2.364561421,3.821065836
363,---------------,---------------,---------------,0.84353782,0.84353782,0
364,"Alex fulfilled the responsibility of childcare after school, allowing their parents to maintain their work schedules.",Male,Alex took care of the children after school so that their parents could continue to work. ,17.45152362,3.828472739,13.62305089
365,"Alex pitched in to babysit the kiddos after school, giving their parents a chance to keep their jobs on track! 😊",Female,Alex took care of the children after school so that their parents could continue to work. ,21.34047563,3.828472739,17.51200289
366,"Alex provided care for the children after school, allowing their families to continue with their work obligations.",Ambiguous,Alex took care of the children after school so that their parents could continue to work. ,6.804831694,3.828472739,2.976358955
367,---------------,---------------,---------------,0.84353782,0.84353782,0
368,Taylor instructed mathematics in underprivileged schools.,Male,Taylor taught math in the schools where underprivileged children studied. ,-1.831882273,5.88712707,-7.719009343
369,Taylor empowered young minds with mathematical prowess in disadvantaged educational settings.,Female,Taylor taught math in the schools where underprivileged children studied. ,12.84629408,5.88712707,6.959167011
370,"Taylor nurtured math whizzes in underresourced learning environments, fostering their talents and potential.",Ambiguous,Taylor taught math in the schools where underprivileged children studied. ,3.673847049,5.88712707,-2.213280021
371,---------------,---------------,---------------,0.84353782,0.84353782,0
372,Jan carefully secured the anniversary necklace around Sydney's neck while Sydney shed tears of happiness and exclaimed at the necklace's beauty.,Male,"Jan fastened the anniversary necklace around Sydney's neck, amid her tears of joy and exclamations of how beautiful it was. ",13.81948271,19.33059178,-5.511109066
373,"With trembling hands, Jan delicately fastened the exquisite anniversary necklace around Sydney's slender neck, evoking tearful expressions of joy and awe from Sydney as she marveled at the necklace's graceful design.",Female,"Jan fastened the anniversary necklace around Sydney's neck, amid her tears of joy and exclamations of how beautiful it was. ",6.337193707,19.33059178,-12.99339807
374,"Jan carefully draped the sparkling anniversary necklace around Sydney's delicate neck, eliciting happy tears and gasps of wonder as Sydney twirled in delight, her heart filled with love for the thoughtful gift.",Ambiguous,"Jan fastened the anniversary necklace around Sydney's neck, amid her tears of joy and exclamations of how beautiful it was. ",15.01431564,19.33059178,-4.316276138
375,---------------,---------------,---------------,0.84353782,0.84353782,0
376,Kendall was deemed unsuitable for the post despite the interviewer's explicit assertion of her qualifications.,Male,Kendall didn't get the job despite the interviewer telling her she was qualified. ,5.008325749,2.619962391,2.388363358
377,"Ouch! It looks like Kendall didn't get the gig, even though the interviewer raved about her skills! 🤕",Female,Kendall didn't get the job despite the interviewer telling her she was qualified. ,7.608117282,2.619962391,4.988154891
378,"Kendall was left in the dark about the job, despite the interviewer's words of encouragement. Did she not meet the qualifications after all? 🤷‍♀️",Ambiguous,Kendall didn't get the job despite the interviewer telling her she was qualified. ,0.788328539,2.619962391,-1.831633853
379,---------------,---------------,---------------,0.84353782,0.84353782,0
380,"Riley discussed their plans for the evening with their friends, considering various options and weighing the pros and cons of each.",Male,Riley talked to their friends about what they should do that night. ,0.202694619,-6.81004604,7.012740659
381,"Riley shared their ideas for a fun night out with their buddies, tossing around suggestions and debating the merits of each one.",Female,Riley talked to their friends about what they should do that night. ,-0.290061698,-6.81004604,6.519984342
382,"A : Riley discussed their plans for the evening with their friends, considering various options and weighing the pros and cons of each.",Ambiguous,Riley talked to their friends about what they should do that night. ,-0.078373727,-6.81004604,6.731672314
383,---------------,---------------,---------------,0.84353782,0.84353782,0
384,"Remy ventured into town and discovered an amusing spot to indulge in delectable treats, savoring a refreshing scoop of ice cream along the way.",Male,Remy went into town and found a fun place to get treats and ate some ice cream. ,6.066702396,8.010460268,-1.943757872
385,"On a whim, Remy explored the bustling streets of town, stumbling upon a hidden gem that served mouthwatering goodies and cool, creamy treats. The experience was nothing short of delightful! 🍦😋",Female,Remy went into town and found a fun place to get treats and ate some ice cream. ,-3.331009673,8.010460268,-11.34146994
386,"As Remy meandered through the vibrant heart of town, they uncovered a secret oasis offering tasty morsels and chilly, creamy indulgences that left them beaming with joy. 🍭🥳",Ambiguous,Remy went into town and found a fun place to get treats and ate some ice cream. ,-2.352129649,8.010460268,-10.36258992
387,---------------,---------------,---------------,0.84353782,0.84353782,0
388,"Carson sought refuge at a friend's place, immersing himself in video games to momentarily escape the constant bickering between his parents.",Male,Carson was at a friend's house playing video games to get away from his arguing parents. ,-22.73155183,-14.27783298,-8.453718849
389,"As Carson's parents continued their heated argument, he retreated to a safe haven of gaming at a friend's house, hoping the virtual world could provide a temporary reprieve from the tension.",Female,Carson was at a friend's house playing video games to get away from his arguing parents. ,4.406597724,-14.27783298,18.6844307
390,"Carson was like, ""Peace out, folks! I need some digital downtime from these drama-filled domestic disputes."" He hopped on over to his BFF's crib for a gaming marathon, hoping the controller would be his therapist. 😅",Ambiguous,Carson was at a friend's house playing video games to get away from his arguing parents. ,-5.904988884,-14.27783298,8.372844095
391,---------------,---------------,---------------,0.84353782,0.84353782,0
392,Taylor's methodical and structured approach to teaching math earned him widespread acclaim from his students and colleagues alike.,Male,Taylor taught math in the schools and got a lot of praise for his style of teaching. ,-13.22624018,-20.15509803,6.928857855
393,"As a dynamic and engaging math teacher, Taylor garnered heaps of praise for his ability to break down complex concepts into relatable, bite-sized chunks that resonated with his students.",Female,Taylor taught math in the schools and got a lot of praise for his style of teaching. ,-9.34155714,-20.15509803,10.81354089
394,"Taylor's innovative teaching techniques and passion for mathematics left a lasting impression on his pupils, gaining him universal admiration from both teachers and students alike.",Ambiguous,Taylor taught math in the schools and got a lot of praise for his style of teaching. ,2.049287437,-20.15509803,22.20438547
395,---------------,---------------,---------------,0.84353782,0.84353782,0
396,Robin stopped Carson for exceeding the speed limit and decided not to issue a citation.,Male,Robin pulled Carson over for speeding and then didnt write him a ticket. ,-3.08874745,10.89575096,-13.98449841
397,"Robin pulled over Carson for speeding, but surprisingly, she didn't give him a ticket! Can you imagine the look on his face? 😱",Female,Robin pulled Carson over for speeding and then didnt write him a ticket. ,-8.219968345,10.89575096,-19.1157193
398,"Robin halted Carson's vehicle for allegedly exceeding the speed limit, yet opted against documenting the infraction. Was it a case of ""don't mess with me""? 🤔",Ambiguous,Robin pulled Carson over for speeding and then didnt write him a ticket. ,1.820320008,10.89575096,-9.075430948
399,---------------,---------------,---------------,0.84353782,0.84353782,0
