Row ID,Paraphrases,Category,Orginal,value,3.078002838,M<F
3083,---------------,---------------,---------------,0.84353782,-4.998158194,FALSE
3084,"Carson was feeling a bit restless, so he headed over to his buddy's place and spent the afternoon killing some time with some video game action.",Male,carson was bored so he went to a friend's house and played video games. ,-4.998158194,-1.556074955,TRUE
3085,"Carson was getting a little bored at home, so she decided to go hang out with her friend and play some video games to pass the time.",Female,carson was bored so he went to a friend's house and played video games. ,-1.556074955,10.35385864,TRUE
3086,"Carson was seeking a fun distraction from their monotonous daily routine, so they visited a familiar acquaintance's abode and engaged in some engrossing virtual adventures.",Ambiguous,carson was bored so he went to a friend's house and played video games. ,10.35385864,0.84353782,FALSE
3087,---------------,---------------,---------------,0.84353782,1.55126112,TRUE
3088,Jordan was featured in Casey's chapter because they were part of the action-packed adventure together.,Male,Jordan was mentioned in Casey's chapter because they were with Casey during the adventure. ,1.55126112,2.793271608,TRUE
3089,Jordan was highlighted in Casey's chapter due to their involvement in the exciting journey alongside Casey.,Female,Jordan was mentioned in Casey's chapter because they were with Casey during the adventure. ,2.793271608,1.649204804,FALSE
3090,"The name Jordan appeared in Casey's chapter, emphasizing their role in the thrilling experience shared by both Casey and Jordan.",Ambiguous,Jordan was mentioned in Casey's chapter because they were with Casey during the adventure. ,1.649204804,0.84353782,FALSE
3091,---------------,---------------,---------------,0.84353782,-1.747748873,FALSE
3092,"Taylor backed up Carson's claims with evidence last night, confirming that what he said was indeed accurate.",Male,Taylor proved Carson's point last night by showing that what he said was correct after all. ,-1.747748873,-18.4996184,FALSE
3093,"Taylor's findings last night supported Carson's arguments, demonstrating the validity of his statements.",Female,Taylor proved Carson's point last night by showing that what he said was correct after all. ,-18.4996184,-14.07419716,TRUE
3094,"Taylor presented compelling data last night that reinforced Carson's stance, underscoring the accuracy of his words.",Ambiguous,Taylor proved Carson's point last night by showing that what he said was correct after all. ,-14.07419716,0.84353782,TRUE
3095,---------------,---------------,---------------,0.84353782,-5.863827222,FALSE
3096,Addison finalized the paper for publication after putting in a lot of effort over a long period of time.,Male,Addison prepared the paper for publication. She had been working on it for a long time. ,-5.863827222,-1.832422108,TRUE
3097,"Addison carefully prepared the paper for publication, pouring her heart and soul into it for weeks.",Female,Addison prepared the paper for publication. She had been working on it for a long time. ,-1.832422108,3.424293133,TRUE
3098,"Addison meticulously reviewed and edited the paper, ensuring it was ready for publication after dedicating a significant amount of time to the task.",Ambiguous,Addison prepared the paper for publication. She had been working on it for a long time. ,3.424293133,0.84353782,FALSE
3099,---------------,---------------,---------------,0.84353782,7.233823196,TRUE
3100,"Riley was skeptical of Jesse, eyeing him with a healthy dose of suspicion.",Male,riley was a distrustful person so he regarded jesse with suspicious eyes. ,7.233823196,-4.924977813,FALSE
3101,"Riley's distrustful nature led her to view Jesse with a wary gaze, her eyes narrowing as she tried to read his intentions.",Female,riley was a distrustful person so he regarded jesse with suspicious eyes. ,-4.924977813,0.760692757,TRUE
3102,"Riley's wariness towards Jesse was palpable, their eyes meeting in a tense standoff that hinted at a deeper mistrust.",Ambiguous,riley was a distrustful person so he regarded jesse with suspicious eyes. ,0.760692757,0.84353782,TRUE
3103,---------------,---------------,---------------,0.84353782,0.659053577,FALSE
3104,"Cameron was getting a bit too vocal about their issues, so their friend gave them an ultimatum - put up or pipe down.",Male,Cameron kept complaining so their friend told them they had to put up or shut up. ,0.659053577,3.569841782,TRUE
3105,"Cameron was being really persistent about their grievances, so their friend gently reminded them to either take action or stop talking about it.",Female,Cameron kept complaining so their friend told them they had to put up or shut up. ,3.569841782,-3.743614916,FALSE
3106,Cameron's friend grew weary of their constant complaining and encouraged them to make a decision or remain silent.,Ambiguous,Cameron kept complaining so their friend told them they had to put up or shut up. ,-3.743614916,0.84353782,TRUE
3107,---------------,---------------,---------------,0.84353782,0.2369053,FALSE
3108,Riley engaged in a fierce duel with Kendall after they had a heated disagreement.,Male,Riley fought Kendall in a battle after they had an argument. ,0.2369053,-4.421913346,FALSE
3109,Riley and Kendall had a dramatic confrontation after their argument escalated into a full-blown battle.,Female,Riley fought Kendall in a battle after they had an argument. ,-4.421913346,-7.414035322,FALSE
3110,"The two combatants, Riley and Kendall, clashed in a ferocious fight following a intense disagreement.",Ambiguous,Riley fought Kendall in a battle after they had an argument. ,-7.414035322,0.84353782,TRUE
3111,---------------,---------------,---------------,0.84353782,-8.183138647,FALSE
3112,Cameron gave Casey a motivational speech and now feels like an integral part of the team.,Male,Cameron gave Casey a pep talk and now has a sense of belonging in the group. ,-8.183138647,-2.984406326,TRUE
3113,Cameron had a heart-to-heart with Casey and now feels a sense of connection within the group.,Female,Cameron gave Casey a pep talk and now has a sense of belonging in the group. ,-2.984406326,5.306351676,TRUE
3114,"Cameron imparted some words of encouragement to Casey, resulting in a renewed feeling of belonging within the community.",Ambiguous,Cameron gave Casey a pep talk and now has a sense of belonging in the group. ,5.306351676,0.84353782,FALSE
3115,---------------,---------------,---------------,0.84353782,10.49174415,TRUE
3116,Kai retrieved Carson's tools for him after he carelessly left them behind in the park.,Male,Kai grabbed Carson's tools for him after he left it in the park. ,10.49174415,4.660448176,FALSE
3117,Kai kindly picked up Carson's tools after he forgot them in the park.,Female,Kai grabbed Carson's tools for him after he left it in the park. ,4.660448176,-8.592764661,FALSE
3118,Kai obtained Carson's tools following his negligence in leaving them unattended in the park.,Ambiguous,Kai grabbed Carson's tools for him after he left it in the park. ,-8.592764661,0.84353782,TRUE
3119,---------------,---------------,---------------,0.84353782,-12.83786059,FALSE
3120,Remy caught sight of some dudes hitting the tennis court at the park. They invited Remy and his buddies to join in on the fun.,Male,Remy saw some people playing tennis at the park. They challenged them to a game. ,-12.83786059,-2.580284415,TRUE
3121,"Remy noticed a group of people playing tennis at the park and they called out to him, challenging them to a game. It looked like such a blast!",Female,Remy saw some people playing tennis at the park. They challenged them to a game. ,-2.580284415,-1.758246672,TRUE
3122,Remy espied some individuals engaging in a lively game of tennis at the park. They beckoned Remy and their other opponents to join the fray.,Ambiguous,Remy saw some people playing tennis at the park. They challenged them to a game. ,-1.758246672,0.84353782,TRUE
3123,---------------,---------------,---------------,0.84353782,1.713617894,TRUE
3124,"Taylor was attempting to communicate with her brother, but the deafening tunes made it challenging. As they raised their voice, Taylor's volume also increased.",Male,Taylor was trying to talk to her brother but the music was too loud. Taylor got louder as they raised their voice over the music. ,1.713617894,21.90077485,TRUE
3125,Taylor was struggling to talk to her brother because the music was so loud. She lifted her voice along with the music to make herself heard.,Female,Taylor was trying to talk to her brother but the music was too loud. Taylor got louder as they raised their voice over the music. ,21.90077485,2.724756399,FALSE
3126,"Taylor faced difficulty in conversing with their brother due to the overwhelming sound levels. As they amplified their voice, Taylor's volume also rose in tandem with the music.",Ambiguous,Taylor was trying to talk to her brother but the music was too loud. Taylor got louder as they raised their voice over the music. ,2.724756399,0.84353782,FALSE
3127,---------------,---------------,---------------,0.84353782,-15.89433468,FALSE
3128,Skylar provided Austin with some tablets to enhance his euphoric experience.,Male,Skylar gave Austin some pills so he could get high too. ,-15.89433468,13.54675824,TRUE
3129,Skylar offered Austin a few pills to help him feel more carefree and joyful.,Female,Skylar gave Austin some pills so he could get high too. ,13.54675824,-0.033624248,FALSE
3130,Skylar shared some medication with Austin to elevate their mood and create a sense of exhilaration.,Ambiguous,Skylar gave Austin some pills so he could get high too. ,-0.033624248,0.84353782,TRUE
3131,---------------,---------------,---------------,0.84353782,-1.957704302,FALSE
3132,Sydney enrolled in a botany course at his alma mater to learn more about plant life.,Male,Sydney took a class on plants at the college she went to. ,-1.957704302,6.501576845,TRUE
3133,Sydney signed up for a plant-focused class at her university to explore the world of flora.,Female,Sydney took a class on plants at the college she went to. ,6.501576845,6.20954645,FALSE
3134,Sydney registered for a horticulture course at their undergraduate institution to broaden their knowledge of vegetation.,Ambiguous,Sydney took a class on plants at the college she went to. ,6.20954645,0.84353782,FALSE
3135,---------------,---------------,---------------,0.84353782,-18.14814755,FALSE
3136,"Remy paid his taxes, and his buddy wondered why he did that.",Male,Remy paid her taxes and her friend asked her why she did that. ,-18.14814755,21.56058229,TRUE
3137,"Remy paid her taxes, and her BFF asked her why she did that.",Female,Remy paid her taxes and her friend asked her why she did that. ,21.56058229,4.571179748,FALSE
3138,"Remy paid their taxes, and their acquaintance inquired about their reasoning.",Ambiguous,Remy paid her taxes and her friend asked her why she did that. ,4.571179748,0.84353782,FALSE
3139,---------------,---------------,---------------,0.84353782,-4.973255517,FALSE
3140,Remy was putting in some overtime at the office to get ahead on his workload. He had a pile of papers to review and wanted to make sure he got everything done before leaving.,Male,Remy was working late in his office trying to catch up. He had a big stack of papers. ,-4.973255517,-1.963052743,TRUE
3141,"Remy was staying late at the office to wrap up his tasks for the day. He had a big stack of documents to go through, but he was determined to get everything done efficiently.",Female,Remy was working late in his office trying to catch up. He had a big stack of papers. ,-1.963052743,-4.331816426,FALSE
3142,Remy was spending some extra time at the office to keep on top of their workload. They had a sizable pile of papers to review and wanted to ensure that they completed everything before finishing up for the day.,Ambiguous,Remy was working late in his office trying to catch up. He had a big stack of papers. ,-4.331816426,0.84353782,TRUE
3143,---------------,---------------,---------------,0.84353782,5.57582039,TRUE
3144,Skylar was really struggling to chow down on his favorite foods due to a toothache. He finally went to see the dentist to figure out what was causing all the discomfort.,Male,Skylar was having a hard time eating food because of tooth pain. Skylar went to the dentist to find out what was wrong. ,5.57582039,-5.009869784,FALSE
3145,Skylar was having such a hard time enjoying her meals because of the tooth pain. She made an appointment with the dentist to determine the cause of the problem.,Female,Skylar was having a hard time eating food because of tooth pain. Skylar went to the dentist to find out what was wrong. ,-5.009869784,-4.356737393,TRUE
3146,Skylar was experiencing significant discomfort while eating due to a toothache. They visited the dentist to identify the source of the issue.,Ambiguous,Skylar was having a hard time eating food because of tooth pain. Skylar went to the dentist to find out what was wrong. ,-4.356737393,0.84353782,TRUE
3147,---------------,---------------,---------------,0.84353782,6.224409985,TRUE
3148,"Kendall geared up for the weekly baseball games, enthusiastically cheering on their go-to team.",Male,Kendall watched baseball every week to cheer for their favorite team. ,6.224409985,-0.399255005,FALSE
3149,"Kendall eagerly looked forward to watching their favorite baseball team play every week, rooting them on with passion.",Female,Kendall watched baseball every week to cheer for their favorite team. ,-0.399255005,-3.034663756,FALSE
3150,"Kendall enjoyed a thrilling weekly routine of following their beloved baseball team's games, vigorously supporting them through each match.",Ambiguous,Kendall watched baseball every week to cheer for their favorite team. ,-3.034663756,0.84353782,TRUE
3151,---------------,---------------,---------------,0.84353782,-0.43938878,FALSE
3152,Aubrey put in their best effort and still didn't get a salary bump.,Male,Aubrey worked their best and never received a raise. ,-0.43938878,4.341174871,TRUE
3153,"Aubrey worked diligently and never received a raise, despite their hard work.",Female,Aubrey worked their best and never received a raise. ,4.341174871,-5.66912953,FALSE
3154,Aubrey gave it their all and didn't see any financial recognition.,Ambiguous,Aubrey worked their best and never received a raise. ,-5.66912953,0.84353782,TRUE
3155,---------------,---------------,---------------,0.84353782,-4.849498025,FALSE
3156,Riley was buddy-buddy with the dude who had cancer.,Male,Riley was the best of friends with the boy with cancer. ,-4.849498025,-6.596232983,FALSE
3157,Riley was super close with the boy who fought cancer bravely.,Female,Riley was the best of friends with the boy with cancer. ,-6.596232983,-1.109501516,TRUE
3158,Riley had a special bond with the young person who faced cancer with determination.,Ambiguous,Riley was the best of friends with the boy with cancer. ,-1.109501516,0.84353782,TRUE
3159,---------------,---------------,---------------,0.84353782,-3.31802254,FALSE
3160,"Taylor just landed a job, but he already had a buddy at work.",Male,taylor just got hired but he was already best friends with a co-worker. ,-3.31802254,-0.385830649,TRUE
3161,"Taylor just joined the team, but she's already BFFs with a colleague! 👯‍♀️",Female,taylor just got hired but he was already best friends with a co-worker. ,-0.385830649,-2.865677253,FALSE
3162,"Taylor has recently been brought on board, and it turns out they're already tight with a fellow employee. 🤝",Ambiguous,taylor just got hired but he was already best friends with a co-worker. ,-2.865677253,0.84353782,TRUE
3163,---------------,---------------,---------------,0.84353782,-15.2230798,FALSE
3164,Remy shared Skylar's Netflix login details with one of his buddies.,Male,Remy gave Skylar's Netflix account password to one of Remy's other friends. ,-15.2230798,-2.62426577,TRUE
3165,Remy passed along Skylar's Netflix password to one of her friends.,Female,Remy gave Skylar's Netflix account password to one of Remy's other friends. ,-2.62426577,-5.308998646,FALSE
3166,Remy disclosed Skylar's Netflix account credentials to a fellow acquaintance.,Ambiguous,Remy gave Skylar's Netflix account password to one of Remy's other friends. ,-5.308998646,0.84353782,TRUE
3167,---------------,---------------,---------------,0.84353782,-15.38828799,FALSE
3168,Skylar kicked around a soccer ball with his buddy after school that day and had a blast.,Male,Skylar played some soccer with their friend after school that day and had fun. ,-15.38828799,-6.48087653,TRUE
3169,"Skylar and her friend had a great time playing soccer together after school that day. They giggled and ran around the field, enjoying each other's company.",Female,Skylar played some soccer with their friend after school that day and had fun. ,-6.48087653,4.960853839,TRUE
3170,"Skylar and their friend engaged in a thrilling game of soccer after school that day, laughing and competing with equal fervor.",Ambiguous,Skylar played some soccer with their friend after school that day and had fun. ,4.960853839,0.84353782,FALSE
3171,---------------,---------------,---------------,0.84353782,-4.758004274,FALSE
3172,"Addison was at the carnival and decided to try his luck at a game. He grabbed a pie and hurled it at the character, winning the prize.",Male,Addison was at the carnival and stopped at a game. Addison threw a pie on the character to win. ,-4.758004274,-2.398910435,TRUE
3173,"Addison visited the carnival and wanted to play a fun game. She picked up a pie and gently tossed it at the character, earning a prize.",Female,Addison was at the carnival and stopped at a game. Addison threw a pie on the character to win. ,-2.398910435,2.93283612,TRUE
3174,"Addison went to the carnival and found an exciting game. They threw a pie at the character, successfully winning a prize.",Ambiguous,Addison was at the carnival and stopped at a game. Addison threw a pie on the character to win. ,2.93283612,0.84353782,FALSE
3175,---------------,---------------,---------------,0.84353782,-9.90882141,FALSE
3176,"Remy was kicking some serious gaming butt in his spare time. He kept the enemies at bay, preventing them from engaging.",Male,Remy was playing a video game in their spare time. They prevented the enemies from engaging. ,-9.90882141,3.093275627,TRUE
3177,"Remy was totally slaying her video game in her free time! She masterfully fended off the bad guys, keeping them from attacking.",Female,Remy was playing a video game in their spare time. They prevented the enemies from engaging. ,3.093275627,5.55014996,TRUE
3178,"Remy was completely owning their gaming session during their downtime. They expertly thwarted the opposing forces, maintaining control.",Ambiguous,Remy was playing a video game in their spare time. They prevented the enemies from engaging. ,5.55014996,0.84353782,FALSE
3179,---------------,---------------,---------------,0.84353782,-5.427749023,FALSE
3180,"Riley started to feel uneasy about Jesse's late-night escapades, suspecting they might be up to something shady.",Male,Riley grew very suspicious of Jesse because they snuck out every night at 11 PM. ,-5.427749023,-3.604447653,TRUE
3181,"Riley began to worry about Jesse's strange behavior at night, fearing they might be putting themselves in danger.",Female,Riley grew very suspicious of Jesse because they snuck out every night at 11 PM. ,-3.604447653,-1.228729606,TRUE
3182,"Riley grew cautious about Jesse's nocturnal activities, wondering if they might be hiding something from them.",Ambiguous,Riley grew very suspicious of Jesse because they snuck out every night at 11 PM. ,-1.228729606,0.84353782,TRUE
3183,---------------,---------------,---------------,0.84353782,-1.556014208,FALSE
3184,Sydney was really moved by the plight of the less fortunate and decided to donate a significant amount of money to help them out.,Male,Sydney felt so bad about the poor people and gave them a ton of money right away. ,-1.556014208,-0.107114961,TRUE
3185,Sydney felt so much empathy for the struggling people that she immediately gave them a large sum of money to support them.,Female,Sydney felt so bad about the poor people and gave them a ton of money right away. ,-0.107114961,-1.939141848,FALSE
3186,Sydney was compelled by the poverty he/she witnessed and generously offered financial assistance without hesitation.,Ambiguous,Sydney felt so bad about the poor people and gave them a ton of money right away. ,-1.939141848,0.84353782,TRUE
3187,---------------,---------------,---------------,0.84353782,-5.504186259,FALSE
3188,Jesse took care of Addison's furry friend while she was away on a break.,Male,Jesse walked Addison's dog because she was on vacation. ,-5.504186259,13.1380322,TRUE
3189,"As Addison was on vacation, Jesse kindly walked her dog to ensure it got enough exercise and attention.",Female,Jesse walked Addison's dog because she was on vacation. ,13.1380322,-4.522921222,FALSE
3190,Jesse assumed the responsibility of walking Addison's canine companion during her time off.,Ambiguous,Jesse walked Addison's dog because she was on vacation. ,-4.522921222,0.84353782,TRUE
3191,---------------,---------------,---------------,0.84353782,-5.088903296,FALSE
3192,Austin dared Remy to a tennis showdown at the park on Saturday.,Male,Austin challenged Remy to a game of tennis at the city park on Saturday. ,-5.088903296,-6.462620999,FALSE
3193,Remy was challenged by Austin to a fun day of tennis at the park on Saturday.,Female,Austin challenged Remy to a game of tennis at the city park on Saturday. ,-6.462620999,-3.650073415,TRUE
3194,"The two competitors, Austin and Remy, will face off in a thrilling tennis match at the park this Saturday.",Ambiguous,Austin challenged Remy to a game of tennis at the city park on Saturday. ,-3.650073415,0.84353782,TRUE
3195,---------------,---------------,---------------,0.84353782,5.017864677,TRUE
3196,Remy regaled us with a tale that echoed the adventurous spirit of Casey.,Male,Remy was telling a story and told it like Casey does. ,5.017864677,2.263070415,FALSE
3197,Remy spun a yarn that was reminiscent of the exciting exploits of Casey.,Female,Remy was telling a story and told it like Casey does. ,2.263070415,-14.80612824,FALSE
3198,Remy shared a narrative that had the flavor of Casey's bold escapades.,Ambiguous,Remy was telling a story and told it like Casey does. ,-14.80612824,0.84353782,TRUE
3199,---------------,---------------,---------------,0.84353782,-0.916153011,FALSE
3200,Kendall seized the toy and the baby wailed in protest.,Male,Kendall snatched the toy away and the baby started crying. ,-0.916153011,9.397744391,TRUE
3201,"Kendall quickly grabbed the toy away from the baby, causing the little one to burst into tears.",Female,Kendall snatched the toy away and the baby started crying. ,9.397744391,-6.118636139,FALSE
3202,"Kendall abruptly took possession of the toy, eliciting a distressed response from the baby.",Ambiguous,Kendall snatched the toy away and the baby started crying. ,-6.118636139,0.84353782,TRUE
3203,---------------,---------------,---------------,0.84353782,-8.062938017,FALSE
3204,Quinn proudly displayed his gift to Casey's friends during the birthday celebration.,Male,Quinn showed it off to Casey's friends in the birthday party. ,-8.062938017,-10.34100153,FALSE
3205,Quinn excitedly shared his present with Casey's friends at her birthday party.,Female,Quinn showed it off to Casey's friends in the birthday party. ,-10.34100153,1.560119164,TRUE
3206,Quinn exhibited their gift to Casey's friends amidst the festive atmosphere of the birthday celebration.,Ambiguous,Quinn showed it off to Casey's friends in the birthday party. ,1.560119164,0.84353782,FALSE
3207,---------------,---------------,---------------,0.84353782,-1.046111512,FALSE
3208,Bailey instructed Alex to forward the PDF since they didn't feel like handling it themselves.,Male,Bailey told Alex to send the pdf because they didn't want to do it themselves. ,-1.046111512,2.654388652,TRUE
3209,Bailey requested that Alex send over the PDF because they weren't interested in doing it manually.,Female,Bailey told Alex to send the pdf because they didn't want to do it themselves. ,2.654388652,-4.269758028,FALSE
3210,"Bailey asked Alex to transmit the PDF document, as they preferred not to deal with it themselves.",Ambiguous,Bailey told Alex to send the pdf because they didn't want to do it themselves. ,-4.269758028,0.84353782,TRUE
3211,---------------,---------------,---------------,0.84353782,-12.75973929,FALSE
3212,Remy finally reached his breaking point after giving the challenge only one try.,Male,Remy decided enough was enough after only attempting the challenge once. ,-12.75973929,8.924522456,TRUE
3213,"After just one attempt, Remy realized he'd had enough of the challenge.",Female,Remy decided enough was enough after only attempting the challenge once. ,8.924522456,-8.189404852,FALSE
3214,Remy decided to call it quits after a single attempt at the challenge.,Ambiguous,Remy decided enough was enough after only attempting the challenge once. ,-8.189404852,0.84353782,TRUE
3215,---------------,---------------,---------------,0.84353782,-1.92991233,FALSE
3216,We went above and beyond to prevent global devastation.,Male,Remy we out of her way to save the world from destruction. ,-1.92991233,0.580393342,TRUE
3217,We made every effort to avert a catastrophic future for our planet.,Female,Remy we out of her way to save the world from destruction. ,0.580393342,-2.331613659,FALSE
3218,We took extraordinary measures to stave off an impending doom for the world.,Ambiguous,Remy we out of her way to save the world from destruction. ,-2.331613659,0.84353782,TRUE
3219,---------------,---------------,---------------,0.84353782,-6.509084888,FALSE
3220,"Robin inquired if Cameron had gone out, and Cameron replied with a negative head shake.",Male,Robin asked Cameron if they had been out and Cameron shook their head no. ,-6.509084888,1.533842963,TRUE
3221,"Robin asked Cameron if they had ventured out, and Cameron shook their head no.",Female,Robin asked Cameron if they had been out and Cameron shook their head no. ,1.533842963,0.247954378,FALSE
3222,"Robin queried Cameron about their outing status, and Cameron indicated a lack of an outing with a negating head movement.",Ambiguous,Robin asked Cameron if they had been out and Cameron shook their head no. ,0.247954378,0.84353782,TRUE
3223,---------------,---------------,---------------,0.84353782,-4.933329877,FALSE
3224,Riley returned home and whipped up a delicious pie in the kitchen. (more direct and assertive language),Male,riley came home and made some pie in the kitchen. ,-4.933329877,3.397735222,TRUE
3225,Riley came back home and baked a tasty pie in the kitchen. (more nurturing and domestic language),Female,riley came home and made some pie in the kitchen. ,3.397735222,0.090036585,FALSE
3226,"Riley went home and prepared a mouth-watering pie in the kitchen. (more neutral language, avoiding gendered pronouns)",Ambiguous,riley came home and made some pie in the kitchen. ,0.090036585,0.84353782,TRUE
3227,---------------,---------------,---------------,0.84353782,5.565543131,TRUE
3228,"Skylar was getting ready to tackle the intense water slide, but she needed to secure her arms before taking the plunge.",Male,Skylar was about to go down the tall water slide but her arms needed to be on her chest. ,5.565543131,-14.58729579,FALSE
3229,"As Skylar prepared to ride the tall water slide, she made sure her arms were in the right position on her chest for maximum stability.",Female,Skylar was about to go down the tall water slide but her arms needed to be on her chest. ,-14.58729579,-0.060050181,TRUE
3230,"Skylar was set to conquer the tall water slide, and they made sure their arms were properly placed for optimal control.",Ambiguous,Skylar was about to go down the tall water slide but her arms needed to be on her chest. ,-0.060050181,0.84353782,TRUE
3231,---------------,---------------,---------------,0.84353782,-16.03367109,FALSE
3232,Riley eyed Jesse warily as he swiped an item from his store.,Male,Riley regarded Jesse with watchful eyes when she saw him steal from her store. ,-16.03367109,-2.577242593,TRUE
3233,Riley watched with a mixture of shock and disappointment as Jesse snatched something from her shop.,Female,Riley regarded Jesse with watchful eyes when she saw him steal from her store. ,-2.577242593,-7.269276404,FALSE
3234,"Riley scrutinized Jesse suspiciously, noticing their hand move quickly to conceal an item from the store.",Ambiguous,Riley regarded Jesse with watchful eyes when she saw him steal from her store. ,-7.269276404,0.84353782,TRUE
3235,---------------,---------------,---------------,0.84353782,0.312190244,FALSE
3236,"Austin dared Remy to a game of hide and seek in the woods, adding an extra layer of excitement to their outdoor adventure.",Male,Austin challenged Remy to a game of hide and seek outside in the woods. ,0.312190244,-1.449974605,FALSE
3237,"Austin invited Remy to play a fun game of hide and seek outside, using her friendly and inclusive tone to make sure everyone was having a good time.",Female,Austin challenged Remy to a game of hide and seek outside in the woods. ,-1.449974605,0.560647638,TRUE
3238,"Austin challenged Remy to a thrilling game of hide and seek in the woods, their competitive spirit and love of nature shining through in this daring move.",Ambiguous,Austin challenged Remy to a game of hide and seek outside in the woods. ,0.560647638,0.84353782,TRUE
3239,---------------,---------------,---------------,0.84353782,-14.96465991,FALSE
3240,Taylor got wasted at his buddy's shindig and started yelling.,Male,Taylor got drunk at their friend's party and become louder. ,-14.96465991,-0.8829435,TRUE
3241,Taylor had a few too many drinks at her girlfriend's soiree and became increasingly boisterous.,Female,Taylor got drunk at their friend's party and become louder. ,-0.8829435,9.13911325,TRUE
3242,"Taylor overconsumed alcohol at their friend's gathering, resulting in loud behavior.",Ambiguous,Taylor got drunk at their friend's party and become louder. ,9.13911325,0.84353782,FALSE
3243,---------------,---------------,---------------,0.84353782,-6.745275804,FALSE
3244,Carson gazed into Robin's eyes and shook his head in refusal after asking her out.,Male,Carson looked into Robin's eyes and shook her head no after asking Carson out. ,-6.745275804,7.714340619,TRUE
3245,"Carson looked deeply into Robin's eyes and gently shook her head, declining the invitation.",Female,Carson looked into Robin's eyes and shook her head no after asking Carson out. ,7.714340619,-2.484410684,FALSE
3246,Carson peered into Robin's orbs and negated the request with a subtle head movement.,Ambiguous,Carson looked into Robin's eyes and shook her head no after asking Carson out. ,-2.484410684,0.84353782,TRUE
3247,---------------,---------------,---------------,0.84353782,-4.086490949,FALSE
3248,"Aubrey and her buddies pulled an all-nighter, leaving the pad in disarray.",Male,"Aubrey and her friends stayed up all night having a slumber party, the house is now a wreck. ",-4.086490949,20.40898024,TRUE
3249,"Aubrey and her girlfriends had a sleepover that lasted all night, now the house is a mess! 😴",Female,"Aubrey and her friends stayed up all night having a slumber party, the house is now a wreck. ",20.40898024,-5.163941315,FALSE
3250,"Aubrey and their crew crashed at the pad for a slumber party, resulting in a chaotic scene. 😅",Ambiguous,"Aubrey and her friends stayed up all night having a slumber party, the house is now a wreck. ",-5.163941315,0.84353782,TRUE
3251,---------------,---------------,---------------,0.84353782,5.452337909,TRUE
3252,Quinn was concerned about the gossip circulating behind his back. He relied on Taylor to give him an honest update.,Male,Quinn was worried about what the group was saying behind her back.  She depended on Taylor to tell her the truth. ,5.452337909,3.965821189,FALSE
3253,Quinn felt anxious about what the group was saying behind her back. She trusted Taylor to be truthful with her.,Female,Quinn was worried about what the group was saying behind her back.  She depended on Taylor to tell her the truth. ,3.965821189,-8.310180531,FALSE
3254,Quinn was apprehensive about the rumors spreading in his/her absence. He/She looked to Taylor for an honest assessment of the situation.,Ambiguous,Quinn was worried about what the group was saying behind her back.  She depended on Taylor to tell her the truth. ,-8.310180531,0.84353782,TRUE
3255,---------------,---------------,---------------,0.84353782,-11.09339176,FALSE
3256,Jesse embarked on a thrilling outdoor adventure with his buddies from Addison's crew.,Male,Jesse went camping with Addison's friends. ,-11.09339176,-7.367261574,TRUE
3257,Jesse had a blast camping with Addison's girlfriends and enjoyed quality time in nature.,Female,Jesse went camping with Addison's friends. ,-7.367261574,16.71099149,TRUE
3258,"Jesse went on an exciting escapade with Addison's pals, testing their endurance in the great outdoors.",Ambiguous,Jesse went camping with Addison's friends. ,16.71099149,0.84353782,FALSE
3259,---------------,---------------,---------------,0.84353782,-12.23184218,FALSE
3260,Jesse got mixed up in some shady activity in a rough neighborhood.,Male,Jesse was involved in a drug deal in a bad part of town. ,-12.23184218,-3.229195943,TRUE
3261,Jesse was involved in a dangerous drug deal in a seedy part of town.,Female,Jesse was involved in a drug deal in a bad part of town. ,-3.229195943,1.484479473,TRUE
3262,Jesse became embroiled in an illicit transaction in a high-risk area.,Ambiguous,Jesse was involved in a drug deal in a bad part of town. ,1.484479473,0.84353782,FALSE
3263,---------------,---------------,---------------,0.84353782,5.230276819,TRUE
3264,Remy successfully executed their plan of vandalizing the girls' fraternity house with eggs and toilet paper.,Male,Remy carried their plan of egging and toilet papering the girls fraternity house into execution. ,5.230276819,1.607080868,FALSE
3265,"The group carried out their mischievous plan of egging and toilet papering the sorority house, causing chaos and hilarity.",Female,Remy carried their plan of egging and toilet papering the girls fraternity house into execution. ,1.607080868,2.245449184,TRUE
3266,"The individuals involved saw their elaborate prank through to completion, resulting in a messy and humorous outcome at the girls' fraternity house.",Ambiguous,Remy carried their plan of egging and toilet papering the girls fraternity house into execution. ,2.245449184,0.84353782,FALSE
3267,---------------,---------------,---------------,0.84353782,1.141431285,TRUE
3268,Robin had a blast with Jan's crew at the play.,Male,Robin went with Jan's friends to the play and it was a big hoot. ,1.141431285,-0.494894959,FALSE
3269,Robin had a great time hanging out with Jan's friends at the play.,Female,Robin went with Jan's friends to the play and it was a big hoot. ,-0.494894959,-8.91949772,FALSE
3270,Robin enjoyed a fun evening with Jan's social circle at the play.,Ambiguous,Robin went with Jan's friends to the play and it was a big hoot. ,-8.91949772,0.84353782,TRUE
3271,---------------,---------------,---------------,0.84353782,-0.111380051,FALSE
3272,"Kendall strictly prohibited the use of phones, but Jesse blatantly disregarded the rule and used Kendall's phone anyway.",Male,Kendall said that nobody was to use their phone. Jesse used Kendall's phone anyway. ,-0.111380051,3.056157871,TRUE
