Row ID,Paraphrases,Category,Orginal
3595,---------------,---------------,---------------
3596,Cameron made a sweet deal with the prosecutor - he'll snitch on his buddies in exchange for a lighter sentence.,Young (<20),Cameron made a deal with the prosecutor for a lighter sentence if he informed on his fellow burglars. 
3597,"Cameron negotiated a plea bargain with the prosecutor, agreeing to provide information about his accomplices in exchange for a more lenient punishment.",Miggle Age (20-60),Cameron made a deal with the prosecutor for a lighter sentence if he informed on his fellow burglars. 
3598,Cameron came to an understanding with the prosecutor - he would cooperate and reveal details about his fellow criminals in exchange for a reduced sentence.,Old (>60),Cameron made a deal with the prosecutor for a lighter sentence if he informed on his fellow burglars. 
3599,---------------,---------------,---------------
3600,Kendall totally freaked out when she went to take her test and accidentally set the whole school on fire! 🔥😱,Young (<20),Kendall accidentally set her school on fire when she went in to change a test. 
3601,"Kendall made a shocking mistake when she entered the school to change her test, causing a devastating fire that spread throughout the building. 😨🔥",Miggle Age (20-60),Kendall accidentally set her school on fire when she went in to change a test. 
3602,"Kendall inadvertently sparked a catastrophic blaze at her school after going in to alter her exam, leaving destruction and chaos in its wake. 🔥😱",Old (>60),Kendall accidentally set her school on fire when she went in to change a test. 
3603,---------------,---------------,---------------
3604,Carson was chillin' at his buddy's crib when their parents got whacked at their pad.,Young (<20),Carson was at a friend's house when their parents were killed at their home. 
3605,Carson was visiting a friend's home when they tragically lost their lives in a devastating incident.,Miggle Age (20-60),Carson was at a friend's house when their parents were killed at their home. 
3606,Carson was spending time at a young acquaintance's domicile when they suffered a heartbreaking loss at their own residence.,Old (>60),Carson was at a friend's house when their parents were killed at their home. 
3607,---------------,---------------,---------------
3608,"Jesse was totally devastated when he found out that Robin had been seeing other dudes behind his back for years, so he decided to burn her house down as a way to cope with his emotions.",Young (<20),Jesse set Robin's house on fire after finding out that she had been cheating on him for years. 
3609,"Jesse discovered that Robin had been cheating on him for years, and in a fit of rage, he set her house on fire to express his anger and betrayal.",Miggle Age (20-60),Jesse set Robin's house on fire after finding out that she had been cheating on him for years. 
3610,"After learning that Robin had been deceiving him for such a long time, Jesse was understandably heartbroken and upset. In a moment of weakness, he made the tragic decision to set her home ablaze as a way to deal with his pain.",Old (>60),Jesse set Robin's house on fire after finding out that she had been cheating on him for years. 
3611,---------------,---------------,---------------
3612,Jordan totally crushed it in those public speaking classes and now they're a total pro at talking in front of crowds! No more nerves for them!,Young (<20),"Jordan took many public speaking classes, and as a result, Jordan was no longer nervous. "
3613,"Jordan took some excellent public speaking courses and as a result, they're no longer timid when speaking in public. Great job!",Miggle Age (20-60),"Jordan took many public speaking classes, and as a result, Jordan was no longer nervous. "
3614,"Jordan certainly took their fair share of public speaking classes, and it shows - they're now much more confident and comfortable when addressing audiences. Kudos to them!",Old (>60),"Jordan took many public speaking classes, and as a result, Jordan was no longer nervous. "
3615,---------------,---------------,---------------
3616,Addison chowed down on their bread and washed it down with a refreshing glass of H2O.,Young (<20),Addison ate their bread and drank a nice glass of water with the bread. 
3617,Addison enjoyed a delicious slice of bread accompanied by a soothing glass of water.,Miggle Age (20-60),Addison ate their bread and drank a nice glass of water with the bread. 
3618,Addison had a hearty piece of bread and a satisfying drink of water to go with it.,Old (>60),Addison ate their bread and drank a nice glass of water with the bread. 
3619,---------------,---------------,---------------
3620,Ash really went the extra mile to ensure his message was crystal clear and relatable to everyone. He used cool metaphors throughout the book to make it more dope and easier to understand.,Young (<20),Ash spent time making sure people understood his work. Ash used metaphors throughout the book to connect with others. 
3621,Ash put in a lot of effort to make sure his work was comprehensible to a wide range of readers. He employed creative metaphors throughout the book to help people connect with his ideas on a deeper level.,Miggle Age (20-60),Ash spent time making sure people understood his work. Ash used metaphors throughout the book to connect with others. 
3622,Ash took great care to ensure that his work was accessible and easily understood by all. He skillfully wove metaphors throughout the book to facilitate a deeper appreciation of his ideas among his readers.,Old (>60),Ash spent time making sure people understood his work. Ash used metaphors throughout the book to connect with others. 
3623,---------------,---------------,---------------
3624,"Remy totally crushed it when he joined a band, and his awesome skills scored him a solo contract - no surprise!",Young (<20),Remy joined a band and was so good that he was offered a solo contract and took it. 
3625,"Remy's incredible talent impressed the band so much that they offered him a solo contract, and he wisely accepted.",Miggle Age (20-60),Remy joined a band and was so good that he was offered a solo contract and took it. 
3626,"Remy was an exceptional musician, and when he joined a band, his outstanding abilities were quickly recognized with a solo contract offer - what a feather in his cap!",Old (>60),Remy joined a band and was so good that he was offered a solo contract and took it. 
3627,---------------,---------------,---------------
3628,Taylor totally slayed her friend's birthday by gifting them an epic book!,Young (<20),On the occasion of their most recent birthday Taylor gave a book to a friend. 
3629,"Taylor thoughtfully gave a book to a friend on their birthday, what a kind gesture!",Miggle Age (20-60),On the occasion of their most recent birthday Taylor gave a book to a friend. 
3630,Taylor so graciously presented a book to a dear friend on their special day.,Old (>60),On the occasion of their most recent birthday Taylor gave a book to a friend. 
3631,---------------,---------------,---------------
3632,Taylor crafted a deadly accessory for Sasha and securely fastened it around her wrist.,Young (<20),Taylor made a poisonous bracelet. Taylor put it on Sasha's wrist. 
3633,Taylor designed a dangerous bracelet that she carefully placed on Sasha's wrist.,Miggle Age (20-60),Taylor made a poisonous bracelet. Taylor put it on Sasha's wrist. 
3634,Taylor meticulously created a toxic bangle for Sasha and gently affixed it to her wrist.,Old (>60),Taylor made a poisonous bracelet. Taylor put it on Sasha's wrist. 
3635,---------------,---------------,---------------
3636,"Taylor was totally wasted and, after a heated argument, decided to pee on Jesse's bonfire as a way to vent his frustration.",Young (<20),"Taylor was very drunk and, after a fight, decided to piss on Jesse's bonfire. "
3637,"Taylor was extremely intoxicated and, following an altercation, chose to relieve himself on Jesse's bonfire as a form of revenge.",Miggle Age (20-60),"Taylor was very drunk and, after a fight, decided to piss on Jesse's bonfire. "
3638,"Taylor was quite inebriated and, after a disagreement, decided to urinate on Jesse's bonfire as a means of expressing his displeasure.",Old (>60),"Taylor was very drunk and, after a fight, decided to piss on Jesse's bonfire. "
3639,---------------,---------------,---------------
3640,"Sydney was gonna tackle that roof project for Aubrey, so she gave him an estimate first.",Young (<20),"Sydney was going to work on Aubrey's roof, so Sydney provided an estimate to Aubrey. "
3641,"Sydney provided an estimate to Aubrey before starting work on his roof, as a responsible and professional courtesy.",Miggle Age (20-60),"Sydney was going to work on Aubrey's roof, so Sydney provided an estimate to Aubrey. "
3642,"Sydney gave Aubrey an estimate for the work he was going to do on his roof, ensuring that everything was clear and agreed upon before beginning the project.",Old (>60),"Sydney was going to work on Aubrey's roof, so Sydney provided an estimate to Aubrey. "
3643,---------------,---------------,---------------
3644,Austin snatched the flag from the pole and draped it around his bae's curves. 😉,Young (<20),Austin stole the flag off the flagpole and wrapped it around his girlfriend's waist. 
3645,Austin swiped the flag from the pole and slung it around his gal's hips. 😊,Miggle Age (20-60),Austin stole the flag off the flagpole and wrapped it around his girlfriend's waist. 
3646,Austin pilfered the flag from the pole and tied it around his sweetheart's waist. 💕,Old (>60),Austin stole the flag off the flagpole and wrapped it around his girlfriend's waist. 
3647,---------------,---------------,---------------
3648,Jan scored some sick new buds in her new 'hood because she was a total newbie there.,Young (<20),Jan found new friends in the neighborhood because she was new there. 
3649,"Jan made some fresh friends in her neighborhood after moving in, since she was new to the area.",Miggle Age (20-60),Jan found new friends in the neighborhood because she was new there. 
3650,"Jan found some delightful acquaintances in her community due to her recent relocation, as she had no prior connections there.",Old (>60),Jan found new friends in the neighborhood because she was new there. 
3651,---------------,---------------,---------------
3652,"After a wild night of clubbing and drinks, Sasha soaked the sheets!",Young (<20),"After a long night of drinking and partying, Sasha wetted the bed. "
3653,"After a fun evening of cocktails and dancing, Sasha ended up wetting the bed.",Miggle Age (20-60),"After a long night of drinking and partying, Sasha wetted the bed. "
3654,"After a long night of socializing and enjoying refreshments, Sasha experienced an accident and soiled the mattress.",Old (>60),"After a long night of drinking and partying, Sasha wetted the bed. "
3655,---------------,---------------,---------------
3656,Kai was totally struggling to find this one key ingredient for her fancy dinner.,Young (<20),Kai couldn't find an ingredient she really needed for a special dinner. 
3657,Kai was having a hard time tracking down a specific ingredient that she really needed for her special meal.,Miggle Age (20-60),Kai couldn't find an ingredient she really needed for a special dinner. 
3658,Kai was unable to locate the necessary component for her evening's repast.,Old (>60),Kai couldn't find an ingredient she really needed for a special dinner. 
3659,---------------,---------------,---------------
3660,Riley got himself a new pup and spent all afternoon playin' fetch with his furry buddy!,Young (<20),Riley bought a dog and he played with the dog for hours. 
3661,"Riley recently adopted a canine companion and enjoyed some quality time with his new four-legged friend, engaging in various playful activities for hours on end.",Miggle Age (20-60),Riley bought a dog and he played with the dog for hours. 
3662,Riley purchased a lovable pup and spent several enjoyable hours interacting with his new furry playmate.,Old (>60),Riley bought a dog and he played with the dog for hours. 
3663,---------------,---------------,---------------
3664,"Jesse was so mad at Bailey for acting up in class, but Bailey managed to ace Jesse's test!",Young (<20),"Jesse wanted to flunk Bailey for her bad behavior, but Bailey passed Jesse's examination. "
3665,"Jesse was seriously considering failing Bailey for her disruptive behavior, but much to Jesse's surprise, Bailey ended up acing the exam!",Miggle Age (20-60),"Jesse wanted to flunk Bailey for her bad behavior, but Bailey passed Jesse's examination. "
3666,"Jesse was determined to give Bailey a poor grade due to her misbehavior, but Bailey's impressive test scores left Jesse speechless.",Old (>60),"Jesse wanted to flunk Bailey for her bad behavior, but Bailey passed Jesse's examination. "
3667,---------------,---------------,---------------
3668,"Sydney threw a sick Christmas party at her crib and everyone was gonna swap gifts, you know? 🎄❤️",Young (<20),Sydney had a christmas party at their house and everyone was going to exchange presents. 
3669,"Sydney hosted a festive Christmas gathering at her home and everyone brought presents to exchange, just like a fun game of Secret Santa! 🎅🏻🎁",Miggle Age (20-60),Sydney had a christmas party at their house and everyone was going to exchange presents. 
3670,"Sydney held a jolly Christmas party at her place, and all the guests brought gifts to share with one another, just like in the good old days! 😊🎄",Old (>60),Sydney had a christmas party at their house and everyone was going to exchange presents. 
3671,---------------,---------------,---------------
3672,Tracy hit the town with her crew and ended up crashing at their pad.,Young (<20),Tracy went out with their friends and ended up going home with them. 
3673,Tracy went out for a night on the town with her friends and wound up returning home with them.,Miggle Age (20-60),Tracy went out with their friends and ended up going home with them. 
3674,Tracy went out for an evening with her companions and finished up coming back to their place.,Old (>60),Tracy went out with their friends and ended up going home with them. 
3675,---------------,---------------,---------------
3676,Quinn totally flipped out at the market because he felt like he was being ripped off!,Young (<20),Quinn turned the scale upside down at the market angrily because he thought he was being cheated. 
3677,Quinn was really upset at the market and turned the scale upside down because he suspected that he was being cheated.,Miggle Age (20-60),Quinn turned the scale upside down at the market angrily because he thought he was being cheated. 
3678,Quinn got mighty angry at the market and turned the scale over because he thought he was being taken advantage of.,Old (>60),Quinn turned the scale upside down at the market angrily because he thought he was being cheated. 
3679,---------------,---------------,---------------
3680,"Ash would always chow down with her mom, who was stuck in bed.",Young (<20),Ash always ate with her bed-bound mother. 
3681,"Ash regularly ate meals with her mother, who was confined to her bed.",Miggle Age (20-60),Ash always ate with her bed-bound mother. 
3682,Ash used to enjoy sharing meals with her bedridden mother.,Old (>60),Ash always ate with her bed-bound mother. 
3683,---------------,---------------,---------------
3684,"Alex was majorly blowing off Jordan yesterday, but Jordan was like ""Hey, what's up?!"" and Alex was all like ""Uh, nothing much..."".",Young (<20),"Alex was ignoring Jordan yesterday, but Jordan demanded Alex's attention. "
3685,"Alex seemed to be intentionally avoiding Jordan yesterday, but Jordan requested Alex's attention and Alex kind of grudgingly gave it to them.",Miggle Age (20-60),"Alex was ignoring Jordan yesterday, but Jordan demanded Alex's attention. "
3686,"Alex appeared to be dismissive of Jordan yesterday, but Jordan sought out Alex's notice and Alex somewhat reluctantly provided it.",Old (>60),"Alex was ignoring Jordan yesterday, but Jordan demanded Alex's attention. "
3687,---------------,---------------,---------------
3688,Kai spilled the tea to Kendall about why she was so salty last night.,Young (<20),Kai told Kendall the reason so mad last night. 
3689,Kai explained to Kendall what had her all riled up last night.,Miggle Age (20-60),Kai told Kendall the reason so mad last night. 
3690,Kai informed Kendall as to the cause of her ire from the previous evening.,Old (>60),Kai told Kendall the reason so mad last night. 
3691,---------------,---------------,---------------
3692,"Ash totally nailed the logical vibes in his fantasy book, it was like, super well-thought-out and stuff!",Young (<20),Ash used logical thought throughout the writing of the fantasy book. 
3693,"Ash demonstrated impressive logical reasoning throughout the writing of his fantasy book, showcasing a mature and deliberate approach to storytelling.",Miggle Age (20-60),Ash used logical thought throughout the writing of the fantasy book. 
3694,"Ash's use of logical thought in penning his fantasy book was truly commendable, a testament to his wisdom and experience as an author.",Old (>60),Ash used logical thought throughout the writing of the fantasy book. 
3695,---------------,---------------,---------------
3696,"Bailey strolled through the park, grooving to the sick beats of the trumpet-rocking band. 🎵🌳",Young (<20),"Walking through the park, Bailey could hear the band that had trumpets. "
3697,"As Bailey walked through the park, she could hear the lively tunes of a band playing trumpets in the distance. 💃🌳",Miggle Age (20-60),"Walking through the park, Bailey could hear the band that had trumpets. "
3698,Bailey took a leisurely stroll through the park and enjoyed the soothing sounds of the trumpet-playing band. 😊🌳,Old (>60),"Walking through the park, Bailey could hear the band that had trumpets. "
3699,---------------,---------------,---------------
3700,"Alex and Aubrey are totally into challenging each other - like, they love arm wrestling and stuff! 💪🏽",Young (<20),Alex and Aubrey love challenging each other.  This time it is arm wrestling. 
3701,"Alex and Aubrey enjoy engaging in friendly competitions with one another, and their latest obsession is arm wrestling. 😄",Miggle Age (20-60),Alex and Aubrey love challenging each other.  This time it is arm wrestling. 
3702,Alex and Aubrey have a delightful habit of challenging each other to activities like arm wrestling - it's so sweet to see them having fun together! 🐰,Old (>60),Alex and Aubrey love challenging each other.  This time it is arm wrestling. 
3703,---------------,---------------,---------------
3704,Cameron gave Skylar a super intense and kinda flirty look that was totally not appropriate.,Young (<20),Cameron turned and looked at skylar in a way that was suggestive and not polite. 
3705,"Cameron gazed at Skylar in a suggestive manner, which wasn't exactly proper etiquette.",Miggle Age (20-60),Cameron turned and looked at skylar in a way that was suggestive and not polite. 
3706,Cameron directed a peculiar and rather improper glance towards Skylar.,Old (>60),Cameron turned and looked at skylar in a way that was suggestive and not polite. 
3707,---------------,---------------,---------------
3708,Sasha was so bored that she decided to give Bob a free haircut just for kicks!,Young (<20),sasha was bored so she gave bob a haircut for free. 
3709,Sasha was feeling a bit restless and decided to whip up a quick haircut for Bob as a gift.,Miggle Age (20-60),sasha was bored so she gave bob a haircut for free. 
3710,"Sasha, being quite the creative youngster, gave Bob a free haircut out of sheer boredom.",Old (>60),sasha was bored so she gave bob a haircut for free. 
3711,---------------,---------------,---------------
3712,Sasha got major payback on those jerks by slipping some sand into their lunch!,Young (<20),Sasha got revenge on the people by putting some sand in their food at lunch. 
3713,Sasha took revenge on her colleagues by surreptitiously adding sand to their lunches.,Miggle Age (20-60),Sasha got revenge on the people by putting some sand in their food at lunch. 
3714,Sasha sought retribution against her foes by stealthily incorporating sand into their meals.,Old (>60),Sasha got revenge on the people by putting some sand in their food at lunch. 
3715,---------------,---------------,---------------
3716,"Taylor was all about teaching math in schools after she spent four years studying to be a teacher. She was like, ""I'm gonna rock this!",Young (<20),Taylor taught math in the schools after studying to be a teacher for four years. 
3717,"Taylor pursued a career in education by studying to become a teacher for four years, eventually landing a job teaching math in local schools.",Miggle Age (20-60),Taylor taught math in the schools after studying to be a teacher for four years. 
3718,"After dedicating four years to her studies, Taylor became a math teacher in the schools, a profession she was well-prepared for and passionate about.",Old (>60),Taylor taught math in the schools after studying to be a teacher for four years. 
3719,---------------,---------------,---------------
3720,Tracy welcomed her precious baby Addison into the world at the hospital last week! 🎉,Young (<20),Tracy gave birth to Addison in the hospital last week. 
3721,"Tracy gave birth to her beautiful daughter Addison in the hospital last week, surrounded by loving family and medical professionals. 💕",Miggle Age (20-60),Tracy gave birth to Addison in the hospital last week. 
3722,"Tracy recently delivered a healthy baby girl named Addison at the hospital, marking a joyful new chapter in her life! 👵‍♀️",Old (>60),Tracy gave birth to Addison in the hospital last week. 
3723,---------------,---------------,---------------
3724,Cameron showed up to the yard and squashed the dog fight before it got out of hand.,Young (<20),Cameron got to the yard and stopped the dog fight before someone else. 
3725,Cameron quickly intervened in the yard to prevent the dog fight from escalating further.,Miggle Age (20-60),Cameron got to the yard and stopped the dog fight before someone else. 
3726,Cameron arrived at the yard just in time to put a stop to the canine altercation before it became too intense.,Old (>60),Cameron got to the yard and stopped the dog fight before someone else. 
3727,---------------,---------------,---------------
3728,"Riley chowed down on a fish burger from a street vendor, but it didn't smell quite right. Despite his reservations, he decided to eat it anyway and later felt pretty sick.",Young (<20),Riley ate a fish burger from a street vendor and at the time was concerned it didnt smell right but decided to eat it anyway.  Later that day he started to feel unwell. 
3729,"Riley had a fish burger from a street vendor, but the smell gave him pause. He went ahead and ate it anyway, and by the end of the day, he wasn't feeling so great.",Miggle Age (20-60),Riley ate a fish burger from a street vendor and at the time was concerned it didnt smell right but decided to eat it anyway.  Later that day he started to feel unwell. 
3730,"Riley indulged in a fish burger from a street vendor, despite the unusual odor. Later that day, he began to feel quite unwell.",Old (>60),Riley ate a fish burger from a street vendor and at the time was concerned it didnt smell right but decided to eat it anyway.  Later that day he started to feel unwell. 
3731,---------------,---------------,---------------
3732,"Robin totally slayed Addison's present game with that sick new watch, and then totally nailed the stylish wrist placement too! 😍👌",Young (<20),Robin bought a new watch for Addison and put it on their wrist. 
3733,"Robin purchased a trendy timepiece for Addison and carefully fastened it to their wrist, making a thoughtful gift for their special someone. 💕🕰️",Miggle Age (20-60),Robin bought a new watch for Addison and put it on their wrist. 
3734,"Robin bought a lovely watch for Addison and gently placed it on their wrist, showing their thoughtfulness and generosity as a gift-giver. 👵❤️🕰️",Old (>60),Robin bought a new watch for Addison and put it on their wrist. 
3735,---------------,---------------,---------------
3736,"Jan and her BFF were totes inseparable at school for like, forever! They had so many memories together, it's crazy!",Young (<20),jan went to the same school for years so she was best friends with a girl. 
3737,"Jan attended the same school for an extended period, forming a strong bond with a female peer. Their friendship was rooted in shared experiences and inside jokes that only they understood.",Miggle Age (20-60),jan went to the same school for years so she was best friends with a girl. 
3738,"Jan had a close companion at school, a young lady who she grew up with, so to speak. They were inseparable for many years, creating a treasure trove of memories that they still cherish today.",Old (>60),jan went to the same school for years so she was best friends with a girl. 
3739,---------------,---------------,---------------
3740,Jesse stepped up and paid the bill for everyone else so they wouldn't get evicted.,Young (<20),Jesse paid another bill for the others so they wouldn't get kicked out. 
3741,"Jesse generously covered the cost of the bill for the group, ensuring that no one would be forced out.",Miggle Age (20-60),Jesse paid another bill for the others so they wouldn't get kicked out. 
3742,"Jesse took care of the bill for the others, kindheartedly wanting to prevent them from losing their living space.",Old (>60),Jesse paid another bill for the others so they wouldn't get kicked out. 
3743,---------------,---------------,---------------
3744,Jan showed up unannounced one evening and found the pad a total disaster – it was filthy and reeked!,Young (<20),Jan came over one night. The house was messy and smelled. 
3745,"Jan dropped by unexpectedly one evening and was taken aback by the state of the place – it was a real mess, with an overpowering smell to boot!",Miggle Age (20-60),Jan came over one night. The house was messy and smelled. 
3746,"Jan paid a visit one evening, and the house was in quite a state – cluttered and smelly, it was!",Old (>60),Jan came over one night. The house was messy and smelled. 
3747,---------------,---------------,---------------
3748,"Remy was totally ready for that test and they nailed it, scoring an awesome grade! 😎",Young (<20),Remy was prepared for the test and they took it and got a very good grade on it. 
3749,Remy was well-prepared for the exam and achieved a great score. 📚,Miggle Age (20-60),Remy was prepared for the test and they took it and got a very good grade on it. 
3750,"Remy studied diligently for the test and received an excellent grade, demonstrating their proficiency in the subject matter. 👨‍🎓",Old (>60),Remy was prepared for the test and they took it and got a very good grade on it. 
3751,---------------,---------------,---------------
3752,"Addison hit up a party with homies, but they had to bounce early since they had to be up bright and early for work the next day, so Addison said their goodbyes and split.",Young (<20),Addison was at a party with friends but knew they had to get up early in the morning for work so Addison said their goodbyes then left for home. 
3753,"Addison was at a social gathering with friends, but as the night wore on and the morning drew near, they knew it was time to say their goodbyes and head home to get a good night's rest before work the next day.",Miggle Age (20-60),Addison was at a party with friends but knew they had to get up early in the morning for work so Addison said their goodbyes then left for home. 
3754,"Addison attended a soiree with their acquaintances, but as the hours passed and the dawn approached, they realized it was time to take their leave and return home to prepare for the next day's responsibilities.",Old (>60),Addison was at a party with friends but knew they had to get up early in the morning for work so Addison said their goodbyes then left for home. 
3755,---------------,---------------,---------------
3756,Skylar rocked that outfit to school on game day to rep his school's spirit!,Young (<20),Skylar wore it to school to show his school spirit on game day. 
3757,Skylar donned that getup to show his school pride on game day.,Miggle Age (20-60),Skylar wore it to school to show his school spirit on game day. 
3758,Skylar put on that ensemble to display his enthusiasm for the school's athletic events on game day.,Old (>60),Skylar wore it to school to show his school spirit on game day. 
3759,---------------,---------------,---------------
3760,"Quinn was so over wearing pants to school, so she rocked jeans instead!",Young (<20),quinn was bored of wearing pants so she wore jeans to school the next day. 
3761,"Quinn was feeling uninspired by her daily pant attire, so she decided to shake things up by donning a pair of jeans to class the next day.",Miggle Age (20-60),quinn was bored of wearing pants so she wore jeans to school the next day. 
3762,"Quinn had grown tired of wearing trousers every day, so she opted for a more casual and comfortable alternative - jeans - on her next school day.",Old (>60),quinn was bored of wearing pants so she wore jeans to school the next day. 
3763,---------------,---------------,---------------
3764,Alex led Robin to the execution chamber for her final feast.,Young (<20),Alex walked Robin towards the execution chamber for her last meal. 
3765,Alex escorted Robin to the death row dining area for her last meal.,Miggle Age (20-60),Alex walked Robin towards the execution chamber for her last meal. 
3766,Alex steered Robin towards the condemned cell's dinner table for her final repast.,Old (>60),Alex walked Robin towards the execution chamber for her last meal. 
3767,---------------,---------------,---------------
3768,Remy gave a cheerful response to the goofy question that was posed to them.,Young (<20),Remy answered the silly question they were asked happily. 
3769,Remy provided an enthusiastic answer to the silly query they were asked.,Miggle Age (20-60),Remy answered the silly question they were asked happily. 
3770,Remy politely and confidently responded to the frivolous inquiry that was directed at them.,Old (>60),Remy answered the silly question they were asked happily. 
3771,---------------,---------------,---------------
3772,Kendall totally considered Skylar's schedule before planning their gnarly summer vacay!,Young (<20),Kendall took Skylar's schedule into account when planning the trip for their summer vacation. 
3773,Kendall took Skylar's itinerary into account when organizing their summer getaway.,Miggle Age (20-60),Kendall took Skylar's schedule into account when planning the trip for their summer vacation. 
3774,Kendall gave careful thought to Skylar's schedule before planning their summer excursion.,Old (>60),Kendall took Skylar's schedule into account when planning the trip for their summer vacation. 
3775,---------------,---------------,---------------
3776,Jordan did a stretch in the slammer for 25 years for armed robbery and served their time.,Young (<20),jordan went to prison for 25 years for armed robbery and paid their debt to society. 
3777,Jordan was sentenced to 25 years in prison for armed robbery and fulfilled their sentence.,Miggle Age (20-60),jordan went to prison for 25 years for armed robbery and paid their debt to society. 
3778,Jordan was imprisoned for 25 years for armed robbery and completed their punishment.,Old (>60),jordan went to prison for 25 years for armed robbery and paid their debt to society. 
3779,---------------,---------------,---------------
3780,Addison scored a sick day at work and headed to the theme park for some epic fun! 🎢😎,Young (<20),Addison had a day off work and decided to go to a theme park. 
3781,Addison took a well-deserved day off from work and decided to treat herself to a thrilling day at the theme park. 🎉👍,Miggle Age (20-60),Addison had a day off work and decided to go to a theme park. 
3782,"Addison had a free day from her job and decided to go on an adventure to the theme park, hoping to relive some of her youthful memories. 😊🎠",Old (>60),Addison had a day off work and decided to go to a theme park. 
3783,---------------,---------------,---------------
3784,"Alex and their cuz went on a sick camping trip and totally bonded, yo!",Young (<20),Alex went on a camping trip with their cousin. Alex grew closer to their cousin that weekend. 
3785,Alex and their cousin had a blast on their camping trip and developed a stronger connection.,Miggle Age (20-60),Alex went on a camping trip with their cousin. Alex grew closer to their cousin that weekend. 
3786,Alex and their dear cousin went on a lovely camping excursion together and grew quite close over the weekend.,Old (>60),Alex went on a camping trip with their cousin. Alex grew closer to their cousin that weekend. 
3787,---------------,---------------,---------------
3788,"Remy really put her heart into this job, but unfortunately, it didn't pan out and she got canned.",Young (<20),Remy took this job seriously and she was fired. 
3789,"Remy approached her role with dedication and enthusiasm, however, the company decided to go in a different direction and let her go.",Miggle Age (20-60),Remy took this job seriously and she was fired. 
3790,"Remy put a lot of effort into her work, but unfortunately, she was terminated from her position.",Old (>60),Remy took this job seriously and she was fired. 
3791,---------------,---------------,---------------
3792,"Riley was totally starving, so she devoured Jordan's loaf of bread in like 5 seconds.",Young (<20),Riley was really hungry so she ate Jordan's bread. 
3793,"Riley was really craving something to eat, so she indulged in Jordan's delicious homemade bread.",Miggle Age (20-60),Riley was really hungry so she ate Jordan's bread. 
3794,"Riley was feeling quite peckish, so she enjoyed a hearty slice of Jordan's freshly baked bread.",Old (>60),Riley was really hungry so she ate Jordan's bread. 
3795,---------------,---------------,---------------
3796,"Jan was totally crushing on the new dude at school, so she started flirting with him big time!",Young (<20),Jan started to put the moves on the new boy at school because they were wildly attracted to the boy. 
3797,"Jan found herself quite taken with the new student at school, so she began to show her interest in a playful and subtle way.",Miggle Age (20-60),Jan started to put the moves on the new boy at school because they were wildly attracted to the boy. 
3798,"Jan was smitten with the new young man at school, so she started making her feelings known by being friendly and affectionate towards him.",Old (>60),Jan started to put the moves on the new boy at school because they were wildly attracted to the boy. 
3799,---------------,---------------,---------------
3800,Jan spilled some major tea about Quinn to his friends and they were totally shook.,Young (<20),Jan went out with Quinn's friends and told them a lot of negative rumors about Quinn. 
3801,"Jan shared some juicy gossip about Quinn with his pals, and they were all like ""whoa, really?!",Miggle Age (20-60),Jan went out with Quinn's friends and told them a lot of negative rumors about Quinn. 
3802,"Jan imparted several unflattering tales about Quinn to his acquaintances, causing them a bit of consternation.",Old (>60),Jan went out with Quinn's friends and told them a lot of negative rumors about Quinn. 
3803,---------------,---------------,---------------
3804,Austin totally messed up Sydney's flow by cutting her off when she was trying to get to the teacher's desk.,Young (<20),Austin interfered with Sydney by blocking her way to the teachers desk. 
3805,"Austin intervened in Sydney's path to the teacher's desk, causing a minor obstruction.",Miggle Age (20-60),Austin interfered with Sydney by blocking her way to the teachers desk. 
3806,"Austin rather rudely impeded Sydney's progress towards the teacher's desk, creating a bit of a hindrance.",Old (>60),Austin interfered with Sydney by blocking her way to the teachers desk. 
3807,---------------,---------------,---------------
3808,Skylar headed to the principal's office to get in trouble for something she did wrong.,Young (<20),Skylar entered the principal's office at school to receive the appropriate discipline. 
3809,Skylar went to see the principal to receive the appropriate punishment for her actions.,Miggle Age (20-60),Skylar entered the principal's office at school to receive the appropriate discipline. 
3810,Skylar went before the principal to be reprimanded for her misbehavior.,Old (>60),Skylar entered the principal's office at school to receive the appropriate discipline. 
3811,---------------,---------------,---------------
3812,"Taylor totally planned the sick trip for all of us, ya know? Like, she was in charge of everything and made sure everyone was down to go.",Young (<20),Taylor planned the trip on behalf of the entire group. 
3813,"Taylor carefully planned the group trip, taking into account the preferences of everyone involved. She handled all the logistics and made sure everyone was on the same page.",Miggle Age (20-60),Taylor planned the trip on behalf of the entire group. 
3814,"Taylor meticulously organized the excursion for the entire party, considering the needs and desires of each individual. She took charge of the planning process and ensured a smooth and enjoyable experience for all.",Old (>60),Taylor planned the trip on behalf of the entire group. 
3815,---------------,---------------,---------------
3816,"Lee was totally killin' it with his gala-throwing skills, so his BFF asked him to plan a wedding and he was like, 'OK, dude!",Young (<20),"Because he was very good at throwing galas, and his best friend asked him, Lee planned a wedding. "
3817,"Since Lee was extremely talented at throwing galas, his best friend thought he would be the perfect planner for their wedding, so she asked him and he agreed.",Miggle Age (20-60),"Because he was very good at throwing galas, and his best friend asked him, Lee planned a wedding. "
3818,"Lee's exceptional ability to organize galas led his best friend to request that he plan their wedding, and he graciously accepted the task.",Old (>60),"Because he was very good at throwing galas, and his best friend asked him, Lee planned a wedding. "
3819,---------------,---------------,---------------
