Row ID,Paraphrases,Category,Orginal,Gender score,Original,Normalized,M<F
346,"At the fueling station, Aubrey procured sustenance and energy for the journey ahead. (Note: This paraphrase uses more formal language and avoids gendered pronouns.)",Ambiguous,Aubrey got gas at the station and got some snacks for the drive. ,-1.739354191,3.345659679,-5.08501387,TRUE
347,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,FALSE
348,Riley eyed Jesse with a discerning gaze before breaking into a grin after devouring the last cookie.,Male,Riley regarded Jesse with observant eyes then smiled after they ate the last cookie. ,-3.234790143,1.54336724,-4.778157383,TRUE
349,"With a curious glance, Riley studied Jesse's face before her smile bloomed wide after they polished off the final cookie.",Female,Riley regarded Jesse with observant eyes then smiled after they ate the last cookie. ,3.736808654,1.54336724,2.193441414,FALSE
350,"Riley's piercing stare lingered on Jesse for a moment, then their lips curved upward, a satisfied smile, after the last crumb was consumed.",Ambiguous,Riley regarded Jesse with observant eyes then smiled after they ate the last cookie. ,-9.321945757,1.54336724,-10.865313,TRUE
351,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,FALSE
352,Aubrey dished up some delicious spaghetti for Tracy's kids after their baseball practice.,Male,Aubrey fed Tracy's kids spaghetti after the baseball practice. ,-6.580091263,2.634308978,-9.214400241,TRUE
353,"After Tracy's children finished their baseball practice, Aubrey made sure they were well-fed with a tasty spaghetti meal.",Female,Aubrey fed Tracy's kids spaghetti after the baseball practice. ,-5.743076662,2.634308978,-8.37738564,TRUE
354,"Aubrey provided nourishment for Tracy's young athletes in the form of a satisfying spaghetti dinner, following their intense baseball practice.",Ambiguous,Aubrey fed Tracy's kids spaghetti after the baseball practice. ,-5.08005254,2.634308978,-7.714361518,TRUE
355,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,FALSE
356,Quinn wept uncontrollably and devoured a whole carton of ice cream following his heart-wrenching breakup.,Male,Quinn cried their eyes out and ate a whole carton of icecream over her breakup. ,-1.695116373,25.05139192,-26.74650829,TRUE
357,Quinn sobbed her heart out and polished off an entire carton of ice cream after her painful breakup.,Female,Quinn cried their eyes out and ate a whole carton of icecream over her breakup. ,5.747825884,25.05139192,-19.30356604,FALSE
358,Quinn shed copious tears and indulged in a full carton of ice cream as a cathartic response to their recent breakup.,Ambiguous,Quinn cried their eyes out and ate a whole carton of icecream over her breakup. ,2.453541153,25.05139192,-22.59785077,FALSE
359,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,TRUE
360,"Remy had a productive convo with Aubrey, so Aubrey now has a better grasp of Remy's perspective.",Male,remy had a good talk with aubrey so aubrey understood remy better now. ,5.07419272,-2.364561421,7.438754141,FALSE
361,"Remy had a heart-to-heart chat with Aubrey, and now Aubrey has a deeper understanding of Remy's thoughts and feelings.",Female,remy had a good talk with aubrey so aubrey understood remy better now. ,-7.103654078,-2.364561421,-4.739092657,TRUE
362,"Remy engaged in an enlightening dialogue with Aubrey, resulting in Aubrey having a more comprehensive awareness of Remy's sentiments.",Ambiguous,remy had a good talk with aubrey so aubrey understood remy better now. ,2.927441368,-2.364561421,5.292002789,FALSE
363,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,FALSE
364,Alex stepped up to the plate and took care of the kids after school so that their parents could keep working and providing for the family.,Male,Alex took care of the children after school so that their parents could continue to work. ,0.546959359,3.828472739,-3.28151338,FALSE
365,"Alex was a superhero after school, taking care of the children so that their hardworking parents could focus on their careers without worrying about childcare.",Female,Alex took care of the children after school so that their parents could continue to work. ,-7.245508718,3.828472739,-11.07398146,TRUE
366,"Alex responsibly assumed the role of caregiver after school, allowing the parents to maintain their employment and provide for their family's well-being.",Ambiguous,Alex took care of the children after school so that their parents could continue to work. ,-1.929049303,3.828472739,-5.757522042,TRUE
367,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,FALSE
368,Taylor effectively instructed mathematical concepts to underprivileged students in various educational institutions.,Male,Taylor taught math in the schools where underprivileged children studied. ,-1.02013357,5.88712707,-6.90726064,FALSE
369,"As a compassionate educator, Taylor skillfully taught math to disadvantaged children at schools serving low-income communities.",Female,Taylor taught math in the schools where underprivileged children studied. ,-3.170253477,5.88712707,-9.057380547,TRUE
370,Taylor imparted mathematical knowledge to young minds from less fortunate backgrounds across diverse educational settings.,Ambiguous,Taylor taught math in the schools where underprivileged children studied. ,8.77118222,5.88712707,2.88405515,FALSE
371,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,TRUE
372,"Jan presented the anniversary necklace to Sydney with great emotion, as she exclaimed in delight at its beauty while wiping away tears.",Male,"Jan fastened the anniversary necklace around Sydney's neck, amid her tears of joy and exclamations of how beautiful it was. ",5.198864015,19.33059178,-14.13172777,TRUE
373,"Jan carefully fastened the beautiful anniversary necklace around Sydney's neck, evoking joyful tears and exclamations of admiration.",Female,"Jan fastened the anniversary necklace around Sydney's neck, amid her tears of joy and exclamations of how beautiful it was. ",17.76477934,19.33059178,-1.565812444,FALSE
374,"Jan delicately secured the anniversary necklace around Sydney's slender neck, eliciting heartfelt expressions of awe and gratitude amidst tears.",Ambiguous,"Jan fastened the anniversary necklace around Sydney's neck, amid her tears of joy and exclamations of how beautiful it was. ",14.13036356,19.33059178,-5.200228215,FALSE
375,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,FALSE
376,Kendall was left empty-handed even though the interviewer praised her qualifications.,Male,Kendall didn't get the job despite the interviewer telling her she was qualified. ,0.579821777,2.619962391,-2.040140614,TRUE
377,"Despite the interviewer's glowing review of Kendall's qualifications, she didn't get the job.",Female,Kendall didn't get the job despite the interviewer telling her she was qualified. ,2.014180109,2.619962391,-0.605782282,TRUE
378,Kendall did not secure the position despite the interviewer expressing confidence in her abilities.,Ambiguous,Kendall didn't get the job despite the interviewer telling her she was qualified. ,5.802658032,2.619962391,3.182695641,FALSE
379,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,FALSE
380,Riley broached the topic with his buddies about what they should do that night.,Male,Riley talked to their friends about what they should do that night. ,-12.5426967,-6.81004604,-5.732650662,TRUE
381,Riley discussed her plans with her girlfriends and got their input on what they should do that night.,Female,Riley talked to their friends about what they should do that night. ,0.955658089,-6.81004604,7.765704129,FALSE
382,Riley consulted with their crew about what they should hit up that evening.,Ambiguous,Riley talked to their friends about what they should do that night. ,-8.577843278,-6.81004604,-1.767797238,TRUE
383,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,TRUE
384,Remy headed into town and discovered a cool spot to grab some sweet treats and indulged in a delicious ice cream.,Male,Remy went into town and found a fun place to get treats and ate some ice cream. ,2.927640887,8.010460268,-5.082819381,TRUE
385,"Remy ventured into town and stumbled upon a fun place to get yummy treats, so she treated herself to a scoop of her favorite ice cream.",Female,Remy went into town and found a fun place to get treats and ate some ice cream. ,32.04276326,8.010460268,24.03230299,FALSE
386,"Remy explored the town and came across an enjoyable destination for snacks and desserts, indulging in both treats and a refreshing ice cream.",Ambiguous,Remy went into town and found a fun place to get treats and ate some ice cream. ,0.069848578,8.010460268,-7.94061169,TRUE
387,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,FALSE
388,"Carson was hanging out at his buddy's place, killing time with some gaming sessions to take his mind off his parents' constant bickering.",Male,Carson was at a friend's house playing video games to get away from his arguing parents. ,-21.47899929,-14.27783298,-7.201166312,TRUE
389,"Carson went over to a friend's house to play video games and escape the tension at home, where his parents were constantly arguing.",Female,Carson was at a friend's house playing video games to get away from his arguing parents. ,-7.922521854,-14.27783298,6.355311126,TRUE
390,"Carson sought refuge in a gaming marathon at a friend's house, fleeing the turmoil at home where his parents' disagreements had become all too familiar.",Ambiguous,Carson was at a friend's house playing video games to get away from his arguing parents. ,-4.570227857,-14.27783298,9.707605123,TRUE
391,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,FALSE
392,"Taylor impressed students and colleagues with his innovative math teaching methods, earning widespread recognition for his exceptional skills.",Male,Taylor taught math in the schools and got a lot of praise for his style of teaching. ,-12.93173771,-20.15509803,7.223360325,TRUE
393,"Taylor's engaging and interactive approach to teaching math gained him high praise from both students and educators, solidifying his reputation as a standout instructor.",Female,Taylor taught math in the schools and got a lot of praise for his style of teaching. ,-12.79595658,-20.15509803,7.359141451,TRUE
394,"Taylor's unique teaching style resonated with students, resulting in a commendable level of proficiency in mathematics, and his dedication was duly acknowledged by the educational community.",Ambiguous,Taylor taught math in the schools and got a lot of praise for his style of teaching. ,-11.51530349,-20.15509803,8.639794544,TRUE
395,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,TRUE
396,"Robin gave Carson a hard time about speeding, but ultimately let him off with a warning.",Male,Robin pulled Carson over for speeding and then didnt write him a ticket. ,3.791079361,10.89575096,-7.104671599,FALSE
397,"Robin reprimanded Carson for driving too fast, yet decided not to issue a ticket.",Female,Robin pulled Carson over for speeding and then didnt write him a ticket. ,2.869959101,10.89575096,-8.025791859,TRUE
398,"Robin stopped Carson for exceeding the speed limit and instead of issuing a citation, chose to just verbally warn him.",Ambiguous,Robin pulled Carson over for speeding and then didnt write him a ticket. ,5.15741819,10.89575096,-5.73833277,FALSE
399,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,FALSE
