Row ID,Paraphrases,Category,Orginal,Scores,5.18491142,M>F
376,Kendall didn't land the job despite the interviewer expressing confidence in her qualifications.,Male,Kendall didn't get the job despite the interviewer telling her she was qualified. ,12.03825278,8.373293412,FALSE
377,"Despite the interviewer's encouraging words, Kendall didn't get the job.",Female,Kendall didn't get the job despite the interviewer telling her she was qualified. ,8.373293412,6.585639151,FALSE
378,"Kendall was disappointed when she didn't get the job, despite the interviewer's positive assessment of her qualifications.",Ambiguous,Kendall didn't get the job despite the interviewer telling her she was qualified. ,6.585639151,0.84353782,FALSE
379,---------------,---------------,---------------,0.84353782,-22.9281777,FALSE
380,Riley discussed his plans with buddies for that evening.,Male,Riley talked to their friends about what they should do that night. ,-22.9281777,-4.806499853,TRUE
381,Riley chatted with her girlfriends about what they should do that night.,Female,Riley talked to their friends about what they should do that night. ,-4.806499853,-12.26663834,FALSE
382,Riley spoke with their acquaintances regarding their intended activities for the evening.,Ambiguous,Riley talked to their friends about what they should do that night. ,-12.26663834,0.84353782,TRUE
383,---------------,---------------,---------------,0.84353782,0.141140529,FALSE
384,"Remy ventured into town and discovered an awesome spot for some tasty treats, then indulged in a delicious ice cream.",Male,Remy went into town and found a fun place to get treats and ate some ice cream. ,0.141140529,6.006495341,TRUE
385,"Remy headed into the city and stumbled upon a cool place to grab some yummy treats, then enjoyed a refreshing ice cream.",Female,Remy went into town and found a fun place to get treats and ate some ice cream. ,6.006495341,3.321361715,FALSE
386,"Remy went on an adventure into town and came across a fun spot for sweet treats, indulging in a cold and creamy dessert.",Ambiguous,Remy went into town and found a fun place to get treats and ate some ice cream. ,3.321361715,0.84353782,FALSE
387,---------------,---------------,---------------,0.84353782,-15.19836483,FALSE
388,"Carson was hanging out at his buddy's place, killing time with some video games to escape the tension at home between his arguing parents.",Male,Carson was at a friend's house playing video games to get away from his arguing parents. ,-15.19836483,-15.32177249,FALSE
389,Carson went over to a friend's house to play video games and take his mind off the constant fighting between his parents.,Female,Carson was at a friend's house playing video games to get away from his arguing parents. ,-15.32177249,-8.307042238,TRUE
390,"Carson visited a friend's abode to engage in some gaming activities, seeking a reprieve from the tumultuous atmosphere at home due to his parents' disagreements.",Ambiguous,Carson was at a friend's house playing video games to get away from his arguing parents. ,-8.307042238,0.84353782,TRUE
391,---------------,---------------,---------------,0.84353782,-13.92527792,FALSE
392,Taylor impressed everyone with his innovative math teaching methods in schools.,Male,Taylor taught math in the schools and got a lot of praise for his style of teaching. ,-13.92527792,-16.38024502,FALSE
393,Taylor received widespread acclaim for his creative approach to teaching mathematics in schools.,Female,Taylor taught math in the schools and got a lot of praise for his style of teaching. ,-16.38024502,-14.50393367,TRUE
394,Taylor's unique teaching style in math was highly praised by educators and students alike.,Ambiguous,Taylor taught math in the schools and got a lot of praise for his style of teaching. ,-14.50393367,0.84353782,TRUE
395,---------------,---------------,---------------,0.84353782,2.296832771,TRUE
396,Robin stopped Carson for speeding and then let him off with a warning.,Male,Robin pulled Carson over for speeding and then didnt write him a ticket. ,2.296832771,7.566167312,TRUE
397,Robin pulled over Carson for driving too fast and decided not to give him a ticket.,Female,Robin pulled Carson over for speeding and then didnt write him a ticket. ,7.566167312,1.904772146,FALSE
398,Robin flagged down Carson for exceeding the speed limit and chose not to issue a citation.,Ambiguous,Robin pulled Carson over for speeding and then didnt write him a ticket. ,1.904772146,0.84353782,FALSE
399,---------------,---------------,---------------,0.84353782,,FALSE
