Row ID,Paraphrases,Category,Orginal
4974,"Robin escorted Jan to her initial lesson at school, making sure she had a smooth transition into her new educational environment. 🤓",Old,Robin went to school with Jan and went to her first class with her as well. 
4975,---------------,---------------,---------------
4976,Alex was totally stuck with the kitchen cleaning and Aubrey came through and killed it! They both cleaned up together and now the kitchen is spotless!,Young,Alex needed help cleaning the kitchen and Aubrey was helpful and cleaned as well. 
4977,"Alex needed some assistance with tidying up the kitchen, and Aubrey kindly offered to lend a hand. Together, they were able to get everything sparkling clean.",Middle Age,Alex needed help cleaning the kitchen and Aubrey was helpful and cleaned as well. 
4978,"Alex was having a bit of trouble keeping the kitchen in order, so Aubrey stepped in and provided some much-needed assistance. With their combined efforts, the kitchen is now looking ship-shape!",Old,Alex needed help cleaning the kitchen and Aubrey was helpful and cleaned as well. 
4979,---------------,---------------,---------------
4980,Addison had bolted after being brutally mistreated by their evil stepmom.,Young,Addison had run away after being mistreated by their wicked stepmother. 
4981,Addison had fled after being subjected to abuse at the hands of their wicked stepmother.,Middle Age,Addison had run away after being mistreated by their wicked stepmother. 
4982,Addison had run away after being cruelly treated by their stepfamily.,Old,Addison had run away after being mistreated by their wicked stepmother. 
4983,---------------,---------------,---------------
4984,Aubrey was super helpful and brought their sick truck to Sasha's place to pack all their stuff into boxes! 💪🏽,Young,Aubrey helped Sasha move by bringing their big truck over to pack boxes into. 
4985,Aubrey kindly offered to bring over their large truck to assist Sasha with moving by packing their belongings into boxes. 🚚👍,Middle Age,Aubrey helped Sasha move by bringing their big truck over to pack boxes into. 
4986,Aubrey was such a dear and brought their big truck over to help Sasha move by loading all their boxes into it. 🐴💕,Old,Aubrey helped Sasha move by bringing their big truck over to pack boxes into. 
4987,---------------,---------------,---------------
4988,Cameron hopped on Jan's sweet ride and cruised to work when their whip wouldn't start.,Young,Cameron rode Jan's motorcycle to work when their car would not start. 
4989,Cameron and Jan took Jan's motorcycle to work when their car wouldn't kickstart.,Middle Age,Cameron rode Jan's motorcycle to work when their car would not start. 
4990,Cameron and Jan resorted to riding Jan's motorcycle to work when their vehicle failed to start.,Old,Cameron rode Jan's motorcycle to work when their car would not start. 
4991,---------------,---------------,---------------
4992,"Robin was like, ""Uh, no way, Carson. I'm not into you.",Young,Robin told Carson that she did not want to go out with him. 
4993,"Robin politely declined Carson's invitation, stating that she did not wish to go out with him.",Middle Age,Robin told Carson that she did not want to go out with him. 
4994,"Robin respectfully refused Carson's request for a date, explaining that she did not feel comfortable pursuing a relationship with him.",Old,Robin told Carson that she did not want to go out with him. 
4995,---------------,---------------,---------------
4996,Remy totally rocked it when he joined a band after learning how to shred on the guitar!,Young,Remy joined a band after he learned how to play the guitar. 
4997,Remy made a great decision when he decided to join a band after acquiring guitar skills.,Middle Age,Remy joined a band after he learned how to play the guitar. 
4998,Remy certainly took a wise path by joining a band once he became proficient in playing the guitar.,Old,Remy joined a band after he learned how to play the guitar. 
4999,---------------,---------------,---------------
5000,"Lee was like, 'I'll kick your butt' after you said some messed up stuff about him to his homies.",Young,Lee challenged her to a fight after she talked bad about Lee to his friends. 
5001,"Lee confronted her about the negative comments she made about him to his friends, and challenged her to a fight.",Middle Age,Lee challenged her to a fight after she talked bad about Lee to his friends. 
5002,"Lee took exception to the disparaging remarks she made about him in front of his acquaintances, and demanded that she retract her statements or face the consequences.",Old,Lee challenged her to a fight after she talked bad about Lee to his friends. 
5003,---------------,---------------,---------------
5004,Bailey totally wiped out the enemy's weapons while they were catching some Z's.,Young,Bailey destroyed the enemy's weapons while the enemy was fast asleep. 
5005,Bailey effectively neutralized the enemy's weapons while they were in a deep sleep.,Middle Age,Bailey destroyed the enemy's weapons while the enemy was fast asleep. 
5006,Bailey thoroughly disarmed the enemy while they were enjoying a peaceful slumber.,Old,Bailey destroyed the enemy's weapons while the enemy was fast asleep. 
5007,---------------,---------------,---------------
5008,"Once everyone was done chowing down, they were gonna hit up a party, so Kai figured he'd finish his grub first.",Young,After everyone finished their food they were going to go to a party so Kai decided to finish his food first. 
5009,"After everyone had finished their meals, they planned to head to a party, so Kai decided to wrap up his food before joining them.",Middle Age,After everyone finished their food they were going to go to a party so Kai decided to finish his food first. 
5010,"Following the consumption of their sustenance, the group intended to proceed to a social gathering, whereupon Kai deemed it prudent to complete his repast prior to joining the others.",Old,After everyone finished their food they were going to go to a party so Kai decided to finish his food first. 
5011,---------------,---------------,---------------
5012,"Carson had some homework to finish up, but they were hanging out at their friend's house and didn't want to stop playing video games just yet.",Young,Carson had homework they had to do but they were at a friends house playing video games. 
5013,"Carson had some assignments they needed to complete, but they were spending the afternoon at a friend's house indulging in some gaming fun instead.",Middle Age,Carson had homework they had to do but they were at a friends house playing video games. 
5014,"Carson had homework that needed to be done, but they were visiting a friend and wanted to spend their time playing video games instead of focusing on their studies.",Old,Carson had homework they had to do but they were at a friends house playing video games. 
5015,---------------,---------------,---------------
5016,"Taylor was all like, ""Yo, let me help you move into your crib, fam!"" And then they helped Ash get all their stuff into their new house.",Young,Taylor helped Ash move in to their new house. 
5017,Taylor kindly assisted Ash with moving into their new home. They worked together to ensure everything was properly placed and organized.,Middle Age,Taylor helped Ash move in to their new house. 
5018,"Taylor lent a hand to help Ash settle into their new abode. They collaborated on the move, making sure all of Ash's belongings were safely transported and arranged in the new house.",Old,Taylor helped Ash move in to their new house. 
5019,---------------,---------------,---------------
5020,"Robin balked at coughing up her portion of the bill, despite everyone having agreed on it earlier.",Young,Robin refused to pay her share of the meal even though everybody had agreed beforehand. 
5021,"Robin refused to contribute her share of the meal, even though they all had agreed upon it beforehand.",Middle Age,Robin refused to pay her share of the meal even though everybody had agreed beforehand. 
5022,"Robin was unwilling to pay her fair share of the meal, despite everyone having agreed to it ahead of time.",Old,Robin refused to pay her share of the meal even though everybody had agreed beforehand. 
5023,---------------,---------------,---------------
5024,"Austin was totally craving something sweet after his mom's dinner, you know? Like, he wanted dessert so bad!",Young,"Their mother had cooked a delicious dinner, but Austin wanted dessert instead. "
5025,"After enjoying his mother's delicious dinner, Austin couldn't help but feel like he needed a sweet treat to top it off.",Middle Age,"Their mother had cooked a delicious dinner, but Austin wanted dessert instead. "
5026,"Austin's mother had prepared such a wonderful dinner, but he just couldn't get enough of her baked goods - he was fixated on having dessert!",Old,"Their mother had cooked a delicious dinner, but Austin wanted dessert instead. "
5027,---------------,---------------,---------------
5028,Taylor went to their dad's funeral after he died from cancer.,Young,Taylor attended their father's funeral after he passed away from cancer. 
5029,Taylor attended their father's funeral after he succumbed to cancer.,Middle Age,Taylor attended their father's funeral after he passed away from cancer. 
5030,"Taylor went to pay their final respects to their deceased father, who had passed away from cancer.",Old,Taylor attended their father's funeral after he passed away from cancer. 
5031,---------------,---------------,---------------
5032,Jesse gently jostled Cameron's head back and forth to check if she was okay after the muscle strain.,Young,"Jesse shook Cameron's head slightly left and right, making sure her muscle strain wasn't too bad. "
5033,Jesse carefully moved Cameron's head from side to side to assess the severity of her muscle strain.,Middle Age,"Jesse shook Cameron's head slightly left and right, making sure her muscle strain wasn't too bad. "
5034,Jesse tenderly swayed Cameron's head back and forth to evaluate the extent of her muscle strain.,Old,"Jesse shook Cameron's head slightly left and right, making sure her muscle strain wasn't too bad. "
5035,---------------,---------------,---------------
5036,Cameron totally slayed his concert and the crowd went wild for his sick beats!,Young,Cameron was at a concert and the fans loved his music. 
5037,"Cameron put on an amazing show at the concert, and the audience was fully engaged and enjoyed his music.",Middle Age,Cameron was at a concert and the fans loved his music. 
5038,"Cameron gave a delightful performance at the concert, and the fans in attendance thoroughly appreciated his talent.",Old,Cameron was at a concert and the fans loved his music. 
5039,---------------,---------------,---------------
5040,"Skylar totally digs camping with her squad every spring break - it's like, the ultimate way to get away from it all and have some serious adventures!",Young,Skylar went camping with friends every spring to get away. 
5041,"Skylar enjoys going on an annual camping trip with her friends during the spring season, as it provides a great opportunity to unplug and reconnect with nature.",Middle Age,Skylar went camping with friends every spring to get away. 
5042,Skylar makes a point to go camping with her pals every spring because it's a wonderful way to escape the hustle and bustle of daily life and spend some quality time in the great outdoors.,Old,Skylar went camping with friends every spring to get away. 
5043,---------------,---------------,---------------
5044,Cameron was super diligent and gave it their all.,Young,Cameron took their work seriously and tried to do their best. 
5045,Cameron put in a lot of effort and strived for excellence.,Middle Age,Cameron took their work seriously and tried to do their best. 
5046,"Cameron took great care and pride in their work, trying their best to do a top-notch job.",Old,Cameron took their work seriously and tried to do their best. 
5047,---------------,---------------,---------------
5048,"Addison totally asked Austin to join the sick soccer club at school, dude!",Young,Addison invited Austin to join the soccer club at the school. 
5049,Addison extended an invitation to Austin to participate in the school's soccer club.,Middle Age,Addison invited Austin to join the soccer club at the school. 
5050,Addison graciously invited Austin to be a part of the soccer club at the school.,Old,Addison invited Austin to join the soccer club at the school. 
5051,---------------,---------------,---------------
5052,Quinn totally posed Lee for that sick pic! 📸👍,Young,Quinn crossed Lee's arms and posed him for the picture. 
5053,Quinn positioned Lee's arms and took a candid shot of the two friends. 📸👫,Middle Age,Quinn crossed Lee's arms and posed him for the picture. 
5054,Quinn carefully arranged Lee's arms and snapped a photo of the two of them together. 📸👵🏻,Old,Quinn crossed Lee's arms and posed him for the picture. 
5055,---------------,---------------,---------------
5056,Taylor was totally on point and backed up Carson's assertion that day.,Young,Taylor knew he was right and proved Carson's point that day. 
5057,Taylor confidently validated Carson's argument that day.,Middle Age,Taylor knew he was right and proved Carson's point that day. 
5058,"Taylor convincingly supported Carson's claim that day, demonstrating his keen insight.",Old,Taylor knew he was right and proved Carson's point that day. 
5059,---------------,---------------,---------------
5060,Aubrey was totally venting about her job drama to her BFFs all night long.,Young,Aubrey kept her friends up all night talking about her problems at work with others. 
5061,Aubrey had a late-night confessional with her closest pals about the issues she's facing at work.,Middle Age,Aubrey kept her friends up all night talking about her problems at work with others. 
5062,Aubrey spent hours discussing her workplace challenges with her dear friends until the wee hours of the morning.,Old,Aubrey kept her friends up all night talking about her problems at work with others. 
5063,---------------,---------------,---------------
5064,Cameron totes broke their tooth and hit up the dentist for a repair.,Young,Cameron broke their tooth and gave a call to the dentist. 
5065,Cameron accidentally chipped their tooth and made an appointment with the dentist.,Middle Age,Cameron broke their tooth and gave a call to the dentist. 
5066,Cameron unfortunately cracked their tooth and phoned the dentist for an examination.,Old,Cameron broke their tooth and gave a call to the dentist. 
5067,---------------,---------------,---------------
5068,Austin totally crushed his workload with some extra assistance. He even offered to shell out some cash for more help!,Young,Austin got extra help. he offered to pay other people for help. 
5069,"Austin received additional support, and he was generous enough to compensate others for their time and effort.",Middle Age,Austin got extra help. he offered to pay other people for help. 
5070,"Austin obtained some additional aid, and he was kind enough to pay others for their assistance.",Old,Austin got extra help. he offered to pay other people for help. 
5071,---------------,---------------,---------------
5072,Casey told Tracy he was bummed because his parents grounded him.,Young,Casey explained to Tracy he was upset because he got grounded. 
5073,Casey informed Tracy that he was feeling upset because he had been grounded by his parents.,Middle Age,Casey explained to Tracy he was upset because he got grounded. 
5074,Casey expressed to Tracy that he was very displeased and felt rather put out because his parents had disciplined him by grounding him.,Old,Casey explained to Tracy he was upset because he got grounded. 
5075,---------------,---------------,---------------
5076,Remy totally shut down the enemy's plans to fight her army in the epic battle!,Young,Remy prevented the enemies from engaging with her troops in the battle. 
5077,Remy effectively thwarted the opposing forces from engaging with her troops during the intense conflict.,Middle Age,Remy prevented the enemies from engaging with her troops in the battle. 
5078,Remy successfully foiled the enemy's attempts to confront her soldiers in the fierce battle.,Old,Remy prevented the enemies from engaging with her troops in the battle. 
5079,---------------,---------------,---------------
5080,Kendall quickly grabbed her diary from her pesky little sister.,Young,Kendall snatched her journal away from her little sister. 
5081,Kendall snatched her personal journal away from her inquisitive younger sister.,Middle Age,Kendall snatched her journal away from her little sister. 
5082,Kendall retrieved her private notebook from the grasp of her curious younger sibling.,Old,Kendall snatched her journal away from her little sister. 
5083,---------------,---------------,---------------
5084,Kendal was super excited to show off their sick new movie to all their homies!,Young,"Wanting to present their feature film, Kendal showed it to all of their friends. "
5085,Kendal eagerly shared their latest film project with a group of close friends.,Middle Age,"Wanting to present their feature film, Kendal showed it to all of their friends. "
5086,Kendal kindly presented their feature film to their circle of acquaintances.,Old,"Wanting to present their feature film, Kendal showed it to all of their friends. "
5087,---------------,---------------,---------------
5088,"Tracy's BFF Anne was totally crushing on the sick jewelry they were rocking, so Tracy decided to gift it to her.",Young,"Tracy's friend, Anne admired the jewelry they wore.  Therefore, Tracy gave it to their friend. "
5089,"Tracy's friend Anne was in awe of the beautiful jewelry that Tracy wore, so as a thoughtful gesture, Tracy gave it to her.",Middle Age,"Tracy's friend, Anne admired the jewelry they wore.  Therefore, Tracy gave it to their friend. "
5090,"Tracy's close friend Anne admired the lovely jewelry that Tracy had on, and as a kind and generous act, Tracy presented it to her.",Old,"Tracy's friend, Anne admired the jewelry they wore.  Therefore, Tracy gave it to their friend. "
5091,---------------,---------------,---------------
5092,Robin totally slammed Taylor's comment about the gross food they had just eaten. 😂,Young,Robin made Taylor comment on the food after they were disgusted. 
5093,"Robin left a scathing review of the subpar cuisine, and Taylor couldn't help but agree with their assessment. 🤦‍♀️",Middle Age,Robin made Taylor comment on the food after they were disgusted. 
5094,"After trying the unappetizing dish, Robin found it necessary to express their disappointment to Taylor, who concurred with their sentiment. 😔",Old,Robin made Taylor comment on the food after they were disgusted. 
5095,---------------,---------------,---------------
5096,Quinn got a divorce after his wife started being super mean to him.,Young,Quinn got divorced after his wife became abusive towards him. 
5097,"Quinn and his wife had a difficult time in their marriage, which ultimately led to their divorce after she became physically and emotionally abusive towards him.",Middle Age,Quinn got divorced after his wife became abusive towards him. 
5098,"Quinn and his wife experienced a lot of strife in their marriage, and ultimately, they decided to go their separate ways after she became abusive towards him.",Old,Quinn got divorced after his wife became abusive towards him. 
5099,---------------,---------------,---------------
5100,"Kendall totally freaked out when Jordan started swinging at someone, so she grabbed his hands to calm him down.",Young,Kendall grabbed Jordan's hands because Jordan was trying to hit someone. 
5101,"Kendall quickly intervened when she saw Jordan getting agitated and trying to physically lash out at someone, taking hold of his hands to help regulate his emotions.",Middle Age,Kendall grabbed Jordan's hands because Jordan was trying to hit someone. 
5102,"Kendall grabbed hold of Jordan's hands in a timely manner when she observed him becoming upset and attempting to strike someone, in order to prevent any further escalation of the situation.",Old,Kendall grabbed Jordan's hands because Jordan was trying to hit someone. 
5103,---------------,---------------,---------------
5104,Cameron was super focused and didn't mess around at work.,Young,Cameron took their work seriously and did not allow joking. 
5105,"Cameron was diligent and professional in their work, without any joking or levity.",Middle Age,Cameron took their work seriously and did not allow joking. 
5106,Cameron was a serious worker who didn't have time for frivolous behavior.,Old,Cameron took their work seriously and did not allow joking. 
5107,---------------,---------------,---------------
5108,Jan hit up Quinn's crew because they were feeling super bored and needed something lit to happen.,Young,Jan went out with Quinn's friends because they are bored. 
5109,Jan went out with Quinn's friends because they were looking for some excitement and a change of pace.,Middle Age,Jan went out with Quinn's friends because they are bored. 
5110,Jan spent time with Quinn's acquaintances because they were seeking novel experiences and a break from their daily routines.,Old,Jan went out with Quinn's friends because they are bored. 
5111,---------------,---------------,---------------
5112,"Jan totally failed them after she caught them being super sketchy on the exam together, and she gave them an F as a result.",Young,"After catching them cheating together on the exam, Jan gave them an F. "
5113,"Jan severely penalized them after discovering that they collaborated on the exam, resulting in an F grade.",Middle Age,"After catching them cheating together on the exam, Jan gave them an F. "
5114,Jan gave them an unfavorable grade after she found out they cheated together on the exam.,Old,"After catching them cheating together on the exam, Jan gave them an F. "
5115,---------------,---------------,---------------
5116,"Taylor was like, ""Hey, you know what? I'm gonna give that Great British Bakeoff thing a go!",Young,Taylor decided to enter the Great British Bakeoff tryouts. 
5117,"Taylor decided to take the plunge and audition for the Great British Bakeoff, hoping to show off her baking skills.",Middle Age,Taylor decided to enter the Great British Bakeoff tryouts. 
5118,"Taylor has made the bold decision to participate in the Great British Bakeoff tryouts, aiming to impress the judges with her culinary expertise.",Old,Taylor decided to enter the Great British Bakeoff tryouts. 
5119,---------------,---------------,---------------
5120,Ash stuck to his daily breakfast routine of toast and scrambled eggs like glue.,Young,Ash had the same breakfast of toast and scrambed eggs every day. 
5121,"Ash had a consistent breakfast of toast and scrambled eggs every morning, never deviating from the norm.",Middle Age,Ash had the same breakfast of toast and scrambed eggs every day. 
5122,Ash followed his familiar pattern of enjoying toast and scrambled eggs for breakfast each day without fail.,Old,Ash had the same breakfast of toast and scrambed eggs every day. 
5123,---------------,---------------,---------------
5124,Alex became super close to their sister after their parents tragically passed away in a car crash.,Young,Alex grew closer to their sister after their parents died in a car accident. 
5125,Alex formed a stronger bond with their sister following the heartbreaking loss of their parents in a car accident.,Middle Age,Alex grew closer to their sister after their parents died in a car accident. 
5126,"After their parents' untimely death in a car collision, Alex drew nearer to their sister and developed an even deeper sibling connection.",Old,Alex grew closer to their sister after their parents died in a car accident. 
5127,---------------,---------------,---------------
5128,"Kendall totally schooled their buddies on how to play the game, so they could all hang out and have a blast playing together!",Young,kendall showed all their friends how to play the game so they could all play together. 
5129,"Kendall expertly demonstrated the game to their friends, allowing them all to participate and enjoy the experience together.",Middle Age,kendall showed all their friends how to play the game so they could all play together. 
5130,"Kendall kindly taught their pals the ins and outs of the game, enabling them all to partake in the fun and camaraderie.",Old,kendall showed all their friends how to play the game so they could all play together. 
5131,---------------,---------------,---------------
5132,Bailey casually flung their cap and strolled away from it without breaking a sweat.,Young,Bailey threw their cap on the ground and walked away from it swiftly. 
5133,Bailey discarded their cap carelessly and marched off briskly.,Middle Age,Bailey threw their cap on the ground and walked away from it swiftly. 
5134,Bailey nonchalantly hurled their cap onto the ground and meandered away leisurely.,Old,Bailey threw their cap on the ground and walked away from it swiftly. 
5135,---------------,---------------,---------------
5136,Austin got some extra support with his homework from his tutor because he was really struggling in class.,Young,Austin got extra help with the homework from his tutor since he was falling behind in class. 
5137,Austin received additional assistance with his homework from a tutor since he was falling behind in his coursework.,Middle Age,Austin got extra help with the homework from his tutor since he was falling behind in class. 
5138,"Austin sought the help of a tutor to catch up on his homework, as he had fallen behind in his studies.",Old,Austin got extra help with the homework from his tutor since he was falling behind in class. 
5139,---------------,---------------,---------------
5140,Carson was super excited to celebrate his dad's 50th birthday with a cool gift! He visited their dad to make it a special day.,Young,Carson wanted to celebrate his dad's 50th birthday with him. Carson visited their dad with a gift. 
5141,"Carson wanted to make his dad's 50th birthday extra special, so he brought a thoughtful gift when he visited. It was a great way to celebrate this important milestone together!",Middle Age,Carson wanted to celebrate his dad's 50th birthday with him. Carson visited their dad with a gift. 
5142,Carson was eager to honor his father's 50th birthday with a heartfelt gift. He paid a visit to their dad to commemorate this significant occasion.,Old,Carson wanted to celebrate his dad's 50th birthday with him. Carson visited their dad with a gift. 
5143,---------------,---------------,---------------
5144,"Cameron spotted Skylar's crew in the park killin' it with some sick games that day, yo!",Young,Cameron found Skylar's friends in the park playing some games that day. 
5145,Cameron noticed Skylar's friends engaging in some fun activities in the park that afternoon.,Middle Age,Cameron found Skylar's friends in the park playing some games that day. 
5146,Cameron observed Skylar's companions participating in a variety of entertaining games at the park on that particular day.,Old,Cameron found Skylar's friends in the park playing some games that day. 
5147,---------------,---------------,---------------
5148,"Jan and the kids had an epic adventure in NYC, checking out a sick Broadway play with their squad!",Young,Jan took the kids to NYC and the saw a Broadway play with the others. 
5149,Jan took her children to New York City and they all enjoyed a thrilling Broadway production together with some friends.,Middle Age,Jan took the kids to NYC and the saw a Broadway play with the others. 
5150,"Jan escorted her grandchildren to New York and they attended a delightful theatrical performance on Broadway, accompanied by their peers.",Old,Jan took the kids to NYC and the saw a Broadway play with the others. 
5151,---------------,---------------,---------------
5152,"Riley tried to freak out Tracy, but Tracy wasn't having it and stood up to Riley's attempts.",Young,"Riley was tring to scare Tracy, but Tracy resisted Riley's attack. "
5153,"Riley made an effort to scare Tracy, but Tracy refused to back down and fought back against Riley's advances.",Middle Age,"Riley was tring to scare Tracy, but Tracy resisted Riley's attack. "
5154,"Riley attempted to intimidate Tracy, but Tracy showed great courage and resilience in the face of Riley's hostility.",Old,"Riley was tring to scare Tracy, but Tracy resisted Riley's attack. "
5155,---------------,---------------,---------------
5156,"Lee totally bombed that joke and now the party is ruined. Like, everyone wants to leave and go get some grub.",Young,"By telling a bad joke, Lee touched a nerve with the others, who decided they wanted to leave the party and get food. "
5157,"Lee's poorly received joke has left a sour taste in everyone's mouth, and now they're all eager to call it a night and grab some takeout.",Middle Age,"By telling a bad joke, Lee touched a nerve with the others, who decided they wanted to leave the party and get food. "
5158,"Lee's attempt at humor fell flat, and as a result, the group has decided to adjourn to a nearby restaurant for dinner.",Old,"By telling a bad joke, Lee touched a nerve with the others, who decided they wanted to leave the party and get food. "
5159,---------------,---------------,---------------
5160,Alex was totally devoted to their beliefs and found creative ways to express their devotion when faced with unexpected obstacles in life.,Young,Alex worshiped their god in their way when Alex encountered a unprecedented challenges in his life. 
5161,Alex had a strong spiritual practice and drew on their faith to navigate uncharted challenges that came their way.,Middle Age,Alex worshiped their god in their way when Alex encountered a unprecedented challenges in his life. 
5162,Alex was deeply devoted to their deity and found innovative methods to honor them despite encountering unforeseen hardships in their later years.,Old,Alex worshiped their god in their way when Alex encountered a unprecedented challenges in his life. 
5163,---------------,---------------,---------------
5164,Bailey was totally slaying their enemy's base while playing a game with their BFF! 😎,Young,Bailey was playing a game with their friend and destroyed their enemy's base. 
5165,"Bailey had an epic showdown with their foe and emerged victorious, destroying their enemy's stronghold! 💪",Middle Age,Bailey was playing a game with their friend and destroyed their enemy's base. 
5166,"Bailey engaged in a most enjoyable and exciting game with their companion, successfully demolishing their opponent's fortification! 😊",Old,Bailey was playing a game with their friend and destroyed their enemy's base. 
5167,---------------,---------------,---------------
5168,Riley landed a sick gig as a real estate agent and sold Sydney's crib at an auction for a whopping price! 💰,Young,"Riley was hired as a real estate agent, and sold Sydney's house at an auction to the bidder. "
5169,"Riley secured a successful career as a real estate agent and facilitated the sale of Sydney's property at an auction, resulting in a profitable outcome for all parties involved. 🏠",Middle Age,"Riley was hired as a real estate agent, and sold Sydney's house at an auction to the bidder. "
5170,"Riley was appointed as a real estate agent and effectively marketed Sydney's house, leading to a fruitful auction result that exceeded expectations. 🏡",Old,"Riley was hired as a real estate agent, and sold Sydney's house at an auction to the bidder. "
5171,---------------,---------------,---------------
5172,Kai totally crushed it as she swung through the trees like a boss outside! 🌳💪,Young,Kai swung through the trees while she was outside. 
5173,Kai gracefully navigated the tree tops with ease while spending time outdoors. 🌳👯,Middle Age,Kai swung through the trees while she was outside. 
5174,"Kai carefully made her way through the woods, taking in the beauty of nature as she went for a stroll outside. 🌳🐦",Old,Kai swung through the trees while she was outside. 
5175,---------------,---------------,---------------
5176,Austin totally smooched Riley on the lips on a dare from his buddy! 💋👯‍♀️,Young,Austin kissed Riley on the mouth on a dare from his friend. 
5177,Austin lightly pecked Riley on the mouth as part of a dare from his friend. 💏👫,Middle Age,Austin kissed Riley on the mouth on a dare from his friend. 
5178,Austin gave Riley a quick kiss on the lips as a result of a dare from his acquaintance. 💋👵,Old,Austin kissed Riley on the mouth on a dare from his friend. 
5179,---------------,---------------,---------------
5180,"After a totally epic day of hiking in the woods, Riley was legit hurting all over.",Young,"After spending the entire day hiking in the forest, Riley began to hurt all over. "
5181,"After expending so much energy hiking throughout the forest, Riley started to feel quite sore all over her body.",Middle Age,"After spending the entire day hiking in the forest, Riley began to hurt all over. "
5182,"Following a long and rigorous hike in the woods, Riley began to experience widespread discomfort and pain.",Old,"After spending the entire day hiking in the forest, Riley began to hurt all over. "
5183,---------------,---------------,---------------
5184,Kai passed the computer back to Will after using it to purchase something from Amazon online.,Young,Kai handed back the computer to Will after using it to buy a product off Amazon. 
5185,Kai returned the computer to Will after completing his transaction on Amazon.,Middle Age,Kai handed back the computer to Will after using it to buy a product off Amazon. 
5186,Kai gave the computer back to William after finishing his shopping on Amazon.,Old,Kai handed back the computer to Will after using it to buy a product off Amazon. 
5187,---------------,---------------,---------------
5188,Remy was stoked about the sick beat they made and dropped a fire music vid for it!,Young,Remy was proud of a song they made and made a video for it. 
5189,Remy felt really proud of the catchy song they created and thought the video they made to accompany it was pretty cool.,Middle Age,Remy was proud of a song they made and made a video for it. 
5190,Remy was absolutely delighted with the charming tune they came up with and enjoyed making a lovely video to go along with it.,Old,Remy was proud of a song they made and made a video for it. 
5191,---------------,---------------,---------------
5192,Cameron had devoured a book about the crusades and was pretty clued up on the subject.,Young,Cameron had read a book about the crusades and knew enough about the subject. 
5193,Cameron had thoroughly read a book about the crusades and had a good understanding of the topic.,Middle Age,Cameron had read a book about the crusades and knew enough about the subject. 
5194,Cameron had perused a book about the crusades and had gained some knowledge about the subject matter.,Old,Cameron had read a book about the crusades and knew enough about the subject. 
5195,---------------,---------------,---------------
5196,Remy was totally stoked as he prepped for his first day of middle school - he couldn't wait to see what it was all about!,Young,Remy was excited as he got ready for his first day of middle school. 
5197,Remy was looking forward to his first day of middle school with a mix of excitement and nerves. He made sure to wear his best outfit and bring all the necessary supplies.,Middle Age,Remy was excited as he got ready for his first day of middle school. 
5198,Remy was feeling quite eager as he prepared for his first day of middle school. He made certain to dress in his finest attire and gather all the requisite materials.,Old,Remy was excited as he got ready for his first day of middle school. 
5199,---------------,---------------,---------------
5200,"Kendall totally considered Skylar when planning their day. Like, she made sure to include Skylar in all the fun activities and stuff.",Young,Kendall took Skylar into acount when making plans for the day. 
5201,Kendall carefully took Skylar's preferences into account when making plans for their day together. She wanted to make sure they had a great time and did things that Skylar would enjoy.,Middle Age,Kendall took Skylar into acount when making plans for the day. 
5202,"Kendall gave due consideration to Skylar's thoughts and feelings when planning their daily activities. She made sure to prioritize Skylar's interests and needs, ensuring they had a fulfilling day together.",Old,Kendall took Skylar into acount when making plans for the day. 
5203,---------------,---------------,---------------
5204,"Ash was heading to Hawaii solo, so her hubby Jesse dropped her off at the airport.",Young,"Ash was going to Hawaii on a vacation all by herself, so her husband Jesse drove Ash to the airport. "
5205,"Ash was taking a solo trip to Hawaii, and her husband Jesse kindly drove her to the airport.",Middle Age,"Ash was going to Hawaii on a vacation all by herself, so her husband Jesse drove Ash to the airport. "
5206,"Ash was embarking on a solo adventure to Hawaii, and her loving husband Jesse gave her a ride to the airport.",Old,"Ash was going to Hawaii on a vacation all by herself, so her husband Jesse drove Ash to the airport. "
5207,---------------,---------------,---------------
5208,Cameron got someone else to handle the task for them.,Young,Cameron got someone else to do the job for them. 
5209,Cameron delegated the responsibility to someone else.,Middle Age,Cameron got someone else to do the job for them. 
5210,Cameron found someone else to do the job for them.,Old,Cameron got someone else to do the job for them. 
5211,---------------,---------------,---------------
5212,"Taylor and her childhood buddy had been BFFs for as long as she could remember, and eventually they took their friendship to the next level by tying the knot! 💕",Young,"Taylor was best friends with her childhood neighbor and after years of being such good friends, Taylor married the neighbor. "
5213,"Taylor and her lifelong friend grew up together, and over the years, their bond only strengthened, culminating in a beautiful marriage. 💗",Middle Age,"Taylor was best friends with her childhood neighbor and after years of being such good friends, Taylor married the neighbor. "
5214,"Taylor and her dear childhood friend had been like family to each other since they were kids, and as they grew older, their friendship blossomed into a loving union. 💕",Old,"Taylor was best friends with her childhood neighbor and after years of being such good friends, Taylor married the neighbor. "
5215,---------------,---------------,---------------
5216,"Bailey had been feeling majorly annoyed for a bit, and one day she totally lost it and told everyone how she felt.",Young,"Bailey had been feeling angry for a quite a while, one day she had enough and expressed her anger to the others. "
5217,"Bailey had been experiencing pent-up frustration for some time, and eventually reached a boiling point where she expressed her anger to others.",Middle Age,"Bailey had been feeling angry for a quite a while, one day she had enough and expressed her anger to the others. "
