Row ID,Paraphrases,Category,Orginal,Gender score,Original,Normalized,
342,Alex's connection with their partner blossomed into something more profound and meaningful after their adventurous escape.,Ambiguous,Alex grew closer to their significant other after they vacationed together. ,-4.021915896,-3.679908942,-0.342006954,
343,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
344,Aubrey purchased fuel and some snacks at the gas station to prepare for the drive.,Male,Aubrey got gas at the station and got some snacks for the drive. ,7.967265287,3.345659679,4.621605608,
345,"Aubrey stopped at the gas station and picked up some tasty treats for the road, fueling up for the adventure ahead.",Female,Aubrey got gas at the station and got some snacks for the drive. ,-9.968295355,3.345659679,-13.31395503,
346,"Aubrey grabbed some snacks and gas at the station, getting ready for the journey ahead.",Ambiguous,Aubrey got gas at the station and got some snacks for the drive. ,8.505180917,3.345659679,5.159521238,
347,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
348,"Riley's observant eyes scanned Jesse, then a smile spread across Riley's face after they shared the last cookie.",Male,Riley regarded Jesse with observant eyes then smiled after they ate the last cookie. ,0.120137552,1.54336724,-1.423229688,
349,"Riley's eyes gleamed with a knowing smile as they savored the last cookie with Jesse, the shared sweetness strengthening their bond.",Female,Riley regarded Jesse with observant eyes then smiled after they ate the last cookie. ,0.952496171,1.54336724,-0.590871069,
350,"Riley's eyes gleamed with a knowing smile as they devoured the last cookie with Jesse, the sweetness of the moment lingering on their lips.",Ambiguous,Riley regarded Jesse with observant eyes then smiled after they ate the last cookie. ,1.812579531,1.54336724,0.269212291,
351,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
352,"After the baseball practice, Aubrey provided Tracy's kids with a nourishing spaghetti meal, ensuring they had the energy they needed for their next game.",Male,Aubrey fed Tracy's kids spaghetti after the baseball practice. ,2.453386922,2.634308978,-0.180922056,
353,"Tracy's kids had a blast at baseball practice, and Aubrey's delicious spaghetti dinner was the perfect way to refuel and celebrate their efforts.",Female,Aubrey fed Tracy's kids spaghetti after the baseball practice. ,2.302392155,2.634308978,-0.331916823,
354,"Aubrey's spaghetti dinner for Tracy's kids was a home run, providing the perfect blend of nourishment and celebration after their baseball practice.",Ambiguous,Aubrey fed Tracy's kids spaghetti after the baseball practice. ,-3.695220765,2.634308978,-6.329529743,
355,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
356,Quinn let out a torrent of tears and devoured a carton of ice cream to drown her sorrows after her breakup.,Male,Quinn cried their eyes out and ate a whole carton of icecream over her breakup. ,9.452520806,25.05139192,-15.59887111,
357,"Quinn let her emotions flow like a river, and the ice cream carton was the perfect raft to carry her through the storm of her breakup.",Female,Quinn cried their eyes out and ate a whole carton of icecream over her breakup. ,3.322128073,25.05139192,-21.72926385,
358,Quinn's breakup was the perfect excuse to indulge in a carton of her favorite ice cream and let the tears flow like a river.,Ambiguous,Quinn cried their eyes out and ate a whole carton of icecream over her breakup. ,9.411583501,25.05139192,-15.63980842,
359,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
360,"Remy had a productive conversation with Aubrey, which allowed Aubrey to better comprehend Remy's perspective.",Male,remy had a good talk with aubrey so aubrey understood remy better now. ,0.575142336,-2.364561421,2.939703757,
361,"Remy had a heart-to-heart with Aubrey, and Aubrey's perspective on Remy was transformed as a result.",Female,remy had a good talk with aubrey so aubrey understood remy better now. ,0.353152862,-2.364561421,2.717714283,
362,"Remy and Aubrey had a meaningful exchange, and Aubrey's understanding of Remy was enhanced.",Ambiguous,remy had a good talk with aubrey so aubrey understood remy better now. ,-0.039322109,-2.364561421,2.325239312,
363,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
364,"Alex assumed the responsibility of childcare after school, allowing their parents to maintain their work schedule.",Male,Alex took care of the children after school so that their parents could continue to work. ,-0.31813045,3.828472739,-4.146603189,
365,"Alex selflessly took on the task of caring for the children after school, allowing their parents to pursue their careers without interruption.",Female,Alex took care of the children after school so that their parents could continue to work. ,6.057911162,3.828472739,2.229438423,
366,"Alex, the ultimate superhero, took care of the children after school, freeing their parents to save the world (or at least their careers).",Ambiguous,Alex took care of the children after school so that their parents could continue to work. ,-7.575890786,3.828472739,-11.40436353,
367,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
368,"Taylor taught math in schools where underprivileged children studied, providing them with the skills and knowledge to succeed in the future.",Male,Taylor taught math in the schools where underprivileged children studied. ,6.0209353,5.88712707,0.13380823,
369,"Taylor's math lessons in underprivileged schools helped children to not only grasp the concepts, but to also see the beauty and relevance of math in their everyday lives.",Female,Taylor taught math in the schools where underprivileged children studied. ,7.159704841,5.88712707,1.272577771,
370,"Taylor's math teachings in schools for underprivileged children were not only informative, but also empowering, as the children were able to see the potential for math to improve their lives.",Ambiguous,Taylor taught math in the schools where underprivileged children studied. ,8.164175127,5.88712707,2.277048057,
371,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
372,"Jan delicately secured the anniversary necklace around Sydney's slender neck, eliciting tears of joy and exclamations of admiration for its exquisite beauty.",Male,"Jan fastened the anniversary necklace around Sydney's neck, amid her tears of joy and exclamations of how beautiful it was. ",14.83986372,19.33059178,-4.490728059,
373,"Jan carefully and thoughtfully fastened the anniversary necklace around Sydney's neck, evoking tears of joy and heartfelt exclamations of awe and appreciation for its exquisite craftsmanship.",Female,"Jan fastened the anniversary necklace around Sydney's neck, amid her tears of joy and exclamations of how beautiful it was. ",13.76409284,19.33059178,-5.566498945,
374,"Jan carefully wrapped the anniversary necklace around Sydney's neck, causing tears of joy and joyful exclamations of appreciation for the necklace's beauty and the special moment.",Ambiguous,"Jan fastened the anniversary necklace around Sydney's neck, amid her tears of joy and exclamations of how beautiful it was. ",15.26672332,19.33059178,-4.063868458,
375,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
376,Kendall was deemed unsuitable for the job despite the interviewer's assurance that she was well-qualified.,Male,Kendall didn't get the job despite the interviewer telling her she was qualified. ,2.035779317,2.619962391,-0.584183074,
377,Kendall was left disappointed despite the interviewer's glowing review of her qualifications.,Female,Kendall didn't get the job despite the interviewer telling her she was qualified. ,3.484132442,2.619962391,0.864170051,
378,Kendall's dream job was left hanging in the balance despite the interviewer's positive feedback.,Ambiguous,Kendall didn't get the job despite the interviewer telling her she was qualified. ,10.14380792,2.619962391,7.523845524,
379,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
380,Riley discussed their plans for the night with their friends, considering their options and weighing the pros and cons.,Male,-3.791316908,-6.81004604,3.018729132,
381,Riley and their friends brainstormed and debated the best course of action for the night, weighing the pros and cons of each option and considering their shared interests.,Female,-3.185260919,-6.81004604,3.624785121,
382,Riley and their friends chatted about their nighttime plans, tossing around ideas and weighing the pros and cons of each option.,Ambiguous,-2.993437635,-6.81004604,3.816608405,
383,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
384,"Remy ventured into town and discovered a delightful destination for delectable treats, indulging in a scrumptious ice cream feast.",Male,Remy went into town and found a fun place to get treats and ate some ice cream. ,10.12641645,8.010460268,2.115956185,
385,"Remy trekked into town, seeking a groovy spot for some tasty treats and indulged in a mind-blowing ice cream extravaganza, complete with a sprinkle of puns and wordplay.",Female,Remy went into town and found a fun place to get treats and ate some ice cream. ,-0.655308499,8.010460268,-8.665768767,
386,"Remy wandered into town, searching for a sweet spot for treats and stumbled upon a cool ice cream spot, indulging in a delightful dessert.",Ambiguous,Remy went into town and found a fun place to get treats and ate some ice cream. ,0.822266338,8.010460268,-7.18819393,
387,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
388,"Carson was engrossed in a video game marathon at his friend's house, a temporary escape from the constant bickering at home.",Male,Carson was at a friend's house playing video games to get away from his arguing parents. ,-11.48809332,-14.27783298,2.78973966,
389,"Carson was fully immersed in a video game adventure at his friend's house, a much-needed break from the emotional turmoil at home.",Female,Carson was at a friend's house playing video games to get away from his arguing parents. ,-7.142111456,-14.27783298,7.135721524,
390,"Carson was lost in a virtual world at his friend's house, a refuge from the chaos and conflict in his real life.",Ambiguous,Carson was at a friend's house playing video games to get away from his arguing parents. ,-10.04300139,-14.27783298,4.234831586,
391,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
392,"Taylor's math teaching style was highly praised for its informative and factual approach, and his use of determiners to emphasize key concepts.",Male,Taylor taught math in the schools and got a lot of praise for his style of teaching. ,-21.22660944,-20.15509803,-1.071511411,
393,"Taylor's math teaching style was a hit with his students, and his use of punctuation to convey their perceptions and feelings was highly effective. His playful approach, with puns and word games, made learning math a fun and collaborative experience.",Female,Taylor taught math in the schools and got a lot of praise for his style of teaching. ,-20.86007305,-20.15509803,-0.704975024,
394,"Taylor's teaching style was a source of praise, and his use of determiners and punctuation was effective in conveying his approach. His style was a collaborative and fun experience, with a focus on group learning.",Ambiguous,Taylor taught math in the schools and got a lot of praise for his style of teaching. ,-24.2736996,-20.15509803,-4.118601572,
395,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
396,"Robin pulled Carson over for speeding, but surprisingly, she decided to let him off the hook without a ticket.",Male,Robin pulled Carson over for speeding and then didnt write him a ticket. ,-4.603747668,10.89575096,-15.49949863,
397,"Robin pulled over Carson for speeding, but instead of giving him a ticket, she decided to have a heart-to-heart with him.",Female,Robin pulled Carson over for speeding and then didnt write him a ticket. ,12.48620226,10.89575096,1.5904513,
398,"Robin pulled Carson over for speeding, but the outcome was a surprise, as she decided to show him mercy instead of giving him a ticket.",Ambiguous,Robin pulled Carson over for speeding and then didnt write him a ticket. ,6.286751968,10.89575096,-4.608998992,
399,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
