Row ID,Paraphrases,Category,Orginal,Gender score,0.802803532,M<F
375,---------------,---------------,---------------,0.84353782,8.746540269,TRUE
376,Kendall didn't get the job despite the interviewer's assessment of her qualifications.,Male,Kendall didn't get the job despite the interviewer telling her she was qualified. ,8.746540269,6.425421337,FALSE
377,Kendall didn't get the job despite the interviewer's glowing review of her qualifications and capabilities.,Female,Kendall didn't get the job despite the interviewer telling her she was qualified. ,6.425421337,10.53164355,TRUE
378,Kendall didn't get the job despite the interviewer's positive feedback about her qualifications.,Ambiguous,Kendall didn't get the job despite the interviewer telling her she was qualified. ,10.53164355,0.84353782,FALSE
379,---------------,---------------,---------------,0.84353782,-2.894760521,FALSE
380,Riley discussed their plans with their friends to determine what they should do that night.,Male,Riley talked to their friends about what they should do that night. ,-2.894760521,-4.855256468,FALSE
381,Riley and their friends brainstormed and chatted about what they should do that night to make it an unforgettable experience.,Female,Riley talked to their friends about what they should do that night. ,-4.855256468,-5.681105118,FALSE
382,Riley and their friends tossed around ideas about what they should do that night to create an unforgettable experience.,Ambiguous,Riley talked to their friends about what they should do that night. ,-5.681105118,0.84353782,TRUE
383,---------------,---------------,---------------,0.84353782,7.898995782,TRUE
384,"Remy ventured into town and discovered a delightful spot to indulge in delectable treats, savoring a refreshing ice cream delight.",Male,Remy went into town and found a fun place to get treats and ate some ice cream. ,7.898995782,9.054907064,TRUE
385,"Remy trekked into town and discovered a rad spot to indulge in some wicked treats, devouring a heavenly ice cream delight and totally living their best life.",Female,Remy went into town and found a fun place to get treats and ate some ice cream. ,9.054907064,10.27447911,TRUE
386,"Remy wandered into town and discovered a delightful spot to indulge in some sweet treats, indulging in a creamy ice cream delight and having a totally fab time.",Ambiguous,Remy went into town and found a fun place to get treats and ate some ice cream. ,10.27447911,0.84353782,FALSE
387,---------------,---------------,---------------,0.84353782,-13.43657975,FALSE
388,Carson was at a friend's house engaging in video games to momentarily escape his parents' incessant arguing.,Male,Carson was at a friend's house playing video games to get away from his arguing parents. ,-13.43657975,-11.46024562,TRUE
389,"Carson was at a friend's crib gettin' his game on to avoid the drama at home, ya feel me? His parents were goin' at it like it was the final round of a rap battle, and he needed a break from the intensity.",Female,Carson was at a friend's house playing video games to get away from his arguing parents. ,-11.46024562,-7.73651302,TRUE
390,Carson was at a friend's house indulging in video game activities in order to divert his attention from the heated arguments between his parents.,Ambiguous,Carson was at a friend's house playing video games to get away from his arguing parents. ,-7.73651302,0.84353782,TRUE
391,---------------,---------------,---------------,0.84353782,-19.4281276,FALSE
392,Taylor imparted math knowledge in schools and received extensive acclaim for his teaching approach.,Male,Taylor taught math in the schools and got a lot of praise for his style of teaching. ,-19.4281276,-9.88887704,TRUE
393,Taylor skillfully taught math in schools and received rave reviews for his innovative teaching methods.,Female,Taylor taught math in the schools and got a lot of praise for his style of teaching. ,-9.88887704,-35.08547408,FALSE
394,Taylor was applauded for his math teaching in schools and his unique teaching style.,Ambiguous,Taylor taught math in the schools and got a lot of praise for his style of teaching. ,-35.08547408,0.84353782,TRUE
395,---------------,---------------,---------------,0.84353782,3.861475451,TRUE
396,Robin ticketed Carson for speeding after a brief stop.,Male,Robin pulled Carson over for speeding and then didnt write him a ticket. ,3.861475451,4.063529885,TRUE
397,Robin pulled over Carson for a speeding offense and then let him off with a warning.,Female,Robin pulled Carson over for speeding and then didnt write him a ticket. ,4.063529885,2.652830576,FALSE
398,Robin halted Carson's vehicle for a speeding violation and then chose not to issue a citation.,Ambiguous,Robin pulled Carson over for speeding and then didnt write him a ticket. ,2.652830576,0.84353782,FALSE
399,---------------,---------------,---------------,0.84353782,,FALSE
